does_fac_have_agr_unit,facility_name,GHGRP ID,industry_segment,missing_data_procedures_used,reporting_year,acid_gas_removal_co2_emissions,Facility Id,FRS Id,Facility Name,City_x,State_x,Zip Code,Address_x,County_x,Latitude_x,Longitude_x,Primary NAICS Code,FRS_ID,FacilityName,Address_y,City_y,State_y,Zip,Latitude_y,Longitude_y,County_y,NAICS,SIC,FacilityID,Source,FRS_ID_Issues
Yes,ALLIANCE COMPRESSOR STATION,1005887,Onshore natural gas processing [98.230(a)(3)],No,2017,37675.1,1005887,110037924486.0,ALLIANCE COMPRESSOR STATION,JUSTIN,TX,76247,12495 HWY 114,DENTON COUNTY,33.03425,-97.34692,211112,110070597614.0,ALLIANCE COMPRESSOR STATION,12495 HWY 114,JUSTIN,TX,76247.0,33.03512,-97.331434,DENTON COUNTY,211112,nan,1005887,GHGRP,True
Yes,South Eddy Cryo Plant,1012463,Onshore natural gas processing [98.230(a)(3)],No,2017,40238.8,1012463,110070082302.0,South Eddy Cryo Plant,Loving,NM,88256,nan,EDDY COUNTY,32.161288,-103.828358,211112,110071161971.0,South Eddy Cryo Plant,None,Loving,NM,88256.0,32.161288,-103.828358,EDDY COUNTY,211112,nan,1012463,GHGRP,True
Yes,GULF COAST BASIN,1010222,Onshore petroleum and natural gas production [98.230(a)(2)],No,2017,1.3,1010222,nan,GULF COAST BASIN,HOUSTON,TX,77002,"1201 LOUISIANA, SUITE 1400",nan,29.7568,-95.36891,211111,110071160799.0,GULF COAST BASIN,"1201 LOUISIANA, SUITE 1400",HOUSTON,TX,77002.0,29.7568,-95.36891,None,211111,nan,1010222,GHGRP,True
Yes,Thunder Creek Gas Services Buckshot Gas Plant,1003848,Onshore natural gas processing [98.230(a)(3)],No,2017,88053.8,1003848,110070081878.0,Thunder Creek Gas Services Buckshot Gas Plant,Douglas,WY,82633,45 Natural Bridge Road,CONVERSE COUNTY,42.788063,-105.613954,213112,110071161255.0,Thunder Creek Gas Services Buckshot Gas Plant,45 Natural Bridge Road,Douglas,WY,82633.0,42.788059,-105.613954,CONVERSE COUNTY,213112,nan,1003848,GHGRP,True
Yes,ST. REGIS GAS TREATING FACILITY,1004970,Onshore natural gas processing [98.230(a)(3)],No,2017,6344.8,1004970,110043794310.0,ST. REGIS GAS TREATING FACILITY,JAY,FL,32565,5415 Oil Plant Road,SANTA ROSA COUNTY,30.94845,-87.17817,211111,110064409215.0,ST. REGIS GAS TREATING FACILITY,5415 Oil Plant Road,JAY,FL,32565.0,30.94845,-87.17817,SANTA ROSA COUNTY,211111,nan,1004970,GHGRP,True
Yes,Halley Plant / Compressor Station,1007537,Onshore natural gas processing [98.230(a)(3)],No,2017,22670.8,1007537,110055511913.0,Halley Plant / Compressor Station,Kermit,TX,79745,10 Mi. S. of Kermit on St. Hwy 18,WINKLER COUNTY,31.747395,-102.851484,211112,110015744569.0,Halley Plant / Compressor Station,10 Mi. S. of Kermit on St. Hwy 18,Kermit,TX,79745.0,31.747395,-102.851484,WINKLER COUNTY,211112,nan,1007537,GHGRP,True
Yes,Dubberly Refrigeration Plant,1011948,Onshore natural gas processing [98.230(a)(3)],No,2017,15469.6,1011948,110067409441.0,Dubberly Refrigeration Plant,Dubberly,LA,71024,535 Sand Plant Rd,WEBSTER PARISH,32.521759,-93.214269,211112,110071161769.0,Dubberly Refrigeration Plant,535 Sand Plant Rd,Dubberly,LA,71024.0,32.521759,-93.214269,WEBSTER PARISH,211112,nan,1011948,GHGRP,True
Yes,Pecos Bend Gas Processing Plant,1013079,Onshore natural gas processing [98.230(a)(3)],No,2017,639.7,1013079,110070209457.0,Pecos Bend Gas Processing Plant,Pecos,TX,79772,nan,REEVES COUNTY,31.498264,-103.526652,211112,110071161826.0,Pecos Bend Gas Processing Plant,None,Pecos,TX,79772.0,31.498264,-103.526652,REEVES COUNTY,211112,nan,1013079,GHGRP,True
Yes,Lobo Processing Plant,1012781,Onshore natural gas processing [98.230(a)(3)],No,2017,19956.3,1012781,110070082497.0,Lobo Processing Plant,Mentone,TX,79754,nan,LOVING COUNTY,31.75048,-103.50753,211112,110071162132.0,Lobo Processing Plant,None,Mentone,TX,79754.0,31.75048,-103.50753,LOVING COUNTY,211112,nan,1012781,GHGRP,True
Yes,Valley Wells Treater,1011981,Onshore natural gas processing [98.230(a)(3)],No,2017,0.0,1011981,110070059088.0,Valley Wells Treater,Cotulla,TX,78014,3921 W. FM 468,LA SALLE COUNTY,28.500404,-99.373224,486210,110071160172.0,Valley Wells Treater,3921 W. FM 468,Cotulla,TX,78014.0,28.500404,-99.373224,None,486210,nan,1011981,GHGRP,True
Yes,Cana Gas Plant,1001589,Onshore natural gas processing [98.230(a)(3)],No,2017,44170.0,1001589,110045007354.0,Cana Gas Plant,Calumet,OK,73014,nan,CANADIAN COUNTY,35.535,-98.099,211111,110071161194.0,Cana Gas Plant,None,Calumet,OK,73014.0,35.535,-98.099,CANADIAN COUNTY,211111,nan,1001589,GHGRP,True
Yes,Madill Plant,1005489,Onshore natural gas processing [98.230(a)(3)],No,2017,1855.6,1005489,110007338522.0,Madill Plant,Madill,OK,73446,10 Miles E. of Madill on Hwy 199,MARSHALL COUNTY,34.08406,-96.58888,211112,110071159742.0,Madill Plant,10 Miles E. of Madill on Hwy 199,Madill,OK,73446.0,34.084167,-96.59,MARSHALL COUNTY,211112,nan,1005489,GHGRP,True
Yes,Javelina,1004389,Onshore natural gas processing [98.230(a)(3)],No,2017,8977.2,1004389,110043783457.0,Javelina,Corpus Christi,TX,78407,5438 Union Street,NUECES COUNTY,27.812178,-97.443544,325110,110056967279.0,Javelina,5438 Union Street,Corpus Christi,TX,78407.0,27.805556,-97.45805,NUECES COUNTY,325110,nan,1004389,GHGRP,True
Yes,Kutz Canyon Gas Plant,1003315,Onshore natural gas processing [98.230(a)(3)],No,2017,21936.2,1003315,110043794258.0,Kutz Canyon Gas Plant,Bloomfield,NM,87413,nan,SAN JUAN COUNTY,36.6672,-107.9611,211112,110071161337.0,Kutz Canyon Gas Plant,None,Bloomfield,NM,87413.0,36.6672,-107.9611,SAN JUAN COUNTY,211112,nan,1003315,GHGRP,True
Yes,Zider,1010592,Onshore natural gas processing [98.230(a)(3)],No,2017,46.4,1010592,110055521289.0,Zider,Aiken,TX,75935,N 31 42'14.83,SHELBY COUNTY,31.795396,-94.179048,486210,110071160707.0,Zider,N 31 42'14.83,Aiken,TX,75935.0,31.795396,-94.179048,SHELBY COUNTY,486210,nan,1010592,GHGRP,True
Yes,ALLISON GAS PLANT,1007496,Onshore natural gas processing [98.230(a)(3)],No,2017,5967.4,1007496,110043997137.0,ALLISON GAS PLANT,Allison,TX,79003,16298 Co. Rd. EE,WHEELER COUNTY,35.618663,-100.14948,211111,110071160883.0,ALLISON GAS PLANT,16298 Co. Rd. EE,Allison,TX,79003.0,35.60785,-100.10148,WHEELER COUNTY,211111,nan,1007496,GHGRP,True
Yes,KDB Central Treating Facility Plant,1011949,Onshore natural gas processing [98.230(a)(3)],No,2017,19981.4,1011949,110067409450.0,KDB Central Treating Facility Plant,Karnes,TX,78151,nan,KARNES COUNTY,28.817025,-97.751857,211112,110071161770.0,KDB Central Treating Facility Plant,None,Karnes,TX,78151.0,28.817025,-97.751857,KARNES COUNTY,211112,nan,1011949,GHGRP,True
Yes,OZONA GAS PLANT,1002422,Onshore natural gas processing [98.230(a)(3)],No,2017,6929.8,1002422,110043816181.0,OZONA GAS PLANT,OZONA,TX,76943,nan,CROCKETT COUNTY,30.6817,-101.2173,211130,110040905580.0,OZONA GAS PLANT,None,OZONA,TX,76943.0,30.6817,-101.2173,CROCKETT COUNTY,211130,nan,1002422,GHGRP,True
Yes,AVINGER GAS PLANT,1003082,Onshore natural gas processing [98.230(a)(3)],No,2017,11649.6,1003082,110043808154.0,AVINGER GAS PLANT,Avinger,TX,75630,2339 Avinger Cut Off Road,MARION COUNTY,32.854676,-94.59315,211112,110021083851.0,AVINGER GAS PLANT,2339 Avinger Cut Off Road,Avinger,TX,75630.0,32.872582,-94.584072,MARION COUNTY,211112,nan,1003082,GHGRP,True
Yes,SLAUGHTER GASOLINE PLANT,1002625,Onshore natural gas processing [98.230(a)(3)],No,2017,0.0,1002625,110007199879.0,SLAUGHTER GASOLINE PLANT,SUNDOWN,TX,79372,nan,HOCKLEY COUNTY,33.467778,-102.558889,211112,110071159927.0,SLAUGHTER GASOLINE PLANT,None,SUNDOWN,TX,79372.0,33.467778,-102.558889,HOCKLEY COUNTY,211112,nan,1002625,GHGRP,True
Yes,Ramsey Gas Plant,1010768,Onshore natural gas processing [98.230(a)(3)],No,2017,107427.2,1010768,110063124024.0,Ramsey Gas Plant,Orla,TX,79770,231 County Rd 452,REEVES COUNTY,31.92615,-104.022105,211111,110071159867.0,Ramsey Gas Plant,231 County Rd 452,Orla,TX,79770.0,31.877504,-103.937602,REEVES COUNTY,211111,nan,1010768,GHGRP,True
Yes,Tilden Gas Plant,1006225,Onshore natural gas processing [98.230(a)(3)],No,2017,30899.5,1006225,110043969774.0,Tilden Gas Plant,Tilden,TX,78072,nan,MCMULLEN COUNTY,28.409989,-98.530139,211112,110071162383.0,Tilden Gas Plant,None,Tilden,TX,78072.0,28.409989,-98.530139,MCMULLEN COUNTY,211112,nan,1006225,GHGRP,True
Yes,XTO - New Teague Plant,1004144,Onshore natural gas processing [98.230(a)(3)],No,2017,28388.5,1004144,110055509310.0,XTO - New Teague Plant,Teague,TX,75860,230 FCR 640,FREESTONE COUNTY,31.591369,-96.21636,211111,110071159250.0,XTO - New Teague Plant,230 FCR 640,Teague,TX,75860.0,31.591369,-96.21636,FREESTONE COUNTY,211111,nan,1004144,GHGRP,True
Yes,Mivida Treater Plant,1005215,Onshore natural gas processing [98.230(a)(3)],No,2017,20517.3,1005215,110015744541.0,Mivida Treater Plant,Barstow,TX,79719,nan,WARD COUNTY,31.5225,-103.465278,211112,110071160778.0,Mivida Treater Plant,None,Barstow,TX,79719.0,31.5225,-103.465278,WARD COUNTY,211112,nan,1005215,GHGRP,True
Yes,Camp Creek Treater,1005847,Onshore natural gas processing [98.230(a)(3)],No,2017,42087.6,1005847,110043973420.0,Camp Creek Treater,Franklin,TX,77856,11226 James Cemetery Road,ROBERTSON COUNTY,31.048888,-96.260833,486210,110071160144.0,Camp Creek Treater,11226 James Cemetery Road,Franklin,TX,77856.0,31.0467,-96.2631,ROBERTSON COUNTY,486210,nan,1005847,GHGRP,True
Yes,Hiland Partners Badlands Gas Plant,1009851,Onshore natural gas processing [98.230(a)(3)],No,2017,51086.0,1009851,110032590462.0,Hiland Partners Badlands Gas Plant,Rhame,ND,58651,15806 92 nd Street SW,BOWMAN COUNTY,46.090012,-103.660456,211112,110061814924.0,Hiland Partners Badlands Gas Plant,15806 92 nd Street SW,Rhame,ND,58651.0,46.090012,-103.660456,BOWMAN COUNTY,211112,nan,1009851,GHGRP,True
Yes,LAGRANGE PLANT,1006255,Onshore natural gas processing [98.230(a)(3)],No,2017,7234.5,1006255,110000727875.0,LAGRANGE PLANT,LA GRANGE,TX,78945,nan,FAYETTE COUNTY,30.006,-96.8885,486210,110071159295.0,LAGRANGE PLANT,None,LA GRANGE,TX,78945.0,30.006,-96.8885,FAYETTE COUNTY,486210,nan,1006255,GHGRP,True
Yes,"SilverBow Resources, LLC - Basin 220",1009706,Onshore petroleum and natural gas production [98.230(a)(2)],No,2017,560.3,1009706,nan,"SilverBow Resources, LLC - Basin 220",Houston,TX,77024,"920 Memorial City Way, Suite 850",nan,29.9443,-95.40435,211111,110071160327.0,"SilverBow Resources, LLC - Basin 220","920 Memorial City Way, Suite 850",Houston,TX,77024.0,29.9443,-95.40435,None,211111,nan,1009706,GHGRP,True
Yes,"Kinder Morgan Treating, L.P., Huntsville Gas Plant, Huntsville, TX",1012041,Onshore natural gas processing [98.230(a)(3)],No,2017,3654.9,1012041,110067543929.0,"Kinder Morgan Treating, L.P., Huntsville Gas Plant, Huntsville, TX",Huntsville,TX,77320,1324 FM 247,WALKER COUNTY,30.819862,-95.593021,486210,110071161485.0,"Kinder Morgan Treating, L.P., Huntsville Gas Plant, Huntsville, TX",1324 FM 247,Huntsville,TX,77320.0,30.819862,-95.593021,WALKER COUNTY,486210,nan,1012041,GHGRP,True
Yes,North DeSoto Central Facility,1004534,Onshore natural gas processing [98.230(a)(3)],No,2017,101558.2,1004534,110040089882.0,North DeSoto Central Facility,Frierson,LA,71207,1679 Gravel Point Rd.,DE SOTO PARISH,32.240769,-93.654867,211111,110063198711.0,North DeSoto Central Facility,1679 Gravel Point Rd.,Frierson,LA,71207.0,32.240769,-93.654867,DE SOTO PARISH,211111,nan,1004534,GHGRP,True
Yes,Fort Lupton Compressor Station,1001977,Onshore natural gas processing [98.230(a)(3)],No,2017,5989.7,1001977,110043804719.0,Fort Lupton Compressor Station,Brighton,CO,80601,nan,WELD COUNTY,40.1434,-104.7515,211111,110071159505.0,Fort Lupton Compressor Station,None,Brighton,CO,80601.0,40.1434,-104.7515,WELD COUNTY,211111,nan,1001977,GHGRP,True
Yes,Robeline Plant,1006682,Onshore natural gas processing [98.230(a)(3)],No,2017,62869.1,1006682,110055511183.0,Robeline Plant,Robeline,LA,71469,1755 Central Loop,NATCHITOCHES PARISH,31.658716,-93.324988,213112,110071161632.0,Robeline Plant,1755 Central Loop,Robeline,LA,71469.0,31.658716,-93.324988,NATCHITOCHES PARISH,213112,nan,1006682,GHGRP,True
Yes,Ensign Pawnee Plant-Processing,1005631,Onshore natural gas processing [98.230(a)(3)],No,2017,27866.0,1005631,110010496463.0,Ensign Pawnee Plant-Processing,PAWNEE,TX,78145,6061 S. County Road 136,BEE COUNTY,28.621425,-97.992206,211111,110071162509.0,Ensign Pawnee Plant-Processing,6061 S. County Road 136,PAWNEE,TX,78145.0,28.6222,-97.9925,BEE COUNTY,211111,nan,1005631,GHGRP,True
Yes,Jackson County Gas Plant,1011011,Onshore natural gas processing [98.230(a)(3)],No,2017,127318.9,1011011,110063148099.0,Jackson County Gas Plant,Ganado,TX,77962,nan,JACKSON COUNTY,29.10769,-96.5409,486210,110071160199.0,Jackson County Gas Plant,None,Ganado,TX,77962.0,29.10769,-96.5409,JACKSON COUNTY,486210,nan,1011011,GHGRP,True
Yes,Panther Gas Plant,1012901,Onshore natural gas processing [98.230(a)(3)],No,2017,31803.9,1012901,110070209437.0,Panther Gas Plant,Rankin,TX,79778,nan,UPTON COUNTY,31.641115,-102.193757,211112,110070209036.0,Panther Gas Plant,None,Rankin,TX,79778.0,31.641115,-102.193757,UPTON COUNTY,211112,nan,1012901,GHGRP,True
Yes,DINN TREATER,1007459,Onshore natural gas processing [98.230(a)(3)],No,2017,19607.8,1007459,110043969729.0,DINN TREATER,BRUNI,TX,78344,nan,DUVAL COUNTY,27.5344,-98.7613,211111,110071160233.0,DINN TREATER,None,BRUNI,TX,78344.0,27.5344,-98.7613,DUVAL COUNTY,211111,nan,1007459,GHGRP,True
Yes,Florida River Gas Processing Facility,1003223,Onshore natural gas processing [98.230(a)(3)],No,2017,70311.7,1003223,110009453965.0,Florida River Gas Processing Facility,DURANGO,CO,81301,1199 MAIN AVE SUITE 101,LA PLATA COUNTY,37.15639,-107.77978,211111,110071159470.0,Florida River Gas Processing Facility,1199 MAIN AVE SUITE 101,DURANGO,CO,81301.0,37.27634,-107.87976,LA PLATA COUNTY,211111,nan,1003223,GHGRP,True
Yes,TIOGA GAS PROCESSING PLANT,1001894,Onshore natural gas processing [98.230(a)(3)],No,2017,19711.0,1001894,110070081816.0,TIOGA GAS PROCESSING PLANT,TIOGA,ND,58852,10340 68TH STREET NORTHWEST,WILLIAMS COUNTY,48.40152,-102.91418,211112,110014004273.0,TIOGA GAS PROCESSING PLANT,10340 68TH STREET NORTHWEST,TIOGA,ND,58852.0,48.394695,-102.91642,WILLIAMS COUNTY,211112,nan,1001894,GHGRP,True
Yes,Silver Oak Gas Plant,1011129,Onshore natural gas processing [98.230(a)(3)],No,2017,1713.0,1011129,110058240158.0,TARGA SILVER OAK GAS PLANT,Tuleta,TX,78162,8402 County Road 107,BEE COUNTY,28.555548,-97.856385,211112,110071159592.0,Silver Oak Gas Plant,8402 County Road 107,Tuleta,TX,78162.0,28.555548,-97.856385,BEE COUNTY,211112,nan,1011129,GHGRP,True
Yes,Sunray Gas Plant,1003221,Onshore natural gas processing [98.230(a)(3)],No,2017,4870.4,1003221,110043790591.0,Sunray Gas Plant,Sunray,TX,79086,11571 Texas Beef Road,MOORE COUNTY,35.962099,-101.815592,211112,110062162804.0,Sunray Gas Plant,11571 Texas Beef Road,Sunray,TX,79086.0,36.073028,-101.752385,SHERMAN COUNTY,211112,nan,1003221,GHGRP,True
Yes,Alamo Gas Plant,1012815,Onshore natural gas processing [98.230(a)(3)],No,2017,49430.3,1012815,110070082512.0,Alamo Gas Plant,Crockett,TX,75835,1277 CR 3020,nan,31.2816037,-95.5197394,486210,110070209075.0,Alamo Gas Plant,1277 CR 3020,Crockett,TX,75835.0,31.2816037,-95.5197394,HOUSTON COUNTY,486210,nan,1012815,GHGRP,True
Yes,Buffalo Gas Plant,1012465,Onshore natural gas processing [98.230(a)(3)],No,2017,13509.6,1012465,110070082304.0,TARGA Buffalo Gas Processing Plant,Stanton,TX,79782,2833 N FM 1212,nan,32.1309623,-101.8015688,211112,110071161834.0,Buffalo Gas Plant,2833 N FM 1212,Stanton,TX,79782.0,32.1309623,-101.8015688,None,211112,nan,1012465,GHGRP,True
Yes,Jal #3 Gas Plant,1005897,Onshore natural gas processing [98.230(a)(3)],No,2017,21606.5,1005897,110055500006.0,Jal #3 Gas Plant,JAL,NM,88252,nan,LEA COUNTY,32.174281,-103.174134,211112,110071160780.0,Jal #3 Gas Plant,None,JAL,NM,88252.0,32.174281,-103.174134,LEA COUNTY,211112,nan,1005897,GHGRP,True
Yes,AJAX PLANT,1010475,Onshore natural gas processing [98.230(a)(3)],No,2017,9294.7,1010475,110055376301.0,AJAX PLANT,Wheeler,TX,79014,16600 CR N,WHEELER COUNTY,35.546399,-100.116256,211112,110071160951.0,AJAX PLANT,16600 CR N,Wheeler,TX,79014.0,35.546399,-100.116256,None,211112,nan,1010475,GHGRP,True
Yes,Sprague,1004688,Onshore natural gas processing [98.230(a)(3)],No,2017,28333.7,1004688,110070081898.0,Sprague,Coalgate,OK,74538,nan,COAL COUNTY,34.65138,-96.18033,486210,110031096178.0,Sprague,None,Coalgate,OK,74538.0,34.65138,-96.18033,COAL COUNTY,486210,nan,1004688,GHGRP,True
Yes,EQT Production - Basin 160 - Appalachian,1009308,Onshore petroleum and natural gas production [98.230(a)(2)],No,2017,5.3,1009308,nan,EQT Production - Basin 160 - Appalachian,Pittsburgh,PA,15222,"625 Liberty Avenue, Suite 1700",nan,40.442188,-80.000854,211111,110071160231.0,EQT Production - Basin 160 - Appalachian,"625 Liberty Avenue, Suite 1700",Pittsburgh,PA,15222.0,40.442188,-80.000854,None,211111,nan,1009308,GHGRP,True
Yes,King Ranch Gas Plant,1002521,Onshore natural gas processing [98.230(a)(3)],No,2017,4356.7,1002521,110000727580.0,King Ranch Gas Plant,Kingsville,TX,78375,nan,KLEBERG COUNTY,27.4656,-98.0576,211112,110041006318.0,King Ranch Gas Plant,None,Kingsville,TX,78375.0,27.4656,-98.0576,KLEBERG COUNTY,211112,nan,1002521,GHGRP,True
Yes,Antelope Hills Gas Plant,1008268,Onshore natural gas processing [98.230(a)(3)],No,2017,0.0,1008268,110041623534.0,Antelope Hills Gas Plant,Glazier,TX,79014,nan,HEMPHILL COUNTY,35.996714,-100.12421,211111,110071159366.0,Antelope Hills Gas Plant,None,Glazier,TX,79014.0,35.996714,-100.12421,HEMPHILL COUNTY,211111,nan,1008268,GHGRP,True
Yes,Redwood Central Processing Facility,1012905,Onshore natural gas processing [98.230(a)(3)],No,2017,41467.5,1012905,110070209485.0,Redwood Central Processing Facility,Pecos,TX,79772,311 County Road 229,REEVES COUNTY,31.251762,-103.91959,211130,110071161911.0,Redwood Central Processing Facility,311 County Road 229,Pecos,TX,79772.0,31.251762,-103.91959,REEVES COUNTY,211130,nan,1012905,GHGRP,True
Yes,MARKHAM GAS PROCESSING PLANT,1002256,Onshore natural gas processing [98.230(a)(3)],No,2017,8123.8,1002256,110034483333.0,MARKHAM GAS PROCESSING PLANT,MARKHAM,TX,77456,4367 COUNTY ROAD 403,MATAGORDA COUNTY,29.036661,-96.07851,211112,110008972932.0,MARKHAM GAS PROCESSING PLANT,4367 COUNTY ROAD 403,MARKHAM,TX,77456.0,29.018056,-96.057778,MATAGORDA COUNTY,211112,nan,1002256,GHGRP,True
Yes,Logansport Expansion Gathering Facility,1010234,Onshore natural gas processing [98.230(a)(3)],No,2017,24016.6,1010234,110043291176.0,Logansport Expansion Gathering Facility,Logansport,LA,71050,nan,DE SOTO PARISH,32.159947,-94.018881,211111,110071159839.0,Logansport Expansion Gathering Facility,None,Logansport,LA,71050.0,32.159947,-94.018881,DE SOTO PARISH,211111,nan,1010234,GHGRP,True
Yes,"Copano Energy Houston Central Plant, TX",1002623,Onshore natural gas processing [98.230(a)(3)],No,2017,63497.6,1002623,110015744532.0,"Copano Energy Houston Central Plant, TX",Sheridan,TX,77475,1651 County Rd. 255 South,COLORADO COUNTY,29.6331,-96.719424,211112,110071162161.0,"Copano Energy Houston Central Plant, TX",1651 County Rd. 255 South,Sheridan,TX,77475.0,29.6331,-96.719424,COLORADO COUNTY,211112,nan,1002623,GHGRP,True
Yes,Coyote Gulch Treating Plant,1001946,Onshore natural gas processing [98.230(a)(3)],No,2017,0.0,1001946,110015714949.0,Coyote Gulch Treating Plant,DURANGO,CO,81301,nan,LA PLATA COUNTY,37.0141,-108.0615,211111,110071160493.0,Coyote Gulch Treating Plant,None,DURANGO,CO,81301.0,37.0141,-108.0615,LA PLATA COUNTY,211111,nan,1001946,GHGRP,True
Yes,Foxskin Compressor Station,1003608,Onshore natural gas processing [98.230(a)(3)],No,2017,5958.8,1003608,110017781738.0,Foxskin Compressor Station,Haughton,LA,71037,nan,BOSSIER PARISH,32.46736,-93.52596,213112,110071160539.0,Foxskin Compressor Station,None,Haughton,LA,71037.0,32.46736,-93.52596,BOSSIER PARISH,213112,nan,1003608,GHGRP,True
Yes,Bearkat Cryogenic Plant,1012788,Onshore natural gas processing [98.230(a)(3)],No,2017,2281.7,1012788,110070209423.0,Bearkat Cryogenic Plant,Garden City,TX,79739,nan,GLASSCOCK COUNTY,31.960698,-101.4902,211112,110070061557.0,Bearkat Cryogenic Plant,None,Garden City,TX,79739.0,31.960698,-101.4902,GLASSCOCK COUNTY,211112,nan,1012788,GHGRP,True
Yes,Stuart Plant,1009103,Onshore natural gas processing [98.230(a)(3)],No,2017,5164.8,1009103,110070082017.0,Stuart Plant,Stuart,OK,74570,nan,PITTSBURG COUNTY,34.881828,-96.053738,213112,110071159635.0,Stuart Plant,None,Stuart,OK,74570.0,34.881828,-96.053738,PITTSBURG COUNTY,213112,nan,1009103,GHGRP,True
Yes,Dilley Treating Facility,1008412,Onshore natural gas processing [98.230(a)(3)],No,2017,8241.6,1008412,110055513234.0,Dilley Treating Facility,Cotulla,TX,78014,"28.596, -99.362",LA SALLE COUNTY,28.461253,-99.10135,211111,110071159380.0,Dilley Treating Facility,"28.596, -99.362",Cotulla,TX,78014.0,28.461253,-99.10135,LA SALLE COUNTY,211111,nan,1008412,GHGRP,True
Yes,Echo Springs Gas Plant,1002239,Onshore natural gas processing [98.230(a)(3)],No,2017,204829.2,1002239,110012816462.0,Echo Springs Gas Plant,Wamsutter,WY,82336,nan,CARBON COUNTY,41.6472,-107.8236,211112,110071161739.0,Echo Springs Gas Plant,None,Wamsutter,WY,82336.0,41.6472,-107.8236,CARBON COUNTY,211112,nan,1002239,GHGRP,True
Yes,Basin 220 South TX & South LA - OSP,1008576,Onshore petroleum and natural gas production [98.230(a)(2)],No,2017,236.5,1008576,nan,Basin 220 South TX & South LA - OSP,Dallas,TX,75201,1900 N. Akard St.,nan,32.7871,-96.80262,211111,110071162505.0,Basin 220 South TX & South LA - OSP,1900 N. Akard St.,Dallas,TX,75201.0,32.7871,-96.80262,None,211111,nan,1008576,GHGRP,True
Yes,VAL VERDE TREATER,1004502,Onshore natural gas processing [98.230(a)(3)],No,2017,658383.6,1004502,110070081895.0,VAL VERDE TREATER,BLOOMFIELD,NM,87413,119 COUNTY ROAD 4900,SAN JUAN COUNTY,36.731389,-107.955277,211111,110022737289.0,VAL VERDE TREATER,119 COUNTY ROAD 4900,BLOOMFIELD,NM,87413.0,36.727528,-107.95564,SAN JUAN COUNTY,211111,nan,1004502,GHGRP,True
Yes,"Sundance Energy, Inc. - South Texas Basin",1013023,Onshore petroleum and natural gas production [98.230(a)(2)],No,2017,1.1,1013023,nan,"Sundance Energy, Inc. - South Texas Basin",HOUSTON,TX,77079,"1155 DAIRY ASHFORD, STE. 206",nan,29.7815360661693,-95.6080157026674,211111,110071162030.0,"Sundance Energy, Inc. - South Texas Basin","1155 DAIRY ASHFORD, STE. 206",HOUSTON,TX,77079.0,29.7815360661693,-95.6080157026674,None,211111,nan,1013023,GHGRP,True
Yes,GOLDSMITH GAS PLANT,1006800,Onshore natural gas processing [98.230(a)(3)],No,2017,38113.2,1006800,110043792884.0,GOLDSMITH GAS PLANT,GOLDSMITH,TX,79741,nan,ECTOR COUNTY,31.9809,-102.6344,211130,110040904402.0,GOLDSMITH GAS PLANT,None,GOLDSMITH,TX,79741.0,31.9809,-102.6344,ECTOR COUNTY,211130,nan,1006800,GHGRP,True
Yes,Red Bluff Processing Plant,1010691,Onshore natural gas processing [98.230(a)(3)],No,2017,84864.4,1010691,110055521644.0,Red Bluff Processing Plant,Orla,TX,79770,31.799789 North; 103.929683 West,REEVES COUNTY,31.877504,-103.937602,211112,110071160285.0,Red Bluff Processing Plant,31.799789 North; 103.929683 West,Orla,TX,79770.0,31.877504,-103.937602,REEVES COUNTY,211112,nan,1010691,GHGRP,True
Yes,"California Resources Elk Hills, LLC - Gas Processing and Power Generation",1005164,Onshore natural gas processing [98.230(a)(3)],No,2017,90219.7,1005164,110000757645.0,"California Resources Elk Hills, LLC - Gas Processing and Power Generation",TUPMAN,CA,93276,28590 Highway 119,KERN COUNTY,35.23893,-119.35951,211112,110065171502.0,"California Resources Elk Hills, LLC - Gas Processing and Power Generation",28590 Highway 119,TUPMAN,CA,93276.0,35.24084,-119.36056,KERN COUNTY,211112,nan,1005164,GHGRP,True
Yes,Central Treating Facility,1004824,Onshore natural gas processing [98.230(a)(3)],No,2017,46830.4,1004824,110043785311.0,Central Treating Facility,Meeker,CO,81641,nan,RIO BLANCO COUNTY,39.8338,-108.2957,211111,110071161491.0,Central Treating Facility,None,Meeker,CO,81641.0,39.8338,-108.2957,RIO BLANCO COUNTY,211111,nan,1004824,GHGRP,True
Yes,LAS TIENDAS PLANT,1010735,Onshore natural gas processing [98.230(a)(3)],No,2017,105178.1,1010735,110055521831.0,LAS TIENDAS PLANT,Freer,TX,78357,28.05836N; -98.76189 W,DUVAL COUNTY,27.960496,-98.594081,486210,110071159879.0,LAS TIENDAS PLANT,28.05836N; -98.76189 W,Freer,TX,78357.0,27.960496,-98.594081,DUVAL COUNTY,486210,nan,1010735,GHGRP,True
Yes,BPE GPRP Grasslands Gas Plant,1007367,Onshore natural gas processing [98.230(a)(3)],No,2017,9483.5,1007367,110000709779.0,BPE GPRP Grasslands Gas Plant,Cartwright,ND,58838,nan,MCKENZIE COUNTY,47.59043,-104.0005,211130,110071160535.0,BPE GPRP Grasslands Gas Plant,None,Cartwright,ND,58838.0,47.59043,-104.0005,RICHLAND COUNTY,211130,nan,1007367,GHGRP,True
