FacilityID,FlowName,Compartment,FlowAmount,Unit,DataReliability,Process,ProcessType,Year
1000001,Carbon Dioxide,air,350533900.0,kg,5.0,D,Subpart,2017
1000001,Methane,air,6500.0,kg,5.0,D,Subpart,2017
1000001,Nitrous Oxide,air,650.0,kg,5.0,D,Subpart,2017
1000002,Carbon Dioxide,air,81228600.0,kg,4.983683086991528,C,Subpart,2017
1000002,Carbon Dioxide,air,34624500.0,kg,5.0,N,Subpart,2017
1000002,Methane,air,1530.0,kg,4.96078431372549,C,Subpart,2017
1000002,Nitrous Oxide,air,155.0,kg,4.922580645161291,C,Subpart,2017
1000003,Carbon Dioxide,air,57020500.0,kg,4.978623477521243,C,Subpart,2017
1000003,Carbon Dioxide,air,23138300.0,kg,5.0,N,Subpart,2017
1000003,Methane,air,1090.0,kg,4.944954128440367,C,Subpart,2017
1000003,Nitrous Oxide,air,111.0,kg,4.891891891891892,C,Subpart,2017
1000004,Carbon Dioxide,air,41790100.0,kg,2.0,C,Subpart,2017
1000004,Carbon Dioxide,air,16061100.0,kg,5.0,N,Subpart,2017
1000004,Methane,air,790.0,kg,2.0,C,Subpart,2017
1000004,Nitrous Oxide,air,79.0,kg,2.0,C,Subpart,2017
1000005,Carbon Dioxide,air,60299700.0,kg,5.0,C,Subpart,2017
1000005,Carbon Dioxide,air,22089700.0,kg,5.0,N,Subpart,2017
1000005,Methane,air,1130.0,kg,5.0,C,Subpart,2017
1000005,Nitrous Oxide,air,113.0,kg,5.0,C,Subpart,2017
1000006,Carbon Dioxide,air,34747100.0,kg,2.0,C,Subpart,2017
1000006,Carbon Dioxide,air,2537500.0,kg,5.0,N,Subpart,2017
1000006,Methane,air,650.0,kg,2.0,C,Subpart,2017
1000006,Nitrous Oxide,air,65.0,kg,2.0,C,Subpart,2017
1000007,Carbon Dioxide,air,4141300.0,kg,2.0,C,Subpart,2017
1000007,Methane,air,80.0,kg,2.0,C,Subpart,2017
1000007,Nitrous Oxide,air,8.0,kg,2.0,C,Subpart,2017
1000010,Methane,air,4302480.0,kg,5.0,HH,Subpart,2017
1000011,Carbon Dioxide,air,31800.0,kg,5.0,W,Subpart,2017
1000011,Methane,air,994860.0,kg,5.0,W,Subpart,2017
1000015,Carbon Dioxide,air,27042700.0,kg,2.0,C,Subpart,2017
1000015,Methane,air,510.0,kg,2.0,C,Subpart,2017
1000015,Nitrous Oxide,air,52.0,kg,2.0,C,Subpart,2017
1000016,Carbon Dioxide,air,34979200.0,kg,2.0,C,Subpart,2017
1000016,Methane,air,660.0,kg,2.0,C,Subpart,2017
1000016,Nitrous Oxide,air,66.0,kg,2.0,C,Subpart,2017
1000017,Carbon Dioxide,air,143108700.0,kg,2.0,C,Subpart,2017
1000017,Methane,air,2700.0,kg,2.0,C,Subpart,2017
1000017,Nitrous Oxide,air,270.0,kg,2.0,C,Subpart,2017
1000019,Carbon Dioxide,air,242351600.0,kg,2.0,C,Subpart,2017
1000019,Carbon Dioxide,air,9937500.0,kg,5.0,S,Subpart,2017
1000019,Methane,air,27390.0,kg,2.0,C,Subpart,2017
1000019,Nitrous Oxide,air,3984.0,kg,2.0,C,Subpart,2017
1000020,Carbon Dioxide,air,49186899.99999999,kg,5.0,C,Subpart,2017
1000020,Carbon Dioxide,air,14158400.0,kg,5.0,N,Subpart,2017
1000020,Methane,air,920.0,kg,5.0,C,Subpart,2017
1000020,Nitrous Oxide,air,92.0,kg,5.0,C,Subpart,2017
1000021,Carbon Dioxide,air,72200900.0,kg,2.0,C,Subpart,2017
1000021,Carbon Dioxide,air,27991000.0,kg,5.0,N,Subpart,2017
1000021,Methane,air,1360.0,kg,2.0,C,Subpart,2017
1000021,Nitrous Oxide,air,136.0,kg,2.0,C,Subpart,2017
1000022,Carbon Dioxide,air,33868400.0,kg,2.0,C,Subpart,2017
1000022,Methane,air,640.0,kg,2.0,C,Subpart,2017
1000022,Nitrous Oxide,air,64.0,kg,2.0,C,Subpart,2017
1000023,Carbon Dioxide,air,81654200.0,kg,5.0,C,Subpart,2017
1000023,Carbon Dioxide,air,39153600.0,kg,5.0,N,Subpart,2017
1000023,Methane,air,1540.0,kg,5.0,C,Subpart,2017
1000023,Nitrous Oxide,air,154.0,kg,5.0,C,Subpart,2017
1000024,Carbon Dioxide,air,58514500.0,kg,4.9961035298943,C,Subpart,2017
1000024,Carbon Dioxide,air,16852900.0,kg,5.0,N,Subpart,2017
1000024,Methane,air,1100.0,kg,5.0,C,Subpart,2017
1000024,Nitrous Oxide,air,111.0,kg,4.972972972972973,C,Subpart,2017
1000025,Carbon Dioxide,air,395415000.0,kg,2.0,C,Subpart,2017
1000025,Carbon Dioxide,air,205088200.0,kg,5.0,Y,Subpart,2017
1000025,Methane,air,32950.0,kg,2.0,C,Subpart,2017
1000025,Methane,air,33070.0,kg,5.0,Y,Subpart,2017
1000025,Nitrous Oxide,air,6493.0,kg,2.0,C,Subpart,2017
1000025,Nitrous Oxide,air,3113.0,kg,5.0,Y,Subpart,2017
1000026,Carbon Dioxide,air,28044200.0,kg,4.951818914427939,C,Subpart,2017
1000026,Carbon Dioxide,air,16201500.0,kg,5.0,N,Subpart,2017
1000026,Methane,air,540.0,kg,4.888888888888889,C,Subpart,2017
1000026,Nitrous Oxide,air,55.0,kg,4.836363636363636,C,Subpart,2017
1000027,Carbon Dioxide,air,29870000.0,kg,2.0,C,Subpart,2017
1000027,Methane,air,570.0,kg,2.0,C,Subpart,2017
1000027,Nitrous Oxide,air,57.0,kg,2.0,C,Subpart,2017
1000028,Carbon Dioxide,air,54919800.0,kg,5.0,C,Subpart,2017
1000028,Carbon Dioxide,air,28308200.0,kg,5.0,N,Subpart,2017
1000028,Methane,air,1030.0,kg,5.0,C,Subpart,2017
1000028,Nitrous Oxide,air,103.0,kg,5.0,C,Subpart,2017
1000029,Carbon Dioxide,air,45502900.0,kg,2.0,C,Subpart,2017
1000029,Carbon Dioxide,air,123427200.0,kg,5.0,Q,Subpart,2017
1000029,Methane,air,860.0,kg,2.0,C,Subpart,2017
1000029,Nitrous Oxide,air,86.0,kg,2.0,C,Subpart,2017
1000030,Carbon Dioxide,air,362222900.0,kg,2.0,C,Subpart,2017
1000030,Carbon Dioxide,air,971600.0,kg,5.0,T,Subpart,2017
1000030,HFC-134a,air,64000.0,kg,5.0,T,Subpart,2017
1000030,Methane,air,6880.0,kg,2.0,C,Subpart,2017
1000030,Nitrous Oxide,air,698.0,kg,2.0,C,Subpart,2017
1000031,Biogenic CO2,air,11924700.0,kg,5.0,C,Subpart,2017
1000031,Carbon Dioxide,air,140300.0,kg,-252.98289379900214,C,Subpart,2017
1000031,Methane,air,740.0,kg,2.0,C,Subpart,2017
1000031,Methane,air,3657650.0,kg,5.0,HH,Subpart,2017
1000031,Nitrous Oxide,air,145.0,kg,2.0,C,Subpart,2017
1000032,Carbon Dioxide,air,205846000.0,kg,2.0,C,Subpart,2017
1000032,Methane,air,4160.0,kg,2.0,C,Subpart,2017
1000032,Nitrous Oxide,air,463.0,kg,2.0,C,Subpart,2017
1000034,Carbon Dioxide,air,144363400.0,kg,2.2044901962685834,C,Subpart,2017
1000034,Methane,air,15410.0,kg,2.035042180402336,C,Subpart,2017
1000034,Nitrous Oxide,air,2233.0,kg,2.0241827138378863,C,Subpart,2017
1000035,Biogenic CO2,air,207200.0,kg,5.0,C,Subpart,2017
