FacilityID,FlowName,Compartment,FlowAmount,Unit,DataReliability
1000001,Carbon Dioxide,air,350533900.0,kg,5.0
1000001,Methane,air,6500.0,kg,5.0
1000001,Nitrous Oxide,air,650.0,kg,5.0
1000002,Carbon Dioxide,air,115853100.0,kg,4.988559650108629
1000002,Methane,air,1530.0,kg,4.96078431372549
1000002,Nitrous Oxide,air,155.0,kg,4.922580645161291
1000003,Carbon Dioxide,air,80158800.0,kg,4.984793934040929
1000003,Methane,air,1090.0,kg,4.944954128440367
1000003,Nitrous Oxide,air,111.0,kg,4.891891891891892
1000004,Carbon Dioxide,air,57851200.0,kg,2.8328833282628536
1000004,Methane,air,790.0,kg,2.0
1000004,Nitrous Oxide,air,79.0,kg,2.0
1000005,Carbon Dioxide,air,82389400.0,kg,5.0
1000005,Methane,air,1130.0,kg,5.0
1000005,Nitrous Oxide,air,113.0,kg,5.0
1000006,Carbon Dioxide,air,37284600.0,kg,2.204172768381584
1000006,Methane,air,650.0,kg,2.0
1000006,Nitrous Oxide,air,65.0,kg,2.0
1000007,Carbon Dioxide,air,4141300.0,kg,2.0
1000007,Methane,air,80.0,kg,2.0
1000007,Nitrous Oxide,air,8.0,kg,2.0
1000010,Methane,air,4302480.0,kg,5.0
1000011,Carbon Dioxide,air,31800.0,kg,5.0
1000011,Methane,air,994860.0,kg,5.0
1000015,Carbon Dioxide,air,27042700.0,kg,2.0
1000015,Methane,air,510.0,kg,2.0
1000015,Nitrous Oxide,air,52.0,kg,2.0
1000016,Carbon Dioxide,air,34979200.0,kg,2.0
1000016,Methane,air,660.0,kg,2.0
1000016,Nitrous Oxide,air,66.0,kg,2.0
1000017,Carbon Dioxide,air,143108700.0,kg,2.0
1000017,Methane,air,2700.0,kg,2.0
1000017,Nitrous Oxide,air,270.0,kg,2.0
1000019,Carbon Dioxide,air,252289100.0,kg,2.1181680064655986
1000019,Methane,air,27390.0,kg,2.0
1000019,Nitrous Oxide,air,3984.0,kg,2.0
1000020,Carbon Dioxide,air,63345299.99999999,kg,5.000000000000001
1000020,Methane,air,920.0,kg,5.0
1000020,Nitrous Oxide,air,92.0,kg,5.0
1000021,Carbon Dioxide,air,100191900.0,kg,2.8381216445640813
1000021,Methane,air,1360.0,kg,2.0
1000021,Nitrous Oxide,air,136.0,kg,2.0
1000022,Carbon Dioxide,air,33868400.0,kg,2.0
1000022,Methane,air,640.0,kg,2.0
1000022,Nitrous Oxide,air,64.0,kg,2.0
1000023,Carbon Dioxide,air,120807800.0,kg,5.0
1000023,Methane,air,1540.0,kg,5.0
1000023,Nitrous Oxide,air,154.0,kg,5.0
1000024,Carbon Dioxide,air,75367400.0,kg,4.996974819351603
1000024,Methane,air,1100.0,kg,5.0
1000024,Nitrous Oxide,air,111.0,kg,4.972972972972973
1000025,Carbon Dioxide,air,600503200.0,kg,3.024581717466285
1000025,Methane,air,66020.0,kg,3.502726446531354
1000025,Nitrous Oxide,air,9606.0,kg,2.9722048719550282
1000026,Carbon Dioxide,air,44245700.0,kg,4.969461439190701
1000026,Methane,air,540.0,kg,4.888888888888889
1000026,Nitrous Oxide,air,55.0,kg,4.836363636363636
1000027,Carbon Dioxide,air,29870000.0,kg,2.0
1000027,Methane,air,570.0,kg,2.0
1000027,Nitrous Oxide,air,57.0,kg,2.0
1000028,Carbon Dioxide,air,83228000.0,kg,5.0
1000028,Methane,air,1030.0,kg,5.0
1000028,Nitrous Oxide,air,103.0,kg,5.0
1000029,Carbon Dioxide,air,168930100.0,kg,4.1919219843000155
1000029,Methane,air,860.0,kg,2.0
1000029,Nitrous Oxide,air,86.0,kg,2.0
1000030,Carbon Dioxide,air,363194500.0,kg,2.0080254519272733
1000030,HFC-134a,air,64000.0,kg,5.0
1000030,Methane,air,6880.0,kg,2.0
1000030,Nitrous Oxide,air,698.0,kg,2.0
1000031,Biogenic CO2,air,11924700.0,kg,5.0
1000031,Carbon Dioxide,air,140300.0,kg,-252.98289379900214
1000031,Methane,air,3658390.0,kg,4.999393175686572
1000031,Nitrous Oxide,air,145.0,kg,2.0
1000032,Carbon Dioxide,air,205846000.0,kg,2.0
1000032,Methane,air,4160.0,kg,2.0
1000032,Nitrous Oxide,air,463.0,kg,2.0
1000034,Carbon Dioxide,air,144363400.0,kg,2.2044901962685834
1000034,Methane,air,15410.0,kg,2.035042180402336
1000034,Nitrous Oxide,air,2233.0,kg,2.0241827138378863
1000035,Biogenic CO2,air,207200.0,kg,5.0
1000035,Carbon Dioxide,air,186416700.0,kg,1.9966655347938247
1000035,Methane,air,8490.0,kg,3.756183745583039
1000035,Nitrous Oxide,air,354.0,kg,2.0
1000036,Biogenic CO2,air,569000.0,kg,5.0
1000036,Carbon Dioxide,air,156563200.0,kg,1.9890970547357234
1000036,Methane,air,3010.0,kg,2.0
1000036,Nitrous Oxide,air,322.0,kg,2.0
1000037,Biogenic CO2,air,8054000.0,kg,5.0
1000037,Carbon Dioxide,air,34263800.0,kg,1.2948242751825543
1000037,Methane,air,337850.0,kg,4.989965961225396
1000037,Nitrous Oxide,air,162.0,kg,2.0
1000038,Carbon Dioxide,air,23080300.0,kg,2.0
1000038,Methane,air,3484210.0,kg,4.9996297582522295
1000038,Nitrous Oxide,air,43.0,kg,2.0
1000039,Carbon Dioxide,air,198100.0,kg,2.0
1000039,PFC-14 (Perfluoromethane),air,11.799999999999999,kg,5.0
1000039,Sulfur Hexafluoride,air,589.5,kg,5.0
1000040,Biogenic CO2,air,5944400.0,kg,5.0
1000040,Carbon Dioxide,air,61813800.0,kg,4.7115013152402865
1000040,Methane,air,1530.0,kg,4.2745098039215685
1000040,Nitrous Oxide,air,188.0,kg,3.851063829787234
1000041,Carbon Dioxide,air,44249100.0,kg,5.0
1000041,Methane,air,830.0,kg,5.0
1000041,Nitrous Oxide,air,83.0,kg,5.0
1000043,Carbon Dioxide,air,1496999500.0,kg,5.0
1000045,Carbon Dioxide,air,51834800.0,kg,2.0
1000045,Methane,air,1461680.0,kg,4.997988615839308
1000045,Nitrous Oxide,air,98.0,kg,2.0
1000046,Biogenic CO2,air,2374900.0,kg,5.0
1000046,Methane,air,3065100.0,kg,4.999853185866693
1000046,Nitrous Oxide,air,29.0,kg,2.0
1000047,Biogenic CO2,air,146810700.0,kg,5.0
1000047,Carbon Dioxide,air,92851600.0,kg,4.799027695807073
1000047,Methane,air,82730.0,kg,4.986582859905718
1000047,Nitrous Oxide,air,10959.0,kg,4.95921160689844
1000048,Carbon Dioxide,air,22171900.0,kg,4.48628218601022
1000048,Methane,air,500.0,kg,4.1
1000048,Nitrous Oxide,air,66.0,kg,3.590909090909091
1000049,Carbon Dioxide,air,5613200.0,kg,4.973384165894677
