does_fac_have_agr_unit,facility_name,GHGRP ID,industry_segment,missing_data_procedures_used,reporting_year,acid_gas_removal_co2_emissions,Facility Id,FRS Id,Facility Name,City_x,State_x,Zip Code,Address_x,County_x,Latitude_x,Longitude_x,Primary NAICS Code,FRS_ID,FacilityName,Address_y,City_y,State_y,Zip,Latitude_y,Longitude_y,County_y,NAICS,SIC,FacilityID,Source
Yes,HENDERSON GAS PLANT,1006321,Onshore natural gas processing [98.230(a)(3)],No,2017,37951.4,1006321,110071161380.0,HENDERSON GAS PLANT,HENDERSON,TX,75654,754 CR 425D,RUSK COUNTY,32.16,-94.88,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Area 71 CGP Facility,1008680,Onshore natural gas processing [98.230(a)(3)],No,2017,2462.3,1008680,110064007532.0,Area 71 CGP Facility,Pawnee,TX,78145,5911 County Road 136,BEE COUNTY,28.65,-98.0,213112,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Longhorn Gas Plant,1011504,Onshore natural gas processing [98.230(a)(3)],No,2017,84262.1,1011504,110071160065.0,Longhorn Gas Plant,Decatur,TX,76234,nan,WISE COUNTY,33.31,-97.53,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,"BARGATH, INC.- PARACHUTE",1002943,Onshore natural gas processing [98.230(a)(3)],No,2017,114348.6,1002943,110021174744.0,"BARGATH, INC.- PARACHUTE","PARACHUTE, 3.4 MI NW OF",CO,81635,nan,GARFIELD COUNTY,39.49,-108.11,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,PLAQUEMINE GAS PLANT,1005965,Onshore natural gas processing [98.230(a)(3)],No,2017,77711.5,1005965,110000562301.0,PLAQUEMINE GAS PLANT,PLAQUEMINE,LA,70764,60995 DERRICK ROAD,IBERVILLE PARISH,30.24,-91.24,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Armstrong Gas Plant,1004087,Onshore natural gas processing [98.230(a)(3)],No,2017,2323.1,1004087,110000714889.0,Armstrong Gas Plant,Yoakum,TX,77995,13072 FM 682,DEWITT COUNTY,29.13,-97.04,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Battlefield Gas Plant,1009840,Onshore natural gas processing [98.230(a)(3)],No,2017,1501.1,1009840,nan,Battlefield Gas Plant,Mansfield,LA,71052,3461 LA Highway 513,nan,31.97,-93.67,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,DCP MIDSTREAM - EUNICE GAS PLANT,1005740,Onshore natural gas processing [98.230(a)(3)],No,2017,32653.5,1005740,110055499991.0,DCP MIDSTREAM - EUNICE GAS PLANT,EUNICE,NM,88231,nan,LEA COUNTY,32.51,-103.28,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Area 72 CGP Facility,1008681,Onshore natural gas processing [98.230(a)(3)],No,2017,1726.7,1008681,110064007532.0,Area 72 CGP Facility,5911 County Road 136,TX,78145,5911 County Road 136,BEE COUNTY,28.65,-98.0,213112,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,LONGVIEW GAS PLANT,1006795,Onshore natural gas processing [98.230(a)(3)],No,2017,5038.7,1006795,110043800802.0,LONGVIEW GAS PLANT,Longview,TX,75603,268 Milam Road,GREGG COUNTY,32.41,-94.7,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Area 71B CGP Facility,1012986,Onshore natural gas processing [98.230(a)(3)],No,2017,2543.1,1012986,110071162266.0,Area 71B CGP Facility,Nordheim,TX,78141,nan,DEWITT COUNTY,28.96,-97.69,211120,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,"TALCO Midstream Assets, LTD. - Holly Common Point #3 Compressor Station",1002778,Onshore natural gas processing [98.230(a)(3)],No,2017,62377.7,1002778,110071161704.0,"TALCO Midstream Assets, LTD. - Holly Common Point #3 Compressor Station",Grand Cane,LA,71032,8451 Hwy. 175,DE SOTO PARISH,32.24,-93.64,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Arkansas Loop & Simpson Treating Plants,1001760,Onshore natural gas processing [98.230(a)(3)],No,2017,167137.3,1001760,110071159542.0,Arkansas Loop & Simpson Treating Plants,DURANGO,CO,81303,nan,LA PLATA COUNTY,37.05,-107.79,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Ignacio Gas Plant,1002532,Onshore natural gas processing [98.230(a)(3)],No,2017,160505.7,1002532,110009557470.0,Ignacio Gas Plant,Durango,CO,81301,3746 CR 307,LA PLATA COUNTY,37.15,-107.78,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,SHOLEM GAS PLANT,1002664,Onshore natural gas processing [98.230(a)(3)],No,2017,7763.5,1002664,110007386079.0,SHOLEM GAS PLANT,COUNTYLINE,OK,73425,nan,STEPHENS COUNTY,34.49,-97.59,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,ALLIANCE COMPRESSOR STATION,1005887,Onshore natural gas processing [98.230(a)(3)],No,2017,37675.1,1005887,110070597614.0,ALLIANCE COMPRESSOR STATION,JUSTIN,TX,76247,12495 HWY 114,DENTON COUNTY,33.04,-97.33,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,DCP MIDSTREAM LP/CIMARRON PLT,1008920,Onshore natural gas processing [98.230(a)(3)],No,2017,7361.6,1008920,110007161980.0,DCP MIDSTREAM LP/CIMARRON PLT,SEILING,OK,73663,nan,WOODWARD COUNTY,36.18,-98.99,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,South Eddy Cryo Plant,1012463,Onshore natural gas processing [98.230(a)(3)],No,2017,40238.8,1012463,110071161971.0,South Eddy Cryo Plant,Loving,NM,88256,nan,EDDY COUNTY,32.16,-103.83,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Santa Ynez Unit (SYU),1002384,Onshore natural gas processing [98.230(a)(3)],No,2017,0.0,1002384,110028014805.0,Santa Ynez Unit (SYU),GOLETA,CA,93117,12000 CALLE REAL,SANTA BARBARA COUNTY,34.46,-120.04,211120,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,ARTESIA GAS PLANT,1002515,Onshore natural gas processing [98.230(a)(3)],No,2017,12988.7,1002515,110043804096.0,ARTESIA GAS PLANT,ARTESIA,NM,88210,nan,EDDY COUNTY,32.76,-104.21,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,ST. REGIS GAS TREATING FACILITY,1004970,Onshore natural gas processing [98.230(a)(3)],No,2017,6344.8,1004970,110064409215.0,ST. REGIS GAS TREATING FACILITY,JAY,FL,32565,5415 Oil Plant Road,SANTA ROSA COUNTY,30.95,-87.18,211120,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Rawhide Gas Plant,1010351,Onshore natural gas processing [98.230(a)(3)],No,2017,4293.2,1010351,110055492676.0,Rawhide Gas Plant,Big Spring,TX,79720,nan,GLASSCOCK COUNTY,32.01,-101.28,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Halley Plant / Compressor Station,1007537,Onshore natural gas processing [98.230(a)(3)],No,2017,22670.8,1007537,110071159270.0,Halley Plant / Compressor Station,Kermit,TX,79745,10 Mi. S. of Kermit on St. Hwy 18,WINKLER COUNTY,31.75,-102.85,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Coyanosa Gas Plant,1007104,Onshore natural gas processing [98.230(a)(3)],No,2017,1538.1,1007104,110034242077.0,Coyanosa Gas Plant,Coyanosa,TX,79730,4259 Mobil Road,PECOS COUNTY,31.19,-102.99,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Dubberly Refrigeration Plant,1011948,Onshore natural gas processing [98.230(a)(3)],No,2017,15469.6,1011948,110071161769.0,Dubberly Refrigeration Plant,Dubberly,LA,71024,535 Sand Plant Rd,WEBSTER PARISH,32.52,-93.21,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,PEGASUS GAS PLANT,1002668,Onshore natural gas processing [98.230(a)(3)],No,2017,13105.5,1002668,110043816261.0,PEGASUS GAS PLANT,MIDKIFF,TX,79755,nan,MIDLAND COUNTY,31.66,-102.14,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Pecos Bend Gas Processing Plant,1013079,Onshore natural gas processing [98.230(a)(3)],No,2017,639.7,1013079,110071161826.0,Pecos Bend Gas Processing Plant,Pecos,TX,79772,nan,REEVES COUNTY,31.5,-103.53,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,SONORA GAS PLANT,1006311,Onshore natural gas processing [98.230(a)(3)],No,2017,2019.9,1006311,110043810374.0,SONORA GAS PLANT,SONORA,TX,76950,nan,SUTTON COUNTY,30.56,-100.59,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,XTO - Cotton Cove,1004137,Onshore natural gas processing [98.230(a)(3)],No,2017,60265.3,1004137,110055509285.0,XTO - Cotton Cove,Fort Worth,TX,76179,10055 Morris Dido Newark Rd,TARRANT COUNTY,32.91,-97.47,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,EAST TEXAS GAS PLANT,1006407,Onshore natural gas processing [98.230(a)(3)],No,2017,5726.2,1006407,110000502858.0,EAST TEXAS GAS PLANT,CARTHAGE,TX,75633,2628 US 79 NORTH,PANOLA COUNTY,32.19,-94.26,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Lobo Processing Plant,1012781,Onshore natural gas processing [98.230(a)(3)],No,2017,19956.3,1012781,110071162132.0,Lobo Processing Plant,Mentone,TX,79754,nan,LOVING COUNTY,31.75,-103.51,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Valley Wells Treater,1011981,Onshore natural gas processing [98.230(a)(3)],No,2017,0.0,1011981,nan,Valley Wells Treater,Cotulla,TX,78014,3921 W. FM 468,nan,28.5,-99.37,486210,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Cana Gas Plant,1001589,Onshore natural gas processing [98.230(a)(3)],No,2017,44170.0,1001589,110071161194.0,Cana Gas Plant,Calumet,OK,73014,nan,CANADIAN COUNTY,35.54,-98.1,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Madill Plant,1005489,Onshore natural gas processing [98.230(a)(3)],No,2017,1855.6,1005489,110071159742.0,Madill Plant,Madill,OK,73446,10 Miles E. of Madill on Hwy 199,MARSHALL COUNTY,34.08,-96.59,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Javelina,1004389,Onshore natural gas processing [98.230(a)(3)],No,2017,8977.2,1004389,110056967279.0,Javelina,Corpus Christi,TX,78407,5438 Union Street,NUECES COUNTY,27.81,-97.46,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Kutz Canyon Gas Plant,1003315,Onshore natural gas processing [98.230(a)(3)],No,2017,21936.2,1003315,110071161337.0,Kutz Canyon Gas Plant,Bloomfield,NM,87413,nan,SAN JUAN COUNTY,36.67,-107.96,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Zider,1010592,Onshore natural gas processing [98.230(a)(3)],No,2017,46.4,1010592,110071160707.0,Zider,Aiken,TX,75935,N 31 42'14.83,SHELBY COUNTY,31.8,-94.18,486210,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,LINAM RANCH GAS PLANT,1005641,Onshore natural gas processing [98.230(a)(3)],No,2017,66753.4,1005641,110015846094.0,LINAM RANCH GAS PLANT,HOBBS,NM,88240,nan,LEA COUNTY,32.7,-103.29,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,ALLISON GAS PLANT,1007496,Onshore natural gas processing [98.230(a)(3)],No,2017,5967.4,1007496,110071160883.0,ALLISON GAS PLANT,Allison,TX,79003,16298 Co. Rd. EE,WHEELER COUNTY,35.61,-100.1,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,KDB Central Treating Facility Plant,1011949,Onshore natural gas processing [98.230(a)(3)],No,2017,19981.4,1011949,110071161770.0,KDB Central Treating Facility Plant,Karnes,TX,78151,nan,KARNES COUNTY,28.82,-97.75,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,OZONA GAS PLANT,1002422,Onshore natural gas processing [98.230(a)(3)],No,2017,6929.8,1002422,110071161305.0,OZONA GAS PLANT,OZONA,TX,76943,nan,CROCKETT COUNTY,30.68,-101.22,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,AVINGER GAS PLANT,1003082,Onshore natural gas processing [98.230(a)(3)],No,2017,11649.6,1003082,110071159972.0,AVINGER GAS PLANT,Avinger,TX,75630,2339 Avinger Cut Off Road,MARION COUNTY,32.87,-94.58,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,KRIPPLE KREEK GAS PLANT,1005431,Onshore natural gas processing [98.230(a)(3)],No,2017,56519.8,1005431,110037901134.0,KRIPPLE KREEK GAS PLANT,BOWIE,TX,76230,1988 BRIAR CREEK RD,MONTAGUE COUNTY,33.53,-97.88,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,SLAUGHTER GASOLINE PLANT,1002625,Onshore natural gas processing [98.230(a)(3)],No,2017,0.0,1002625,110071159927.0,SLAUGHTER GASOLINE PLANT,SUNDOWN,TX,79372,nan,HOCKLEY COUNTY,33.47,-102.56,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Ramsey Gas Plant,1010768,Onshore natural gas processing [98.230(a)(3)],No,2017,107427.2,1010768,110071159867.0,Ramsey Gas Plant,Orla,TX,79770,231 County Rd 452,REEVES COUNTY,31.88,-103.94,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Elk Basin Gas Plant,1004924,Onshore natural gas processing [98.230(a)(3)],Yes,2017,14228.5,1004924,110043784535.0,Elk Basin Gas Plant,POWELL,WY,82435,37 Country Road 1NG,PARK COUNTY,44.87,-108.81,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Tippett Gas Plant,1007779,Onshore natural gas processing [98.230(a)(3)],No,2017,6943.4,1007779,110071160478.0,Tippett Gas Plant,McCamey,TX,76943,nan,CROCKETT COUNTY,31.04,-102.22,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Tilden Gas Plant,1006225,Onshore natural gas processing [98.230(a)(3)],No,2017,30899.5,1006225,110071162383.0,Tilden Gas Plant,Tilden,TX,78072,nan,MCMULLEN COUNTY,28.41,-98.53,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,PANOLA II GAS PLANT,1010313,Onshore natural gas processing [98.230(a)(3)],No,2017,16465.1,1010313,110062085924.0,PANOLA II GAS PLANT,CARTHAGE,TX,75633,2539 COUNTY ROAD 301,PANOLA COUNTY,32.19,-94.27,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,XTO - New Teague Plant,1004144,Onshore natural gas processing [98.230(a)(3)],No,2017,28388.5,1004144,110071159250.0,XTO - New Teague Plant,Teague,TX,75860,230 FCR 640,FREESTONE COUNTY,31.59,-96.22,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,WILCOX GAS PLANT,1002029,Onshore natural gas processing [98.230(a)(3)],No,2017,29446.0,1002029,110007181575.0,WILCOX GAS PLANT,Hallettsville,TX,77964,404 Private Road 1045,LAVACA COUNTY,29.34,-96.68,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Mivida Treater Plant,1005215,Onshore natural gas processing [98.230(a)(3)],No,2017,20517.3,1005215,110071160778.0,Mivida Treater Plant,Barstow,TX,79719,nan,WARD COUNTY,31.52,-103.47,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Grant Processing Facility-Cardinal States Gathering,1009939,Onshore natural gas processing [98.230(a)(3)],No,2017,4163.0,1009939,110055518453.0,Grant Processing Facility-Cardinal States Gathering,Pei,WV,25670,11 RA West Highway,MINGO COUNTY,37.74,-82.15,486210,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Carter Creek,1008031,Onshore natural gas processing [98.230(a)(3)],No,2017,45096.3,1008031,110043785286.0,Carter Creek,Evanston,WY,82930,nan,CONTRA COSTA COUNTY,41.26,-110.98,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,"Kinder Morgan Treating, L.P., Huntsville Gas Plant, Huntsville, TX",1012041,Onshore natural gas processing [98.230(a)(3)],No,2017,3654.9,1012041,110071161485.0,"Kinder Morgan Treating, L.P., Huntsville Gas Plant, Huntsville, TX",Huntsville,TX,77320,1324 FM 247,WALKER COUNTY,30.82,-95.59,486210,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Hawkville North East Central Delivery Point,1011530,Onshore natural gas processing [98.230(a)(3)],No,2017,15510.6,1011530,110057004682.0,Hawkville North East Central Delivery Point,Tilden,TX,78072,2289 Hwy 16 South,MCMULLEN COUNTY,28.35,-98.56,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,North DeSoto Central Facility,1004534,Onshore natural gas processing [98.230(a)(3)],No,2017,101558.2,1004534,110063198711.0,North DeSoto Central Facility,Frierson,LA,71207,1679 Gravel Point Rd.,DE SOTO PARISH,32.24,-93.65,211120,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Jameson Gas Plant,1002334,Onshore natural gas processing [98.230(a)(3)],No,2017,5082.5,1002334,110000505506.0,Jameson Gas Plant,Silver,TX,76949,1000 Gas Plant Road,COKE COUNTY,32.05,-100.68,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Roberts Ranch Gas Plant,1008217,Onshore natural gas processing [98.230(a)(3)],No,2017,9252.3,1008217,110001348024.0,Roberts Ranch Gas Plant,Midkiff,TX,79755,nan,MIDLAND COUNTY,31.78,-102.25,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Fort Lupton Compressor Station,1001977,Onshore natural gas processing [98.230(a)(3)],No,2017,5989.7,1001977,110071159505.0,Fort Lupton Compressor Station,Brighton,CO,80601,nan,WELD COUNTY,40.14,-104.75,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Bucking Horse Plant,1010782,Onshore natural gas processing [98.230(a)(3)],No,2017,12177.2,1010782,110055522028.0,Bucking Horse Plant,Douglas,WY,82633,477 Cold Springs Road,CONVERSE COUNTY,42.74,-105.47,211120,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,North Louisiana Gas Plant,1011281,Onshore natural gas processing [98.230(a)(3)],No,2017,20883.3,1011281,110056340035.0,North Louisiana Gas Plant,Frierson,LA,71027,1716 Friendship Road,DE SOTO PARISH,32.23,-93.68,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Ensign Pawnee Plant-Processing,1005631,Onshore natural gas processing [98.230(a)(3)],No,2017,27866.0,1005631,110071162509.0,Ensign Pawnee Plant-Processing,PAWNEE,TX,78145,6061 S. County Road 136,BEE COUNTY,28.62,-97.99,211120,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Jackson County Gas Plant,1011011,Onshore natural gas processing [98.230(a)(3)],No,2017,127318.9,1011011,110071160199.0,Jackson County Gas Plant,Ganado,TX,77962,nan,JACKSON COUNTY,29.11,-96.54,486210,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,"KH Plantation Central Gas Treating Facility Coushatta, LA",1009774,Onshore natural gas processing [98.230(a)(3)],No,2017,58277.6,1009774,110055517837.0,"KH Plantation Central Gas Treating Facility Coushatta, LA",Coushatta,LA,71019,178 Yearwood Rd,RED RIVER PARISH,32.19,-93.49,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,HAWKVILLE GAS TREATING FACILITY,1010154,Onshore natural gas processing [98.230(a)(3)],No,2017,17965.6,1010154,110045955043.0,HAWKVILLE GAS TREATING FACILITY,Cotulla,TX,78014,29509 HWY 624,LA SALLE COUNTY,28.2,-98.9,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,PANOLA COUNTY GAS PLANT,1010312,Onshore natural gas processing [98.230(a)(3)],No,2017,28137.5,1010312,110029535304.0,PANOLA COUNTY GAS PLANT,CARTHAGE,TX,75633,2636 US HWY 79N,PANOLA COUNTY,32.16,-94.42,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Panther Gas Plant,1012901,Onshore natural gas processing [98.230(a)(3)],No,2017,31803.9,1012901,110071162527.0,Panther Gas Plant,Rankin,TX,79778,nan,UPTON COUNTY,31.64,-102.19,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,REM 305 Michigan Basin - PROCESSING,1002252,Onshore natural gas processing [98.230(a)(3)],No,2017,61456.9,1002252,110043800875.0,REM 305 Michigan Basin - PROCESSING,Traverse City,MI,49684,"10691 E Carter Rd, Ste 201",OTSEGO COUNTY,45.01,-84.67,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,DINN TREATER,1007459,Onshore natural gas processing [98.230(a)(3)],No,2017,19607.8,1007459,110071160233.0,DINN TREATER,BRUNI,TX,78344,nan,DUVAL COUNTY,27.53,-98.76,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Longview Gas Plant,1006087,Onshore natural gas processing [98.230(a)(3)],No,2017,2767.0,1006087,110000505105.0,Longview Gas Plant,Longview,TX,75604,3407 Camp Switch Road,GREGG COUNTY,32.5,-94.87,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Florida River Gas Processing Facility,1003223,Onshore natural gas processing [98.230(a)(3)],No,2017,70311.7,1003223,110071159470.0,Florida River Gas Processing Facility,DURANGO,CO,81301,1199 MAIN AVE SUITE 101,LA PLATA COUNTY,37.28,-107.88,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,SAN JUAN RIVER GAS PLANT,1001812,Onshore natural gas processing [98.230(a)(3)],No,2017,32994.4,1001812,110000562720.0,SAN JUAN RIVER GAS PLANT,KIRTLAND,NM,87417,99 Road 6500,SAN JUAN COUNTY,36.76,-108.36,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,GIDDINGS GAS PLANT,1002066,Onshore natural gas processing [98.230(a)(3)],No,2017,30546.0,1002066,110007196051.0,GIDDINGS GAS PLANT,LA GRANGE,TX,78945,nan,FAYETTE COUNTY,30.04,-96.99,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,TIOGA GAS PROCESSING PLANT,1001894,Onshore natural gas processing [98.230(a)(3)],No,2017,19711.0,1001894,110014004273.0,TIOGA GAS PROCESSING PLANT,TIOGA,ND,58852,10340 68TH STREET NORTHWEST,WILLIAMS COUNTY,48.39,-102.92,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,DENVER UNIT CO 2 RECOVERY PLANT,1005858,Onshore natural gas processing [98.230(a)(3)],No,2017,57.6,1005858,110041481456.0,DENVER UNIT CO 2 RECOVERY PLANT,DENVER CITY,TX,79323,1.5 M N OF DENVER CITY ON SH 214,YOAKUM COUNTY,32.98,-102.82,211120,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Driver/Johnson Gas Plant,1010780,Onshore natural gas processing [98.230(a)(3)],No,2017,24274.9,1010780,110055522019.0,Driver/Johnson Gas Plant,MIDKIFF,TX,79755,"31.7371, 101.7987",UPTON COUNTY,31.5,-101.91,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Silver Oak Gas Plant,1011129,Onshore natural gas processing [98.230(a)(3)],No,2017,1713.0,1011129,110058240158.0,Silver Oak Gas Plant,Tuleta,TX,78162,8402 County Road 107,BEE COUNTY,28.56,-97.86,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Converse Central Facility,1009181,Onshore natural gas processing [98.230(a)(3)],No,2017,125906.8,1009181,110044359459.0,Converse Central Facility,Mansfield,LA,71052,4513 Hwy 513,DE SOTO PARISH,31.96,-93.68,211120,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Sunray Gas Plant,1003221,Onshore natural gas processing [98.230(a)(3)],No,2017,4870.4,1003221,110071159469.0,Sunray Gas Plant,Sunray,TX,79086,11571 Texas Beef Road,SHERMAN COUNTY,36.07,-101.75,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Alamo Gas Plant,1012815,Onshore natural gas processing [98.230(a)(3)],No,2017,49430.3,1012815,110066943632.0,Alamo Gas Plant,Crockett,TX,75835,1277 CR 3020,HOUSTON COUNTY,31.28,-95.52,486210,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Buffalo Gas Plant,1012465,Onshore natural gas processing [98.230(a)(3)],No,2017,13509.6,1012465,nan,Buffalo Gas Plant,Stanton,TX,79782,2833 N FM 1212,nan,32.13,-101.8,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,"Big Escambia Creek Gas Production, Treating and Processing Facility (BEC)",1002251,Onshore natural gas processing [98.230(a)(3)],No,2017,195373.5,1002251,110000727697.0,"Big Escambia Creek Gas Production, Treating and Processing Facility (BEC)",Atmore,AL,36502,3888 Sardis Church Road,ESCAMBIA COUNTY,31.07,-87.36,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,Jal #3 Gas Plant,1005897,Onshore natural gas processing [98.230(a)(3)],No,2017,21606.5,1005897,110071160780.0,Jal #3 Gas Plant,JAL,NM,88252,nan,LEA COUNTY,32.17,-103.17,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
Yes,AJAX PLANT,1010475,Onshore natural gas processing [98.230(a)(3)],No,2017,9294.7,1010475,nan,AJAX PLANT,Wheeler,TX,79014,16600 CR N,nan,35.55,-100.12,211130,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
