TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
7971WFLLRT751NF,FULLERTON GAS PLANT,211130,issues,issues,issues,issues,issues,DCP MIDSTREAM LLC,110041034234,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
70734LLDSGHWY31,HONEYWELL INTERNATIONAL INC GEISMAR PLANT,325120,325211.0,issues,issues,issues,issues,HONEYWELL INTERNATIONAL INC,110033659878,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
78362DPNTCHIGHW,THE CHEMOURS CO,325120,issues,issues,issues,issues,issues,THE CHEMOURS CO,110000746532,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
74015SLKTR1115K,VERSUM MATERIALS US LLC CATOOSA SITE,325120,issues,issues,issues,issues,issues,EMD HOLDING CORP,110000454525,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
77506RPRDC1423H,AIR PRODUCTS LLC,325120,325199.0,issues,issues,issues,issues,AIR PRODUCTS & CHEMICALS INC,110043799958,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
37210PLRTC136FS,HUDSON TECHNOLOGIES CO,325120,issues,issues,issues,issues,issues,HUDSON TECHNOLOGIES INC,110024836203,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3264WVLTXN131SU,AIR LIQUIDE ADVANCED MATERIALS INC,325120,325180.0,issues,issues,issues,issues,AMERICAN AIR LIQUIDE HOLDINGS INC,110012540483,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
39042BCGSS159AN,MESSER BRANDON MS,325120,issues,issues,issues,issues,issues,MESSER N.A. INC,110038352083,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
61821HDSNT342NM,HUDSON TECHNOLOGIES CO,325120,issues,issues,issues,issues,issues,HUDSON TECHNOLOGIES INC,110005926338,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7974WDCPGL16WES,DCP GOLDSMITH PLANT,211130,issues,issues,issues,issues,issues,DCP MIDSTREAM LLC,110034359405,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8824WNCPLN136ST,EUNICE PLANT,211130,issues,issues,issues,issues,issues,DCP MIDSTREAM LLC,110055499991,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
6041WDVRSF24338,DIVERSIFIED CPC INTERNATIONAL INC,325120,issues,issues,issues,issues,issues,SUMITOMO CORP OF AMERICAS,110000578214,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1807WMTHSN141ST,MATHESON TRI-GAS INC-PALM,325120,issues,issues,issues,issues,issues,TAIYO NIPPON SANSO USA INC,110043569466,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7750WRLQDL11777,AIR LIQUIDE LARGE INDUSTRIES US LP - SMR UNIT,325120,issues,issues,issues,issues,issues,AMERICAN AIR LIQUIDE HOLDINGS INC,110046424598,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7007WRPRDC1251B,AIR PRODUCTS & CHEMICALS INC LULING SMR,325120,issues,issues,issues,issues,issues,AIR PRODUCTS & CHEMICALS INC.,110055498956,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
90245RLQDL131EE,AIR LIQUIDE LARGE INDUSTRIES U.S. LP - EL SEGUNDO,325120,issues,issues,issues,issues,issues,AMERICAN AIR LIQUIDE HOLDINGS INC,110018885731,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
35601MDMNFSTATE,MDA MANUFACTURING INC,325120,issues,issues,issues,issues,issues,DAIKIN AMERICA INC,110045447469,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
0096WHDSNT869KM,HUDSON TECHNOLOGIES CO,325120,issues,issues,issues,issues,issues,HUDSON TECHNOLOGIES INC,110070071511,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
77507BCGSS952BA,LINDE GAS NORTH AMERICA LLC,325120,issues,issues,issues,issues,issues,LINDE GAS N.A. LLC,110067040703,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2618WCHMRS848DU,CHEMOURS WASHINGTON WORKS,325120,325211.0,issues,issues,issues,issues,THE CHEMOURS CO,110000586081,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
77640RPRDS1801S,AIR PRODUCTS LLC,325120,issues,issues,issues,issues,issues,AIR PRODUCTS & CHEMICALS INC,110043802819,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
43402RMTCN11HAS,A-GAS US INC,325120,issues,issues,issues,issues,issues,A-GAS US HOLDINGS INC,110009423203,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
18252RPRDCPOBOX,VERSUM MATERIALS US LLC,325120,issues,issues,issues,issues,issues,EMD HOLDING CORP,110000584449,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
94553RPRDS110WA,AIR PRODUCTS & CHEMICALS INC (MARTINEZ-WATERFRONT ROAD),325120,issues,issues,issues,issues,issues,AIR PRODUCTS & CHEMICALS INC,110000483227,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
8538WRPRCR8932W,A-GAS US INC,325120,issues,issues,issues,issues,issues,A-GAS US HOLDINGS INC,110069348664,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
28302DPNTFHIGHW,CHEMOURS CO - FAYETTEVILLE WORKS,325120,326130.0,issues,issues,issues,issues,THE CHEMOURS CO,110000559609,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4021WDPNTL425CA,DUPONT LOUISVILLE PLANT,325120,issues,issues,issues,issues,issues,DUPONT DE NEMOURS INC,110069236883,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
97503BCDWR470WA,LINDE GAS & EQUIPMENT INC.,325120,issues,issues,issues,issues,issues,LINDE INC,110001658331,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7701WPTRMX1519S,PETROMAX REFINING CO LLC,211130,issues,issues,issues,issues,issues,PETROMAX REFINING CO LLC,110064465289,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
46323GGSCN3930M,LINDE GAS NA LLC,325120,issues,issues,issues,issues,issues,LINDE GAS N.A. LLC,110000727447,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
90744RPRDS700HE,AIR PRODUCTS & CHEMICALS INC.,325120,issues,issues,issues,issues,issues,AIR PRODUCTS & CHEMICALS INC,110000476084,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
40216DPNTL4200C,CHEMOURS LOUISVILLE PLANT,325120,325180.0,issues,issues,issues,issues,THE CHEMOURS CO,110000378494,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
70734LQDCRPOBOX,LINDE GEISMAR FACILITY,325120,325199.0,issues,issues,issues,issues,LINDE INC,110046264760,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
71730DPNTL322SU,CHEMOURS EL DORADO,325120,issues,issues,issues,issues,issues,THE CHEMOURS CO,110033151540,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7607WDVRSF115SU,A-GAS US INC,325120,issues,issues,issues,issues,issues,A-GAS US HOLDINGS INC,110064403239,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
70776CMRCS4990B,MEXICHEM FLUOR INC,325120,issues,issues,issues,issues,issues,issues,110043796023,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
77580NTRPR10207,ENTERPRISE PRODUCTS OPERATING LLC,211130,325199.0,issues,issues,issues,issues,ENTERPRISE PRODUCTS OPERATING LLC,110056961480,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
