,TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
124,90810RPRDS23300,AIR PRODUCTS & CHEMICALS INC.,325120,issues,issues,issues,issues,issues,AIR PRODUCTS & CHEMICALS INC,110002305443,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
128,9457WRLQDL1391S,AIR LIQUIDE LARGE INDUSTRIES US LP - RODEO HYDROGEN PLANT,325120,issues,issues,issues,issues,issues,AMERICAN AIR LIQUIDE HOLDINGS INC,110041623641,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
135,7005WRPRDC4663W,AIR PRODUCTS & CHEMICALS INC - GARYVILLE SMR,325120,issues,issues,issues,issues,issues,AIR PRODUCTS & CHEMICALS INC,110033135328,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
137,77571LNDGS11603,LA PORTE SYNGAS PLANT,325120,issues,issues,issues,issues,issues,LYONDELLBASELL INDUSTRIES,110024422418,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
144,7057WFLWCH289CU,FLOWCHEM TECHNOLOGIES LLC,213112,issues,issues,issues,issues,issues,DORF KETAL CHEMICALS LLC,110039073962,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
146,19067RLQDM19STE,AIR LIQUIDE ELECTRONICS US LP,325120,issues,issues,issues,issues,issues,AIR LIQUIDE AMERICA,110000562935,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
151,40214LRDNC7753N,LOUISVILLE PACKAGING,325120,issues,issues,issues,issues,issues,issues,110000378412,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
172,50021RGSNR41SEC,AIRGAS USA LLC,325120,issues,issues,issues,issues,issues,AMERICAN AIR LIQUIDE HOLDINGS INC,110001397881,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
240,94804RGSDR731BW,AIRGAS DRY ICE,325120,issues,issues,issues,issues,issues,AIRGAS USA LLC,110067426556,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
248,70723RPRDC1759C,AIR PRODUCTS & CHEMICALS INC - CONVENT SMR,325120,issues,issues,issues,issues,issues,AIR PRODUCTS & CHEMICALS INC,110022828813,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
264,77520RPRDSOFFCA,AIR PRODUCTS LLC,325120,issues,issues,issues,issues,issues,AIR PRODUCTS & CHEMICALS INC.,110012710423,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
