TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
98221SHLLLWESTM,TESORO REFINING & MARKETING CO LLC,324110,issues,issues,issues,issues,issues,MARATHON PETROLEUM CORP,110000537250.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
77536DRPRK5900H,DEER PARK REFINING LP,324110,issues,issues,issues,issues,issues,DEER PARK REFINING LP,110031267064.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
15061RCCHMFRANK,BVPV STYRENICS LLC,325211,326199.0,326140.0,issues,issues,issues,STYROPEK USA INC.,110059344473.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
28402FRTRNHWY42,FORTRON INDUSTRIES LLC,325211,issues,issues,issues,issues,issues,CELANESE CORP,110009842536.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
53081BRDNN2522S,HEXION INC-SHEBOYGAN SITE,325211,325199.0,issues,issues,issues,issues,HEXION HOLDINGS CORP,110000416764.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
77541SHNTC5672H,SHINTECH INC,325211,325991.0,issues,issues,issues,issues,issues,110000743839.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
06492CYRNDSOUTH,ROEHM AMERICA LLC,325211,issues,issues,issues,issues,issues,ROEHM US HOLDING LLC,110043236281.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
43113PPGNDPITTS,PPG INDUSTRIES OHIO INC CIRCLEVILLE OH,325211,562211.0,issues,issues,issues,issues,PPG INDUSTRIES INC,110007158128.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
84087PHLLP393SO,HOLLYFRONTIER WOODS CROSS REFINING LLC,324110,issues,issues,issues,issues,issues,HOLLYFRONTIER CORP,110000469136.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
70791GRNTCHWY61,BASF CORP,325199,issues,issues,issues,issues,issues,BASF CORP,110000449934.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
32501RCHHL407SO,REICHHOLD LLC2,325211,issues,issues,issues,issues,issues,REICHHOLD LLC 2,110000362385.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
19061BPLCMPOSTR,MONROE ENERGY LLC-TRAINER REFINERY,324110,issues,issues,issues,issues,issues,DELTA AIR LINES INC,110000336440.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
77501THYLC1000N,ETHYL CORP,325199,325998.0,issues,issues,issues,issues,ETHYL CORP,110070135413.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7750WFTNCH1NSUT,AFTON CHEMICAL CORP,325199,issues,issues,issues,issues,issues,AFTON CHEMICAL CORP,110067263071.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
40216BRDNN6200C,BAKELITE SYNTHETICS,325211,325199.0,issues,issues,issues,issues,BAKELITE LLC,110000378467.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
47620GPLSTLEXAN,SABIC INNOVATIVE PLASTICS MT. VERNON LLC,325211,issues,issues,issues,issues,issues,SABIC US HOLDINGS LP,110000403670.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
74107SNRFN1700S,HOLLYFRONTIER TULSA REFINING WEST FACILITY,324110,issues,issues,issues,issues,issues,HOLLYFRONTIER CORP,110000454981.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
07036XXNCH1400P,INFINEUM USA LP-BAYWAY CHEMICAL PLANT,325199,issues,issues,issues,issues,issues,INFINEUM USA LP,110067001871.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
9495WLGCBS2199S,LGC BIOSEARCH TECHNOLOGIES INC,325199,issues,issues,issues,issues,issues,issues,110055425160.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7076WBLCBP21255,BLUE CUBE OPERATIONS LLC - PLAQUEMINE SITE,325199,325180.0,issues,issues,issues,issues,OLIN CORP,110070828281.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
42301DRTPL2400H,DART POLYMERS INC,325211,issues,issues,issues,issues,issues,DART CONTAINER CORP,110000380793.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
77571RHMND13300,BAYPORT_TX,325199,issues,issues,issues,issues,issues,DOW INC,110000463613.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
90749RCPRD1801E,TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,324110,issues,issues,issues,issues,issues,TESORO CORP,110017428988.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
70051PSLNP1EPSI,PINNACLE POLYMERS,325211,issues,issues,issues,issues,issues,POLYCHIM USA INC,110000547953.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
70734VLCNMASHLA,OCCIDENTAL CHEMICAL HOLDING CORP - GEISMAR PLANT,325199,issues,issues,issues,issues,issues,OCCIDENTAL CHEMICAL HOLDING CORP,110000449774.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
30916MCPRF3702C,SOLVAY SPECIALTY POLYMERS USA L.L.C.,325211,issues,issues,issues,issues,issues,SOLVAY HOLDING INC,110000359763.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
77720BMNTMHWY34,OCI BEAUMONT LLC,325199,325311.0,issues,issues,issues,issues,OCI BEAUMONT LLC,110000743900.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
