FRS_ID,Source,Flows,CO2 missing,City,State,Latitude,Longitude,city
110071161337.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,Bloomfield,NM,36.6672,-107.9611,bloomfield
110022737289.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,BLOOMFIELD,NM,36.727528,-107.95564,bloomfield
110006091353.0,GHGRP NEI,"['2-Methylnaphthalene', 'Arsenic', 'Benzene', 'Cadmium', 'Carbon Dioxide', 'Carbon Monoxide', 'Chromium (VI)', 'Chromium III', 'Cobalt', 'Ethyl Benzene', 'Fluoranthene', 'Fluorene', 'Formaldehyde', 'Hexane', 'Lead', 'Manganese', 'Methane', 'Naphthalene', 'Nickel', 'Nitrogen Oxides', 'Nitrous Oxide', 'PM10-PM2.5', 'PM2.5 Primary (Filt + Cond)', 'Phenanthrene', 'Pyrene', 'Sulfur Dioxide', 'Toluene', 'Volatile Organic Compounds', 'Xylenes (Mixed Isomers)']",False,Bloomfield,NM,36.735944,-107.941694,bloomfield
110071159505.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,Brighton,CO,40.1434,-104.7515,brighton
110043788611.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,Brighton,CO,40.2235,-104.7196,brighton
110071161194.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,Calumet,OK,35.535,-98.099,calumet
110071159873.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,Calumet,OK,35.591269,-98.141061,calumet
110029535304.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,CARTHAGE,TX,32.158825,-94.423725,carthage
110062085924.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,CARTHAGE,TX,32.192641,-94.269435,carthage
110000502858.0,GHGRP NEI,"['1,1,2,2-Tetrachloroethane', '1,1,2-Trichloroethane', '1,3-Butadiene', '1,3-Dichloropropene', '2,2,4-Trimethylpentane', '2-Methylnaphthalene', 'Acenaphthene', 'Acenaphthylene', 'Acetaldehyde', 'Acrolein', 'Anthracene', 'Benz[a]Anthracene', 'Benzene', 'Benzo[a]Pyrene', 'Benzo[b]Fluoranthene', 'Benzo[e]Pyrene', 'Benzo[g,h,i,]Perylene', 'Benzo[k]Fluoranthene', 'Biphenyl', 'Carbon Dioxide', 'Carbon Monoxide', 'Chlorobenzene', 'Chloroform', 'Chrysene', 'Ethyl Benzene', 'Ethyl Chloride', 'Ethylene Dichloride', 'Ethylidene Dichloride', 'Fluoranthene', 'Fluorene', 'Formaldehyde', 'Hexane', 'Indeno[1,2,3-c,d]Pyrene', 'Methane', 'Methanol', 'Methylene Chloride', 'Naphthalene', 'Nitrogen Oxides', 'Nitrous Oxide', 'PM10-PM2.5', 'PM2.5 Primary (Filt + Cond)', 'Perylene', 'Phenanthrene', 'Phenol', 'Propylene Dichloride', 'Pyrene', 'Styrene', 'Sulfur Dioxide', 'Toluene', 'Vinyl Chloride', 'Volatile Organic Compounds', 'Xylenes (Mixed Isomers)']",False,CARTHAGE,TX,32.1875,-94.2625,carthage
110040505085.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,Coalgate,OK,34.586443,-96.287956,coalgate
110071159593.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,Coalgate,OK,34.5864,-96.288,coalgate
110031096178.0,GHGRP NEI,"['1,3-Butadiene', '2,2,4-Trimethylpentane', '2-Methylnaphthalene', 'Acenaphthene', 'Acenaphthylene', 'Acetaldehyde', 'Acrolein', 'Benzene', 'Benzo[b]Fluoranthene', 'Benzo[e]Pyrene', 'Benzo[g,h,i,]Perylene', 'Biphenyl', 'Carbon Dioxide', 'Carbon Monoxide', 'Chrysene', 'Ethyl Benzene', 'Ethyl Chloride', 'Fluoranthene', 'Fluorene', 'Formaldehyde', 'Hexane', 'Methane', 'Methanol', 'Methylene Chloride', 'Naphthalene', 'Nitrogen Oxides', 'Nitrous Oxide', 'PM10-PM2.5', 'PM2.5 Primary (Filt + Cond)', 'Phenanthrene', 'Phenol', 'Pyrene', 'Sulfur Dioxide', 'Toluene', 'Vinyl Chloride', 'Volatile Organic Compounds', 'Xylenes (Mixed Isomers)']",False,COALGATE,OK,34.65138,-96.18033,coalgate
110071159380.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,Cotulla,TX,28.461253,-99.10135,cotulla
110055376196.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,Cotulla,TX,28.42054,-99.259391,cotulla
110045955043.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,Cotulla,TX,28.20196,-98.899217,cotulla
110071160172.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,Cotulla,TX,28.500404,-99.373224,cotulla
110071161859.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,Cotulla,TX,28.407351,-99.255954,cotulla
110071161722.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,Coushatta,LA,32.2107,-93.4413,coushatta
110055517837.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,Coushatta,LA,32.194066,-93.487309,coushatta
110055517846.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,Coushatta,LA,32.194063,-93.486667,coushatta
110055517855.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,Coushatta,LA,31.9955781,-93.2986106,coushatta
