TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
77530RCCHM2502S,LYONDELL CHEMICAL CO,325110,325199.0,issues,issues,issues,issues,LYONDELLBASELL INDUSTRIES,110000463221,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
70663WSTLK900HA,WESTLAKE PETROCHEMICALS ETHYLENE,325110,issues,issues,issues,issues,issues,WESTLAKE CHEMICAL CORP,110043973509,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
77547MRCNT900CL,TEXMARK CHEMICALS INC,325110,issues,issues,issues,issues,issues,CHEMICAL EXCHANGE INDUSTRIES INC,110000463490,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
77522XXNCH5000B,EXXONMOBIL BAYTOWN CHEMICAL PLANT (PART),325110,325211.0,325120.0,541715.0,325212.0,issues,EXXON MOBIL CORP,110000463178,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
77536SHLLLHIGHW,SHELL CHEMICAL LP,325110,issues,issues,issues,issues,issues,SHELL PETROLEUM INC,110031267064,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
60450QNTMC8805N,EQUISTAR CHEMICALS LP,325110,325211.0,issues,issues,issues,issues,LYONDELLBASELL INDUSTRIES,110000433013,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
16686QLTYCINDUS,W R GRACE & CO,325110,issues,issues,issues,issues,issues,W R GRACE & CO,110046292677,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
77590MCLCM24015,BP AMOCO CHEMICAL COMPANY,325110,issues,issues,issues,issues,issues,BP PRODUCTS N.A. INC,110028187049,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
70721CSMRPLAHWY,COS-MAR CO,325110,issues,issues,issues,issues,issues,COSMAR CO,110000597319,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
70805XXNCH4999S,EXXONMOBIL BATON ROUGE CHEMICAL PLANT (PART),325110,325212.0,issues,issues,issues,issues,EXXON MOBIL CORP,110000449970,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
19137LLDSGMARGA,ADVANSIX RESINS & CHEMICALS LLC,325110,issues,issues,issues,issues,issues,issues,110038495768,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
70051NLCCHRIVER,NALCO CO,325110,issues,issues,issues,issues,issues,ECOLAB INC,110007015871,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
77643BSFFNNEOFI,BASF TOTAL PETROCHEMICALS LLC,325110,issues,issues,issues,issues,issues,BASF CORP,110006134691,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
70669GRGGL1600V,WESTLAKE LAKE CHARLES NORTH,325110,issues,issues,issues,issues,issues,WESTLAKE CHEMICAL CORP,110002054482,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
29492MCCHMCLEME,INEOS US CHEMICALS CO - COOPER RIVER PLANT,325110,issues,issues,issues,issues,issues,INEOS US CHEMICALS CO,110000353705,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
39567FRSTC1001I,FIRST CHEMICAL CORP,325110,325998.0,325199.0,issues,issues,issues,THE CHEMOURS CO,110014329994,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
74002PTRLTBIRCH,NUCERA SOLUTIONS LLC,325110,issues,issues,issues,issues,issues,issues,110000454348,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
70086CHVRNHWY18,AMERICAS STYRENICS LLC,325110,issues,issues,issues,issues,issues,AMERICAS STYRENICS LLC,110056954602,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
32533MNSNT3000O,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,325110,issues,issues,issues,issues,issues,ASCEND PERFORMANCE MATERIALS HOLDINGS INC,110027373045,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
77641TXCCHGATE2,MOTIVA CHEMICALS LLC,325110,issues,issues,issues,issues,issues,MOTIVA ENTERPRISES LLC,110000861862,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
