TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge,FRS_ID_Issues
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,nan,BEN TAYLOR INC BULK FACILITY,2122 W ROOSEVELT HWY,SHELBY,MT,59474,48.516828,-111.88737,TOOLE,424710,nan,5947WBNTYL2122W,TRI,right_only,False
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,nan,CITYSERVICEVALCON LLC KALISPELL BULK FACILITY,640 W MONTANA ST,KALISPELL,MT,59901,48.19949,-114.32476,FLATHEAD,424710,nan,5990WCTYSR64WMN,TRI,right_only,False
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,nan,LAKESIDE CASTING SOLUTIONS,2 LAKESIDE DR,MONROE CITY,MO,63456,39.654759,-91.715791,MONROE,331523,nan,6345WLKSDC2LAKE,TRI,right_only,False
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,nan,YODER SMOKERS INC.,1816 E WASP RD,HUTCHINSON,KS,67501,37.927606,-97.894809,RENO,335220,nan,6750WYDRSM1816E,TRI,right_only,False
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,nan,REEVE AGRI ENERGY,5665 S OLD HIGHWAY 83,GARDEN CITY,KS,67846,37.87925,-100.88353,FINNEY,325193,nan,6784WRVGRN5665S,TRI,right_only,False
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,nan,MUELLER SUPPLY CO INC.,6914 HWY 2,OAK GROVE,LA,71263,32.858227,-91.411359,WEST CARROLL PARISH,332311,nan,7126WMLLRN6914H,TRI,right_only,False
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,nan,SUN COAST RESOURCES- ENID,5110 E OWEN K GARRIOTT RD,ENID,OK,73701,36.39754,-97.80105,GARFIELD,424710,nan,7370WSNCST511EW,TRI,right_only,False
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,nan,SUN COAST RESOURCES,2294 S BUFFALO ST,BUFFALO,TX,75831,31.45061,-96.05031,LEON,424710,nan,7583WSNCST11SBU,TRI,right_only,False
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,nan,HUNTSMAN BUILDING SOLUTIONS,3315 EAST DIV STREET,ARLINGTON,TX,76011,32.743039,-97.049116,TARRANT,325211,nan,7601WHNTSM3315E,TRI,right_only,False
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,nan,SUN COAST RESOURCES,6922 CAVALCADE,HOUSTON,TX,77028,29.800408,-95.302828,HARRIS,424710,nan,7702WSNCST6922C,TRI,right_only,False
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,nan,SUN COAST RESOURCES EDNA WAREHOUSE,176 US HIGHWAY 59 S,EDNA,TX,77957,28.97802,-96.66417,JACKSON,424710,nan,7795WSNCST176US,TRI,right_only,False
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,nan,SUN COAST RESOURCES,7759 JOHNNY MORRIS RD,AUSTIN,TX,78724,30.311393,-97.636723,TRAVIS,424710,nan,7872WSNCST7759J,TRI,right_only,False
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,nan,SUN COAST RESOURCES- MIDLAND,5606 E COUNTY ROAD 128,MIDLAND,TX,79706,31.967052,-101.972818,MIDLAND,424710,nan,7970WSNCST566EC,TRI,right_only,False
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,nan,KDC / ONE - THIBIANT INTERNATIONAL,20320 PRAIRIE STREET,CHATSWORTH,CA,91311,34.240923,-118.58636,LOS ANGELES,325620,nan,9131WTHBNT232PR,TRI,right_only,False
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,nan,IMPERIAL WESTERN PRODUCTS INC,86600 AVENUE 54,COACHELLA,CA,92236,33.65771,-116.15811,RIVERSIDE,325199,nan,9223WMPRLW866AB,TRI,right_only,False
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,nan,BETTS CO,2843 S MAPLE AVE,FRESNO,CA,93725,36.706914,-119.745621,FRESNO,332613,nan,9372WBTTSC2843S,TRI,right_only,False
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,nan,GEA FARM TECHNOLOGIES INC.  DBA GEA WS WEST,2717 S 4TH ST,FRESNO,CA,93725,36.70299,-119.76687,FRESNO,325611,nan,9372WGFRMT2717S,TRI,right_only,False
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,nan,ECOLUBE RECOVERY LLC,11535 N FORCE AVE,PORTLAND,OR,97217,45.60602,-122.69291,MULTNOMAH,324199,nan,9721WCLBRC11535,TRI,right_only,False
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,nan,FARWEST FABRICATORS,7537 POSTMA RD,MOXEE,WA,98936,46.563889,-120.396942,YAKIMA,332322,nan,9893WFRWST7537P,TRI,right_only,False
