FlowName,Compartment,FlowAmount,Unit,DataReliability,Source,Year,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,FlowChemIdentifier_x,FlowChemIdentifier_y
Carbon Dioxide,air,720501400.0,kg,5.0,GHGRP,2017.0,110070081820.0,Linde Facility 0497,2555 Savannah Ave,Port Arthur,TX,77641.0,29.89018,-93.948251,JEFFERSON COUNTY,325120,,1002023,18923-20-1,18923-20-1
Carbon Dioxide,air,172272500.0,kg,5.0,GHGRP,2017.0,110043814726.0,"Linde Hydrogen, c/o Chevron Refinery",685 S Chevron Way,North Salt Lake,UT,84054.0,40.82147,-111.92162,SALT LAKE COUNTY,325120,,1002041,18923-20-1,18923-20-1
Carbon Dioxide,air,95741000.0,kg,5.0,GHGRP,2017.0,110011942862.0,Matheson - LIMA I PLANT,1150 S METCALF,LIMA,OH,45804.0,40.72211,-84.11329,ALLEN COUNTY,325120,,1002042,18923-20-1,18923-20-1
Carbon Dioxide,air,232264200.0,kg,5.0,GHGRP,2017.0,110071160496.0,"AIR PRODUCTS & CHEMICALS, INC, Tesoro Martinez",None,MARTINEZ,CA,94553.0,38.026667,-122.067222,CONTRA COSTA COUNTY,325120,,1002122,18923-20-1,18923-20-1
Methane,air,380.0,kg,5.0,GHGRP,2017.0,110071160496.0,"AIR PRODUCTS & CHEMICALS, INC, Tesoro Martinez",None,MARTINEZ,CA,94553.0,38.026667,-122.067222,CONTRA COSTA COUNTY,325120,,1002122,74-82-8,74-82-8
Nitrous Oxide,air,38.0,kg,5.0,GHGRP,2017.0,110071160496.0,"AIR PRODUCTS & CHEMICALS, INC, Tesoro Martinez",None,MARTINEZ,CA,94553.0,38.026667,-122.067222,CONTRA COSTA COUNTY,325120,,1002122,126386-65-0,126386-65-0
Carbon Dioxide,air,555967100.0,kg,5.0,GHGRP,2017.0,110012267965.0,Linde Inc,4451 HWY 108 S,Sulphur,LA,70665.0,30.139164,-93.526936,CALCASIEU PARISH,325120,,1002608,18923-20-1,18923-20-1
Carbon Dioxide,air,1143634100.0,kg,2.6855430421320947,GHGRP,2017.0,110042061238.0,Marathon El Paso Refinery,212 North Clark Street,EL PASO,TX,79905.0,31.76945,-106.41426,EL PASO COUNTY,324110,,1003564,18923-20-1,18923-20-1
Methane,air,123250.0,kg,3.981338742393509,GHGRP,2017.0,110042061238.0,Marathon El Paso Refinery,212 North Clark Street,EL PASO,TX,79905.0,31.76945,-106.41426,EL PASO COUNTY,324110,,1003564,74-82-8,74-82-8
Nitrous Oxide,air,9216.0,kg,2.4430338541666665,GHGRP,2017.0,110042061238.0,Marathon El Paso Refinery,212 North Clark Street,EL PASO,TX,79905.0,31.76945,-106.41426,EL PASO COUNTY,324110,,1003564,126386-65-0,126386-65-0
