,TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
4904,7875WRGNSP883NR,ERGON ASPHALT & EMULSIONS INC. - AUSTIN,324121,issues,issues,issues,issues,issues,ERGON INC.,110005038280.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4908,7825WRGNXX996BR,ERGON ASPHALT & EMULSIONS INC - SAN ANTONIO,324121,issues,issues,issues,issues,issues,ERGON INC,110070239269.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4930,7220WRGNSP61SHA,ERGON ASPHALT & EMULSIONS INC. - LITTLE ROCK,324121,issues,issues,issues,issues,issues,ERGON INC.,110001700142.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4958,6610WRGNSP152WL,ERGON ASPHALT & EMULSIONS INC. - WOLCOTT,324121,issues,issues,issues,issues,issues,ERGON INC,110060259321.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4966,06517TLCNC155PI,TILCON CONNECTICUT INC,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110001730663.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4979,3847WRGNSP1251N,ERGON ASPHALT & EMULSIONS INC. - COLUMBIA,324121,issues,issues,issues,issues,issues,ERGON INC,110067453464.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5007,06340TLCNC185SR,TILCON CONNECTICUT INC.,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110008053756.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5046,7340WRGNSP25REF,ERGON ASPHALT & EMULSIONS INC.  - ARDMORE,324121,issues,issues,issues,issues,issues,ERGON INC.,110017358866.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5048,06475TLCNC1BOST,TILCON CONNECTICUT INC,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110044110100.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5060,06470TLCNC9BUTO,TILCON CONNECTICUT INC,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110008053710.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5062,38040CRFCN121IN,CRAFCO INC-HALLS,324121,issues,issues,issues,issues,issues,ERGON INC,110012705563.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5088,38113RGNSP1655H,ERGON ARMOR-MEMPHIS,324121,issues,issues,issues,issues,issues,ERGON INC,110020518055.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5103,85226CRFCN6975W,CRAFCO INC - CHANDLER,324121,issues,issues,issues,issues,issues,ERGON INC,110002583623.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5111,80216CBTCN5301N,COBITCO INC,324121,issues,issues,issues,issues,issues,issues,110000859526.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5116,67801KCHMT2600B,ERGON ASPHALT & EMULSIONS INC. - DODGE CITY,324121,issues,issues,issues,issues,issues,ERGON INC.,110039508789.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5123,7511WRGNSP23CEA,ERGON ASPHALT & EMULSIONS INC. - ENNIS,324121,issues,issues,issues,issues,issues,ERGON INC,110043671130.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5126,67056SMMTR3INDU,ERGON ASPHALT & EMULSIONS INC. - HALSTEAD,324121,issues,issues,issues,issues,issues,ERGON INC.,110024523933.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5133,0096WPTRLMCARRE,PETROLEUM PRODUCTS SUPPLY LLC,324121,issues,issues,issues,issues,issues,issues,110069263861.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5134,74401KCHMT2501P,BKEP MATERIALS LLC - PORT OF MUSKOGEE,324121,issues,issues,issues,issues,issues,BLUEKNIGHT ENERGY PARTNERS LP,110001645783.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5148,7670WRGNSP182EA,ERGON ASPHALT & EMULSIONS INC - WACO,324121,issues,issues,issues,issues,issues,ERGON INC.,110006133380.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5158,7865WRGNSP13811,ERGON ASPHALT & EMULSIONS INC. - MANOR,324121,issues,issues,issues,issues,issues,ERGON INC,110070232571.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5183,74015SMMTR585AR,ERGON ASPHALT & EMULSIONS INC. - CATOOSA,324121,issues,issues,issues,issues,issues,ERGON INC.,110038106288.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5185,06708TLCNC567SL,TILCON CONNECTICUT INC,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110008053907.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5204,8820WWRSTR49EMA,ERGON ASPHALT & EMULSIONS INC. - ROSWELL,324121,issues,issues,issues,issues,issues,ERGON INC,110046347761.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5209,80216WNSCR5201B,OWENS CORNING ROOFING & ASPHALT LLC,324121,issues,issues,issues,issues,issues,OWENS CORNING INC,110011372184.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5216,91784HLLDY2006N,HOLLIDAY ROCK CO INC - CAMPUS,324121,327320.0,212321.0,issues,issues,issues,HOLLIDAY ROCK CO INC,110012701898.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5226,3885WRGNSP35CR3,ERGON ASPHALT & EMULSIONS INC. - YELLOW CREEK,324121,424710.0,issues,issues,issues,issues,ERGON INC.,110046279175.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5231,19714VPRCN16BRO,VP RACING FUELS,324199,issues,issues,issues,issues,issues,VP RACING FUELS INC,110012707801.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5250,7650WRGNSP4648W,ERGON ASPHALT & EMULSIONS INC. - TEMPLE,324121,issues,issues,issues,issues,issues,ERGON INC,110069521734.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5277,31408KCHMT14FOU,ERGON ASPHALT & EMULSIONS INC. - GARDEN CITY,324121,issues,issues,issues,issues,issues,ERGON INC.,110044220973.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5298,06353TLCNC4753C,TILCON CONNECTICUT INC,324121,issues,issues,issues,issues,issues,OLDCASTLE INC,110003021168.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5299,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110031267064.0,WESTLAKE EPOXY INC.- DEER PARK SITE,5900 HIGHWAY 225 - GATE 7B,DEER PARK,TX,77536,29.722222,-95.126944,HARRIS,325211,nan,77536RSLTN5900H,TRI,right_only
5300,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110031267064.0,SHELL CHEMICAL LP,5900 HWY 225 EAST,DEER PARK,TX,77536,29.722222,-95.126944,HARRIS,325110,nan,77536SHLLLHIGHW,TRI,right_only
5301,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000475940.0,ALTAIR PARAMOUNT LLC,14700 DOWNEY AVE,PARAMOUNT,CA,90723,33.899645,-118.15141,LOS ANGELES,325199,nan,90723PRMNT14700,TRI,right_only
