FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,GHG_NAME,GHG_QUANTITY
1000198,2011,LEHIGH CEMENT CO LLC,Biogenic Carbon dioxide,0.0
1000198,2011,LEHIGH CEMENT CO LLC,Carbon Dioxide,79846.1
1000198,2011,LEHIGH CEMENT CO LLC,Methane,6.2
1000198,2011,LEHIGH CEMENT CO LLC,Nitrous Oxide,0.8
1000243,2011,Holcim (US) INC JOPPA PLANT,Biogenic Carbon dioxide,0.0
1000243,2011,Holcim (US) INC JOPPA PLANT,Carbon Dioxide,847417.0
1000243,2011,Holcim (US) INC JOPPA PLANT,Methane,44.0
1000243,2011,Holcim (US) INC JOPPA PLANT,Nitrous Oxide,7.03
1000247,2011,SIGNAL MOUNTAIN CEMENT CO,Biogenic Carbon dioxide,0.0
1000247,2011,SIGNAL MOUNTAIN CEMENT CO,Carbon Dioxide,247287.3
1000247,2011,SIGNAL MOUNTAIN CEMENT CO,Methane,0.0
1000247,2011,SIGNAL MOUNTAIN CEMENT CO,Nitrous Oxide,0.0
1000290,2011,Lehigh Northeast Cement Company,Biogenic Carbon dioxide,0.0
1000290,2011,Lehigh Northeast Cement Company,Carbon Dioxide,385294.0
1000290,2011,Lehigh Northeast Cement Company,Methane,14.41
1000290,2011,Lehigh Northeast Cement Company,Nitrous Oxide,2.096
1000533,2011,SUWANNEE AMERICAN CEMENT,Biogenic Carbon dioxide,0.0
1000533,2011,SUWANNEE AMERICAN CEMENT,Carbon Dioxide,245484.0
1000533,2011,SUWANNEE AMERICAN CEMENT,Methane,12.63
1000533,2011,SUWANNEE AMERICAN CEMENT,Nitrous Oxide,1.827
1000633,2011,ROANOKE CEMENT CO - CLOVERDALE,Biogenic Carbon dioxide,10846.0
1000633,2011,ROANOKE CEMENT CO - CLOVERDALE,Carbon Dioxide,593827.0
1000633,2011,ROANOKE CEMENT CO - CLOVERDALE,Methane,27.7
1000633,2011,ROANOKE CEMENT CO - CLOVERDALE,Nitrous Oxide,4.0
1001689,2011,Drake Cement,Biogenic Carbon dioxide,0.0
1001689,2011,Drake Cement,Carbon Dioxide,34050.9
1001689,2011,Drake Cement,Methane,2.45
1001689,2011,Drake Cement,Nitrous Oxide,0.35
1001701,2011,MONARCH CEMENT COMPANY (THE),Biogenic Carbon dioxide,0.0
1001701,2011,MONARCH CEMENT COMPANY (THE),Carbon Dioxide,406724.0
1001701,2011,MONARCH CEMENT COMPANY (THE),Methane,21.23
1001701,2011,MONARCH CEMENT COMPANY (THE),Nitrous Oxide,3.056
1001835,2011,Lehigh Cement Co. LLC Nazareth,Biogenic Carbon dioxide,0.0
1001835,2011,Lehigh Cement Co. LLC Nazareth,Carbon Dioxide,753639.0
1001835,2011,Lehigh Cement Co. LLC Nazareth,Methane,36.96
1001835,2011,Lehigh Cement Co. LLC Nazareth,Nitrous Oxide,5.38
1002049,2011,LEHIGH CEMENT CO LLC / WACO PLANT,Biogenic Carbon dioxide,0.0
1002049,2011,LEHIGH CEMENT CO LLC / WACO PLANT,Carbon Dioxide,124505.0
1002049,2011,LEHIGH CEMENT CO LLC / WACO PLANT,Methane,5.94
1002049,2011,LEHIGH CEMENT CO LLC / WACO PLANT,Nitrous Oxide,0.844
1002055,2011,HOLCIM TEXAS LIMITED PARTNERSHIP,Biogenic Carbon dioxide,1218.0
1002055,2011,HOLCIM TEXAS LIMITED PARTNERSHIP,Carbon Dioxide,702217.0
1002055,2011,HOLCIM TEXAS LIMITED PARTNERSHIP,Methane,29.24
1002055,2011,HOLCIM TEXAS LIMITED PARTNERSHIP,Nitrous Oxide,4.163
1002102,2011,TEXAS LEHIGH CEMENT COMPANY LP,Biogenic Carbon dioxide,1295.8
1002102,2011,TEXAS LEHIGH CEMENT COMPANY LP,Carbon Dioxide,1010351.3
1002102,2011,TEXAS LEHIGH CEMENT COMPANY LP,Methane,49.48
1002102,2011,TEXAS LEHIGH CEMENT COMPANY LP,Nitrous Oxide,7.182
1002204,2011,HOLCIM INCORPORATED,Biogenic Carbon dioxide,0.0
1002204,2011,HOLCIM INCORPORATED,Carbon Dioxide,480149.3
1002204,2011,HOLCIM INCORPORATED,Methane,32.37
1002204,2011,HOLCIM INCORPORATED,Nitrous Oxide,4.562
1002308,2011,CEMEX Construction Materials Pacific LLC,Biogenic Carbon dioxide,21556.9
1002308,2011,CEMEX Construction Materials Pacific LLC,Carbon Dioxide,1373855.1
1002308,2011,CEMEX Construction Materials Pacific LLC,Methane,20.15
1002308,2011,CEMEX Construction Materials Pacific LLC,Nitrous Oxide,2.64
1002421,2011,ASH GROVE CEMENT COMPANY,Biogenic Carbon dioxide,0.0
1002421,2011,ASH GROVE CEMENT COMPANY,Carbon Dioxide,869515.8
1002421,2011,ASH GROVE CEMENT COMPANY,Methane,73.4
1002421,2011,ASH GROVE CEMENT COMPANY,Nitrous Oxide,10.1
1002431,2011,HANSON PERMANENTE CEMENT,Biogenic Carbon dioxide,0.0
1002431,2011,HANSON PERMANENTE CEMENT,Carbon Dioxide,844918.6
1002431,2011,HANSON PERMANENTE CEMENT,Methane,34.71
1002431,2011,HANSON PERMANENTE CEMENT,Nitrous Oxide,5.04
1002517,2011,Lehigh Cement LLC,Biogenic Carbon dioxide,0.0
1002517,2011,Lehigh Cement LLC,Carbon Dioxide,565941.5
1002517,2011,Lehigh Cement LLC,Methane,22.48
1002517,2011,Lehigh Cement LLC,Nitrous Oxide,3.278
1002527,2011,ASH GROVE CEMENT COMPANY-DURKEE,Biogenic Carbon dioxide,0.0
1002527,2011,ASH GROVE CEMENT COMPANY-DURKEE,Carbon Dioxide,460015.8
1002527,2011,ASH GROVE CEMENT COMPANY-DURKEE,Methane,21.9
1002527,2011,ASH GROVE CEMENT COMPANY-DURKEE,Nitrous Oxide,3.16
1002530,2011,Ash Grove Cement Company-LEAMINGTON,Biogenic Carbon dioxide,0.0
1002530,2011,Ash Grove Cement Company-LEAMINGTON,Carbon Dioxide,408019.0
1002530,2011,Ash Grove Cement Company-LEAMINGTON,Methane,23.2
1002530,2011,Ash Grove Cement Company-LEAMINGTON,Nitrous Oxide,3.4
1002531,2011,ASH GROVE CEMENT COMPANY-MONTANA CITY,Biogenic Carbon dioxide,0.0
1002531,2011,ASH GROVE CEMENT COMPANY-MONTANA CITY,Carbon Dioxide,116065.9
1002531,2011,ASH GROVE CEMENT COMPANY-MONTANA CITY,Methane,0.0
1002531,2011,ASH GROVE CEMENT COMPANY-MONTANA CITY,Nitrous Oxide,0.0
1002537,2011,ASH GROVE CEMENT COMPANY-SEATTLE,Biogenic Carbon dioxide,0.0
1002537,2011,ASH GROVE CEMENT COMPANY-SEATTLE,Carbon Dioxide,311354.0
1002537,2011,ASH GROVE CEMENT COMPANY-SEATTLE,Methane,12.4
1002537,2011,ASH GROVE CEMENT COMPANY-SEATTLE,Nitrous Oxide,0.9
1002566,2011,LEHIGH SOUTHWEST CEMENT CO,Biogenic Carbon dioxide,0.0
1002566,2011,LEHIGH SOUTHWEST CEMENT CO,Carbon Dioxide,554118.0
1002566,2011,LEHIGH SOUTHWEST CEMENT CO,Methane,22.06
1002566,2011,LEHIGH SOUTHWEST CEMENT CO,Nitrous Oxide,3.2
1002665,2011,ASH GROVE CEMENT CO-CHANUTE PLANT,Biogenic Carbon dioxide,0.0
1002665,2011,ASH GROVE CEMENT CO-CHANUTE PLANT,Carbon Dioxide,742547.9
1002665,2011,ASH GROVE CEMENT CO-CHANUTE PLANT,Methane,19.8
1002665,2011,ASH GROVE CEMENT CO-CHANUTE PLANT,Nitrous Oxide,2.88
1002750,2011,Argos Cement LLC - Harleyville Plant,Biogenic Carbon dioxide,180.7
1002750,2011,Argos Cement LLC - Harleyville Plant,Carbon Dioxide,446504.3
1002750,2011,Argos Cement LLC - Harleyville Plant,Methane,22.08
1002750,2011,Argos Cement LLC - Harleyville Plant,Nitrous Oxide,3.051
