FACILITY_ID,REPORTING_YEAR,GHG_QUANTITY,FACILITY_NAME,GHG_NAME
1000025,2011,0.0,PLACID REFINING CO LLC - PORT ALLEN REFINERY,Biogenic Carbon dioxide
1000025,2011,1.297,PLACID REFINING CO LLC - PORT ALLEN REFINERY,Nitrous Oxide
1000025,2011,19.68,PLACID REFINING CO LLC - PORT ALLEN REFINERY,Methane
1000025,2011,226266.4,PLACID REFINING CO LLC - PORT ALLEN REFINERY,Carbon Dioxide
1000099,2011,0.0,Robinson Refinery,Biogenic Carbon dioxide
1000099,2011,2.361,Robinson Refinery,Nitrous Oxide
1000099,2011,147.99,Robinson Refinery,Methane
1000099,2011,400478.0,Robinson Refinery,Carbon Dioxide
1000343,2011,0.0,Lemont Refinery,Biogenic Carbon dioxide
1000343,2011,4.11,Lemont Refinery,Nitrous Oxide
1000343,2011,59.72,Lemont Refinery,Methane
1000343,2011,708403.7,Lemont Refinery,Carbon Dioxide
1000411,2011,0.0,Lima Refinery,Biogenic Carbon dioxide
1000411,2011,2.08,Lima Refinery,Nitrous Oxide
1000411,2011,153.14,Lima Refinery,Methane
1000411,2011,328443.2,Lima Refinery,Carbon Dioxide
1001056,2011,0.0,Toledo Refining Company,Biogenic Carbon dioxide
1001056,2011,6.281,Toledo Refining Company,Nitrous Oxide
1001056,2011,703.67,Toledo Refining Company,Methane
1001056,2011,920977.4,Toledo Refining Company,Carbon Dioxide
1001261,2011,0.0,Philadelphia Refinery,Biogenic Carbon dioxide
1001261,2011,7.771,Philadelphia Refinery,Nitrous Oxide
1001261,2011,122.1,Philadelphia Refinery,Methane
1001261,2011,1313636.0,Philadelphia Refinery,Carbon Dioxide
1001321,2011,0.0,"Sunoco, Inc. (R&S) Eagle Point Facility",Biogenic Carbon dioxide
1001321,2011,0.0,"Sunoco, Inc. (R&S) Eagle Point Facility",Carbon Dioxide
1001321,2011,0.0,"Sunoco, Inc. (R&S) Eagle Point Facility",Methane
1001321,2011,0.0,"Sunoco, Inc. (R&S) Eagle Point Facility",Nitrous Oxide
1001804,2011,0.0,SHELL OIL PRODUCTS US - MARTINEZ REFINERY,Biogenic Carbon dioxide
1001804,2011,3.789,SHELL OIL PRODUCTS US - MARTINEZ REFINERY,Nitrous Oxide
1001804,2011,1288.67,SHELL OIL PRODUCTS US - MARTINEZ REFINERY,Methane
1001804,2011,689989.0,SHELL OIL PRODUCTS US - MARTINEZ REFINERY,Carbon Dioxide
1001824,2011,0.0,PHILLIPS 66 CO - ALLIANCE REFINERY,Biogenic Carbon dioxide
1001824,2011,4.45,PHILLIPS 66 CO - ALLIANCE REFINERY,Nitrous Oxide
1001824,2011,323.04,PHILLIPS 66 CO - ALLIANCE REFINERY,Methane
1001824,2011,703127.0,PHILLIPS 66 CO - ALLIANCE REFINERY,Carbon Dioxide
1001920,2011,0.0,Phillips 66 Ponca City Refinery,Biogenic Carbon dioxide
1001920,2011,3.234,Phillips 66 Ponca City Refinery,Nitrous Oxide
1001920,2011,188.11,Phillips 66 Ponca City Refinery,Methane
1001920,2011,499353.6,Phillips 66 Ponca City Refinery,Carbon Dioxide
1001964,2011,0.0,Phillips 66 Los Angeles Refinery - Carson Plant,Biogenic Carbon dioxide
1001964,2011,0.03,Phillips 66 Los Angeles Refinery - Carson Plant,Nitrous Oxide
1001964,2011,29.1,Phillips 66 Los Angeles Refinery - Carson Plant,Methane
1001964,2011,38806.5,Phillips 66 Los Angeles Refinery - Carson Plant,Carbon Dioxide
1002026,2011,0.0,HOLLYFRONTIER TULSA REFINING LLC - WEST,Biogenic Carbon dioxide
1002026,2011,0.05,HOLLYFRONTIER TULSA REFINING LLC - WEST,Nitrous Oxide
1002026,2011,26.58,HOLLYFRONTIER TULSA REFINING LLC - WEST,Methane
1002026,2011,5214.6,HOLLYFRONTIER TULSA REFINING LLC - WEST,Carbon Dioxide
1002027,2011,0.0,"St. Paul Park Refining Company, LLC",Biogenic Carbon dioxide
1002027,2011,1.437,"St. Paul Park Refining Company, LLC",Nitrous Oxide
1002027,2011,59.45,"St. Paul Park Refining Company, LLC",Methane
1002027,2011,222057.0,"St. Paul Park Refining Company, LLC",Carbon Dioxide
1002028,2011,0.0,HOLLYFRONTIER TULSA REFINING LLC - EAST,Biogenic Carbon dioxide
1002028,2011,1.002,HOLLYFRONTIER TULSA REFINING LLC - EAST,Nitrous Oxide
1002028,2011,72.41,HOLLYFRONTIER TULSA REFINING LLC - EAST,Methane
1002028,2011,164283.0,HOLLYFRONTIER TULSA REFINING LLC - EAST,Carbon Dioxide
1002103,2011,0.0,PAULSBORO ASPHALT REFINERY,Biogenic Carbon dioxide
1002103,2011,0.0,PAULSBORO ASPHALT REFINERY,Carbon Dioxide
1002103,2011,0.0,PAULSBORO ASPHALT REFINERY,Nitrous Oxide
1002103,2011,1.2,PAULSBORO ASPHALT REFINERY,Methane
1002261,2011,0.0,TRICOR REFINING LLC,Biogenic Carbon dioxide
1002261,2011,0.0,TRICOR REFINING LLC,Nitrous Oxide
1002261,2011,7.44,TRICOR REFINING LLC,Methane
1002261,2011,984.2,TRICOR REFINING LLC,Carbon Dioxide
1002286,2011,0.0,LUNDAY-THAGARD COMPANY,Biogenic Carbon dioxide
1002286,2011,0.21,LUNDAY-THAGARD COMPANY,Nitrous Oxide
1002286,2011,37.93,LUNDAY-THAGARD COMPANY,Methane
1002286,2011,3571.9,LUNDAY-THAGARD COMPANY,Carbon Dioxide
1002310,2011,0.0,WYNNEWOOD REFINING CO,Biogenic Carbon dioxide
1002310,2011,0.019,WYNNEWOOD REFINING CO,Nitrous Oxide
1002310,2011,75.7,WYNNEWOOD REFINING CO,Methane
1002310,2011,154072.0,WYNNEWOOD REFINING CO,Carbon Dioxide
1002338,2011,0.0,Tesoro Refining & Marketing Company LLC - LAR,Biogenic Carbon dioxide
1002338,2011,1.545,Tesoro Refining & Marketing Company LLC - LAR,Nitrous Oxide
1002338,2011,33.76,Tesoro Refining & Marketing Company LLC - LAR,Methane
1002338,2011,297053.0,Tesoro Refining & Marketing Company LLC - LAR,Carbon Dioxide
1002389,2011,0.0,CITGO PETROLEUM CORP - LAKE CHARLES MANUFACTURING COMPLEX,Biogenic Carbon dioxide
1002389,2011,6.952,CITGO PETROLEUM CORP - LAKE CHARLES MANUFACTURING COMPLEX,Nitrous Oxide
1002389,2011,312.61,CITGO PETROLEUM CORP - LAKE CHARLES MANUFACTURING COMPLEX,Methane
1002389,2011,1178665.7,CITGO PETROLEUM CORP - LAKE CHARLES MANUFACTURING COMPLEX,Carbon Dioxide
1002461,2011,2.633,ULTRAMAR INC WILMINGTON REFINERY,Nitrous Oxide
1002461,2011,180.899,ULTRAMAR INC WILMINGTON REFINERY,Methane
1002461,2011,430106.644,ULTRAMAR INC WILMINGTON REFINERY,Carbon Dioxide
1002565,2011,0.0,SAN JOAQUIN REFINING CO INC,Biogenic Carbon dioxide
1002565,2011,0.001,SAN JOAQUIN REFINING CO INC,Nitrous Oxide
1002565,2011,10.28,SAN JOAQUIN REFINING CO INC,Methane
1002565,2011,597.1,SAN JOAQUIN REFINING CO INC,Carbon Dioxide
1002611,2011,0.0,SUNOCO PARTNERS MARKETING & TERMINALS L.P. - MARCUS HOOK INDUSTRIAL COMPLEX,Biogenic Carbon dioxide
1002611,2011,5.71,SUNOCO PARTNERS MARKETING & TERMINALS L.P. - MARCUS HOOK INDUSTRIAL COMPLEX,Nitrous Oxide
1002611,2011,53.33,SUNOCO PARTNERS MARKETING & TERMINALS L.P. - MARCUS HOOK INDUSTRIAL COMPLEX,Methane
1002611,2011,903068.2,SUNOCO PARTNERS MARKETING & TERMINALS L.P. - MARCUS HOOK INDUSTRIAL COMPLEX,Carbon Dioxide
1002657,2011,5.653,PREMCOR REFINING GROUP INCORPORATED PORTARTHUR REFINERY,Nitrous Oxide
1002657,2011,599.154,PREMCOR REFINING GROUP INCORPORATED PORTARTHUR REFINERY,Methane
1002657,2011,830505.903,PREMCOR REFINING GROUP INCORPORATED PORTARTHUR REFINERY,Carbon Dioxide
1002798,2011,0.0,HUNT SOUTHLAND REFINING COMPANY,Biogenic Carbon dioxide
1002798,2011,0.0,HUNT SOUTHLAND REFINING COMPANY,Nitrous Oxide
1002798,2011,8.82,HUNT SOUTHLAND REFINING COMPANY,Methane
1002798,2011,1546.7,HUNT SOUTHLAND REFINING COMPANY,Carbon Dioxide
1002970,2011,0.0,CITGO CORPUS CHRISTI REFINERY - WEST PLANT,Biogenic Carbon dioxide
1002970,2011,0.0,CITGO CORPUS CHRISTI REFINERY - WEST PLANT,Nitrous Oxide
1002970,2011,12.59,CITGO CORPUS CHRISTI REFINERY - WEST PLANT,Methane
1002970,2011,16164.2,CITGO CORPUS CHRISTI REFINERY - WEST PLANT,Carbon Dioxide
1003006,2011,0.0,Epic Midstream Savannah - North,Biogenic Carbon dioxide
1003006,2011,0.0,Epic Midstream Savannah - North,Nitrous Oxide
1003006,2011,32.37,Epic Midstream Savannah - North,Methane
1003006,2011,46.0,Epic Midstream Savannah - North,Carbon Dioxide
1003043,2011,0.0,Garyville Refinery,Biogenic Carbon dioxide
1003043,2011,6.504,Garyville Refinery,Nitrous Oxide
1003043,2011,269.31,Garyville Refinery,Methane
1003043,2011,1167116.0,Garyville Refinery,Carbon Dioxide
1003286,2011,3.718,Chevron Pascagoula Refinery,Nitrous Oxide
