FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,GHG_NAME,GHG_QUANTITY
1000035,2011,ANDERSONS MARATHON ETHANOL LLC,Methane,11.74
1000037,2011,TYSON FRESH MEATS INC,Methane,111.47
1000038,2011,TYSON FRESH MEATS,Methane,1488.82
1000045,2011,TYSON POULTRY INC.-SEDALIA,Methane,1494.0
1000344,2011,GREEN PLAINS CENTRAL CITY LLC,Methane,5.65
1000352,2011,"Green Plains Hereford, LLC",Methane,4.13
1000353,2011,Sonoco Products Co.,Methane,77.8
1000357,2011,CARGILL MEAT SOLUTIONS CORPORATION,Methane,1662.84
1000401,2011,Tate & Lyle-Loudon,Methane,41.32
1000413,2011,"PACIFIC ETHANOL PEKIN, LLC",Methane,33.46
1000415,2011,"South Bend Ethanol, LLC.",Methane,1.58
1000442,2011,Foster Farms Farmerville Complex,Methane,1537.04
1000606,2011,LAMB WESTON INCORPORATED,Methane,510.47
1000608,2011,ConAgra Foods Lamb Weston Delhi,Methane,618.29
1000610,2011,LAMB WESTON RDO FROZEN,Methane,72.61
1000855,2011,Cargill Meat Solutions Corporation,Methane,1147.19
1000872,2011,GUARDIAN ENERGY LLC,Methane,3.46
1001157,2011,"RED TRAIL ENERGY, LLC",Methane,1.8
1001671,2011,OHIO PAPERBOARD CORP,Methane,371.69
1001677,2011,KAAPA ETHANOL LLC,Methane,2.49
1001678,2011,ICM Biofuels LLC,Methane,0.71
1001680,2011,TYSON FRESH MEATS,Methane,188.6
1001703,2011,TYSON FRESH MEATS INC,Methane,1865.64
1001723,2011,REDFIELD ENERGY LLC,Methane,2.95
1001809,2011,MARYSVILLE ETHANOL LLC,Methane,2.17
1001837,2011,Tyson Fresh Meats,Methane,1104.12
1001851,2011,SMITHFIELD FARMLAND CORP-TAR HEEL,Methane,1.11
1001923,2011,Tyson Fresh Meats,Methane,115.07
1001945,2011,ARCHER DANIELS MIDLAND,Methane,43.69
1001967,2011,Valero Renewable Fuels LLC Charles City,Methane,1.6
1001985,2011,JR SIMPLOT COMPANY - FOOD GROUP,Methane,621.71
1002032,2011,BADGER STATE ETHANOL,Methane,0.14
1002047,2011,"ABE South Dakota, LLC - Aberdeen",Methane,0.03
1002054,2011,Smithfield Packaged Meats Corp.,Methane,1234.6
1002067,2011,AGP SOY/CORN PROCESSING,Methane,54.15
1002073,2011,"Flint Hills Resources Fairmont, LLC",Methane,0.0
1002074,2011,"ABE South Dakota, LLC - Huron",Methane,0.02
1002082,2011,KANSAS ETHANOL LLC,Methane,2.76
1002124,2011,SHOW ME ETHANOL,Methane,1.78
1002173,2011,GRANITE FALLS ENERGY LLC,Methane,1.58
1002177,2011,"DENCO II, LLC",Methane,0.44
1002283,2011,MCCAIN FOODS POTATO FACILITY,Methane,61.12
1002284,2011,MCCAIN FOODS USA INC,Methane,12.27
1002285,2011,MCCAIN FOODS USA INC,Methane,93.1
1002287,2011,MCCAIN FOODS USA INC,Methane,2343.18
1002346,2011,JBS/Swift Pork Company,Methane,726.39
1002349,2011,BRIDGEPORT ETHANOL LLC,Methane,1.65
1002356,2011,ONE EARTH ENERGY LLC,Methane,2944.39
1002379,2011,Valero Fort Dodge Plant,Methane,3.24
1002443,2011,BIG RIVER RESOURCES WEST BURLINGTON LLC,Methane,3.73
1002560,2011,"GOLDEN GRAIN ENERGY, LLC",Methane,1.03
1002627,2011,ABSOLUTE ENERGY LLC,Methane,8.69
1002690,2011,Valero Hartley Plant,Methane,3.28
1002696,2011,TYSON FOODS-RIVER VALLEY,Methane,1087.99
1002710,2011,PERDUE FARMS INCORPORATED - ACCOMACK,Methane,5977.17
1002737,2011,PERDUE FARMS INC,Methane,5708.47
1002804,2011,J R SIMPLOT CO,Methane,1745.71
1002832,2011,J. R. Simplot Co.,Methane,967.49
1002865,2011,"MGPI Processing, Inc.",Methane,364.3
1002881,2011,Darling Ingredients Inc.,Methane,467.06
1002882,2011,"CARDINAL ETHANOL, LLC",Methane,5.03
1002916,2011,ARCHER DANIEL MIDLAND COMPANY,Methane,248.29
1002960,2011,Darling Ingredients Inc.,Methane,600.68
1002962,2011,E ENERGY ADAMS,Methane,2.11
1002963,2011,BOISE WHITE PAPER MILL,Methane,15.29
1002989,2011,Valero Bloominburg Plant,Methane,1.76
1002995,2011,"LITTLE SIOUX CORN PROCESSORS, LLC",Methane,3.77
1003096,2011,"KAAPA Ethanol Ravenna, LLC",Methane,5.93
1003135,2011,CARBON GREEN BIOENERGY,Methane,2.74
1003150,2011,"Valero Renewable Fuels Campany LLC, dba Valero Albion Plant",Methane,3.52
1003282,2011,"Pacific Ethanol Aurora East, LLC",Methane,7.14
1003422,2011,ADKINS ENERGY LLC,Methane,3.67
1003573,2011,"Flint Hills Resources Iowa Falls, LLC",Methane,10.05
1003737,2011,LINCOLNWAY ENERGY LLC,Methane,0.64
1003753,2011,Cargill Meat Solutions Corp,Methane,513.3
1003779,2011,VALERO RENEWABLE FUELS LLC,Methane,1.68
1003834,2011,"FLINT HILLS RESOURCES MENLO, LLC",Methane,16.24
1003837,2011,BUSHMILLS ETHANOL INC.,Methane,0.05
1003855,2011,LOUIS DREYFUS COMMODITIES GRAND JUNCTION LLC,Methane,7.9
1003884,2011,PACKAGING CORPORATION OF AMERICA-TOMAHAWK,Methane,60.98
1003954,2011,ELKHORN VALLEY ETHANOL LLC,Methane,4.2
1003970,2011,"FLINT HILLS RESOURCES SHELL ROCK, LLC.",Methane,11.39
1004079,2011,FLINT HILLS RESOURCES LLC - FAIRBANK ETHANOL PLANT,Methane,11.02
1004091,2011,"BONANZA BIOENERGY, LLC",Methane,3.65
1004114,2011,GRAIN PROCESSING CORP,Methane,15549.48
1004116,2011,SMITHFIELD FARMLAND CORP-SMITHFIELD,Methane,1402.17
1004194,2011,SIMMONS FOODS INC-SOUTHWEST CITY,Methane,1990.88
1004257,2011,"JBS SOUDERTON, INC. - RENDERING FACILITY",Methane,43.1
1004332,2011,GREEN PLAINS SHENANDOAH LLC,Methane,3.25
1004365,2011,TROPICANA MANUFACTURING CO INC,Methane,56.83
1004640,2011,GRAIN PROCESSING CORP,Methane,71.09
1004668,2011,LINCOLNLAND AGRI-ENERGY LLC,Methane,1.46
1004702,2011,"Hankinson Renewable Energy, LLC",Methane,0.1
1004765,2011,NUGEN ENERGY LLC,Methane,5.09
1004792,2011,EAST KANSAS AGRI-ENERGY,Methane,3.1
1004799,2011,WE HEREFORD LLC,Methane,5.63
1004818,2011,SUNOCO FULTON ETHANOL PLANT,Methane,8.93
1004886,2011,INTERSTATE PAPER LLC,Methane,54.83
1004952,2011,TYSON FARMS INC - TEMPERANCEVILLE,Methane,389.16
1005051,2011,"Marquis Energy - Wisconsin, LLC",Methane,4.73
1005149,2011,AL CORN CLEAN FUEL,Methane,1.72
1005217,2011,WESTERN NEW YORK ENERGY LLC,Methane,2.18
1005306,2011,Green Plains Lakota LLC,Methane,1.44
1005353,2011,ABERDEEN ENERGY LLC,Methane,43.3
1005369,2011,HUSKER AG L L C,Methane,27.45
1005374,2011,MARQUIS ENERGY LLC,Methane,5.29
1005383,2011,"TYSON FARMS, INC. - Union City TN",Methane,833.39
1005386,2011,Glacial Lakes Energy,Methane,3.93
1005415,2011,SMITHFIELD FRESH MEATS CORP-DENISON,Methane,1982.7
1005520,2011,Smithfield Fresh Meats Corp. - Crete Facility,Methane,1816.25
1005586,2011,HIGHWATER ETHANOL LLC,Methane,2.79
1005626,2011,BIG RIVER UNITED ENERGY LLC,Methane,8.16
1005661,2011,Archer Daniels Midland Co.,Methane,507.49
1005683,2011,"SIOUXLAND ETHANOL, LLC",Methane,6.59
1005686,2011,Seaboard Foods Pork Processing Plant,Methane,148.98
1005738,2011,International Paper - Mansfield Mill,Methane,791.72
1005791,2011,"GREEN PLAINS BLUFFTON, LLC",Methane,2.57
1005812,2011,GREEN PLAINS ORD LLC,Methane,1.95
1005929,2011,HERON LAKE BIOENERGY LLC,Methane,0.22
1005969,2011,ANDERSONS CLYMERS ETHANOL LLC,Methane,15.54
1006022,2011,"Big River Resources Boyceville, LLC",Methane,7.0
1006047,2011,ADM CORN PROCESSING,Methane,46.4
1006081,2011,Darling Ingredients Inc.,Methane,187.36
1006083,2011,"CENTRAL INDIANA ETHANOL, LLC",Methane,1.84
1006086,2011,MillerCoors USA LLC.,Methane,34.84
1006121,2011,JBS SWIFT,Methane,12.66
1006141,2011,HOMELAND ENERGY SOLUTIONS LLC,Methane,8.41
1006155,2011,"Mountaire Farms of Delaware, Inc.",Methane,2425.52
1006203,2011,ARKALON ETHANOL LLC,Methane,9.74
1006245,2011,Valero Linden Plant,Methane,3.0
1006364,2011,GREEN PLAINS OBION LLC,Methane,0.96
1006367,2011,PACKAGING CORPORATION OF AMERICA,Methane,5.55
1006425,2011,Cargill Corn Milling North America,Methane,35.84
1006469,2011,PATRIOT RENEWABLE FUELS LLC,Methane,4.07
1006534,2011,FLINT HILLS RESOURCES ARTHUR LLC,Methane,2.74
1006722,2011,SWIFT BEEF COMPANY,Methane,122.98
1006783,2011,TYSON FRESH MEATS INC,Methane,1677.68
1006787,2011,BIG RIVER RESOURCES GALVA LLC,Methane,6.05
1006863,2011,"Flint Hills Resources Camilla, LLC",Methane,8.31
1006892,2011,International Paper-Prattville Mill,Methane,1561.03
1006936,2011,"PRAIRIE HORIZON AGRI-ENERGY, L",Methane,0.74
1007176,2011,Hood Container Corporation,Methane,4410.32
1007220,2011,CARGILL MEAT SOLUTIONS,Methane,2367.75
1007391,2011,International Paper - Maysville Mill,Methane,1911.82
1007429,2011,Coal Creek,Methane,3.89
1007565,2011,ANDERSONS DENISON ETHANOL LLC,Methane,1.59
1007571,2011,"Valley Proteins, Inc. - Fayetteville",Methane,8.1
1007819,2011,PLAINVIEW BIOENERY LLC,Methane,7.04
1007847,2011,MID-MISSOURI ENERGY LLC,Methane,2.28
1007915,2011,"American Proteins, Inc. - Cumming",Methane,84.25
1007933,2011,ANDERSONS ALBION ETHANOL LLC,Methane,3.9
1008032,2011,"Allens, Inc. - Van Buren",Methane,258.06
1009512,2011,Perdue Georgetown Processing Plant,Methane,1844.31
1009599,2011,"Mar-Jac Poultry MS, LLC",Methane,779.3
1009838,2011,"Southern Hens, Inc.",Methane,972.25
1010026,2011,"Protein Products, Inc.",Methane,775.64
1010046,2011,Peco Foods Inc,Methane,1472.03
1010104,2011,"Sanderson Farms, Inc.",Methane,1317.4
1010155,2011,"Tyson Foods, Inc.",Methane,2373.34
1010166,2011,Wayne Farms LLC - Danville Fresh Poultry Plant,Methane,0.0
1010187,2011,"Koch Foods of Gadsden, LLC",Methane,147.42
1010269,2011,Cargill Meat Solutions Corporation,Methane,2319.92
1010327,2011,JBS Swift Food,Methane,7.2
1010356,2011,Cargill Meat Solutions,Methane,1240.0
1010674,2011,"Farbest Foods, Inc.",Methane,1180.11
1010700,2011,Diageo USVI,Methane,132.15
1011973,2011,"Tyson Poultry, Inc Broken Bow",Methane,3262.62
1011994,2011,"Tyson Poultry, Inc Clarksville",Methane,3300.32
1012009,2011,"Tyson Farms, Inc - Blountsville Processing",Methane,1685.64
