FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,COMMON_STACK_COMBINED_HEAT_UOM,TIER_123_SORBENT_CO2_EMISSIONS,TIER123_BIOGENIC_CO2_EMISSIONS,TIER_1_2_3_FOSSIL_CO2_EMISSION,TIER_4_OPERATING_HOURS,TIER_4_OP_HRS_CO2_CONC_SUB,TIER_4_OP_HRS_STACK_FLOWRT_SUB,TIER_4_OP_HRS_STACK_MOIST_SUB,UNIT_NAME,UNIT_TYPE,UNIT_TYPE_OTHER,IND_UNIT_HEAT_INPUT_CAPACITY,IND_UNIT_HEATINPUTCAPACITY_UOM,IND_UNIT_HEATCAPACITY_UOM_OTHR,AGGR_HIGH_HEAT_CAPACITY,AGGR_HIGH_HEAT_CAPACITY_UOM,COMMON_PIPE_HEAT_CAPACITY,COMMON_PIPE_HEAT_CAPACITY_UOM,COMMON_STACK_NUMBER_OF_UNITS,TIER4_V_TOTAL,TIER4_V_BIO,TIER4_ANNUAL_BIO_CO2_EMISSION,PART_75_CO2_EMISSIONS_METHOD,PART_75_METHOD_STARTDATE,PART_75_METHODOLOGY_ENDDATE,PART_75_HEAT_INPUT_METHOD,PART_75_CO2_METHOD,PART_75_OP_HRS_FUEL_FLOWRATE,PART_75_OP_HRS_HHV_SUB,PART_75_OP_HRS_CO2_CONC_SUB,PART_75_OP_HRS_FLOWRATE_SUB,TIER4_NONBIOGENIC_CO2EMISSION,TIER_4_BIOGENIC_CO2_EMISSIONS,TIER_4_TOTAL_CO2_EMISSIONS,TIER_4_METHODOLOGY_START_DATE,TIER_4_METHODOLOGY_END_DATE,TIER4_VFF,PART_75_OP_HRS_MOISTURE_SUB,BIOGENIC_CO2_MASS_EMISS_MSW,TOTAL_AMT_SORBENT_USED,PLANT_CODE,CP_USEIVTIND,CS_USEIVTIND,IND_USE_IVT_IND,AGG_USEIVTIND,CP_CUMULATIVE_MAXHEAT_INPUTCAP,COMMON_STACK_COMBINED_HEAT,AGG_CUMULATIVE_HEAT_INPUTCAP,SORBENT_MOLECULAR_WEIGHT,SORBENT_RATIO
1002460,2011,UNION CARBIDE TEXAS CITY,,0.0,0.0,,,,,,EOB_ICE_DIESEL PUMP,RICE (Reciprocating internal combustion engine),,0.191,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002460,2011,UNION CARBIDE TEXAS CITY,,0.0,0.0,,,,,,SYN_INC_CATALYTIC INC_E10N002,"ICI (Incinerator, commercial and industrial)",,0.37,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002460,2011,UNION CARBIDE TEXAS CITY,,0.0,0.0,,,,,,SYN_PRH_STEAM SUPERHEATER-E10C021,PRH (Process Heater),,18.8,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002460,2011,UNION CARBIDE TEXAS CITY,,0.0,0.0,,,,,,UTIL_BLR_BOILER NO. 53-E02B53BRL,"OB (Boiler, other)",,441.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002460,2011,UNION CARBIDE TEXAS CITY,,0.0,0.0,,,,,,UTIL_BLR_HRSG_F-2507-E02B026,"OB (Boiler, other)",,291.2,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002460,2011,UNION CARBIDE TEXAS CITY,,0.0,0.0,,,,,,UTIL_GTB_GASTURBINEPT-2405-E02B026,"SCCT (CT (Turbine, simple cycle combustion))",,525.8,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002461,2011,ULTRAMAR INC WILMINGTON REFINERY,,0.0,0.0,,,,,,GHG - Natural Gas Combustion (SRU),"ICI (Incinerator, commercial and industrial)",,10.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002461,2011,ULTRAMAR INC WILMINGTON REFINERY,,0.0,0.0,,,,,,Heater 56-H-1,PRH (Process Heater),,30.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002461,2011,ULTRAMAR INC WILMINGTON REFINERY,,0.0,0.0,,,,,,Heater 56-H-2,PRH (Process Heater),,200.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002461,2011,ULTRAMAR INC WILMINGTON REFINERY,,0.0,0.0,,,,,,Heater 58-H-1,PRH (Process Heater),,110.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002461,2011,ULTRAMAR INC WILMINGTON REFINERY,,,0.0,427521.0,,,,,CP 88FQI945,,,,,,,,258.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002462,2011,CORNING DIESEL MANUFACTURING FACILITY,,0.0,0.0,96695.0,,,,,GP-1,OCS (Other combustion source),,,,,105.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002463,2011,ERWIN MANUFACTURING COMPLEX,,0.0,0.0,21775.8,,,,,GP-1,OCS (Other combustion source),,,,,49.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002465,2011,THOMAS GAS PROCESSING PLT,,,0.0,40242.3,,,,,CP-1,OCS (Other combustion source),,,,,,,43.27,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002466,2011,SOUTH SHELBY LANDFILL,,0.0,0.0,,,,,,Shop Building,CH (Comfort heater),,0.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002467,2011,WELTY COMPRESSOR STATION,,0.0,0.0,26752.8,,,,,GP-1,OCS (Other combustion source),,,,,41.35,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002468,2011,ECD LANDFILL,,0.0,0.0,,,,,,Wash Bay Pressure Washer,RICE (Reciprocating internal combustion engine),,0.375,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002470,2011,WETUMKA GAS PROCESSING PLT,,0.0,0.0,30696.8,,,,,GP-1,OCS (Other combustion source),,,,,20.6,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002479,2011,ASHLAND #2 CMPSR STA,,,0.0,25171.0,,,,,CP-1,OCS (Other combustion source),,,,,,,11.38,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002480,2011,Cherokee Run Landfill,,0.0,0.0,28.8,,,,,GP-Propane Heaters,CH (Comfort heater),,,,,0.15,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002483,2011,ARCONIC INC MASSENA OPERATIONS,,0.0,0.0,102.3,,,,,GP-01,OCS (Other combustion source),,,,,1.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002483,2011,ARCONIC INC MASSENA OPERATIONS,,,0.0,600.3,,,,,CP-02,OCS (Other combustion source),,,,,,,200.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002483,2011,ARCONIC INC MASSENA OPERATIONS,,,0.0,85232.3,,,,,CP-01,OCS (Other combustion source),,,,,,,200.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002484,2011,HIBBING PUBLIC UTILITIES COMMISSION,,0.0,0.0,159854.4,,,,,GP-01,OCS (Other combustion source),,,,,248.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002484,2011,HIBBING PUBLIC UTILITIES COMMISSION,,0.0,119972.4,,,,,,EU007,S (Stoker Boiler),,230.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002485,2011,REYNOLDS METALS ST LAWRENCE REDUCTION PL,,0.0,0.0,773.9,,,,,GP-01,OCS (Other combustion source),,,,,2.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002485,2011,REYNOLDS METALS ST LAWRENCE REDUCTION PL,,,0.0,5203.1,,,,,CP-01,OCS (Other combustion source),,,,,,,65.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002486,2011,ASARCO LLC Hayden Operations,,0.0,0.0,0.0,,,,,GP-01,OCS (Other combustion source),,,,,99.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002486,2011,ASARCO LLC Hayden Operations,,0.0,0.0,0.0,,,,,GP-02,OCS (Other combustion source),,,,,249.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002486,2011,ASARCO LLC Hayden Operations,,0.0,0.0,,,,,,#3,RICE (Reciprocating internal combustion engine),,0.9,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002486,2011,ASARCO LLC Hayden Operations,,0.0,0.0,,,,,,HP-27,RICE (Reciprocating internal combustion engine),,0.9,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002486,2011,ASARCO LLC Hayden Operations,,0.0,0.0,,,,,,TRWH,RICE (Reciprocating internal combustion engine),,0.9,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002487,2011,REINECKE SITE,,0.0,0.0,,,,,,P-11,RICE (Reciprocating internal combustion engine),,1085.0,Other,Horsepower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002487,2011,REINECKE SITE,,0.0,0.0,,,,,,P-2,"HMH (Heater, heat medium for heat exchange)",,5.6,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002487,2011,REINECKE SITE,,0.0,0.0,,,,,,P-4,RICE (Reciprocating internal combustion engine),,1478.0,Other,Horsepower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002487,2011,REINECKE SITE,,0.0,0.0,,,,,,P-5,RICE (Reciprocating internal combustion engine),,1232.0,Other,Horsepower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002487,2011,REINECKE SITE,,0.0,0.0,,,,,,P-6,RICE (Reciprocating internal combustion engine),,1478.0,Other,Horsepower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002487,2011,REINECKE SITE,,0.0,0.0,,,,,,P-8,RICE (Reciprocating internal combustion engine),,1085.0,Other,Horsepower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002487,2011,REINECKE SITE,,0.0,0.0,,,,,,P-9,RICE (Reciprocating internal combustion engine),,1085.0,Other,Horsepower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002487,2011,REINECKE SITE,,0.0,0.0,,,,,,R-10,RICE (Reciprocating internal combustion engine),,1085.0,Other,Horsepower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002487,2011,REINECKE SITE,,0.0,0.0,,,,,,R-2,RICE (Reciprocating internal combustion engine),,1232.0,Other,Horsepower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002487,2011,REINECKE SITE,,0.0,0.0,,,,,,R-4,RICE (Reciprocating internal combustion engine),,1232.0,Other,Horsepower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002487,2011,REINECKE SITE,,0.0,0.0,,,,,,R-6,RICE (Reciprocating internal combustion engine),,1380.0,Other,Horsepower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002487,2011,REINECKE SITE,,0.0,0.0,,,,,,R-7,RICE (Reciprocating internal combustion engine),,1380.0,Other,Horsepower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002488,2011,Beaver,,0.0,0.0,,,,,,Auxiliary Boiler,"OB (Boiler, other)",,50.525,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002488,2011,Beaver,,0.0,0.0,,,,,,Peaking Turbine,"SCCT (CT (Turbine, simple cycle combustion))",,279.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002488,2011,Beaver,,0.0,0.0,,,,,,Unit 1,"CCCT (CC (Turbine, combined cycle))",,809.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002488,2011,Beaver,,0.0,0.0,,,,,,Unit 2,"CCCT (CC (Turbine, combined cycle))",,809.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002488,2011,Beaver,,0.0,0.0,,,,,,Unit 3,"CCCT (CC (Turbine, combined cycle))",,809.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002488,2011,Beaver,,0.0,0.0,,,,,,Unit 4,"CCCT (CC (Turbine, combined cycle))",,809.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002488,2011,Beaver,,0.0,0.0,,,,,,Unit 5,"CCCT (CC (Turbine, combined cycle))",,809.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002488,2011,Beaver,,0.0,0.0,,,,,,Unit 6,"CCCT (CC (Turbine, combined cycle))",,809.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002489,2011,BRENT RUN LANDFILL,,0.0,0.0,0.0,,,,,GP-Building Furnaces,OCS (Other combustion source),,,,,0.054,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002489,2011,BRENT RUN LANDFILL,,0.0,0.0,0.0,,,,,GP-Maintenance Heaters,OCS (Other combustion source),,,,,0.15,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002492,2011,Devon,,,0.0,256.4,,,,,10,"SCCT (CT (Turbine, simple cycle combustion))",,230.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002493,2011,SETTLERS HILL RDF/MIDWAY LANDFILL,,0.0,19398.4,0.0,,,,,CP-Turbine 1,,,,,,,,43.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,
1002493,2011,SETTLERS HILL RDF/MIDWAY LANDFILL,,0.0,19693.1,0.0,,,,,CP-Turbine 2,,,,,,,,43.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,
1002494,2011,ASARCO LLC AMARILLO COPPER REFINERY,,,0.0,65501.0,,,,,CP-Plant Main,OCS (Other combustion source),,,,,,,125.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002495,2011,YATES GAS PLANT,,,0.0,171538.7,,,,,CP-YGP,OCS (Other combustion source),,,,,,,12.25,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002497,2011,GILLETTE CO,,0.0,0.0,26.5,,,,,GP-Misc.,OCS (Other combustion source),,,,,2.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002497,2011,GILLETTE CO,,0.0,0.0,,,,,,Boiler 2,"OB (Boiler, other)",,142.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002497,2011,GILLETTE CO,,0.0,0.0,,,,,,Boiler 3,"OB (Boiler, other)",,196.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002497,2011,GILLETTE CO,,0.0,0.0,,,,,,Combined Cycle,"CCCT (CC (Turbine, combined cycle))",,183.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002499,2011,"Pilkington North America, Inc.",,0.0,0.0,133799.5,,,,,GP-1,OCS (Other combustion source),,,,,180.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002499,2011,"Pilkington North America, Inc.",,0.0,0.0,307.3,,,,,GP-2,OCS (Other combustion source),,,,,118.68,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002500,2011,PEA RIDGE,,0.0,0.0,81254.6,,,,,GP-PeaRidge 1-2-3,OCS (Other combustion source),,,,,150.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002501,2011,Powell Avenue Steam Plant,,0.0,0.0,,,,,,1,S (Stoker Boiler),,50.75,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002501,2011,Powell Avenue Steam Plant,,0.0,0.0,,,,,,2,S (Stoker Boiler),,50.75,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002501,2011,Powell Avenue Steam Plant,,0.0,0.0,,,,,,3,"OB (Boiler, other)",,115.14,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002501,2011,Powell Avenue Steam Plant,,0.0,0.0,,,,,,4,"OB (Boiler, other)",,115.14,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002501,2011,Powell Avenue Steam Plant,,0.0,0.0,,,,,,5,"OB (Boiler, other)",,120.28,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002501,2011,Powell Avenue Steam Plant,,0.0,0.0,,,,,,6,"OB (Boiler, other)",,120.28,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002501,2011,Powell Avenue Steam Plant,,0.0,0.0,,,,,,7,S (Stoker Boiler),,146.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002504,2011,Ardagh Glass Inc. (Bridgeton),,0.0,0.0,8780.0,,,,,GP-1 Combustion Sources,OCS (Other combustion source),,,,,1.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002504,2011,Ardagh Glass Inc. (Bridgeton),,0.0,0.0,,,,,,Furnace #1,F (Furnace),,46.2,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002504,2011,Ardagh Glass Inc. (Bridgeton),,0.0,0.0,,,,,,Furnace #2,F (Furnace),,52.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002505,2011,VALERO ALBERT CITY PLANT,,,0.0,174918.0,,,,,CP-1,OCS (Other combustion source),,,,,,,122.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002506,2011,GB 426 A,,0.0,0.0,42222.3,,,,,GP- Auger GB-426A,OCS (Other combustion source),,,,,15.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002507,2011,Mobile Bay - Northwest Gulf Platform,,0.0,0.0,,,,,,B-CZZ-301,"SCCT (CT (Turbine, simple cycle combustion))",,15.27,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002507,2011,Mobile Bay - Northwest Gulf Platform,,0.0,0.0,,,,,,B-EAL-601,PRH (Process Heater),,5.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002507,2011,Mobile Bay - Northwest Gulf Platform,,0.0,0.0,,,,,,B-ZAN-1,RICE (Reciprocating internal combustion engine),,12.1,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002507,2011,Mobile Bay - Northwest Gulf Platform,,0.0,0.0,,,,,,B-ZAN-2,RICE (Reciprocating internal combustion engine),,12.1,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002507,2011,Mobile Bay - Northwest Gulf Platform,,0.0,0.0,,,,,,B-ZAN-3,RICE (Reciprocating internal combustion engine),,12.1,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002508,2011,Mary Ann - 823,,0.0,0.0,,,,,,823AGE,"OB (Boiler, other)",,17.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002508,2011,Mary Ann - 823,,0.0,0.0,,,,,,823PR1,"OB (Boiler, other)",,28.8,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002508,2011,Mary Ann - 823,,0.0,0.0,,,,,,823PR2,"OB (Boiler, other)",,28.8,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002508,2011,Mary Ann - 823,,0.0,0.0,,,,,,823 SRU,"TODF (Thermal oxidizer, direct fired, no heat reco",,8.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002508,2011,Mary Ann - 823,,0.0,0.0,,,,,,823TEG,"OB (Boiler, other)",,2.7,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002508,2011,Mary Ann - 823,,0.0,0.0,,,,,,MAB1,"OB (Boiler, other)",,50.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002508,2011,Mary Ann - 823,,0.0,0.0,,,,,,MAB2,"OB (Boiler, other)",,50.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002508,2011,Mary Ann - 823,,0.0,0.0,,,,,,MA SRU,"TODF (Thermal oxidizer, direct fired, no heat reco",,44.8,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002515,2011,ARTESIA GAS PLANT,,0.0,0.0,,,,,,SH1,CH (Comfort heater),,0.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002515,2011,ARTESIA GAS PLANT,,0.0,0.0,,,,,,SH2,CH (Comfort heater),,0.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002515,2011,ARTESIA GAS PLANT,,,0.0,75640.983,,,,,CP-Id: 04035-00,OCS (Other combustion source),,,,,,,30.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002516,2011,GEORGIA PACIFIC GYPSUM,,,0.0,29152.0,,,,,CP-Savannah,OCS (Other combustion source),,,,,,,179.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002517,2011,Lehigh Cement LLC,,0.0,0.0,,,,,,Kiln 2 coal mill air pre-heater,PRH (Process Heater),,5.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002517,2011,Lehigh Cement LLC,,0.0,0.0,,,,,,Plant building heat,"NGLH (Heater, natural gas line)",,3.672,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002517,2011,Lehigh Cement LLC,,,,,0.0,0.0,0.0,,pre heater Kiln 2,K (Kiln),,302.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2011-01-01,2011-12-31,,,,,,,,,,,,,,
1002519,2011,GC 158A,,0.0,0.0,68162.0,,,,,GP- Brutus GC-158A,OCS (Other combustion source),,,,,33.1,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002521,2011,King Ranch Gas Plant,,0.0,0.0,57127.13009,,,,,CP-Lean Oil Heaters,PRH (Process Heater),,,,,,,250.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002521,2011,King Ranch Gas Plant,,0.0,0.0,57628.5648,,,,,CP-Compressor Engines,RICE (Reciprocating internal combustion engine),,,,,,,5.09,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002521,2011,King Ranch Gas Plant,,0.0,0.0,,,,,,BLR1,"OB (Boiler, other)",,180.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002521,2011,King Ranch Gas Plant,,0.0,0.0,,,,,,BLR4,"OB (Boiler, other)",,180.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002521,2011,King Ranch Gas Plant,,0.0,0.0,,,,,,BLR5,"OB (Boiler, other)",,180.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002521,2011,King Ranch Gas Plant,,0.0,0.0,,,,,,SPO-1,PRH (Process Heater),,42.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002521,2011,King Ranch Gas Plant,,0.0,0.0,,,,,,TURBS,"SCCT (CT (Turbine, simple cycle combustion))",,126.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002521,2011,King Ranch Gas Plant,,0.0,0.0,,,,,,WHRUNIT,"SCCT (CT (Turbine, simple cycle combustion))",,225.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002522,2011,GB 128 A,,0.0,0.0,33655.1,,,,,GP-Enchilada GB-128,OCS (Other combustion source),,,,,18.6,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002526,2011,BUNGE NORTH AMERICA,,0.0,0.0,71255.6,,,,,GP-Bellevue,OCS (Other combustion source),,,,,95.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002527,2011,ASH GROVE CEMENT COMPANY-DURKEE,,0.0,0.0,0.0,,,,,GP-other sources,OCS (Other combustion source),,,,,0.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002528,2011,FAIN GAS PLANT,,0.0,0.0,0.0,,,,,GP-Clark Fuel 601570,OCS (Other combustion source),,,,,2.4,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002528,2011,FAIN GAS PLANT,,0.0,0.0,11056.5,,,,,GP-FII Fuel 601600,OCS (Other combustion source),,,,,6.7,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002528,2011,FAIN GAS PLANT,,0.0,0.0,12120.8,,,,,GP-GMV Fuel 601520,OCS (Other combustion source),,,,,2.8,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002528,2011,FAIN GAS PLANT,,0.0,0.0,1918.3,,,,,GP-AUX Fuel 601620,OCS (Other combustion source),,,,,2.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002528,2011,FAIN GAS PLANT,,0.0,0.0,44324.8,,,,,GP-F-1 Fuel 601530,OCS (Other combustion source),,,,,9.9,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002528,2011,FAIN GAS PLANT,,0.0,0.0,6910.4,,,,,GP-R1 & R2 Fuel 801800,OCS (Other combustion source),,,,,4.1,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002528,2011,FAIN GAS PLANT,,0.0,0.0,,,,,,C-5 Fuel 601550,"SCCT (CT (Turbine, simple cycle combustion))",,1140.0,Other,hp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002528,2011,FAIN GAS PLANT,,0.0,0.0,,,,,,C-6 Fuel 601580,"SCCT (CT (Turbine, simple cycle combustion))",,7.6,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
