FACILITY_ID,REPORTING_YEAR,GHG_NAME,GHG_QUANTITY
1000029,2011,Biogenic Carbon dioxide,0.0
1000029,2011,Carbon Dioxide,95239.0
1000029,2011,Methane,0.0
1000029,2011,Nitrous Oxide,0.0
1000124,2011,Biogenic Carbon dioxide,0.0
1000124,2011,Carbon Dioxide,31688.0
1000124,2011,Methane,0.0
1000124,2011,Nitrous Oxide,0.0
1000156,2011,Biogenic Carbon dioxide,0.0
1000156,2011,Carbon Dioxide,1991155.3
1000156,2011,Methane,0.21
1000156,2011,Nitrous Oxide,0.501
1000159,2011,Biogenic Carbon dioxide,0.0
1000159,2011,Carbon Dioxide,290818.5
1000159,2011,Methane,0.0
1000159,2011,Nitrous Oxide,0.01
1000177,2011,Biogenic Carbon dioxide,0.0
1000177,2011,Carbon Dioxide,314300.5
1000177,2011,Methane,0.01
1000177,2011,Nitrous Oxide,0.042
1000233,2011,Biogenic Carbon dioxide,0.0
1000233,2011,Carbon Dioxide,463395.4
1000233,2011,Methane,0.01
1000233,2011,Nitrous Oxide,0.045
1000235,2011,Biogenic Carbon dioxide,0.0
1000235,2011,Carbon Dioxide,3898.0
1000235,2011,Methane,0.0
1000235,2011,Nitrous Oxide,0.0
1000274,2011,Biogenic Carbon dioxide,0.0
1000274,2011,Carbon Dioxide,1539688.0
1000274,2011,Methane,0.18
1000274,2011,Nitrous Oxide,0.643
1000330,2011,Biogenic Carbon dioxide,0.0
1000330,2011,Carbon Dioxide,35791.8
1000330,2011,Methane,0.0
1000330,2011,Nitrous Oxide,0.0
1000394,2011,Biogenic Carbon dioxide,0.0
1000394,2011,Carbon Dioxide,11956.0
1000394,2011,Methane,0.0
1000394,2011,Nitrous Oxide,0.0
1000399,2011,Biogenic Carbon dioxide,0.0
1000399,2011,Carbon Dioxide,600.7
1000399,2011,Methane,0.0
1000399,2011,Nitrous Oxide,0.0
1000418,2011,Biogenic Carbon dioxide,0.0
1000418,2011,Carbon Dioxide,2550604.9
1000418,2011,Methane,0.5
1000418,2011,Nitrous Oxide,0.507
1000553,2011,Biogenic Carbon dioxide,0.0
1000553,2011,Carbon Dioxide,414322.8
1000553,2011,Methane,0.01
1000553,2011,Nitrous Oxide,0.059
1000588,2011,Biogenic Carbon dioxide,0.0
1000588,2011,Carbon Dioxide,995911.4
1000588,2011,Methane,0.05
1000588,2011,Nitrous Oxide,0.249
1000714,2011,Biogenic Carbon dioxide,0.0
1000714,2011,Carbon Dioxide,4313.0
1000714,2011,Methane,0.0
1000714,2011,Nitrous Oxide,0.0
1000802,2011,Biogenic Carbon dioxide,0.0
1000802,2011,Carbon Dioxide,9148.1
1000802,2011,Methane,0.09
1000802,2011,Nitrous Oxide,0.019
1001103,2011,Biogenic Carbon dioxide,0.0
1001103,2011,Carbon Dioxide,31151.3
1001103,2011,Methane,0.0
1001103,2011,Nitrous Oxide,0.0
1001563,2011,Biogenic Carbon dioxide,0.0
1001563,2011,Carbon Dioxide,50503.5
1001563,2011,Methane,0.42
1001563,2011,Nitrous Oxide,0.087
1001618,2011,Biogenic Carbon dioxide,0.0
1001618,2011,Carbon Dioxide,227930.6
