,TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
124,45050WRTHN350LA,WORTHINGTON STEEL CO,331221,issues,issues,issues,issues,issues,WORTHINGTON INDUSTRIES INC,110000392600.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
277,47802CSNLL455WI,STEEL DYNAMICS HEARTLAND LLC,331221,issues,issues,issues,issues,issues,STEEL DYNAMICS INC,110001237867.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
347,53154NCRCL72S6T,NUCOR COLD FINISH WISCONSIN INC,331221,issues,issues,issues,issues,issues,NUCOR CORP,110022523376.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
361,77539PNNZL4401P,DICKINSON PLANT,324199,issues,issues,issues,issues,issues,CALUMET DICKINSON REFINING LLC,110042005503.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
636,15025RSTCH400ST,KOPPERS INC CLAIRTON TAR PLANT,324199,issues,issues,issues,issues,issues,KOPPERS INC,110000328823.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
698,1541WBRWNS18PAU,HEARTLAND FABRICATION LLC,336611,issues,issues,issues,issues,issues,issues,110055169446.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
720,6252WVNRTR69EKE,VOESTALPINE RAILWAY SYSTEMS NORTRAK LLC,331513,issues,issues,issues,issues,issues,issues,110039018470.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
822,6806WMHSTL921EA,OMAHA STEEL CASTINGS CO LLC,331513,issues,issues,issues,issues,issues,issues,110045442927.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1032,49452KRDZL2625W,BARBER STEEL FOUNDRY CORPORATION,331513,issues,issues,issues,issues,issues,WABTEC CORP,110000411064.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1039,45215SWBRKSHEPH,SAWBROOK STEEL CASTING LLC,331513,issues,issues,issues,issues,issues,SPEYSIDE EQUITY FUND 1 LP,110000393271.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1052,54235BYSHP605N3,FINCANTIERI MARINE GROUP DBA FINCANTIERI BAY SHIPBUILDING,336611,issues,issues,issues,issues,issues,FINCANTIERI MARINE GROUP LLC,110058125513.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1062,14304PYRNC5950P,NORTH AMERICAN HOGANAS-NIAGARA FALLS PLANT,331221,issues,issues,issues,issues,issues,NORTH AMERICAN HOGANAS INC,110000881305.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1098,49022SNDVK2235D,CHAMPLAIN SPECIALTY METALS INC.,331221,issues,issues,issues,issues,issues,issues,110000409022.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1123,98124TDDPC18011,VIGOR SHIPYARDS INC-SEATTLE,336611,issues,issues,issues,issues,issues,VIGOR INDUSTRIAL LLC,110000489640.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1154,78402JHNBL311EN,JOHN BLUDWORTH SHIPYARD LLC,336611,issues,issues,issues,issues,issues,issues,110025331488.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1196,98595WSTPR1807N,WESTPORT LLC WESTPORT,336611,issues,issues,issues,issues,issues,WESTPORT LLC,110000490736.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1203,70094NWRLN8400R,NEW ORLEANS SHIPYARD,336611,issues,issues,issues,issues,issues,ARCHER DANIELS MIDLAND CO,110000448962.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1205,53142RNSNF33036,KENOSHA STEEL CASTINGS,331513,issues,issues,issues,issues,issues,issues,110001922082.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
