FRS_ID,FlowName,Compartment,FlowAmount,FlowSum,Unit,Concentration kg/kg,Source,Year,FacilityName,State,Latitude,Longitude,County,NAICS,SIC,FacilityID,FlowChemIdentifier
110038165936.0,Carbon Monoxide,air,571662.736066422,598707776.5755453,kg,0.0009548276445249901,NEI,2017.0,LEHIGH CEMENT COMPANY,AL,33.5401,-86.5435,Jefferson,327310,,1001611,50-00-0
110038165936.0,Chromium (VI),air,1.2219297639887798,598707776.5755453,kg,2.040945201978007e-09,NEI,2017.0,LEHIGH CEMENT COMPANY,AL,33.5401,-86.5435,Jefferson,327310,,1001611,18540-29-9
110038165936.0,Chromium III,air,14.023701695518902,598707776.5755453,kg,2.342328301751962e-08,NEI,2017.0,LEHIGH CEMENT COMPANY,AL,33.5401,-86.5435,Jefferson,327310,,1001611,
110038165936.0,Lead,air,25.40117272,598707776.5755453,kg,4.242666241164961e-08,NEI,2017.0,LEHIGH CEMENT COMPANY,AL,33.5401,-86.5435,Jefferson,327310,,1001611,15875-18-0
110038165936.0,Manganese,air,71.51771302599616,598707776.5755453,kg,1.19453455966547e-07,NEI,2017.0,LEHIGH CEMENT COMPANY,AL,33.5401,-86.5435,Jefferson,327310,,1001611,22325-60-6
110038165936.0,Mercury,air,2.630835746,598707776.5755453,kg,4.394190035492281e-09,NEI,2017.0,LEHIGH CEMENT COMPANY,AL,33.5401,-86.5435,Jefferson,327310,,1001611,7439-97-6
110038165936.0,Nitrogen Oxides,air,1590104.7032984963,598707776.5755453,kg,0.0026558945206850105,NEI,2017.0,LEHIGH CEMENT COMPANY,AL,33.5401,-86.5435,Jefferson,327310,,1001611,
110038165936.0,PM10-PM2.5,air,37321.5802036,598707776.5755453,kg,6.233688898625946e-05,NEI,2017.0,LEHIGH CEMENT COMPANY,AL,33.5401,-86.5435,Jefferson,327310,,1001611,
110038165936.0,PM2.5 Primary (Filt + Cond),air,145019.91451575086,598707776.5755453,kg,0.0002422215314209338,NEI,2017.0,LEHIGH CEMENT COMPANY,AL,33.5401,-86.5435,Jefferson,327310,,1001611,
110038165936.0,Sulfur Dioxide,air,67068.1678282,598707776.5755453,kg,0.0001120215411461877,NEI,2017.0,LEHIGH CEMENT COMPANY,AL,33.5401,-86.5435,Jefferson,327310,,1001611,12396-99-5
