FlowName,Compartment,FlowAmount,Unit,DataReliability,Source,Year,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,FlowChemIdentifier
Nitrous Oxide,air,59.0,kg,2.0,GHGRP,2011,110041626194.0,SOUTHWEST IOWA RENEWABLE ENERGY,10868 189TH ST,COUNCIL BLUFFS,IA,51503,41.16747,-95.82403,POTTAWATTAMIE COUNTY,325193,,1001865,126386-65-0
Carbon Dioxide,air,87926300.0,kg,2.0,GHGRP,2011,110000595035.0,ADM CORN PROCESSING,12868 COUNTY ROAD 9,WALHALLA,ND,58282,48.910797,-97.888743,PEMBINA COUNTY,325193,,1001867,18923-20-1
Methane,air,7450.0,kg,2.0,GHGRP,2011,110000595035.0,ADM CORN PROCESSING,12868 COUNTY ROAD 9,WALHALLA,ND,58282,48.910797,-97.888743,PEMBINA COUNTY,325193,,1001867,74-82-8
Nitrous Oxide,air,1061.0,kg,2.0,GHGRP,2011,110000595035.0,ADM CORN PROCESSING,12868 COUNTY ROAD 9,WALHALLA,ND,58282,48.910797,-97.888743,PEMBINA COUNTY,325193,,1001867,126386-65-0
Carbon Dioxide,air,185125000.0,kg,1.9941823092505064,GHGRP,2011,110024519225.0,Valero Renewable Fuels LLC Charles City,1787 QUARRY RD,CHARLES CITY,IA,50616,43.096447,-92.744994,FLOYD COUNTY,325193,,1001967,18923-20-1
Methane,air,5110.0,kg,2.939334637964775,GHGRP,2011,110024519225.0,Valero Renewable Fuels LLC Charles City,1787 QUARRY RD,CHARLES CITY,IA,50616,43.096447,-92.744994,FLOYD COUNTY,325193,,1001967,74-82-8
Nitrous Oxide,air,354.0,kg,2.0,GHGRP,2011,110024519225.0,Valero Renewable Fuels LLC Charles City,1787 QUARRY RD,CHARLES CITY,IA,50616,43.096447,-92.744994,FLOYD COUNTY,325193,,1001967,126386-65-0
Carbon Dioxide,air,94633400.0,kg,1.9985512514609007,GHGRP,2011,110038166365.0,BADGER STATE ETHANOL,820 West 17th Street,MONROE,WI,53566,42.5949,-89.66691,GREEN COUNTY,325193,,1002032,18923-20-1
Methane,air,1920.0,kg,2.21875,GHGRP,2011,110038166365.0,BADGER STATE ETHANOL,820 West 17th Street,MONROE,WI,53566,42.5949,-89.66691,GREEN COUNTY,325193,,1002032,74-82-8
Nitrous Oxide,air,179.0,kg,2.0,GHGRP,2011,110038166365.0,BADGER STATE ETHANOL,820 West 17th Street,MONROE,WI,53566,42.5949,-89.66691,GREEN COUNTY,325193,,1002032,126386-65-0
Carbon Dioxide,air,81996200.0,kg,1.9911349550345017,GHGRP,2011,110071159502.0,"ABE South Dakota, LLC - Aberdeen",38469 133rd Street,Aberdeen,SD,57401,45.459444,-98.5325,BROWN COUNTY,325193,,1002047,18923-20-1
Methane,air,32270.0,kg,2.0027889680818096,GHGRP,2011,110071159502.0,"ABE South Dakota, LLC - Aberdeen",38469 133rd Street,Aberdeen,SD,57401,45.459444,-98.5325,BROWN COUNTY,325193,,1002047,74-82-8
Nitrous Oxide,air,150.0,kg,2.0,GHGRP,2011,110071159502.0,"ABE South Dakota, LLC - Aberdeen",38469 133rd Street,Aberdeen,SD,57401,45.459444,-98.5325,BROWN COUNTY,325193,,1002047,126386-65-0
Carbon Dioxide,air,170041200.0,kg,1.992722351994693,GHGRP,2011,110069501024.0,"Flint Hills Resources Fairmont, LLC",1214 Road G,Fairmont,NE,68354,40.698759,-97.612454,YORK,325193,,1002073,18923-20-1
Methane,air,3240.0,kg,2.0,GHGRP,2011,110069501024.0,"Flint Hills Resources Fairmont, LLC",1214 Road G,Fairmont,NE,68354,40.698759,-97.612454,YORK,325193,,1002073,74-82-8
Nitrous Oxide,air,326.0,kg,2.0,GHGRP,2011,110069501024.0,"Flint Hills Resources Fairmont, LLC",1214 Road G,Fairmont,NE,68354,40.698759,-97.612454,YORK,325193,,1002073,126386-65-0
Carbon Dioxide,air,47594400.0,kg,5.0,GHGRP,2011,110024422622.0,"ABE South Dakota, LLC - Huron",694 W PARK AVE NW,HURON,SD,57350,44.374508,-98.253288,BEADLE,325193,,1002074,18923-20-1
Methane,air,920.0,kg,5.0,GHGRP,2011,110024422622.0,"ABE South Dakota, LLC - Huron",694 W PARK AVE NW,HURON,SD,57350,44.374508,-98.253288,BEADLE,325193,,1002074,74-82-8
Nitrous Oxide,air,90.0,kg,5.0,GHGRP,2011,110024422622.0,"ABE South Dakota, LLC - Huron",694 W PARK AVE NW,HURON,SD,57350,44.374508,-98.253288,BEADLE,325193,,1002074,126386-65-0
Carbon Dioxide,air,57881400.0,kg,4.986244285729095,GHGRP,2011,110035798580.0,KANSAS ETHANOL LLC,1630 AVE Q,LYONS,KS,67554,38.28959,-98.19522,RICE COUNTY,325193,,1002082,18923-20-1
Methane,air,3870.0,kg,4.984496124031008,GHGRP,2011,110035798580.0,KANSAS ETHANOL LLC,1630 AVE Q,LYONS,KS,67554,38.28959,-98.19522,RICE COUNTY,325193,,1002082,74-82-8
Nitrous Oxide,air,112.0,kg,4.919642857142857,GHGRP,2011,110035798580.0,KANSAS ETHANOL LLC,1630 AVE Q,LYONS,KS,67554,38.28959,-98.19522,RICE COUNTY,325193,,1002082,126386-65-0
Carbon Dioxide,air,47282200.0,kg,2.0,GHGRP,2011,110031262498.0,"YUMA ETHANOL, LLC",38480 COUNTY ROAD H,YUMA,CO,80759,40.125514,-102.681048,YUMA COUNTY,325193,,1002083,18923-20-1
Methane,air,890.0,kg,2.0,GHGRP,2011,110031262498.0,"YUMA ETHANOL, LLC",38480 COUNTY ROAD H,YUMA,CO,80759,40.125514,-102.681048,YUMA COUNTY,325193,,1002083,74-82-8
Nitrous Oxide,air,89.0,kg,2.0,GHGRP,2011,110031262498.0,"YUMA ETHANOL, LLC",38480 COUNTY ROAD H,YUMA,CO,80759,40.125514,-102.681048,YUMA COUNTY,325193,,1002083,126386-65-0
Carbon Dioxide,air,79702000.0,kg,1.9920654437780732,GHGRP,2011,110037500362.0,SHOW ME ETHANOL,26530 E HWY 24,CARROLLTON,MO,64633,39.36266,-93.448939,CARROLL COUNTY,325193,,1002124,18923-20-1
Methane,air,3290.0,kg,3.623100303951368,GHGRP,2011,110037500362.0,SHOW ME ETHANOL,26530 E HWY 24,CARROLLTON,MO,64633,39.36266,-93.448939,CARROLL COUNTY,325193,,1002124,74-82-8
Nitrous Oxide,air,153.0,kg,2.0,GHGRP,2011,110037500362.0,SHOW ME ETHANOL,26530 E HWY 24,CARROLLTON,MO,64633,39.36266,-93.448939,CARROLL COUNTY,325193,,1002124,126386-65-0
Carbon Dioxide,air,172710600.0,kg,2.008137890783773,GHGRP,2011,110024286191.0,CORN LP,1303 HIGHWAY 3 EAST,GOLDFIELD,IA,50542,42.733339,-93.910902,WRIGHT COUNTY,325193,,1002138,18923-20-1
Methane,air,19520.0,kg,2.0,GHGRP,2011,110024286191.0,CORN LP,1303 HIGHWAY 3 EAST,GOLDFIELD,IA,50542,42.733339,-93.910902,WRIGHT COUNTY,325193,,1002138,74-82-8
Nitrous Oxide,air,2840.0,kg,2.0,GHGRP,2011,110024286191.0,CORN LP,1303 HIGHWAY 3 EAST,GOLDFIELD,IA,50542,42.733339,-93.910902,WRIGHT COUNTY,325193,,1002138,126386-65-0
Carbon Dioxide,air,59372900.0,kg,2.0,GHGRP,2011,110056255396.0,"Green Plains Atkinson, LLC",87590 HILLCREST RD,ATKINSON,NE,68713,42.52093,-98.96119,HOLT COUNTY,325193,,1002148,18923-20-1
Methane,air,1120.0,kg,2.0,GHGRP,2011,110056255396.0,"Green Plains Atkinson, LLC",87590 HILLCREST RD,ATKINSON,NE,68713,42.52093,-98.96119,HOLT COUNTY,325193,,1002148,74-82-8
Nitrous Oxide,air,112.0,kg,2.0,GHGRP,2011,110056255396.0,"Green Plains Atkinson, LLC",87590 HILLCREST RD,ATKINSON,NE,68713,42.52093,-98.96119,HOLT COUNTY,325193,,1002148,126386-65-0
Carbon Dioxide,air,75605900.0,kg,1.9881874298169853,GHGRP,2011,110020653808.0,GRANITE FALLS ENERGY LLC,15045 HIGHWAY 23 SE,GRANITE FALLS,MN,56241,44.796667,-95.483333,CHIPPEWA COUNTY,325193,,1002173,18923-20-1
Methane,air,3030.0,kg,3.5643564356435644,GHGRP,2011,110020653808.0,GRANITE FALLS ENERGY LLC,15045 HIGHWAY 23 SE,GRANITE FALLS,MN,56241,44.796667,-95.483333,CHIPPEWA COUNTY,325193,,1002173,74-82-8
Nitrous Oxide,air,147.0,kg,2.0,GHGRP,2011,110020653808.0,GRANITE FALLS ENERGY LLC,15045 HIGHWAY 23 SE,GRANITE FALLS,MN,56241,44.796667,-95.483333,CHIPPEWA COUNTY,325193,,1002173,126386-65-0
Carbon Dioxide,air,45690200.0,kg,4.992055189077745,GHGRP,2011,110070239917.0,"DENCO II, LLC",227 COUNTY ROAD 22 S,MORRIS,MN,56267,45.5747,-95.9108,STEVENS,325193,,1002177,18923-20-1
Methane,air,1310.0,kg,4.977099236641221,GHGRP,2011,110070239917.0,"DENCO II, LLC",227 COUNTY ROAD 22 S,MORRIS,MN,56267,45.5747,-95.9108,STEVENS,325193,,1002177,74-82-8
Nitrous Oxide,air,87.0,kg,4.965517241379311,GHGRP,2011,110070239917.0,"DENCO II, LLC",227 COUNTY ROAD 22 S,MORRIS,MN,56267,45.5747,-95.9108,STEVENS,325193,,1002177,126386-65-0
Carbon Dioxide,air,47549800.0,kg,2.0,GHGRP,2011,110071161348.0,BRIDGEPORT ETHANOL LLC,10106 S. Railroad Ave.,BRIDGEPORT,NE,69336,41.642464,-103.07579,MORRILL COUNTY,325193,,1002349,18923-20-1
Methane,air,2550.0,kg,3.941176470588236,GHGRP,2011,110071161348.0,BRIDGEPORT ETHANOL LLC,10106 S. Railroad Ave.,BRIDGEPORT,NE,69336,41.642464,-103.07579,MORRILL COUNTY,325193,,1002349,74-82-8
Nitrous Oxide,air,90.0,kg,2.0,GHGRP,2011,110071161348.0,BRIDGEPORT ETHANOL LLC,10106 S. Railroad Ave.,BRIDGEPORT,NE,69336,41.642464,-103.07579,MORRILL COUNTY,325193,,1002349,126386-65-0
Carbon Dioxide,air,170749300.0,kg,1.9939472665480915,GHGRP,2011,110039176030.0,ONE EARTH ENERGY LLC,202 N JORDAN DR,GIBSON CITY,IL,60936,40.468714,-88.395924,FORD,325193,,1002356,18923-20-1
Methane,air,2947630.0,kg,4.996702435515991,GHGRP,2011,110039176030.0,ONE EARTH ENERGY LLC,202 N JORDAN DR,GIBSON CITY,IL,60936,40.468714,-88.395924,FORD,325193,,1002356,74-82-8
Nitrous Oxide,air,326.0,kg,2.0,GHGRP,2011,110039176030.0,ONE EARTH ENERGY LLC,202 N JORDAN DR,GIBSON CITY,IL,60936,40.468714,-88.395924,FORD,325193,,1002356,126386-65-0
Carbon Dioxide,air,192128000.0,kg,1.9956903730846105,GHGRP,2011,110055566640.0,Valero Fort Dodge Plant,1930 HAYES AVE,FORT DODGE,IA,50501,42.51111,-94.30055,WEBSTER COUNTY,325193,,1002379,18923-20-1
Methane,air,6880.0,kg,3.4127906976744184,GHGRP,2011,110055566640.0,Valero Fort Dodge Plant,1930 HAYES AVE,FORT DODGE,IA,50501,42.51111,-94.30055,WEBSTER COUNTY,325193,,1002379,74-82-8
Nitrous Oxide,air,360.0,kg,2.0,GHGRP,2011,110055566640.0,Valero Fort Dodge Plant,1930 HAYES AVE,FORT DODGE,IA,50501,42.51111,-94.30055,WEBSTER COUNTY,325193,,1002379,126386-65-0
Carbon Dioxide,air,155961400.0,kg,1.9941273930600776,GHGRP,2011,110014396858.0,BIG RIVER RESOURCES WEST BURLINGTON LLC,15210 103RD ST,WEST BURLINGTON,IA,52655,40.829108,-91.225936,DES MOINES COUNTY,325193,,1002443,18923-20-1
Methane,air,6690.0,kg,3.672645739910314,GHGRP,2011,110014396858.0,BIG RIVER RESOURCES WEST BURLINGTON LLC,15210 103RD ST,WEST BURLINGTON,IA,52655,40.829108,-91.225936,DES MOINES COUNTY,325193,,1002443,74-82-8
Nitrous Oxide,air,298.0,kg,2.0,GHGRP,2011,110014396858.0,BIG RIVER RESOURCES WEST BURLINGTON LLC,15210 103RD ST,WEST BURLINGTON,IA,52655,40.829108,-91.225936,DES MOINES COUNTY,325193,,1002443,126386-65-0
Carbon Dioxide,air,174918000.0,kg,2.0,GHGRP,2011,110022575480.0,VALERO ALBERT CITY PLANT,2356 510TH ST,ALBERT CITY,IA,50510,42.775352,-94.942432,BUENA VISTA COUNTY,325193,,1002505,18923-20-1
Methane,air,3300.0,kg,2.0,GHGRP,2011,110022575480.0,VALERO ALBERT CITY PLANT,2356 510TH ST,ALBERT CITY,IA,50510,42.775352,-94.942432,BUENA VISTA COUNTY,325193,,1002505,74-82-8
Nitrous Oxide,air,330.0,kg,2.0,GHGRP,2011,110022575480.0,VALERO ALBERT CITY PLANT,2356 510TH ST,ALBERT CITY,IA,50510,42.775352,-94.942432,BUENA VISTA COUNTY,325193,,1002505,126386-65-0
Carbon Dioxide,air,174946900.0,kg,5.0,GHGRP,2011,110070243405.0,"GOLDEN GRAIN ENERGY, LLC",1822 43RD ST SW,MASON CITY,IA,50401,43.1112,-93.231,CERRO GORDO,325193,,1002560,18923-20-1
Methane,air,4330.0,kg,5.0,GHGRP,2011,110070243405.0,"GOLDEN GRAIN ENERGY, LLC",1822 43RD ST SW,MASON CITY,IA,50401,43.1112,-93.231,CERRO GORDO,325193,,1002560,74-82-8
Nitrous Oxide,air,330.0,kg,5.0,GHGRP,2011,110070243405.0,"GOLDEN GRAIN ENERGY, LLC",1822 43RD ST SW,MASON CITY,IA,50401,43.1112,-93.231,CERRO GORDO,325193,,1002560,126386-65-0
