FACILITY_ID,STKHGT,STKDIAM,STKTEMP,STKFLOW,STKVEL,FacilityID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,UrbanRural
10204011,,,,,,10204011,AIR PROD & CHEM INC,23300 S ALAMEDA ST,CARSON,CA,90810,33.8124,-118.2312,Los Angeles,325120,,
1025911,125,2,549,40.84,13,1025911,Petro Star Valdez Refinery,Mile 2.5 Dayville Rd.,Valdez,AK,99686,61.0849,-146.2538,Chugach Census Area,324110,,
1025911,14.1,.6,1149,,256,1025911,Petro Star Valdez Refinery,Mile 2.5 Dayville Rd.,Valdez,AK,99686,61.0849,-146.2538,Chugach Census Area,324110,,
1025911,19.4,2,575,32.9866,10.5,1025911,Petro Star Valdez Refinery,Mile 2.5 Dayville Rd.,Valdez,AK,99686,61.0849,-146.2538,Chugach Census Area,324110,,
1025911,3.3,1,1150,0.55,.7,1025911,Petro Star Valdez Refinery,Mile 2.5 Dayville Rd.,Valdez,AK,99686,61.0849,-146.2538,Chugach Census Area,324110,,
1025911,12.8,1,440,4.0266,5.1,1025911,Petro Star Valdez Refinery,Mile 2.5 Dayville Rd.,Valdez,AK,99686,61.0849,-146.2538,Chugach Census Area,324110,,
1025911,1,1,30,0.785,1,1025911,Petro Star Valdez Refinery,Mile 2.5 Dayville Rd.,Valdez,AK,99686,61.0849,-146.2538,Chugach Census Area,324110,,
1025911,,,,,,1025911,Petro Star Valdez Refinery,Mile 2.5 Dayville Rd.,Valdez,AK,99686,61.0849,-146.2538,Chugach Census Area,324110,,
1025911,1,.1,30,,.1,1025911,Petro Star Valdez Refinery,Mile 2.5 Dayville Rd.,Valdez,AK,99686,61.0849,-146.2538,Chugach Census Area,324110,,
1025911,1,1,30,0.0783,.1,1025911,Petro Star Valdez Refinery,Mile 2.5 Dayville Rd.,Valdez,AK,99686,61.0849,-146.2538,Chugach Census Area,324110,,
1025911,24.9,1,1150,40.6833,51.8,1025911,Petro Star Valdez Refinery,Mile 2.5 Dayville Rd.,Valdez,AK,99686,61.0849,-146.2538,Chugach Census Area,324110,,
1025911,26.6,2,400,10.3833,3.3,1025911,Petro Star Valdez Refinery,Mile 2.5 Dayville Rd.,Valdez,AK,99686,61.0849,-146.2538,Chugach Census Area,324110,,
1025911,66,2,700,149.225,47.5,1025911,Petro Star Valdez Refinery,Mile 2.5 Dayville Rd.,Valdez,AK,99686,61.0849,-146.2538,Chugach Census Area,324110,,
1025911,63,2,700,141.3716,45,1025911,Petro Star Valdez Refinery,Mile 2.5 Dayville Rd.,Valdez,AK,99686,61.0849,-146.2538,Chugach Census Area,324110,,
1025911,19.8,2,360,157.08,50,1025911,Petro Star Valdez Refinery,Mile 2.5 Dayville Rd.,Valdez,AK,99686,61.0849,-146.2538,Chugach Census Area,324110,,
1025911,104.3,5.2,583,1021.7633,47.2,1025911,Petro Star Valdez Refinery,Mile 2.5 Dayville Rd.,Valdez,AK,99686,61.0849,-146.2538,Chugach Census Area,324110,,
1025911,74,4.5,325,233.9,14.3,1025911,Petro Star Valdez Refinery,Mile 2.5 Dayville Rd.,Valdez,AK,99686,61.0849,-146.2538,Chugach Census Area,324110,,
10552711,60,5,460,837.1333,42.63,10552711,Linde Gas North America LLC,900 Linde Lane Hwy 20,Decatur,AL,35601,34.62971,-87.01083,Morgan,325120,,
10552711,65,1.96,440,113.4333,37.6,10552711,Linde Gas North America LLC,900 Linde Lane Hwy 20,Decatur,AL,35601,34.62971,-87.01083,Morgan,325120,,
10552711,30,.25,227,0.5866,12,10552711,Linde Gas North America LLC,900 Linde Lane Hwy 20,Decatur,AL,35601,34.62971,-87.01083,Morgan,325120,,
10552711,60,.67,2400,,.04,10552711,Linde Gas North America LLC,900 Linde Lane Hwy 20,Decatur,AL,35601,34.62971,-87.01083,Morgan,325120,,
10552711,35,.25,225,6.4166,130.72,10552711,Linde Gas North America LLC,900 Linde Lane Hwy 20,Decatur,AL,35601,34.62971,-87.01083,Morgan,325120,,
10552711,,,,,,10552711,Linde Gas North America LLC,900 Linde Lane Hwy 20,Decatur,AL,35601,34.62971,-87.01083,Morgan,325120,,
10679911,133,4.5,630,,39.83,10679911,CLEAR LAKE PLANT,9502 BAYPORT BLVD,PASADENA,TX,77507,29.625769,-95.063564,Harris,325120,,
10679911,,,,,,10679911,CLEAR LAKE PLANT,9502 BAYPORT BLVD,PASADENA,TX,77507,29.625769,-95.063564,Harris,325120,,
10679911,73,.33,82,,9,10679911,CLEAR LAKE PLANT,9502 BAYPORT BLVD,PASADENA,TX,77507,29.625769,-95.063564,Harris,325120,,
