GHGAS_LINEAR_CHEMICAL_FORMULA,FACILITY_ID,OTHER_GHGAS_LINEAR_CHEMFORM,GROUP_OF_FLUORINATED_GHG,OTHER_GHGAS_CAS_REGISTRY_NUM,OTHERGHGASNAME,GHGASNAME,REPORTING_YEAR,FACILITY_NAME,GHGASQUANTITY,GHGAS_CAS_REGISTRY_NUMBER
CH2F2,1004006,,,,,HFC-32,2020,INTEL CORPORATION RONLER ACRES CAMPUS,0.08,75-10-5
CH2F2,1004300,,,,,HFC-32,2020,Onsemi East Fishkill Facility,0.0016,75-10-5
CH2F2,1004371,,,,,HFC-32,2020,INTEL CORPORATION - Ocotillo Campus,0.148,75-10-5
CH2F2,1004883,,,,,HFC-32,2020,MICROCHIP TECHNOLOGY INC,0.002,75-10-5
CH2F2,1008059,,,,,HFC-32,2020,Texas Instruments Richardson,0.0106,75-10-5
CH2F2,1009361,,,,,HFC-32,2020,WaferTech LLC,0.0091,75-10-5
CH2F2,1009556,,,,,HFC-32,2020,Texas Instruments- Lehi Fab,0.1579,75-10-5
CH2F2,1009606,,,,,HFC-32,2020,INTEL CORPORATION ALOHA CAMPUS,0.001,75-10-5
CH2F2,1009792,,,,,HFC-32,2020,Microchip Technology,0.0036,75-10-5
CH2F2,1009805,,,,,HFC-32,2020,"Micron Technology, Inc.",0.198,75-10-5
CH2F2,1009872,,,,,HFC-32,2020,Samsung Austin Semiconductor,0.366,75-10-5
CH2F2,1009928,,,,,HFC-32,2020,Robert Bosch Semiconductor LLC,0.0,75-10-5
CH2F2,1009982,,,,,HFC-32,2020,Analog Devices Inc,0.0022,75-10-5
CH2F2,1010005,,,,,HFC-32,2020,Tower Semiconductor,0.0018,75-10-5
CH2F2,1010066,,,,,HFC-32,2020,NXP Semiconductors - EB site,0.0017,75-10-5
CH2F2,1010139,,,,,HFC-32,2020,Newport Fab LLC (dba TowerJazz),0.0033,75-10-5
CH2F2,1010586,,,,,HFC-32,2020,GLOBALFOUNDRIES U.S. Inc. Fab 8,0.0043,75-10-5
CH2F2,1012992,,,,,HFC-32,2020,Aptina LLC,0.0001,75-10-5
CH2FCF3,1000354,,,,,HFC-134a,2020,SKYWATER TECHNOLOGY INC,0.0092,811-97-2
CH2FCF3,1004325,,,,,HFC-134a,2020,"MICRON TECHNOLOGY, INC.",0.0068,811-97-2
CH2FCF3,1004746,,,,,HFC-134a,2020,ANALOG DEVICES,0.0015,811-97-2
CH2FCF3,1009738,,,,,HFC-134a,2020,X-FAB Texas Inc.,0.0037,811-97-2
CH2FCF3,1009872,,,,,HFC-134a,2020,Samsung Austin Semiconductor,0.0082,811-97-2
CH3F,1000354,,,,,HFC-41,2020,SKYWATER TECHNOLOGY INC,0.003,593-53-3
CH3F,1003726,,,,,HFC-41,2020,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,0.0098,593-53-3
CH3F,1003945,,,,,HFC-41,2020,TEXAS INSTRUMENTS NORTH CAMPUS,0.0371,593-53-3
CH3F,1003997,,,,,HFC-41,2020,INTEL CORPORATION - RIO RANCHO FACILITY,0.019,593-53-3
CH3F,1004006,,,,,HFC-41,2020,INTEL CORPORATION RONLER ACRES CAMPUS,0.531,593-53-3
CH3F,1004300,,,,,HFC-41,2020,Onsemi East Fishkill Facility,0.004,593-53-3
CH3F,1004371,,,,,HFC-41,2020,INTEL CORPORATION - Ocotillo Campus,0.655,593-53-3
CH3F,1007527,,,,,HFC-41,2020,ON Semiconductor,0.0028,593-53-3
CH3F,1008059,,,,,HFC-41,2020,Texas Instruments Richardson,0.0845,593-53-3
CH3F,1009361,,,,,HFC-41,2020,WaferTech LLC,0.0064,593-53-3
CH3F,1009556,,,,,HFC-41,2020,Texas Instruments- Lehi Fab,0.1383,593-53-3
CH3F,1009606,,,,,HFC-41,2020,INTEL CORPORATION ALOHA CAMPUS,0.012,593-53-3
CH3F,1009805,,,,,HFC-41,2020,"Micron Technology, Inc.",0.1603,593-53-3
CH3F,1009872,,,,,HFC-41,2020,Samsung Austin Semiconductor,0.868,593-53-3
CH3F,1010066,,,,,HFC-41,2020,NXP Semiconductors - EB site,0.0114,593-53-3
CH3F,1010083,,,,,HFC-41,2020,NXP Semiconductors Chandler Site,0.0046,593-53-3
CH3F,1010141,,,,,HFC-41,2020,Cypress Semiconductor,0.224,593-53-3
CH3F,1010208,,,,,HFC-41,2020,Texas Instruments Incorporated - Maine Fab,0.0007,593-53-3
CH3F,1010586,,,,,HFC-41,2020,GLOBALFOUNDRIES U.S. Inc. Fab 8,0.0197,593-53-3
CH3F,1012992,,,,,HFC-41,2020,Aptina LLC,0.0,593-53-3
CHF3,1000354,,,,,HFC-23,2020,SKYWATER TECHNOLOGY INC,0.3738,75-46-7
CHF3,1003726,,,,,HFC-23,2020,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,1.299,75-46-7
CHF3,1003759,,,,,HFC-23,2020,"Analog Devices, Inc./ Wilmington Manufacturing",0.0266,75-46-7
CHF3,1003945,,,,,HFC-23,2020,TEXAS INSTRUMENTS NORTH CAMPUS,1.3548,75-46-7
CHF3,1003997,,,,,HFC-23,2020,INTEL CORPORATION - RIO RANCHO FACILITY,0.141,75-46-7
CHF3,1004006,,,,,HFC-23,2020,INTEL CORPORATION RONLER ACRES CAMPUS,2.544,75-46-7
CHF3,1004300,,,,,HFC-23,2020,Onsemi East Fishkill Facility,0.0183,75-46-7
CHF3,1004325,,,,,HFC-23,2020,"MICRON TECHNOLOGY, INC.",0.0,75-46-7
CHF3,1004371,,,,,HFC-23,2020,INTEL CORPORATION - Ocotillo Campus,3.495,75-46-7
CHF3,1004412,,,,,HFC-23,2020,GE GLOBAL RESEARCH CENTER,0.0035,75-46-7
CHF3,1004746,,,,,HFC-23,2020,ANALOG DEVICES,0.1408,75-46-7
CHF3,1004883,,,,,HFC-23,2020,MICROCHIP TECHNOLOGY INC,0.44,75-46-7
CHF3,1005759,,,,,HFC-23,2020,"Wolfspeed, Inc",0.6031,75-46-7
CHF3,1007527,,,,,HFC-23,2020,ON Semiconductor,0.2523,75-46-7
CHF3,1008059,,,,,HFC-23,2020,Texas Instruments Richardson,0.6824,75-46-7
CHF3,1008262,,,,,HFC-23,2020,"Jireh Semiconductor, Inc.",0.3877,75-46-7
CHF3,1008734,,,,,HFC-23,2020,Avago Technologies,0.0228,75-46-7
CHF3,1008768,,,,,HFC-23,2020,Microchip Technology Inc.,0.2513,75-46-7
CHF3,1008930,,,,,HFC-23,2020,LA Semiconductor,0.1734,75-46-7
CHF3,1009361,,,,,HFC-23,2020,WaferTech LLC,0.7111,75-46-7
CHF3,1009556,,,,,HFC-23,2020,Texas Instruments- Lehi Fab,0.5633,75-46-7
CHF3,1009580,,,,,HFC-23,2020,Fairchild Semiconductor,0.072,75-46-7
CHF3,1009581,,,,,HFC-23,2020,Diodes US Manufacturing Incorporated,0.1021,75-46-7
CHF3,1009606,,,,,HFC-23,2020,INTEL CORPORATION ALOHA CAMPUS,0.039,75-46-7
CHF3,1009735,,,,,HFC-23,2020,"Skyworks Solutions, Inc.",0.154,75-46-7
CHF3,1009738,,,,,HFC-23,2020,X-FAB Texas Inc.,0.1024,75-46-7
CHF3,1009792,,,,,HFC-23,2020,Microchip Technology,0.3269,75-46-7
CHF3,1009805,,,,,HFC-23,2020,"Micron Technology, Inc.",1.0174,75-46-7
CHF3,1009807,,,,,HFC-23,2020,Polar Semiconductor LLC,0.3428,75-46-7
CHF3,1009872,,,,,HFC-23,2020,Samsung Austin Semiconductor,5.793,75-46-7
CHF3,1009928,,,,,HFC-23,2020,Robert Bosch Semiconductor LLC,0.0064,75-46-7
CHF3,1009951,,,,,HFC-23,2020,Infineon Technologies Americas Corp,0.2584,75-46-7
CHF3,1009982,,,,,HFC-23,2020,Analog Devices Inc,0.4766,75-46-7
CHF3,1010005,,,,,HFC-23,2020,Tower Semiconductor,0.3125,75-46-7
CHF3,1010033,,,,,HFC-23,2020,QORVO,0.0198,75-46-7
CHF3,1010066,,,,,HFC-23,2020,NXP Semiconductors - EB site,0.4782,75-46-7
CHF3,1010067,,,,,HFC-23,2020,NXP Semiconductors - OH site,0.3558,75-46-7
CHF3,1010083,,,,,HFC-23,2020,NXP Semiconductors Chandler Site,0.63,75-46-7
CHF3,1010134,,,,,HFC-23,2020,Texas Instruments - Sherman,0.146,75-46-7
CHF3,1010139,,,,,HFC-23,2020,Newport Fab LLC (dba TowerJazz),0.3063,75-46-7
CHF3,1010141,,,,,HFC-23,2020,Cypress Semiconductor,0.812,75-46-7
CHF3,1010208,,,,,HFC-23,2020,Texas Instruments Incorporated - Maine Fab,0.1352,75-46-7
CHF3,1010241,,,,,HFC-23,2020,Honeywell Aerospace - Plymouth,0.0001,75-46-7
CHF3,1010254,,,,,HFC-23,2020,"Qorvo US, Inc.",0.0317,75-46-7
CHF3,1010586,,,,,HFC-23,2020,GLOBALFOUNDRIES U.S. Inc. Fab 8,0.0845,75-46-7
CHF3,1011813,,,,,HFC-23,2020,Qorvo Texas LLC,0.0998,75-46-7
CHF3,1012448,,,,,HFC-23,2020,Wolfspeed RTP,0.3241,75-46-7
CHF3,1012992,,,,,HFC-23,2020,Aptina LLC,0.006,75-46-7
NF3,1000354,,,,,Nitrogen trifluoride,2020,SKYWATER TECHNOLOGY INC,0.1775,7783-54-2
NF3,1003726,,,,,Nitrogen trifluoride,2020,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,2.8322,7783-54-2
NF3,1003759,,,,,Nitrogen trifluoride,2020,"Analog Devices, Inc./ Wilmington Manufacturing",0.0258,7783-54-2
NF3,1003945,,,,,Nitrogen trifluoride,2020,TEXAS INSTRUMENTS NORTH CAMPUS,3.8006,7783-54-2
NF3,1003997,,,,,Nitrogen trifluoride,2020,INTEL CORPORATION - RIO RANCHO FACILITY,0.3884,7783-54-2
NF3,1004006,,,,,Nitrogen trifluoride,2020,INTEL CORPORATION RONLER ACRES CAMPUS,3.026,7783-54-2
NF3,1004300,,,,,Nitrogen trifluoride,2020,Onsemi East Fishkill Facility,0.4376,7783-54-2
NF3,1004371,,,,,Nitrogen trifluoride,2020,INTEL CORPORATION - Ocotillo Campus,4.077,7783-54-2
NF3,1004412,,,,,Nitrogen trifluoride,2020,GE GLOBAL RESEARCH CENTER,0.0084,7783-54-2
NF3,1004746,,,,,Nitrogen trifluoride,2020,ANALOG DEVICES,0.0115,7783-54-2
NF3,1004883,,,,,Nitrogen trifluoride,2020,MICROCHIP TECHNOLOGY INC,0.597,7783-54-2
NF3,1005759,,,,,Nitrogen trifluoride,2020,"Wolfspeed, Inc",0.1809,7783-54-2
NF3,1007527,,,,,Nitrogen trifluoride,2020,ON Semiconductor,0.4314,7783-54-2
NF3,1008059,,,,,Nitrogen trifluoride,2020,Texas Instruments Richardson,1.6409,7783-54-2
NF3,1008262,,,,,Nitrogen trifluoride,2020,"Jireh Semiconductor, Inc.",0.0639,7783-54-2
NF3,1008734,,,,,Nitrogen trifluoride,2020,Avago Technologies,0.0171,7783-54-2
NF3,1008768,,,,,Nitrogen trifluoride,2020,Microchip Technology Inc.,0.2929,7783-54-2
NF3,1008930,,,,,Nitrogen trifluoride,2020,LA Semiconductor,0.1178,7783-54-2
NF3,1009361,,,,,Nitrogen trifluoride,2020,WaferTech LLC,0.3428,7783-54-2
NF3,1009556,,,,,Nitrogen trifluoride,2020,Texas Instruments- Lehi Fab,1.6119,7783-54-2
NF3,1009580,,,,,Nitrogen trifluoride,2020,Fairchild Semiconductor,0.026,7783-54-2
NF3,1009581,,,,,Nitrogen trifluoride,2020,Diodes US Manufacturing Incorporated,0.16,7783-54-2
NF3,1009606,,,,,Nitrogen trifluoride,2020,INTEL CORPORATION ALOHA CAMPUS,0.259,7783-54-2
NF3,1009738,,,,,Nitrogen trifluoride,2020,X-FAB Texas Inc.,0.0776,7783-54-2
NF3,1009792,,,,,Nitrogen trifluoride,2020,Microchip Technology,0.1022,7783-54-2
NF3,1009805,,,,,Nitrogen trifluoride,2020,"Micron Technology, Inc.",2.3478,7783-54-2
NF3,1009807,,,,,Nitrogen trifluoride,2020,Polar Semiconductor LLC,0.2611,7783-54-2
NF3,1009872,,,,,Nitrogen trifluoride,2020,Samsung Austin Semiconductor,8.43,7783-54-2
NF3,1009928,,,,,Nitrogen trifluoride,2020,Robert Bosch Semiconductor LLC,0.0001,7783-54-2
NF3,1009951,,,,,Nitrogen trifluoride,2020,Infineon Technologies Americas Corp,0.0414,7783-54-2
NF3,1009982,,,,,Nitrogen trifluoride,2020,Analog Devices Inc,0.0847,7783-54-2
NF3,1010005,,,,,Nitrogen trifluoride,2020,Tower Semiconductor,0.0103,7783-54-2
NF3,1010066,,,,,Nitrogen trifluoride,2020,NXP Semiconductors - EB site,0.8202,7783-54-2
NF3,1010067,,,,,Nitrogen trifluoride,2020,NXP Semiconductors - OH site,0.158,7783-54-2
NF3,1010083,,,,,Nitrogen trifluoride,2020,NXP Semiconductors Chandler Site,0.5,7783-54-2
NF3,1010139,,,,,Nitrogen trifluoride,2020,Newport Fab LLC (dba TowerJazz),0.2214,7783-54-2
NF3,1010141,,,,,Nitrogen trifluoride,2020,Cypress Semiconductor,0.942,7783-54-2
NF3,1010208,,,,,Nitrogen trifluoride,2020,Texas Instruments Incorporated - Maine Fab,0.577,7783-54-2
NF3,1010241,,,,,Nitrogen trifluoride,2020,Honeywell Aerospace - Plymouth,0.0342,7783-54-2
NF3,1010254,,,,,Nitrogen trifluoride,2020,"Qorvo US, Inc.",0.0036,7783-54-2
NF3,1010586,,,,,Nitrogen trifluoride,2020,GLOBALFOUNDRIES U.S. Inc. Fab 8,0.4146,7783-54-2
NF3,1011813,,,,,Nitrogen trifluoride,2020,Qorvo Texas LLC,0.0078,7783-54-2
NF3,1012448,,,,,Nitrogen trifluoride,2020,Wolfspeed RTP,0.0199,7783-54-2
SF6,1000354,,,,,Sulfur hexafluoride,2020,SKYWATER TECHNOLOGY INC,0.0957,2551-62-4
SF6,1003726,,,,,Sulfur hexafluoride,2020,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,1.3419,2551-62-4
SF6,1003759,,,,,Sulfur hexafluoride,2020,"Analog Devices, Inc./ Wilmington Manufacturing",0.3055,2551-62-4
SF6,1003945,,,,,Sulfur hexafluoride,2020,TEXAS INSTRUMENTS NORTH CAMPUS,1.7873,2551-62-4
SF6,1003997,,,,,Sulfur hexafluoride,2020,INTEL CORPORATION - RIO RANCHO FACILITY,0.057,2551-62-4
SF6,1004006,,,,,Sulfur hexafluoride,2020,INTEL CORPORATION RONLER ACRES CAMPUS,2.715,2551-62-4
SF6,1004300,,,,,Sulfur hexafluoride,2020,Onsemi East Fishkill Facility,0.0426,2551-62-4
SF6,1004325,,,,,Sulfur hexafluoride,2020,"MICRON TECHNOLOGY, INC.",0.3112,2551-62-4
SF6,1004371,,,,,Sulfur hexafluoride,2020,INTEL CORPORATION - Ocotillo Campus,3.458,2551-62-4
SF6,1004412,,,,,Sulfur hexafluoride,2020,GE GLOBAL RESEARCH CENTER,0.0123,2551-62-4
SF6,1004746,,,,,Sulfur hexafluoride,2020,ANALOG DEVICES,0.1597,2551-62-4
SF6,1004883,,,,,Sulfur hexafluoride,2020,MICROCHIP TECHNOLOGY INC,0.225,2551-62-4
SF6,1005759,,,,,Sulfur hexafluoride,2020,"Wolfspeed, Inc",1.5531,2551-62-4
SF6,1007527,,,,,Sulfur hexafluoride,2020,ON Semiconductor,0.5972,2551-62-4
SF6,1008059,,,,,Sulfur hexafluoride,2020,Texas Instruments Richardson,0.4685,2551-62-4
SF6,1008262,,,,,Sulfur hexafluoride,2020,"Jireh Semiconductor, Inc.",0.9355,2551-62-4
SF6,1008734,,,,,Sulfur hexafluoride,2020,Avago Technologies,3.803,2551-62-4
SF6,1008768,,,,,Sulfur hexafluoride,2020,Microchip Technology Inc.,0.2332,2551-62-4
SF6,1008930,,,,,Sulfur hexafluoride,2020,LA Semiconductor,0.3368,2551-62-4
SF6,1009361,,,,,Sulfur hexafluoride,2020,WaferTech LLC,0.5157,2551-62-4
SF6,1009556,,,,,Sulfur hexafluoride,2020,Texas Instruments- Lehi Fab,0.1676,2551-62-4
SF6,1009580,,,,,Sulfur hexafluoride,2020,Fairchild Semiconductor,0.607,2551-62-4
SF6,1009581,,,,,Sulfur hexafluoride,2020,Diodes US Manufacturing Incorporated,0.054,2551-62-4
SF6,1009735,,,,,Sulfur hexafluoride,2020,"Skyworks Solutions, Inc.",0.0965,2551-62-4
SF6,1009738,,,,,Sulfur hexafluoride,2020,X-FAB Texas Inc.,0.0165,2551-62-4
SF6,1009792,,,,,Sulfur hexafluoride,2020,Microchip Technology,1.0652,2551-62-4
SF6,1009805,,,,,Sulfur hexafluoride,2020,"Micron Technology, Inc.",0.1118,2551-62-4
SF6,1009807,,,,,Sulfur hexafluoride,2020,Polar Semiconductor LLC,0.1549,2551-62-4
SF6,1009872,,,,,Sulfur hexafluoride,2020,Samsung Austin Semiconductor,0.704,2551-62-4
SF6,1009928,,,,,Sulfur hexafluoride,2020,Robert Bosch Semiconductor LLC,0.0013,2551-62-4
SF6,1009951,,,,,Sulfur hexafluoride,2020,Infineon Technologies Americas Corp,0.1831,2551-62-4
SF6,1009982,,,,,Sulfur hexafluoride,2020,Analog Devices Inc,0.4,2551-62-4
SF6,1010005,,,,,Sulfur hexafluoride,2020,Tower Semiconductor,0.1684,2551-62-4
SF6,1010033,,,,,Sulfur hexafluoride,2020,QORVO,1.0466,2551-62-4
SF6,1010066,,,,,Sulfur hexafluoride,2020,NXP Semiconductors - EB site,0.24,2551-62-4
SF6,1010067,,,,,Sulfur hexafluoride,2020,NXP Semiconductors - OH site,0.3905,2551-62-4
SF6,1010083,,,,,Sulfur hexafluoride,2020,NXP Semiconductors Chandler Site,0.257,2551-62-4
SF6,1010134,,,,,Sulfur hexafluoride,2020,Texas Instruments - Sherman,0.106,2551-62-4
SF6,1010139,,,,,Sulfur hexafluoride,2020,Newport Fab LLC (dba TowerJazz),0.5619,2551-62-4
SF6,1010141,,,,,Sulfur hexafluoride,2020,Cypress Semiconductor,0.414,2551-62-4
SF6,1010208,,,,,Sulfur hexafluoride,2020,Texas Instruments Incorporated - Maine Fab,0.1503,2551-62-4
SF6,1010241,,,,,Sulfur hexafluoride,2020,Honeywell Aerospace - Plymouth,0.0336,2551-62-4
SF6,1010254,,,,,Sulfur hexafluoride,2020,"Qorvo US, Inc.",0.3503,2551-62-4
SF6,1010586,,,,,Sulfur hexafluoride,2020,GLOBALFOUNDRIES U.S. Inc. Fab 8,0.0012,2551-62-4
SF6,1011813,,,,,Sulfur hexafluoride,2020,Qorvo Texas LLC,0.7948,2551-62-4
SF6,1012448,,,,,Sulfur hexafluoride,2020,Wolfspeed RTP,5.1446,2551-62-4
SF6,1012992,,,,,Sulfur hexafluoride,2020,Aptina LLC,0.0091,2551-62-4
,1000354,C5F15NO,Fully fluorinated GHGs,1093615-61-2,FC-770 (Perfluoroisopropylmorpholine),Other,2020,SKYWATER TECHNOLOGY INC,0.1098,
,1000354,CF3CF2CF(OCH3)CF(CF3)2,Saturated HFEs and HCFEs with 3 or more carbon-hydrogen bonds,132182-92-4,"HFE-7300 (1,1,1,2,2,3,4,5,5,5-decafluoro-3-methoxy-4-trifluoromethyl-pentane)",Other,2020,SKYWATER TECHNOLOGY INC,0.3103,
,1000354,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (d),HT-110,Other,2020,SKYWATER TECHNOLOGY INC,0.1686,
,1000354,,,,,Nitrous Oxide,2020,SKYWATER TECHNOLOGY INC,0.475,
,1003726,(C3F7)3N,Fully fluorinated GHGs,338-83-0,FC-3283/FC-8270 (Perfluorotripropylamine),Other,2020,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,1.4726,
,1003726,(C4F9)3N,Fully fluorinated GHGs,1064698-37-8,FC-40/FC-43 (Perfluorotributylamine (PTBA)),Other,2020,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,0.01,
,1003726,C5F15NO,Fully fluorinated GHGs,1093615-61-2,FC-770 (Perfluoroisopropylmorpholine),Other,2020,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,0.0198,
,1003726,C5F18,Fully fluorinated GHGs,86508-42-1,Brayco IC X-100,Other,2020,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,0.0048,
,1003726,CF3CF2CF2CF(OC2H5)CF(CF3)2,Saturated HFEs and HCFEs with 3 or more carbon-hydrogen bonds,297730-93-9,"HFE-7500 (3-ethoxy-1,1,1,2,3,4,4,5,5,6,6,6-dodecafluoro-2-trifluoromethyl-hexane)",Other,2020,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,0.956,
,1003726,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (h),HT-200,Other,2020,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,0.973,
,1003726,,,,,Nitrous Oxide,2020,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,34.053,
,1003759,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (f),HT-170,Other,2020,"Analog Devices, Inc./ Wilmington Manufacturing",0.063,
,1003759,,,,,Nitrous Oxide,2020,"Analog Devices, Inc./ Wilmington Manufacturing",4.347,
,1003945,(C3F7)3N,Fully fluorinated GHGs,338-83-0,FC-3283/FC-8270 (Perfluorotripropylamine),Other,2020,TEXAS INSTRUMENTS NORTH CAMPUS,0.18,
,1003945,C4F6,"Unsaturated perfluorocarbons (PFCs), unsaturated HFCs, unsaturated hydrochlorofluorocarbons (HCFCs), unsaturated halogenated ethers, unsaturated halogenated esters, fluorinated aldehydes, and fluorina",692-50-2,Hexafluoro-2-butyne,Other,2020,TEXAS INSTRUMENTS NORTH CAMPUS,0.0037,
,1003945,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (d),HT-110,Other,2020,TEXAS INSTRUMENTS NORTH CAMPUS,0.0588,
,1003945,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (e),HT-135,Other,2020,TEXAS INSTRUMENTS NORTH CAMPUS,0.1989,
,1003945,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (h),HT-200,Other,2020,TEXAS INSTRUMENTS NORTH CAMPUS,0.3255,
,1003945,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (p),HT-270,Other,2020,TEXAS INSTRUMENTS NORTH CAMPUS,0.0963,
,1003945,,,,,Nitrous Oxide,2020,TEXAS INSTRUMENTS NORTH CAMPUS,42.336,
,1003997,C5F15NO,Fully fluorinated GHGs,1093615-61-2,FC-770 (Perfluoroisopropylmorpholine),Other,2020,INTEL CORPORATION - RIO RANCHO FACILITY,0.004,
,1003997,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (d),HT-110,Other,2020,INTEL CORPORATION - RIO RANCHO FACILITY,0.01,
,1003997,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (p),HT-270,Other,2020,INTEL CORPORATION - RIO RANCHO FACILITY,0.11,
,1003997,,,,,Nitrous Oxide,2020,INTEL CORPORATION - RIO RANCHO FACILITY,25.034,
,1004006,(C4F9)3N,Fully fluorinated GHGs,1064698-37-8,FC-40/FC-43 (Perfluorotributylamine (PTBA)),Other,2020,INTEL CORPORATION RONLER ACRES CAMPUS,0.15,
,1004006,CF3CF2CF2CF(OC2H5)CF(CF3)2,Saturated HFEs and HCFEs with 3 or more carbon-hydrogen bonds,297730-93-9,"HFE-7500 (3-ethoxy-1,1,1,2,3,4,4,5,5,6,6,6-dodecafluoro-2-trifluoromethyl-hexane)",Other,2020,INTEL CORPORATION RONLER ACRES CAMPUS,11.88,
,1004006,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (d),HT-110,Other,2020,INTEL CORPORATION RONLER ACRES CAMPUS,0.27,
,1004006,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (g),DO2-TS,Other,2020,INTEL CORPORATION RONLER ACRES CAMPUS,0.01,
,1004006,,,,,Nitrous Oxide,2020,INTEL CORPORATION RONLER ACRES CAMPUS,176.559,
,1004300,(C3F7)3N,Fully fluorinated GHGs,338-83-0,FC-3283/FC-8270 (Perfluorotripropylamine),Other,2020,Onsemi East Fishkill Facility,2.034,
,1004300,(C4F9)3N,Fully fluorinated GHGs,1064698-37-8,FC-40/FC-43 (Perfluorotributylamine (PTBA)),Other,2020,Onsemi East Fishkill Facility,0.259,
,1004300,C5F15NO,Fully fluorinated GHGs,1093615-61-2,FC-770 (Perfluoroisopropylmorpholine),Other,2020,Onsemi East Fishkill Facility,1.876,
,1004300,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (h),HT-200,Other,2020,Onsemi East Fishkill Facility,0.06,
,1004300,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (p),HT-270,Other,2020,Onsemi East Fishkill Facility,0.136,
,1004300,,,,,Nitrous Oxide,2020,Onsemi East Fishkill Facility,29.39,
,1004325,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (e),HT-135,Other,2020,"MICRON TECHNOLOGY, INC.",0.028,
,1004325,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (f),HT-170,Other,2020,"MICRON TECHNOLOGY, INC.",0.0201,
,1004325,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (h),HT-200,Other,2020,"MICRON TECHNOLOGY, INC.",0.0066,
,1004371,(C3F7)3N,Fully fluorinated GHGs,338-83-0,FC-3283/FC-8270 (Perfluorotripropylamine),Other,2020,INTEL CORPORATION - Ocotillo Campus,0.0,
,1004371,(C4F9)3N,Fully fluorinated GHGs,1064698-37-8,FC-40/FC-43 (Perfluorotributylamine (PTBA)),Other,2020,INTEL CORPORATION - Ocotillo Campus,0.53,
,1004371,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (d),HT-110,Other,2020,INTEL CORPORATION - Ocotillo Campus,0.0,
,1004371,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (h),HT-200,Other,2020,INTEL CORPORATION - Ocotillo Campus,0.0,
,1004371,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (p),HT-270,Other,2020,INTEL CORPORATION - Ocotillo Campus,0.0,
,1004371,,,,,Nitrous Oxide,2020,INTEL CORPORATION - Ocotillo Campus,171.0,
,1004412,,,,,Nitrous Oxide,2020,GE GLOBAL RESEARCH CENTER,0.169,
,1004746,,,,,Nitrous Oxide,2020,ANALOG DEVICES,4.964,
,1004883,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (d),HT-110,Other,2020,MICROCHIP TECHNOLOGY INC,0.007,
,1004883,CF3(OCFCF3CF2)n-(OCF2)m-OCF3,Fully fluorinated GHGs,69991-67-9 (e),HT-135,Other,2020,MICROCHIP TECHNOLOGY INC,1.163,
,1004883,,,,,Nitrous Oxide,2020,MICROCHIP TECHNOLOGY INC,22.339,
