TIER123_BIOGENIC_CO2_EMISSIONS,AGGR_HIGH_HEAT_CAPACITY_UOM,IND_UNIT_HEATINPUTCAPACITY_UOM,PART_75_CO2_EMISSIONS_METHOD,PART_75_CO2_METHOD,TIER_4_TOTAL_CO2_EMISSIONS,TOTAL_AMT_SORBENT_USED,CS_USEIVTIND,AGG_USEIVTIND,PART_75_METHODOLOGY_ENDDATE,UNIT_TYPE_OTHER,CP_USEIVTIND,REPORTING_YEAR,TIER_4_OP_HRS_STACK_MOIST_SUB,UNIT_TYPE,PART_75_HEAT_INPUT_METHOD,TIER_4_OPERATING_HOURS,TIER4_NONBIOGENIC_CO2EMISSION,TIER_4_OP_HRS_CO2_CONC_SUB,PLANT_CODE,PART_75_METHOD_STARTDATE,FACILITY_NAME,TIER_4_BIOGENIC_CO2_EMISSIONS,TIER4_ANNUAL_BIO_CO2_EMISSION,FACILITY_ID,AGGR_HIGH_HEAT_CAPACITY,AGG_CUMULATIVE_HEAT_INPUTCAP,IND_USE_IVT_IND,SORBENT_RATIO,PART_75_OP_HRS_FLOWRATE_SUB,COMMON_STACK_COMBINED_HEAT_UOM,TIER4_V_BIO,TIER4_VFF,BIOGENIC_CO2_MASS_EMISS_MSW,TIER_4_OP_HRS_STACK_FLOWRT_SUB,TIER4_V_TOTAL,TIER_4_METHODOLOGY_START_DATE,SORBENT_MOLECULAR_WEIGHT,PART_75_OP_HRS_HHV_SUB,UNIT_NAME,COMMON_PIPE_HEAT_CAPACITY,TIER_4_METHODOLOGY_END_DATE,PART_75_OP_HRS_MOISTURE_SUB,TIER_123_SORBENT_CO2_EMISSIONS,COMMON_PIPE_HEAT_CAPACITY_UOM,COMMON_STACK_NUMBER_OF_UNITS,TIER_1_2_3_FOSSIL_CO2_EMISSION,IND_UNIT_HEAT_INPUT_CAPACITY,IND_UNIT_HEATCAPACITY_UOM_OTHR,CP_CUMULATIVE_MAXHEAT_INPUTCAP,PART_75_OP_HRS_FUEL_FLOWRATE,PART_75_OP_HRS_CO2_CONC_SUB,COMMON_STACK_COMBINED_HEAT
0.0,mmBtu/hr,,,,,4540.0,,N,,,,2020,,OCS (Other combustion source),,,,,,,ELEMENT RESOURCES-GARFIELD FACILITY LLC,,,1004345,12.5,23.5,,1.0,,,,,,,,,105.98,,GP-1,,,,1715.2,,,0.0,,,,,,
0.0,mmBtu/hr,,,,,462.14,,N,,,,2020,,OCS (Other combustion source),,,,,,,EIELSON AIR FORCE BASE,,,1006146,160.0,960.0,,2.0,,,,,,,,,84.006,,GP-CHPP-Boilers-Coal,,,,440.5,,,389246.1,,,,,,
0.0,mmBtu/hr,,,,,47.26,,N,,,,2020,,OCS (Other combustion source),,,,,57950,,MICHIGAN SUGAR CO - CROSWELL FACTORY,,,1004477,20.0,40.0,,1.0,,,,,,,,,100.0,,GP-LIME KILNS,,,,18.9,,,7560.7,,,,,,
0.0,mmBtu/hr,,,,,52.76,,Y,,,,2020,,OCS (Other combustion source),,,,,,,US ARMY IOWA ARMY AMMUNITION PLANT-AMERICAN ORDNANCE LLC,,,1007086,163.9,327.8,,1.0,,,,,,,,,100.0,,GP- Coal Boilers,,,,21.1,,,37153.0,,,,,,
0.0,mmBtu/hr,,,,,558.79,,Y,,,,2020,,OCS (Other combustion source),,,,,,,Ardagh Glass Inc. (Dunkirk),,,1000002,84.8,188.0,,1.0,,,,,,,,,105.99,,GP-1,,,,211.1,,,78270.4,,,,,,
0.0,mmBtu/hr,,,,,600.02,,Y,,,,2020,,OCS (Other combustion source),,,,,,,Ardagh Glass Inc. (Pevely),,,1000028,98.0,184.0,,1.0,,,,,,,,,105.99,,GP-1,,,,226.7,,,52025.5,,,,,,
0.0,mmBtu/hr,,,,,613.2,,N,,,,2020,,OCS (Other combustion source),,,,,,,FLORIM USA INC,,,1005263,45.6,153.3,,1.0,,,,,,,,,74.0,,GP-Total,,,,331.8,,,59225.0,,,,,,
0.0,mmBtu/hr,,,,,7756.0,,N,,,,2020,,OCS (Other combustion source),,,,,54201,,IOWA STATE UNIVERSITY/ ISU HEATING PLANT,,,1002641,235.1,470.2,,2.0,,,,,,,,,100.0,,GP-ISU-1,,,,6211.0,,,100880.0,,,,,,
0.0,mmBtu/hr,,,,,85.69,,Y,,,,2020,,OCS (Other combustion source),,,,,,,CARBO Ceramics Inc. - Toomsboro Plant,,,1004181,60.0,616.0,,1.33,,,,,,,,,44.01,,GP-Toomsboro,,,,103.7,,,20.2,,,,,,
0.0,mmBtu/hr,,,,,89.65,,Y,,,,2020,,OCS (Other combustion source),,,,,,,Ardagh Glass Inc. (Seattle),,,1000024,31.4,86.2,,1.0,,,,,,,,,105.99,,GP-1,,,,33.9,,,44512.8,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,10167,,SEADRIFT COKE L.P.,,,1006359,75.0,450.0,,,,,,,,,,,,,GP-1,,,,0.0,,,109567.6,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,"1,4,10",,BENTELER Steel Tube Manufacturing Corp,,,1013375,211.7,304.9,,,,,,,,,,,,,GP-Tube Mill,,,,0.0,,,23233.8,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,1595,,Kendall Green Energy,,,1000657,155.0,310.0,,,,,,,,,,,,,GP- VEC Aux Boilers D1 & D2,,,,0.0,,,651.3,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,1979,,HIBBING PUBLIC UTILITIES COMMISSION,,,1002484,248.0,680.0,,,,,,,,,,,,,GP-01,,,,0.0,,,0.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,212391,,Sisecam Wyoming LLC,,,1005621,143.0,359.0,,,,,,,,,,,,,GP-Dryers,,,,0.0,,,0.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,212391,,Sisecam Wyoming LLC,,,1005621,4.0,,,,,,,,,,,,,,GP-Miscellaneous,,,,0.0,,,0.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,221300,,Metro Nashville District Energy System,,,1003542,83.3,83.3,,,,,,,,,,,,,GP-01,,,,,,,28570.2,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,221330,,ENERGY CENTER MINNEAPOLIS,,,1000591,240.0,939.0,,,,,,,,,,,,,GP-Main Plant,,,,0.0,,,86823.2,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,221330,,Silver Lake,,,1000695,153.0,164.0,,,,,,,,,,,,,GP-005,,,,0.0,,,24769.4,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,26,,E C Gaston,,,1001414,0.002667,,,,,,,,,,,,,,GP-Flameless Catalytic Heaters,,,,0.0,,,7.5,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,2625,,Bowline Generating Station LLC,,,1000780,9.9,,,,,,,,,,,,,,GP-Group1,,,,0.0,,,2140.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,2914,,DOVER MUNICIPAL LIGHT PLANT (0679010146),,,1006663,247.0,266.5,,,,,,,,,,,,,GP-02,,,,0.0,,,83951.5,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,3,,Barry,,,1001412,0.002667,,,,,,,,,,,,,,GP-Flameless Catalytic Heaters,,,,0.0,,,5.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,311213,,BUSCH AGRICULTURAL RESOURCES,,,1003405,158.0,902.0,,,,,,,,,,,,,GP-1,,,,0.0,,,58512.6,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,311513,,"Melrose Dairy Proteins, LLC",,,1012554,113.0,239.0,,,,,,,,,,,,,GP-Boilers,,,,0.0,,,24106.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,"311611,311612",,WholeStone Farms Cooperative,,,1005053,50.0,150.0,,,,,,,,,,,,,GP-Fremont Boilers,,,,,,,24109.1,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,325193,,WESTERN PLAINS ENERGY LLC,,,1000405,99.0,178.0,,,,,,,,,,,,,GP-Energy Center & Glycol Boilers,,,,0.0,,,46887.3,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,325199,,Alpont LLC,,,1013088,150.0,230.0,,,,,,,,,,,,,GP-1,,,,0.0,,,29074.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,"325199,325613,325998",,EVONIK CORPORATION,,,1005465,34.5,117.9,,,,,,,,,,,,,GP-Aux Boilers,,,,0.0,,,0.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,325211,,BVPV Styrenics LLC,,,1011859,81.7,93.0,,,,,,,,,,,,,GP-01,,,,0.0,,,732.9,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,335110,,Signify North America Corporation,,,1010530,21.0,58.0,,,,,,,,,,,,,GP-Lamp Production Facility,,,,0.0,,,21300.9,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,358,,Mountainview Generating Station,,,1001451,0.1,,,,,,,,,,,,,,GP-1,,,,0.0,,,1.8,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,50087,,UMASS MEDICAL SCHOOL,,,1006902,148.0,713.94,,,,,,,,,,,,,GP-1,,,,0.0,,,87772.1,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,50933,,Ahlstrom NA Specialty Solutions LLC,,,1005991,7.2,,,,,,,,,,,,,,GP-1,,,,0.0,,,6953.1,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,52024,,R I HOSPITAL,,,1005587,89.66,416.82,,,,,,,,,,,,,GP-1,,,,0.0,,,53595.4,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,52048,,VANDERBILT UNIVERSITY,,,1004102,125.0,842.6,,,,,,,,,,,,,GP-1: Natural Gas Use at Power House,,,,0.0,,,130174.9,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,52089,,Celanese Acetate LLC - Manufacturing Processes,,,1003300,16.0,64.0,,,,,,,,,,,,,GP-Ketene Furnaces,,,,0.0,,,0.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,521998,,HENNEPIN COUNTY ENERGY CENTER,,,1005637,88.0,390.0,,,,,,,,,,,,,GP-Hennepin County Boilers 1-6,,,,0.0,,,31460.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,54201,,IOWA STATE UNIVERSITY/ ISU HEATING PLANT,,,1002641,213.6,640.8,,,,,,,,,,,,,GP-ISU-2,,,,0.0,,,95335.9,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,54201,,IOWA STATE UNIVERSITY/ ISU HEATING PLANT,,,1002641,213.6,640.8,,,,,,,,,,,,,GP-ISU-4,,,,0.0,,,0.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,54333,,Bucknell University,,,1010646,92.0,107.0,,,,,,,,,,,,,GP-1,,,,0.0,,,26167.8,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,54335,,"MORTON SALT, INC.",,,1002203,147.78,378.96,,,,,,,,,,,,,GP-Natural Gas Units,,,,0.0,,,80346.7,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,54690,,AMALGAMATED SUGAR CO LLC,,,1005707,27.2,54.4,,,,,,,,,,,,,GP-01,,,,0.0,,,11080.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,54775,,UNIV OF IOWA MAIN PWR PLANT,,,1004790,250.0,1416.84,,,,,,,,,,,,,GP-UI-1,,,,0.0,,,67400.5,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,54965,,CARGILL SALT SAINT CLAIR,,,1006063,248.5,248.5,,,,,,,,,,,,,GP- Coal & Natural gas,,,,0.0,,,82515.2,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,56668,,US PUBLIC HEALTH SERVICE NATIONAL INSTITUTES OF HEALTH,,,1006646,245.0,1410.0,,,,,,,,,,,,,GP-1,,,,0.0,,,208098.5,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,"57908,57929",,UNIVERSITY OF CINCINNATI,,,1000036,200.0,1005.6,,,,,,,,,,,,,GP-Main Campus,,,,0.0,,,147812.7,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,57937,,WESTERN SUGAR COMPANY,,,1000019,0.45,,,,,,,,,,,,,,"GP-Office, Misc. Space Heaters",,,,0.0,,,125.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,57937,,WESTERN SUGAR COMPANY,,,1000019,196.0,392.0,,,,,,,,,,,,,GP-Boilers,,,,0.0,,,205947.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,58081,,WESTERN SUGAR COOP,,,1001823,167.0,334.0,,,,,,,,,,,,,GP-NG Boilers,,,,0.0,,,58604.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,58153,,Northern Light - Eastern Maine Medical Center,,,1013349,64.4,151.9,,,,,,,,,,,,,GP-All Units,,,,0.0,,,24891.5,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,58429,,"Glass House Camarillo Cultivation, LLC",,,1010977,32.245,96.735,,,,,,,,,,,,,GP-Cogen,,,,,,,33142.1,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,60536,,University of Arkansas,,,1004124,87.8,215.8,,,,,,,,,,,,,GP-Natural Gas Sources,,,,0.0,,,37160.7,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,6056,,MAUI ELECTRIC CO (MECO) - KAHULUI GENERATING STATION,,,1001437,181.0,541.0,,,,,,,,,,,,,"GP-K1,K2,K3,K4",,,,0.0,,,151514.5,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,60658,,"Pelican Renewables, LLC",,,1007262,75.6,243.0,,,,,,,,,,,,,GP-1,,,,0.0,,,8986.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,611310,,OREGON STATE UNIVERSITY,,,1004658,99.3,341.5,,,,,,,,,,,,,"GP-CTG/HRSG, Boiler 2, Boiler 3",,,,0.0,,,21.4,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,611310,,San Diego State University,,,1012093,5.0,,,,,,,,,,,,,,GP-Other sources,,,,0.0,,,0.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,611310,,San Diego State University,,,1012093,59.28,182.5,,,,,,,,,,,,,GP-Cogen,,,,0.0,,,0.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,61575,,"Seaboard Energy California, LLC",,,1011577,75.6,151.2,,,,,,,,,,,,,GP-1,,,,0.0,,,10352.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,63423,,BRIGHAM YOUNG UNIVERSITY,,,1002600,192.0,409.0,,,,,,,,,,,,,GP-409,,,,0.0,,,52156.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,6558,,D G Hunter,,,1006862,71.18,498.26,,,,,,,,,,,,,GP-ENG-1-7,,,,0.0,,,29633.1,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,7063,,McIntosh (7063),,,1006426,2.0,,,,,,,,,,,,,,GP-NEGU1,,,,0.0,,,40.7,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,7130,,HAWAII ELECTRIC LIGHT CO (HELCO) - PUNA GENERATING STATION,,,1001555,249.0,255.34,,,,,,,,,,,,,"GP-Boiler,BSG1",,,,0.0,,,36496.4,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,"769,772",,HAWAII ELECTRIC LIGHT CO (HELCO) - KANOELEHUA HILL GENERATING STATION,,,1001552,249.0,730.7,,,,,,,,,,,,,"GP-Hill5,Hill6,CT1,D11,D15,D16,D17",,,,0.0,,,177927.9,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,792,,MAUI ELECTRIC CO (MECO) - PALAAU GENERATING STATION,,,1007188,34.0,166.17,,,,,,,,,,,,,"GP-CAT1/2/7/8/9,CUM3/4/5/6,CT1",,,,0.0,,,24069.1,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,7991,,West Campus Cogeneration Facility,,,1000249,5.0,,,,,,,,,,,,,,GP-1,,,,0.0,,,96.6,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,8022,,Boulder Park Generating Station,,,1010860,20.5,123.0,,,,,,,,,,,,,GP-01,,,,0.0,,,23553.5,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,8083,,HAWAII ELECTRIC LIGHT CO (HELCO) - KEAHOLE GENERATING STATION,,,1001557,198.0,203.57,,,,,,,,,,,,,GP-CT2-BS1,,,,0.0,,,10463.1,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,,,3M Chemical Operations' Cordova Facility,,,1006665,3.0,,,,,,,,,,,,,,GP-RICE & HEATERS,,,,0.0,,,206.8,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,,,3M Chemical Operations' Cordova Facility,,,1006665,75.0,175.0,,,,,,,,,,,,,GP- #2 FO for Boilers,,,,0.0,,,1.6,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,,,3M Chemical Operations' Cordova Facility,,,1006665,75.0,191.5,,,,,,,,,,,,,GP-NG Combustion,,,,0.0,,,28340.2,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,,,3M CO - GUIN,,,1003739,16.75,59.45,,,,,,,,,,,,,GP-01,,,,0.0,,,26344.2,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,,,3M MAGNETIC TAPE MANUFACTURING DIVISION,,,1004914,110.0,300.0,,,,,,,,,,,,,GP-Boilers,,,,,,,24854.3,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,,,3M MAGNETIC TAPE MANUFACTURING DIVISION,,,1004914,16.5,246.4,,,,,,,,,,,,,GP-Process,,,,,,,14912.6,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,,,50 Buttes Gas Plant,,,1012037,0.8,,,,,,,,,,,,,,GP-50Buttes-Diesel,,,,0.0,,,129.5,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,,,50 Buttes Gas Plant,,,1012037,15.38,225.96,,,,,,,,,,,,,GP-50Buttes,,,,0.0,,,67893.5,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,,,Abbott Nutrition - A Division of Abbott Laboratories,,,1003205,97.5,97.5,,,,,,,,,,,,,GP-Altavista,,,,0.0,,,28914.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,,,ACME BRICK CO ELGIN PLANT,,,1005601,77.4,77.4,,,,,,,,,,,,,GP-Kiln and dryers,,,,,,,26664.9,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,,,ADKINS ENERGY LLC,,,1003422,90.7,376.7,,,,,,,,,,,,,GP-1,,,,,,,86116.3,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,,,ADVANSIX INC - CHESTERFIELD PLANT,,,1000627,72.0,302.0,,,,,,,,,,,,,GP-Boilers-Heaters,,,,0.0,,,57689.8,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,,,AG Energy,,,1007551,96.0,173.3,,,,,,,,,,,,,GP-AuxBlrs,,,,0.0,,,8071.1,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,,,"Aggregate Industries SWR, Inc. - Utelite Plant",,,1010699,25.0,75.0,,,,,,,,,,,,,GP-Facility-wide Coal and Natural Gas,,,,0.0,,,42252.2,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,,,Ag Processing Inc,,,1002365,103.6,295.82,,,,,,,,,,,,,GP-Sgt Natural Gas and Fuel Oil,,,,0.0,,,74437.5,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,,,Ag Processing Inc,,,1013891,185.0,225.0,,,,,,,,,,,,,GP- Aberdeen Boilers NG and Fuel Oil,,,,0.0,,,52050.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,,,AG PROCESSING INC,,,1002069,85.0,120.0,,,,,,,,,,,,,GP-Emmetsburg Natural Gas and Fuel Oil,,,,0.0,,,25395.9,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2020,,OCS (Other combustion source),,,,,,,AG PROCESSING INC A COOP-MANNING,,,1002070,51.07,83.0,,,,,,,,,,,,,GP-Manning Natural Gas and Fuel Oil,,,,0.0,,,20570.6,,,,,,
