FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,GHG_QUANTITY,GHG_NAME
1001781,2020,INV Nylon Chemicals Americas Victoria Site,1977.662,Nitrous Oxide
1001908,2020,APACHE NITROGEN PRODUCTS - PLANT,1379.657,Nitrous Oxide
1002170,2020,COFFEYVILLE RESOURCES NITROGEN FERT.,798.149,Nitrous Oxide
1002188,2020,"Trammo Nitrogen Products, Inc.",162.649,Nitrous Oxide
1002229,2020,"PCS Nitrogen Ohio, L.P.",826.659,Nitrous Oxide
1002263,2020,Advancion Corporation,99.044,Nitrous Oxide
1002275,2020,VERDIGRIS PLT,5039.846,Nitrous Oxide
1002301,2020,"CF INDUSTRIES NITROGEN, LLC - DONALDSONVILLE NITROGEN COMPLEX",5315.628,Nitrous Oxide
1002407,2020,KOCH FERITLIZER ENID LLC ENID NITROGEN PLT,0.863,Nitrous Oxide
1002589,2020,FIRST CHEMICAL CORP,533.171,Nitrous Oxide
1002830,2020,EL DORADO NITROGEN LLC,963.86,Nitrous Oxide
1003489,2020,PCS NITROGEN FERTILIZER LP - GEISMAR AGRICULTURAL NITROGEN & PHOSPHATE PLANT,1542.196,Nitrous Oxide
1003636,2020,J R SIMPLOT COMPANY,8.322,Nitrous Oxide
1003993,2020,EL DORADO CHEMICAL COMPANY,148.425,Nitrous Oxide
1004183,2020,"CF Industries Nitrogen, LLC - Yazoo City Facility",4225.16,Nitrous Oxide
1004236,2020,AGRIUM US INC - KFO,450.6,Nitrous Oxide
1004340,2020,"PCS NITROGEN FERTILIZER, L.P.",1327.083,Nitrous Oxide
1004962,2020,Ascend Performance Materials LLC,1691.31,Nitrous Oxide
1005502,2020,"East Dubuque Nitrogen Fertilizers, LLC",316.36,Nitrous Oxide
1005506,2020,TRADEMARK NITROGEN CORP.,85.217,Nitrous Oxide
1005766,2020,Dyno Nobel,6.29,Nitrous Oxide
1005788,2020,TERRA INTERNATIONAL (OKLAHOMA) LLC,904.091,Nitrous Oxide
1005867,2020,LSB Chemical L.L.C.,201.47,Nitrous Oxide
1005924,2020,Cheyenne Plant,174.088,Nitrous Oxide
1006005,2020,"CF Industries Nitrogen, LLC-Port Neal Nitrogen Complex",1304.925,Nitrous Oxide
1006037,2020,"KOCH FERTILIZER DODGE CITY, LLC",26.192,Nitrous Oxide
1006100,2020,DYNO NOBEL INCORPORATED NITROGEN DIVISION,1132.0,Nitrous Oxide
1006575,2020,"KOCH FERTILIZER BEATRICE, LLC",1.202,Nitrous Oxide
1007046,2020,"Koch Fertilizer Ft. Dodge, LLC",901.472,Nitrous Oxide
1007770,2020,CHEROKEE NITROGEN,442.064,Nitrous Oxide
1012789,2020,US Nitrogen LLC,8.778,Nitrous Oxide
1012918,2020,Iowa Fertilizer Company,2.004,Nitrous Oxide
