FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,GHG_QUANTITY,GHG_NAME
1000025,2020,PLACID REFINING CO LLC - PORT ALLEN REFINERY,0.0,Biogenic Carbon dioxide
1000025,2020,PLACID REFINING CO LLC - PORT ALLEN REFINERY,3.441,Nitrous Oxide
1000025,2020,PLACID REFINING CO LLC - PORT ALLEN REFINERY,34.72,Methane
1000025,2020,PLACID REFINING CO LLC - PORT ALLEN REFINERY,225149.9,Carbon Dioxide
1000099,2020,Robinson Refinery,0.0,Biogenic Carbon dioxide
1000099,2020,Robinson Refinery,2.552,Nitrous Oxide
1000099,2020,Robinson Refinery,355.4,Methane
1000099,2020,Robinson Refinery,398454.8,Carbon Dioxide
1000343,2020,Lemont Refinery,0.0,Biogenic Carbon dioxide
1000343,2020,Lemont Refinery,3.044,Nitrous Oxide
1000343,2020,Lemont Refinery,129.76,Methane
1000343,2020,Lemont Refinery,523272.6,Carbon Dioxide
1000411,2020,Lima Refinery,0.0,Biogenic Carbon dioxide
1000411,2020,Lima Refinery,2.206,Nitrous Oxide
1000411,2020,Lima Refinery,405.22,Methane
1000411,2020,Lima Refinery,328923.6,Carbon Dioxide
1001056,2020,Toledo Refining Company,0.0,Biogenic Carbon dioxide
1001056,2020,Toledo Refining Company,2.539,Nitrous Oxide
1001056,2020,Toledo Refining Company,76.05,Methane
1001056,2020,Toledo Refining Company,425897.6,Carbon Dioxide
1001261,2020,Philadelphia Refinery,0.0,Biogenic Carbon dioxide
1001261,2020,Philadelphia Refinery,0.033,Nitrous Oxide
1001261,2020,Philadelphia Refinery,22.03,Methane
1001261,2020,Philadelphia Refinery,3323.2,Carbon Dioxide
1001804,2020,MARTINEZ REFINING COMPANY LLC,0.0,Biogenic Carbon dioxide
1001804,2020,MARTINEZ REFINING COMPANY LLC,3.061,Nitrous Oxide
1001804,2020,MARTINEZ REFINING COMPANY LLC,1245.28,Methane
1001804,2020,MARTINEZ REFINING COMPANY LLC,560867.6,Carbon Dioxide
1001824,2020,"Harvest Louisiana Terminals, LLC - Alliance Terminal",0.0,Biogenic Carbon dioxide
1001824,2020,"Harvest Louisiana Terminals, LLC - Alliance Terminal",2.351,Nitrous Oxide
1001824,2020,"Harvest Louisiana Terminals, LLC - Alliance Terminal",119.67,Methane
1001824,2020,"Harvest Louisiana Terminals, LLC - Alliance Terminal",388666.7,Carbon Dioxide
1001920,2020,Phillips 66 Ponca City Refinery,0.0,Biogenic Carbon dioxide
1001920,2020,Phillips 66 Ponca City Refinery,2.475,Nitrous Oxide
1001920,2020,Phillips 66 Ponca City Refinery,300.0,Methane
1001920,2020,Phillips 66 Ponca City Refinery,415053.1,Carbon Dioxide
1001964,2020,Phillips 66 Los Angeles Refinery - Carson Plant,0.0,Biogenic Carbon dioxide
1001964,2020,Phillips 66 Los Angeles Refinery - Carson Plant,0.001,Nitrous Oxide
1001964,2020,Phillips 66 Los Angeles Refinery - Carson Plant,62.17,Methane
1001964,2020,Phillips 66 Los Angeles Refinery - Carson Plant,9363.5,Carbon Dioxide
1002026,2020,HF SINCLAIR TULSA REFINING LLC - WEST,0.0,Biogenic Carbon dioxide
1002026,2020,HF SINCLAIR TULSA REFINING LLC - WEST,0.008,Nitrous Oxide
1002026,2020,HF SINCLAIR TULSA REFINING LLC - WEST,23.16,Methane
1002026,2020,HF SINCLAIR TULSA REFINING LLC - WEST,11203.9,Carbon Dioxide
1002027,2020,"St. Paul Park Refining Company, LLC",0.0,Biogenic Carbon dioxide
1002027,2020,"St. Paul Park Refining Company, LLC",1.261,Nitrous Oxide
1002027,2020,"St. Paul Park Refining Company, LLC",86.57,Methane
1002027,2020,"St. Paul Park Refining Company, LLC",208944.3,Carbon Dioxide
1002028,2020,HF SINCLAIR TULSA REFINING LLC - EAST,0.0,Biogenic Carbon dioxide
1002028,2020,HF SINCLAIR TULSA REFINING LLC - EAST,0.777,Nitrous Oxide
1002028,2020,HF SINCLAIR TULSA REFINING LLC - EAST,24.34,Methane
1002028,2020,HF SINCLAIR TULSA REFINING LLC - EAST,134377.3,Carbon Dioxide
1002103,2020,CPI Operations LLC,0.0,Biogenic Carbon dioxide
1002103,2020,CPI Operations LLC,0.005,Nitrous Oxide
1002103,2020,CPI Operations LLC,3.19,Methane
1002103,2020,CPI Operations LLC,466.9,Carbon Dioxide
1002261,2020,TRICOR REFINING LLC,0.0,Biogenic Carbon dioxide
1002261,2020,TRICOR REFINING LLC,0.0,Nitrous Oxide
1002261,2020,TRICOR REFINING LLC,11.51,Methane
1002261,2020,TRICOR REFINING LLC,4473.9,Carbon Dioxide
1002286,2020,LUNDAY-THAGARD COMPANY,0.0,Biogenic Carbon dioxide
1002286,2020,LUNDAY-THAGARD COMPANY,0.027,Nitrous Oxide
1002286,2020,LUNDAY-THAGARD COMPANY,26.01,Methane
1002286,2020,LUNDAY-THAGARD COMPANY,297.9,Carbon Dioxide
1002310,2020,WYNNEWOOD REFINING CO,0.0,Biogenic Carbon dioxide
1002310,2020,WYNNEWOOD REFINING CO,1.864,Nitrous Oxide
1002310,2020,WYNNEWOOD REFINING CO,351.1,Methane
1002310,2020,WYNNEWOOD REFINING CO,241468.1,Carbon Dioxide
1002389,2020,CITGO PETROLEUM CORP - LAKE CHARLES MANUFACTURING COMPLEX,0.0,Biogenic Carbon dioxide
1002389,2020,CITGO PETROLEUM CORP - LAKE CHARLES MANUFACTURING COMPLEX,4.633,Nitrous Oxide
1002389,2020,CITGO PETROLEUM CORP - LAKE CHARLES MANUFACTURING COMPLEX,333.85,Methane
1002389,2020,CITGO PETROLEUM CORP - LAKE CHARLES MANUFACTURING COMPLEX,760084.3,Carbon Dioxide
1002461,2020,ULTRAMAR INC WILMINGTON REFINERY,0.0,Biogenic Carbon dioxide
1002461,2020,ULTRAMAR INC WILMINGTON REFINERY,1.854,Nitrous Oxide
1002461,2020,ULTRAMAR INC WILMINGTON REFINERY,113.99,Methane
1002461,2020,ULTRAMAR INC WILMINGTON REFINERY,316521.6,Carbon Dioxide
1002565,2020,SAN JOAQUIN REFINING CO INC,0.0,Biogenic Carbon dioxide
1002565,2020,SAN JOAQUIN REFINING CO INC,0.002,Nitrous Oxide
1002565,2020,SAN JOAQUIN REFINING CO INC,18.19,Methane
1002565,2020,SAN JOAQUIN REFINING CO INC,775.1,Carbon Dioxide
1002657,2020,PREMCOR REFINING GROUP INCORPORATED PORTARTHUR REFINERY,0.0,Biogenic Carbon dioxide
1002657,2020,PREMCOR REFINING GROUP INCORPORATED PORTARTHUR REFINERY,4.457,Nitrous Oxide
1002657,2020,PREMCOR REFINING GROUP INCORPORATED PORTARTHUR REFINERY,567.54,Methane
1002657,2020,PREMCOR REFINING GROUP INCORPORATED PORTARTHUR REFINERY,807952.9,Carbon Dioxide
1002798,2020,HUNT SOUTHLAND REFINING COMPANY,0.0,Biogenic Carbon dioxide
1002798,2020,HUNT SOUTHLAND REFINING COMPANY,0.0,Nitrous Oxide
