FlowName,Compartment,FlowAmount,Unit,DataReliability,Source,Year,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,FlowChemIdentifier
Nitrous Oxide,air,20.0,kg,2.0,GHGRP,2017,110067327146.0,"AltEn, LLC",1344 County Road 10,Mead,NE,68041.0,41.1972,-96.4808,SAUNDERS COUNTY,325193,,1012036,126386-65-0
Carbon Dioxide,air,74897200.0,kg,5.0,GHGRP,2017,110071161532.0,"Aemetis Advanced Fuels Keyes, Inc.",4209 Jessup Road,Ceres,CA,95307.0,37.553007,-120.916475,None,325193,,1012089,18923-20-1
Methane,air,1410.0,kg,5.0,GHGRP,2017,110071161532.0,"Aemetis Advanced Fuels Keyes, Inc.",4209 Jessup Road,Ceres,CA,95307.0,37.553007,-120.916475,None,325193,,1012089,74-82-8
Nitrous Oxide,air,141.0,kg,5.0,GHGRP,2017,110071161532.0,"Aemetis Advanced Fuels Keyes, Inc.",4209 Jessup Road,Ceres,CA,95307.0,37.553007,-120.916475,None,325193,,1012089,126386-65-0
Acrolein,air,90.718474,kg,2.0,NEI,2017,110027922602.0,"Red Trail Energy, LLC - Richardton Ethanol Plant",3682 Highway 8 South,Richardton,ND,58652,46.877936,-102.296564,Stark,325193,,10613611,25314-61-8
Benzene,air,1.385452534928,kg,2.0,NEI,2017,110027922602.0,"Red Trail Energy, LLC - Richardton Ethanol Plant",3682 Highway 8 South,Richardton,ND,58652,46.877936,-102.296564,Stark,325193,,10613611,27271-55-2
Carbon Monoxide,air,71395.43903800001,kg,1.0,NEI,2017,110027922602.0,"Red Trail Energy, LLC - Richardton Ethanol Plant",3682 Highway 8 South,Richardton,ND,58652,46.877936,-102.296564,Stark,325193,,10613611,50-00-0
Formaldehyde,air,453.59237,kg,2.0,NEI,2017,110027922602.0,"Red Trail Energy, LLC - Richardton Ethanol Plant",3682 Highway 8 South,Richardton,ND,58652,46.877936,-102.296564,Stark,325193,,10613611,50-00-0
Mercury,air,0.006078137758,kg,2.0,NEI,2017,110027922602.0,"Red Trail Energy, LLC - Richardton Ethanol Plant",3682 Highway 8 South,Richardton,ND,58652,46.877936,-102.296564,Stark,325193,,10613611,7439-97-6
Methanol,air,272.15542200000004,kg,2.0,NEI,2017,110027922602.0,"Red Trail Energy, LLC - Richardton Ethanol Plant",3682 Highway 8 South,Richardton,ND,58652,46.877936,-102.296564,Stark,325193,,10613611,54841-71-3
Naphthalene,air,0.402427150664,kg,2.0,NEI,2017,110027922602.0,"Red Trail Energy, LLC - Richardton Ethanol Plant",3682 Highway 8 South,Richardton,ND,58652,46.877936,-102.296564,Stark,325193,,10613611,72931-45-4
Nitrogen Oxides,air,47717.917324,kg,1.0,NEI,2017,110027922602.0,"Red Trail Energy, LLC - Richardton Ethanol Plant",3682 Highway 8 South,Richardton,ND,58652,46.877936,-102.296564,Stark,325193,,10613611,
PM10-PM2.5,air,10251.187562000006,kg,2.604832424006235,NEI,2017,110027922602.0,"Red Trail Energy, LLC - Richardton Ethanol Plant",3682 Highway 8 South,Richardton,ND,58652,46.877936,-102.296564,Stark,325193,,10613611,
PM2.5 Primary (Filt + Cond),air,33395.73824125,kg,2.790492359932088,NEI,2017,110027922602.0,"Red Trail Energy, LLC - Richardton Ethanol Plant",3682 Highway 8 South,Richardton,ND,58652,46.877936,-102.296564,Stark,325193,,10613611,
Sulfur Dioxide,air,1088.621688,kg,1.0,NEI,2017,110027922602.0,"Red Trail Energy, LLC - Richardton Ethanol Plant",3682 Highway 8 South,Richardton,ND,58652,46.877936,-102.296564,Stark,325193,,10613611,12396-99-5
Toluene,air,90.718474,kg,2.0,NEI,2017,110027922602.0,"Red Trail Energy, LLC - Richardton Ethanol Plant",3682 Highway 8 South,Richardton,ND,58652,46.877936,-102.296564,Stark,325193,,10613611,8/4/01
Volatile Organic Compounds,air,57785.8800583144,kg,1.381294964028777,NEI,2017,110027922602.0,"Red Trail Energy, LLC - Richardton Ethanol Plant",3682 Highway 8 South,Richardton,ND,58652,46.877936,-102.296564,Stark,325193,,10613611,
Cyanide,air,3214.427689242,kg,2.0,NEI,2017,110059765696.0,Cargill Inc,650 Industrial Park Dr,Blair,NE,68008-3000,41.5295,-96.1027,Washington,325193,,10701611,57-12-5
2-Methylnaphthalene,air,0.0058417083596828,kg,2.0,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,7419-61-6
Acrolein,air,72.5747792,kg,5.0,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,25314-61-8
Arsenic,air,0.0488199912916355,kg,2.0,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,7784-42-1
Benzene,air,77.26946022950001,kg,5.0,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,27271-55-2
Cadmium,air,0.2683940451920971,kg,2.0,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,81271-94-5
Carbon Monoxide,air,50559.945677472,kg,5.0,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,50-00-0
Chromium (VI),air,0.0136770156040194,kg,2.0,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,18540-29-9
Chromium III,air,0.3279701979079107,kg,2.0,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,
Cobalt,air,0.0204923420236494,kg,2.0,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,7440-48-4
Ethyl Benzene,air,0.2857631931,kg,5.0,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,70955-17-8
Fluoranthene,air,0.0007418042361502,kg,2.0,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,76774-50-0
Fluorene,air,0.0006954414713908,kg,2.0,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,2299-68-5
Formaldehyde,air,266.077284242,kg,5.0,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,50-00-0
Lead,air,0.1220267968467092,kg,2.0,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,15875-18-0
Manganese,air,0.092725529518776,kg,2.0,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,22325-60-6
Naphthalene,air,0.097789797611352,kg,2.0,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,72931-45-4
Nickel,air,0.5124476388855157,kg,2.0,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,21595-53-9
Nitrogen Oxides,air,40737.856497492,kg,5.0,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,
PM10-PM2.5,air,19271.053276398,kg,4.783067074042499,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,
PM2.5 Primary (Filt + Cond),air,14993.49579035,kg,2.3325729844199063,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,
Phenanthrene,air,0.0041262860635855,kg,2.0,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,85-01-8
Pyrene,air,0.001205431883744,kg,2.0,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,129-00-0
Sulfur Dioxide,air,440.982502114,kg,4.344579304669821,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,12396-99-5
Volatile Organic Compounds,air,54066.50799431167,kg,4.709866074227447,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,
Xylenes (Mixed Isomers),air,8.491249166400001,kg,4.999999999999999,NEI,2017,110031173726.0,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,10734211,
"1,3-Butadiene",air,0.000321792216486,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,130983-70-9
2-Methylnaphthalene,air,0.0017282957918688,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,7419-61-6
Acenaphthene,air,0.0003483980761096,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,83-32-9
Acenaphthylene,air,0.0003783552031687,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,208-96-8
Ammonia,air,4779.88200591132,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,15194-15-7
Anthracene,air,0.0004643387806397,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,120-12-7
Arsenic,air,0.037412389396074,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,7784-42-1
Benz[a]Anthracene,air,0.0003505378708996,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,56-55-3
Benzo[a]Pyrene,air,0.0002260215726091,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,6699-27-0
Benzo[b]Fluoranthene,air,0.0003375268604365,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,205-99-2
"Benzo[g,h,i,]Perylene",air,0.0002284987965775,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,
Benzo[k]Fluoranthene,air,0.0003379695157873,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,207-08-9
Beryllium,air,0.0022447433637644,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,7440-41-7
Cadmium,air,0.205768141678407,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,81271-94-5
Carbon Monoxide,air,18029.8521869774,kg,2.085529655825477,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,50-00-0
Chromium (VI),air,0.0104754690309007,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,18540-29-9
Chromium III,air,0.2514112567416173,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,
Chrysene,air,0.0003396166874909,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,218-01-9
Cobalt,air,0.0157132062679053,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,7440-48-4
"Dibenzo[a,h]Anthracene",air,0.0002292724137866,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,56-56-4
Fluoranthene,air,0.0006237925195772,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,76774-50-0
Fluorene,air,0.0007642064829159,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,2299-68-5
"Indeno[1,2,3-c,d]Pyrene",air,0.0003397977470501,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,
Lead,air,0.0361021787634816,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,15875-18-0
Manganese,air,0.0710835443884643,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,22325-60-6
Mercury,air,0.3892192490633253,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,7439-97-6
Naphthalene,air,0.1148073314188108,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,72931-45-4
Nickel,air,0.392830134018014,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,21595-53-9
Nitrogen Oxides,air,6193.6314472494005,kg,4.830264042499901,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,
PM10-PM2.5,air,9689.342141507455,kg,1.574030512783716,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,
PM2.5 Primary (Filt + Cond),air,37058.07348356425,kg,1.6524476839263844,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,
Phenanthrene,air,0.0034222496518125,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,85-01-8
Pyrene,air,0.0009746372820025,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,129-00-0
Selenium,air,0.0044894871811212,kg,2.0,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,7/5/83
Sulfur Dioxide,air,5720.39943481314,kg,1.0122661208713883,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,12396-99-5
Volatile Organic Compounds,air,0.0,kg,1.7727114603313412,NEI,2017,110039176030.0,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,10810111,
"1,3-Butadiene",air,1.24148231669e-05,kg,2.0,NEI,2017,110038439687.0,Big River Resources Galva LLC,1100 SE 2nd St,Galva,IL,61434-8907,41.169691,-90.024473,Henry,325193,,10813811,130983-70-9
Acenaphthene,air,0.0027352093642871,kg,2.0,NEI,2017,110038439687.0,Big River Resources Galva LLC,1100 SE 2nd St,Galva,IL,61434-8907,41.169691,-90.024473,Henry,325193,,10813811,83-32-9
Acenaphthylene,air,0.0027363651176458,kg,2.0,NEI,2017,110038439687.0,Big River Resources Galva LLC,1100 SE 2nd St,Galva,IL,61434-8907,41.169691,-90.024473,Henry,325193,,10813811,208-96-8
