,TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
338,45050WRTHN350LA,WORTHINGTON STEEL CO,331221,issues,issues,issues,issues,issues,WORTHINGTON INDUSTRIES INC,110000392600.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1052,78520KPPLM2HWY4,KEPPEL AMFELS INC.,336611,issues,issues,issues,issues,issues,FELS OFFSHORE PTE LTD,110018858324.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1678,46628TNCRP2930F,EATON HD TRANSMISSION FORGE PLANT,332111,issues,issues,issues,issues,issues,EATON CORP,110000399961.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1817,54143MRNTTELYST,MARINETTE MARINE CORP,336611,issues,issues,issues,issues,issues,FINCANTIERI MARINE GROUP LLC,110000742723.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2653,27834MTLLX251IN,METALLIX REFINING  INC.,331492,issues,issues,issues,issues,issues,issues,110015308111.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2664,48047NTRNT37087,INTERNATIONAL CASTING CORP,331513,issues,issues,issues,issues,issues,issues,110000404660.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2712,45215SWBRKSHEPH,SAWBROOK STEEL CASTING LLC,331513,issues,issues,issues,issues,issues,SPEYSIDE EQUITY FUND 1 LP,110000393271.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2725,54235BYSHP605N3,FINCANTIERI MARINE GROUP DBA FINCANTIERI BAY SHIPBUILDING,336611,issues,issues,issues,issues,issues,FINCANTIERI MARINE GROUP LLC,110058125513.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2743,14304PYRNC5950P,NORTH AMERICAN HOGANAS-NIAGARA FALLS PLANT,331221,issues,issues,issues,issues,issues,NORTH AMERICAN HOGANAS INC,110000881305.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2748,77541TXSBR4115E,TEXAS BARGE & BOAT INC,336611,488320.0,issues,issues,issues,issues,issues,110020774740.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2903,6344WKPFST89EAS,KPF STEEL FOUNDRY,331513,issues,issues,issues,issues,issues,issues,110040756278.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3006,3660WSGNLS61SRY,WORLD MARINE OF ALABAMA LLC,336611,issues,issues,issues,issues,issues,WORLD MARINE LLC,110040826023.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3023,62060SPCTRCOLLE,MAGNESIUM ELEKTRON NA INC MADISON,331492,331491.0,issues,issues,issues,issues,LUXFER HOLDINGS PLC,110000438811.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3046,98134NNFRR29051,NON-FERROUS METALS INC,331492,issues,issues,issues,issues,issues,issues,110000489695.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3050,98595WSTPR1807N,WESTPORT LLC WESTPORT,336611,issues,issues,issues,issues,issues,WESTPORT LLC,110000490736.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3064,70094NWRLN8400R,NEW ORLEANS SHIPYARD,336611,issues,issues,issues,issues,issues,ARCHER DANIELS MIDLAND CO,110000448962.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3067,53142RNSNF33036,KENOSHA STEEL CASTINGS,331513,issues,issues,issues,issues,issues,issues,110001922082.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
