,TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
27,19526HDCNCVALLE,ENGINEERED MATERIALS SOLUTIONS HAMBURG FACILITY,331221,issues,issues,issues,issues,issues,ENGINEERED MATERIALS HOLDING INC,110000584939.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
52,17009STNDR500WA,STANDARD STEEL LLC,331110,332111.0,issues,issues,issues,issues,issues,110000332471.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
65,48229GRTLKNO1QU,US STEEL CORP GREAT LAKES WORKS,331110,issues,issues,issues,issues,issues,US STEEL CORP,110000497141.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
107,98108DLTMR1608S,DELTA MARINE INDUSTRIES INC.,336611,issues,issues,issues,issues,issues,issues,110000897290.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
141,97210SCCRP2211N,ESCO GROUP,331513,issues,issues,issues,issues,issues,issues,110024423836.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
174,54929WLKRF250SP,WALKER FORGE INC,332111,issues,issues,issues,issues,issues,W T WALKER GROUP INC,110000423275.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
241,44125MRCNS4300E,CHARTER STEEL CLEVELAND,331110,issues,issues,issues,issues,issues,CHARTER MANUFACTURING CO INC,110000387402.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
248,49015MGCST31FRI,OMEGA CASTINGS INC,331513,issues,issues,issues,issues,issues,issues,110022411282.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
262,77640GRTLKCOKED,OXBOW CALCINING LLC,324199,issues,issues,issues,issues,issues,OXBOW CARBON & MINERALS HOLDINGS INC,110002042502.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
272,14218BTHLHBARRO,REPUBLIC STEEL -  LACKAWANNA,331110,issues,issues,issues,issues,issues,REPUBLIC STEEL,110000774797.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
276,45212THGVR2108E,THE G A AVRIL CO WHITE METAL PROD DIV,331492,issues,issues,issues,issues,issues,THE G. A. AVRIL CO. BRASS & BRONZE INGOT DIV.,110000393100.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
296,44704LTVST26338,REPUBLIC STEEL-CANTON PLANT,331110,issues,issues,issues,issues,issues,REPUBLIC STEEL,110012566927.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
335,15683BLWKNBRIDG,DURALOY TECHNOLOGIES INC,331513,issues,issues,issues,issues,issues,PARK CORP,110000330259.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
344,61821LLYNG17WWA,ILLINOIS NI CAST (DBA) ALLOY ENGINEERING & CASTING CO,331513,issues,issues,issues,issues,issues,WIRCO INC,110001808018.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
