,TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
146,15062MNSSN345DO,CLEVELAND-CLIFFS MONESSEN COKE LLC,324199,issues,issues,issues,issues,issues,CLEVELAND-CLIFFS MONESSEN COKE LLC,110000329118.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
165,44125GBRLT431E4,WORTHINGTON STEEL,331221,issues,issues,issues,issues,issues,WORTHINGTON INDUSTRIES INC,110009488562.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
170,49651LKCTY415NW,LC MANUFACTURING LLC,332111,issues,issues,issues,issues,issues,LC MANUFACTURING LLC,110018911702.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
177,3947WRNCCR863LD,RAIN CII CARBON LLC-PURVIS CALCINING PLANT,324199,issues,issues,issues,issues,issues,RAIN CII CARBON LLC,110002206611.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
225,48134FLTRC26601,FLAT ROCK METAL INC.,331221,issues,issues,issues,issues,issues,issues,110000405687.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
269,60140LGLYS1HAUK,ELGILOY SPECIALTY METALS,331221,issues,issues,issues,issues,issues,COMBINED METALS OF CHICAGO LLC,110001855216.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
291,2950WJHNSN18PAP,CLARIOS LLC,331492,issues,issues,issues,issues,issues,CLARIOS LLC,110040101653.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
305,4470WTHTMK2514W,TIMKENSTEEL CORP-FAIRCREST STEEL PLANT,331110,issues,issues,issues,issues,issues,TIMKENSTEEL CORP,110064338104.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
332,06479JJRYN335AT,J J RYAN CORP,331110,issues,issues,issues,issues,issues,issues,110002089276.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
343,36206CNTRL260CE,ANVIL MECHANICAL LLC,332111,issues,issues,issues,issues,issues,ANVIL INTERNATIONAL LLC,110006652318.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
436,3514WMRBLT186AL,AMERIBOLT INC,332111,issues,issues,issues,issues,issues,issues,110006001922.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
504,42101CCHLD407RA,VALOR LLC,324199,issues,issues,issues,issues,issues,VALOR LLC,110000380221.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
550,53523DVNCD108HW,ADVANCED CENTRIFUGALS LTD,331513,issues,issues,issues,issues,issues,issues,110006148061.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
571,44035SHLMT164FR,SHALMET CORP,331221,issues,issues,issues,issues,issues,CARPENTER TECHNOLOGY CORP,110000385486.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
602,60804CRYST2800S,COREY STEEL CO,331110,issues,issues,issues,issues,issues,SPECIALTY STEEL WORKS,110014339974.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
682,77091FRGDP655NH,FORGED PRODUCTS,332111,issues,issues,issues,issues,issues,issues,110005053609.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
685,18106PHNXH7550W,PHOENIX HOTFORM,332111,issues,issues,issues,issues,issues,issues,110002096053.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
686,0289WMTRLS8CENT,Q-TECH LLC D/B/A MATERIAL SAMPLING TECHNOLOGIES,331492,issues,issues,issues,issues,issues,Q TECH,110004934313.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
