FlowName,Compartment,FlowAmount,Unit,DataReliability,Source,Year,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,FlowChemIdentifier
Carbon Dioxide,air,300.0,kg,2.0,GHGRP,2017.0,110067620284.0,CARBO Ceramics Inc. - Eufaula Plant,36 ARCH DRIVE,EUFAULA,AL,36027.0,31.876973,-85.156068,BARBOUR COUNTY,327999,,1004334,18923-20-1
Carbon Dioxide,air,591821700.0,kg,4.99373510636734,GHGRP,2017.0,110008061765.0,GRAYMONT WESTERN US INC PILOT PEAK,15 MILES N.W. OF WENDOVER NV,WEST WENDOVER,NV,89883.0,40.82126,-114.250199,ELKO COUNTY,327410,,1005828,18923-20-1
Methane,air,27060.0,kg,4.994456762749445,GHGRP,2017.0,110008061765.0,GRAYMONT WESTERN US INC PILOT PEAK,15 MILES N.W. OF WENDOVER NV,WEST WENDOVER,NV,89883.0,40.82126,-114.250199,ELKO COUNTY,327410,,1005828,74-82-8
Nitrous Oxide,air,3939.0,kg,4.992383853769993,GHGRP,2017.0,110008061765.0,GRAYMONT WESTERN US INC PILOT PEAK,15 MILES N.W. OF WENDOVER NV,WEST WENDOVER,NV,89883.0,40.82126,-114.250199,ELKO COUNTY,327410,,1005828,126386-65-0
Carbon Dioxide,air,33050200.0,kg,2.0,GHGRP,2017.0,110070739565.0,"USG INTERIORS, LLC - WALWORTH PLANT",208 ADELINE ST,WALWORTH,WI,53184.0,42.535791,-88.601926,WALWORTH COUNTY,327999,,1006051,18923-20-1
Methane,air,1480.0,kg,2.0,GHGRP,2017.0,110070739565.0,"USG INTERIORS, LLC - WALWORTH PLANT",208 ADELINE ST,WALWORTH,WI,53184.0,42.535791,-88.601926,WALWORTH COUNTY,327999,,1006051,74-82-8
Nitrous Oxide,air,197.0,kg,2.0,GHGRP,2017.0,110070739565.0,"USG INTERIORS, LLC - WALWORTH PLANT",208 ADELINE ST,WALWORTH,WI,53184.0,42.535791,-88.601926,WALWORTH COUNTY,327999,,1006051,126386-65-0
Carbon Dioxide,air,154000.0,kg,-54.78961038961039,GHGRP,2017.0,110001936488.0,ALLEN COUNTY PUBLIC WORKS,1170 2800TH ST,LA HARPE,KS,66751.0,37.901209,-95.280776,ALLEN COUNTY,562212,,1007192,18923-20-1
Methane,air,2543790.0,kg,4.999728751194084,GHGRP,2017.0,110001936488.0,ALLEN COUNTY PUBLIC WORKS,1170 2800TH ST,LA HARPE,KS,66751.0,37.901209,-95.280776,ALLEN COUNTY,562212,,1007192,74-82-8
Nitrous Oxide,air,113.0,kg,2.0,GHGRP,2017.0,110001936488.0,ALLEN COUNTY PUBLIC WORKS,1170 2800TH ST,LA HARPE,KS,66751.0,37.901209,-95.280776,ALLEN COUNTY,562212,,1007192,126386-65-0
