FACILITY_ID,STKHGT,STKDIAM,STKTEMP,STKFLOW,STKVEL,FacilityID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC
2670411,38,2.5,600,38.6666,7.8739,2670411,Natural Gas Pipeline Co,RR 2 Box 142b,St Elmo,IL,62458,39.1019,-88.85949999999998,Fayette,486210,
2670411,31,2.5,600,141.6666,28.8484,2670411,Natural Gas Pipeline Co,RR 2 Box 142b,St Elmo,IL,62458,39.1019,-88.85949999999998,Fayette,486210,
2670411,49,2,350,147.65,46.9795,2670411,Natural Gas Pipeline Co,RR 2 Box 142b,St Elmo,IL,62458,39.1019,-88.85949999999998,Fayette,486210,
2670411,60,2.8,600,83.3333,13.5281,2670411,Natural Gas Pipeline Co,RR 2 Box 142b,St Elmo,IL,62458,39.1019,-88.85949999999998,Fayette,486210,
2670411,41,2,750,158.3333,50.3787,2670411,Natural Gas Pipeline Co,RR 2 Box 142b,St Elmo,IL,62458,39.1019,-88.85949999999998,Fayette,486210,
2670411,33,2.8,800,55.0,8.9285,2670411,Natural Gas Pipeline Co,RR 2 Box 142b,St Elmo,IL,62458,39.1019,-88.85949999999998,Fayette,486210,
2670411,46,2.37,1800,182.0,41.2391,2670411,Natural Gas Pipeline Co,RR 2 Box 142b,St Elmo,IL,62458,39.1019,-88.85949999999998,Fayette,486210,
2670411,25,1.34,425,60.0,42.5282,2670411,Natural Gas Pipeline Co,RR 2 Box 142b,St Elmo,IL,62458,39.1019,-88.85949999999998,Fayette,486210,
4031211,150,2,1832,0.3333,.106,4031211,WAHA GAS PLANT,0.5 MI S OF FM 1450 ON FM 1776 THEN 1 MI W,COYANOSA,TX,79730,31.2682,-103.087,Pecos,211112,
4031211,20.2,1,907,,167,4031211,WAHA GAS PLANT,0.5 MI S OF FM 1450 ON FM 1776 THEN 1 MI W,COYANOSA,TX,79730,31.2682,-103.087,Pecos,211112,
4031211,13,1.5,700,,73,4031211,WAHA GAS PLANT,0.5 MI S OF FM 1450 ON FM 1776 THEN 1 MI W,COYANOSA,TX,79730,31.2682,-103.087,Pecos,211112,
4031211,10,.1,70,,.1,4031211,WAHA GAS PLANT,0.5 MI S OF FM 1450 ON FM 1776 THEN 1 MI W,COYANOSA,TX,79730,31.2682,-103.087,Pecos,211112,
4031211,16,3,80,,.1,4031211,WAHA GAS PLANT,0.5 MI S OF FM 1450 ON FM 1776 THEN 1 MI W,COYANOSA,TX,79730,31.2682,-103.087,Pecos,211112,
4031211,25,1.5,867,,21.45,4031211,WAHA GAS PLANT,0.5 MI S OF FM 1450 ON FM 1776 THEN 1 MI W,COYANOSA,TX,79730,31.2682,-103.087,Pecos,211112,
4031211,20,1,907,,167,4031211,WAHA GAS PLANT,0.5 MI S OF FM 1450 ON FM 1776 THEN 1 MI W,COYANOSA,TX,79730,31.2682,-103.087,Pecos,211112,
4031211,100,.833,1500,24.5,44.9377,4031211,WAHA GAS PLANT,0.5 MI S OF FM 1450 ON FM 1776 THEN 1 MI W,COYANOSA,TX,79730,31.2682,-103.087,Pecos,211112,
4031211,12,.33,851,,70,4031211,WAHA GAS PLANT,0.5 MI S OF FM 1450 ON FM 1776 THEN 1 MI W,COYANOSA,TX,79730,31.2682,-103.087,Pecos,211112,
4031211,35,1,700,,95.12,4031211,WAHA GAS PLANT,0.5 MI S OF FM 1450 ON FM 1776 THEN 1 MI W,COYANOSA,TX,79730,31.2682,-103.087,Pecos,211112,
4031211,17,.83,700,,58.2,4031211,WAHA GAS PLANT,0.5 MI S OF FM 1450 ON FM 1776 THEN 1 MI W,COYANOSA,TX,79730,31.2682,-103.087,Pecos,211112,
4031211,20,1.5,550,,1,4031211,WAHA GAS PLANT,0.5 MI S OF FM 1450 ON FM 1776 THEN 1 MI W,COYANOSA,TX,79730,31.2682,-103.087,Pecos,211112,
4031211,26,2.5,850,,78,4031211,WAHA GAS PLANT,0.5 MI S OF FM 1450 ON FM 1776 THEN 1 MI W,COYANOSA,TX,79730,31.2682,-103.087,Pecos,211112,
4031211,,,,,,4031211,WAHA GAS PLANT,0.5 MI S OF FM 1450 ON FM 1776 THEN 1 MI W,COYANOSA,TX,79730,31.2682,-103.087,Pecos,211112,
4031211,23.6,1.5,867,,112,4031211,WAHA GAS PLANT,0.5 MI S OF FM 1450 ON FM 1776 THEN 1 MI W,COYANOSA,TX,79730,31.2682,-103.087,Pecos,211112,
4031211,104,6,800,,6.1,4031211,WAHA GAS PLANT,0.5 MI S OF FM 1450 ON FM 1776 THEN 1 MI W,COYANOSA,TX,79730,31.2682,-103.087,Pecos,211112,
4031211,45,2.5,700,,64,4031211,WAHA GAS PLANT,0.5 MI S OF FM 1450 ON FM 1776 THEN 1 MI W,COYANOSA,TX,79730,31.2682,-103.087,Pecos,211112,
4031211,33,.7,150,,5.06,4031211,WAHA GAS PLANT,0.5 MI S OF FM 1450 ON FM 1776 THEN 1 MI W,COYANOSA,TX,79730,31.2682,-103.087,Pecos,211112,
6318211,100,6,510,145.2833,5.1,6318211,DCP Antrim Gas LLC,6250 OLD STATE RD,JOHANNESBURG,MI,49751,44.91,-84.542,Otsego,486210,
6318211,26.8,.833,650,2.0833,3.8,6318211,DCP Antrim Gas LLC,6250 OLD STATE RD,JOHANNESBURG,MI,49751,44.91,-84.542,Otsego,486210,
6318211,24,.167,220,0.4166,19.1,6318211,DCP Antrim Gas LLC,6250 OLD STATE RD,JOHANNESBURG,MI,49751,44.91,-84.542,Otsego,486210,
6318211,34,4,800,1250.0,99.5,6318211,DCP Antrim Gas LLC,6250 OLD STATE RD,JOHANNESBURG,MI,49751,44.91,-84.542,Otsego,486210,
6318211,30,.167,209,0.8833,40.5,6318211,DCP Antrim Gas LLC,6250 OLD STATE RD,JOHANNESBURG,MI,49751,44.91,-84.542,Otsego,486210,
6318211,30,.167,206,0.8833,40.5,6318211,DCP Antrim Gas LLC,6250 OLD STATE RD,JOHANNESBURG,MI,49751,44.91,-84.542,Otsego,486210,
6318211,35,.83,730,90.7833,167.8,6318211,DCP Antrim Gas LLC,6250 OLD STATE RD,JOHANNESBURG,MI,49751,44.91,-84.542,Otsego,486210,
6318211,75,1.333,120,124.2666,89,6318211,DCP Antrim Gas LLC,6250 OLD STATE RD,JOHANNESBURG,MI,49751,44.91,-84.542,Otsego,486210,
6318211,,,,,,6318211,DCP Antrim Gas LLC,6250 OLD STATE RD,JOHANNESBURG,MI,49751,44.91,-84.542,Otsego,486210,
6318211,14.5,1,540,9.0,11.5,6318211,DCP Antrim Gas LLC,6250 OLD STATE RD,JOHANNESBURG,MI,49751,44.91,-84.542,Otsego,486210,
6318211,55,.5,120,38.3333,195.2,6318211,DCP Antrim Gas LLC,6250 OLD STATE RD,JOHANNESBURG,MI,49751,44.91,-84.542,Otsego,486210,
6318211,95,6,700,540.2666,19.1,6318211,DCP Antrim Gas LLC,6250 OLD STATE RD,JOHANNESBURG,MI,49751,44.91,-84.542,Otsego,486210,
