FlowName,Compartment,FlowAmount,Unit,DataReliability,Source,Year,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,FlowChemIdentifier
Carbon Dioxide,air,134314000.0,kg,5.0,GHGRP,2011.0,110015969941.0,NUCOR STEEL SEATTLE INC,2424 SOUTHWEST ANDOVER STREET,SEATTLE,WA,98106,47.569331,-122.367332,KING,331111,,1000029,18923-20-1
Methane,air,740.0,kg,5.0,GHGRP,2011.0,110015969941.0,NUCOR STEEL SEATTLE INC,2424 SOUTHWEST ANDOVER STREET,SEATTLE,WA,98106,47.569331,-122.367332,KING,331111,,1000029,74-82-8
Nitrous Oxide,air,7.0,kg,5.0,GHGRP,2011.0,110015969941.0,NUCOR STEEL SEATTLE INC,2424 SOUTHWEST ANDOVER STREET,SEATTLE,WA,98106,47.569331,-122.367332,KING,331111,,1000029,126386-65-0
Carbon Dioxide,air,648359500.0,kg,2.1466223599715897,GHGRP,2011.0,110042043384.0,US Steel (Clairton Coke),400 STATE ST,CLAIRTON,PA,15025,40.3097,-79.8819,Allegheny,324199,,1000124,18923-20-1
Methane,air,11150.0,kg,2.0,GHGRP,2011.0,110042043384.0,US Steel (Clairton Coke),400 STATE ST,CLAIRTON,PA,15025,40.3097,-79.8819,Allegheny,324199,,1000124,74-82-8
Nitrous Oxide,air,2220.0,kg,2.0,GHGRP,2011.0,110042043384.0,US Steel (Clairton Coke),400 STATE ST,CLAIRTON,PA,15025,40.3097,-79.8819,Allegheny,324199,,1000124,126386-65-0
Carbon Dioxide,air,55526600.0,kg,2.0,GHGRP,2011.0,110071161996.0,SONNEBORN LLC/PETROLIA PLT,100 SONNEBORN LN,PETROLIA,PA,16050,41.01509,-79.71735,BUTLER COUNTY,324199,,1000140,18923-20-1
Methane,air,1200.0,kg,2.0,GHGRP,2011.0,110071161996.0,SONNEBORN LLC/PETROLIA PLT,100 SONNEBORN LN,PETROLIA,PA,16050,41.01509,-79.71735,BUTLER COUNTY,324199,,1000140,74-82-8
Nitrous Oxide,air,130.0,kg,2.0,GHGRP,2011.0,110071161996.0,SONNEBORN LLC/PETROLIA PLT,100 SONNEBORN LN,PETROLIA,PA,16050,41.01509,-79.71735,BUTLER COUNTY,324199,,1000140,126386-65-0
Carbon Dioxide,air,2528370200.0,kg,2.3729285766775767,GHGRP,2011.0,110000389847.0,"RG Steel, LLC",1040 PINE AVE SE,WARREN,OH,44482,41.2119,-80.8176,Trumbull,331111,,1000177,18923-20-1
Methane,air,7610.0,kg,2.0039421813403417,GHGRP,2011.0,110000389847.0,"RG Steel, LLC",1040 PINE AVE SE,WARREN,OH,44482,41.2119,-80.8176,Trumbull,331111,,1000177,74-82-8
Nitrous Oxide,air,1704.0,kg,2.073943661971831,GHGRP,2011.0,110000389847.0,"RG Steel, LLC",1040 PINE AVE SE,WARREN,OH,44482,41.2119,-80.8176,Trumbull,331111,,1000177,126386-65-0
Carbon Dioxide,air,169817400.0,kg,2.03966024682983,GHGRP,2011.0,110000583850.0,INTERNATIONAL WAXES INC,45 Route 446,SMETHPORT,PA,16749,41.860556,-78.445,MCKEAN COUNTY,324199,,1000193,18923-20-1
Methane,air,14830.0,kg,2.008091706001349,GHGRP,2011.0,110000583850.0,INTERNATIONAL WAXES INC,45 Route 446,SMETHPORT,PA,16749,41.860556,-78.445,MCKEAN COUNTY,324199,,1000193,74-82-8
Nitrous Oxide,air,2172.0,kg,2.0,GHGRP,2011.0,110000583850.0,INTERNATIONAL WAXES INC,45 Route 446,SMETHPORT,PA,16749,41.860556,-78.445,MCKEAN COUNTY,324199,,1000193,126386-65-0
Carbon Dioxide,air,140220200.0,kg,2.0,GHGRP,2011.0,110000592788.0,AK STEEL CORPORATION,6500 N US HIGHWAY 231,ROCKPORT,IN,47635,37.9849,-87.0259,SPENCER,331111,,1000214,18923-20-1
Methane,air,2640.0,kg,2.0,GHGRP,2011.0,110000592788.0,AK STEEL CORPORATION,6500 N US HIGHWAY 231,ROCKPORT,IN,47635,37.9849,-87.0259,SPENCER,331111,,1000214,74-82-8
Nitrous Oxide,air,264.0,kg,2.0,GHGRP,2011.0,110000592788.0,AK STEEL CORPORATION,6500 N US HIGHWAY 231,ROCKPORT,IN,47635,37.9849,-87.0259,SPENCER,331111,,1000214,126386-65-0
Carbon Dioxide,air,135424600.0,kg,2.086350633489041,GHGRP,2011.0,110060019769.0,Shenango Incorporated,200 NEVILLE RD.,PITTSBURGH,PA,15225,40.4967,-80.0756,Allegheny,324199,,1000235,18923-20-1
Methane,air,1440.0,kg,2.0,GHGRP,2011.0,110060019769.0,Shenango Incorporated,200 NEVILLE RD.,PITTSBURGH,PA,15225,40.4967,-80.0756,Allegheny,324199,,1000235,74-82-8
Nitrous Oxide,air,317.0,kg,2.0,GHGRP,2011.0,110060019769.0,Shenango Incorporated,200 NEVILLE RD.,PITTSBURGH,PA,15225,40.4967,-80.0756,Allegheny,324199,,1000235,126386-65-0
Carbon Dioxide,air,193705100.0,kg,2.0978838450820345,GHGRP,2011.0,110057387420.0,ArcelorMittal Weirton LLC,100 Pennsylvania Avenue,WEIRTON,WV,26062,40.422,-80.5955,Hancock,332813,,1000260,18923-20-1
Methane,air,4390.0,kg,2.580865603644647,GHGRP,2011.0,110057387420.0,ArcelorMittal Weirton LLC,100 Pennsylvania Avenue,WEIRTON,WV,26062,40.422,-80.5955,Hancock,332813,,1000260,74-82-8
Nitrous Oxide,air,525.0,kg,2.9771428571428573,GHGRP,2011.0,110057387420.0,ArcelorMittal Weirton LLC,100 Pennsylvania Avenue,WEIRTON,WV,26062,40.422,-80.5955,Hancock,332813,,1000260,126386-65-0
Carbon Dioxide,air,4519321500.0,kg,3.0220702377558224,GHGRP,2011.0,110000392557.0,AK Steel Corporation - Middletown,1801 CRAWFORD STREET,MIDDLETOWN,OH,45043,39.4968,-84.3901,Butler,331111,,1000274,18923-20-1
Methane,air,29160.0,kg,2.0185185185185186,GHGRP,2011.0,110000392557.0,AK Steel Corporation - Middletown,1801 CRAWFORD STREET,MIDDLETOWN,OH,45043,39.4968,-84.3901,Butler,331111,,1000274,74-82-8
Nitrous Oxide,air,4404.0,kg,2.438010899182561,GHGRP,2011.0,110000392557.0,AK Steel Corporation - Middletown,1801 CRAWFORD STREET,MIDDLETOWN,OH,45043,39.4968,-84.3901,Butler,331111,,1000274,126386-65-0
Carbon Dioxide,air,73935200.0,kg,3.4522906545190923,GHGRP,2011.0,110041192410.0,"BD LAPLACE, LLC",138 HWY 3217,LAPLACE,LA,70068,30.03686,-90.46454,ST JOHN THE BAPTIST,331111,,1000330,18923-20-1
Methane,air,720.0,kg,2.0,GHGRP,2011.0,110041192410.0,"BD LAPLACE, LLC",138 HWY 3217,LAPLACE,LA,70068,30.03686,-90.46454,ST JOHN THE BAPTIST,331111,,1000330,74-82-8
Nitrous Oxide,air,72.0,kg,2.0,GHGRP,2011.0,110041192410.0,"BD LAPLACE, LLC",138 HWY 3217,LAPLACE,LA,70068,30.03686,-90.46454,ST JOHN THE BAPTIST,331111,,1000330,126386-65-0
Carbon Dioxide,air,99331600.0,kg,2.36109354928341,GHGRP,2011.0,110002097766.0,CHAPARRAL STEEL,25801 HOFHEIMER WAY,PETERSBURG,VA,23803,37.179193,-77.447791,PETERSBURG CITY,331111,,1000394,18923-20-1
Methane,air,1650.0,kg,2.0,GHGRP,2011.0,110002097766.0,CHAPARRAL STEEL,25801 HOFHEIMER WAY,PETERSBURG,VA,23803,37.179193,-77.447791,PETERSBURG CITY,331111,,1000394,74-82-8
Nitrous Oxide,air,165.0,kg,2.0,GHGRP,2011.0,110002097766.0,CHAPARRAL STEEL,25801 HOFHEIMER WAY,PETERSBURG,VA,23803,37.179193,-77.447791,PETERSBURG CITY,331111,,1000394,126386-65-0
