FlowName,Compartment,FlowAmount,Unit,DataReliability,Source,Year,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,FlowChemIdentifier_x,FlowChemIdentifier_y
Methane,air,280.0,kg,2.0,GHGRP,2011.0,110000342889.0,ROANOKE ELECTRIC STEEL CORPORATION,102 WESTSIDE BOULEVARD,ROANOKE,VA,24017,37.27251,-79.99861,ROANOKE CITY,331111,,1000714,74-82-8,74-82-8
Nitrous Oxide,air,30.0,kg,2.0,GHGRP,2011.0,110000342889.0,ROANOKE ELECTRIC STEEL CORPORATION,102 WESTSIDE BOULEVARD,ROANOKE,VA,24017,37.27251,-79.99861,ROANOKE CITY,331111,,1000714,126386-65-0,126386-65-0
Carbon Dioxide,air,89059300.0,kg,3.049344650137605,GHGRP,2011.0,110041343267.0,GERDAU AMERISTEEL CARTERSVILLE STEEL MILL,384 OLD GRASSDALE RD NE,CARTERSVILLE,GA,30121,34.242779,-84.797775,BARTOW COUNTY,331111,,1001103,18923-20-1,18923-20-1
Methane,air,1090.0,kg,2.0,GHGRP,2011.0,110041343267.0,GERDAU AMERISTEEL CARTERSVILLE STEEL MILL,384 OLD GRASSDALE RD NE,CARTERSVILLE,GA,30121,34.242779,-84.797775,BARTOW COUNTY,331111,,1001103,74-82-8,74-82-8
Nitrous Oxide,air,109.0,kg,2.0,GHGRP,2011.0,110041343267.0,GERDAU AMERISTEEL CARTERSVILLE STEEL MILL,384 OLD GRASSDALE RD NE,CARTERSVILLE,GA,30121,34.242779,-84.797775,BARTOW COUNTY,331111,,1001103,126386-65-0,126386-65-0
Carbon Dioxide,air,429068800.0,kg,2.35311469862176,GHGRP,2011.0,110042081939.0,MOUNTAIN STATE CARBON,1851 MAIN ST,FOLLANSBEE,WV,26037,40.34361,-80.60667,BROOKE,331111,,1001563,18923-20-1,18923-20-1
Methane,air,4450.0,kg,2.2831460674157302,GHGRP,2011.0,110042081939.0,MOUNTAIN STATE CARBON,1851 MAIN ST,FOLLANSBEE,WV,26037,40.34361,-80.60667,BROOKE,331111,,1001563,74-82-8,74-82-8
Nitrous Oxide,air,890.0,kg,2.2932584269662923,GHGRP,2011.0,110042081939.0,MOUNTAIN STATE CARBON,1851 MAIN ST,FOLLANSBEE,WV,26037,40.34361,-80.60667,BROOKE,331111,,1001563,126386-65-0,126386-65-0
Carbon Dioxide,air,245028400.0,kg,4.790663449624615,GHGRP,2011.0,110008797864.0,US Steel - Keetac,1 MINE ROAD,KEEWATIN,MN,55753,47.41326,-93.06357,SAINT LOUIS,212210,,1001618,18923-20-1,18923-20-1
Methane,air,320.0,kg,2.0,GHGRP,2011.0,110008797864.0,US Steel - Keetac,1 MINE ROAD,KEEWATIN,MN,55753,47.41326,-93.06357,SAINT LOUIS,212210,,1001618,74-82-8,74-82-8
Nitrous Oxide,air,32.0,kg,2.0,GHGRP,2011.0,110008797864.0,US Steel - Keetac,1 MINE ROAD,KEEWATIN,MN,55753,47.41326,-93.06357,SAINT LOUIS,212210,,1001618,126386-65-0,126386-65-0
Carbon Dioxide,air,1353142600.0,kg,4.8718401150034,GHGRP,2011.0,110008799247.0,US STEEL - Minntac,8819 OLD HIGHWAY 169,MOUNTAIN IRON,MN,55768,47.564451,-92.63057,SAINT LOUIS,212210,,1001621,18923-20-1,18923-20-1
Methane,air,1100.0,kg,2.0,GHGRP,2011.0,110008799247.0,US STEEL - Minntac,8819 OLD HIGHWAY 169,MOUNTAIN IRON,MN,55768,47.564451,-92.63057,SAINT LOUIS,212210,,1001621,74-82-8,74-82-8
Nitrous Oxide,air,111.0,kg,2.0,GHGRP,2011.0,110008799247.0,US STEEL - Minntac,8819 OLD HIGHWAY 169,MOUNTAIN IRON,MN,55768,47.564451,-92.63057,SAINT LOUIS,212210,,1001621,126386-65-0,126386-65-0
Carbon Dioxide,air,72370000.0,kg,3.268688683156004,GHGRP,2011.0,110000330927.0,ELLWOOD QUALITY STEELS,700 MORAVIA STREET,NEW CASTLE,PA,16101,40.99341,-80.34696,LAWRENCE COUNTY,331111,,1001669,18923-20-1,18923-20-1
Methane,air,810.0,kg,2.074074074074074,GHGRP,2011.0,110000330927.0,ELLWOOD QUALITY STEELS,700 MORAVIA STREET,NEW CASTLE,PA,16101,40.99341,-80.34696,LAWRENCE COUNTY,331111,,1001669,74-82-8,74-82-8
Nitrous Oxide,air,84.0,kg,2.142857142857143,GHGRP,2011.0,110000330927.0,ELLWOOD QUALITY STEELS,700 MORAVIA STREET,NEW CASTLE,PA,16101,40.99341,-80.34696,LAWRENCE COUNTY,331111,,1001669,126386-65-0,126386-65-0
Carbon Dioxide,air,25755000.0,kg,2.305066977285964,GHGRP,2011.0,110000331374.0,ELLWOOD NATL FORGE,ONE FRONT ST,IRVINE,PA,16329,41.841555,-79.27005,WARREN COUNTY,331111,,1001673,18923-20-1,18923-20-1
Methane,air,430.0,kg,2.0,GHGRP,2011.0,110000331374.0,ELLWOOD NATL FORGE,ONE FRONT ST,IRVINE,PA,16329,41.841555,-79.27005,WARREN COUNTY,331111,,1001673,74-82-8,74-82-8
Nitrous Oxide,air,44.0,kg,2.0,GHGRP,2011.0,110000331374.0,ELLWOOD NATL FORGE,ONE FRONT ST,IRVINE,PA,16329,41.841555,-79.27005,WARREN COUNTY,331111,,1001673,126386-65-0,126386-65-0
Carbon Dioxide,air,82872900.0,kg,2.0010099803433934,GHGRP,2011.0,110020673378.0,HUNTINGTON INGALLS INCORPORATED,4101 WASHINGTON AVE,NEWPORT NEWS,VA,23607,36.990641,-76.432803,NEWPORT NEWS CITY,336611,,1001958,18923-20-1,18923-20-1
Methane,air,2910.0,kg,2.0,GHGRP,2011.0,110020673378.0,HUNTINGTON INGALLS INCORPORATED,4101 WASHINGTON AVE,NEWPORT NEWS,VA,23607,36.990641,-76.432803,NEWPORT NEWS CITY,336611,,1001958,74-82-8,74-82-8
Nitrous Oxide,air,550.0,kg,2.0,GHGRP,2011.0,110020673378.0,HUNTINGTON INGALLS INCORPORATED,4101 WASHINGTON AVE,NEWPORT NEWS,VA,23607,36.990641,-76.432803,NEWPORT NEWS CITY,336611,,1001958,126386-65-0,126386-65-0
Carbon Dioxide,air,363353700.0,kg,3.555739490199219,GHGRP,2011.0,110008524034.0,SSAB Iowa Inc.,1770 BILL SHARP BOULEVARD,MUSCATINE,IA,52761,41.48553,-90.82278,MUSCATINE COUNTY,331111,,1002147,18923-20-1,18923-20-1
Methane,air,3310.0,kg,2.0,GHGRP,2011.0,110008524034.0,SSAB Iowa Inc.,1770 BILL SHARP BOULEVARD,MUSCATINE,IA,52761,41.48553,-90.82278,MUSCATINE COUNTY,331111,,1002147,74-82-8,74-82-8
Nitrous Oxide,air,331.0,kg,2.0,GHGRP,2011.0,110008524034.0,SSAB Iowa Inc.,1770 BILL SHARP BOULEVARD,MUSCATINE,IA,52761,41.48553,-90.82278,MUSCATINE COUNTY,331111,,1002147,126386-65-0,126386-65-0
Carbon Dioxide,air,82456000.0,kg,3.2226156980692733,GHGRP,2011.0,110009072984.0,GERDAU AMERISTEEL JACKSONVILLE MILL,16770 REBAR ROAD,BALDWIN,FL,32234,30.28835,-81.977729,DUVAL COUNTY,331111,,1002216,18923-20-1,18923-20-1
Methane,air,920.0,kg,2.0,GHGRP,2011.0,110009072984.0,GERDAU AMERISTEEL JACKSONVILLE MILL,16770 REBAR ROAD,BALDWIN,FL,32234,30.28835,-81.977729,DUVAL COUNTY,331111,,1002216,74-82-8,74-82-8
Nitrous Oxide,air,92.0,kg,2.0,GHGRP,2011.0,110009072984.0,GERDAU AMERISTEEL JACKSONVILLE MILL,16770 REBAR ROAD,BALDWIN,FL,32234,30.28835,-81.977729,DUVAL COUNTY,331111,,1002216,126386-65-0,126386-65-0
Carbon Dioxide,air,475226800.0,kg,3.8327539608456425,GHGRP,2011.0,110000353527.0,NUCOR STEEL - BERKELEY,1455 HAGAN AVENUE,HUGER,SC,29450,33.006008,-79.882331,BERKELEY,331111,,1002266,18923-20-1,18923-20-1
Methane,air,4130.0,kg,2.464891041162228,GHGRP,2011.0,110000353527.0,NUCOR STEEL - BERKELEY,1455 HAGAN AVENUE,HUGER,SC,29450,33.006008,-79.882331,BERKELEY,331111,,1002266,74-82-8,74-82-8
Nitrous Oxide,air,413.0,kg,2.464891041162228,GHGRP,2011.0,110000353527.0,NUCOR STEEL - BERKELEY,1455 HAGAN AVENUE,HUGER,SC,29450,33.006008,-79.882331,BERKELEY,331111,,1002266,126386-65-0,126386-65-0
Carbon Dioxide,air,95155200.0,kg,3.655934725585149,GHGRP,2011.0,110038174098.0,"NUCOR STEEL KANKAKEE, INC.",ONE NUCOR WAY,BOURBONNAIS,IL,60914,41.18133,-87.85664,KANKAKEE,331111,,1002621,18923-20-1,18923-20-1
Methane,air,800.0,kg,2.0,GHGRP,2011.0,110038174098.0,"NUCOR STEEL KANKAKEE, INC.",ONE NUCOR WAY,BOURBONNAIS,IL,60914,41.18133,-87.85664,KANKAKEE,331111,,1002621,74-82-8,74-82-8
Nitrous Oxide,air,80.0,kg,2.0,GHGRP,2011.0,110038174098.0,"NUCOR STEEL KANKAKEE, INC.",ONE NUCOR WAY,BOURBONNAIS,IL,60914,41.18133,-87.85664,KANKAKEE,331111,,1002621,126386-65-0,126386-65-0
Carbon Dioxide,air,810563700.0,kg,4.999424474597123,GHGRP,2011.0,110054816703.0,"HAVERHILL COKE COMPANY, LLC",2446 GALLIA PIKE,FRANKLIN FURNACE,OH,45629,38.60056,-82.825,SCIOTO,324199,,1002777,18923-20-1,18923-20-1
Methane,air,190.0,kg,4.842105263157895,GHGRP,2011.0,110054816703.0,"HAVERHILL COKE COMPANY, LLC",2446 GALLIA PIKE,FRANKLIN FURNACE,OH,45629,38.60056,-82.825,SCIOTO,324199,,1002777,74-82-8,74-82-8
Nitrous Oxide,air,20.0,kg,4.7,GHGRP,2011.0,110054816703.0,"HAVERHILL COKE COMPANY, LLC",2446 GALLIA PIKE,FRANKLIN FURNACE,OH,45629,38.60056,-82.825,SCIOTO,324199,,1002777,126386-65-0,126386-65-0
Carbon Dioxide,air,286466200.0,kg,2.53555218730866,GHGRP,2011.0,110070828184.0,AK STEEL CORP/BUTLER WORKS,1 ARMCO DR,BUTLER,PA,16003,40.82926,-79.94273,BUTLER,331111,,1002903,18923-20-1,18923-20-1
Methane,air,4430.0,kg,2.0,GHGRP,2011.0,110070828184.0,AK STEEL CORP/BUTLER WORKS,1 ARMCO DR,BUTLER,PA,16003,40.82926,-79.94273,BUTLER,331111,,1002903,74-82-8,74-82-8
Nitrous Oxide,air,443.0,kg,2.0,GHGRP,2011.0,110070828184.0,AK STEEL CORP/BUTLER WORKS,1 ARMCO DR,BUTLER,PA,16003,40.82926,-79.94273,BUTLER,331111,,1002903,126386-65-0,126386-65-0
Carbon Dioxide,air,418334000.0,kg,3.9980470150645178,GHGRP,2011.0,110024423131.0,NUCOR STEEL HERTFORD COUNTY,1505 RIVER RD,COFIELD,NC,27922,36.355216,-76.81115,HERTFORD,331111,,1002958,18923-20-1,18923-20-1
Methane,air,2640.0,kg,2.0,GHGRP,2011.0,110024423131.0,NUCOR STEEL HERTFORD COUNTY,1505 RIVER RD,COFIELD,NC,27922,36.355216,-76.81115,HERTFORD,331111,,1002958,74-82-8,74-82-8
Nitrous Oxide,air,260.0,kg,2.0,GHGRP,2011.0,110024423131.0,NUCOR STEEL HERTFORD COUNTY,1505 RIVER RD,COFIELD,NC,27922,36.355216,-76.81115,HERTFORD,331111,,1002958,126386-65-0,126386-65-0
Carbon Dioxide,air,79470400.0,kg,2.714877488977028,GHGRP,2011.0,110000453401.0,GERDAU - FORT SMITH MILL,5225 PLANTERS ROAD,FORT SMITH,AR,72916,35.3025,-94.375278,SEBASTIAN COUNTY,331111,,1003052,18923-20-1,18923-20-1
Methane,air,1140.0,kg,2.0,GHGRP,2011.0,110000453401.0,GERDAU - FORT SMITH MILL,5225 PLANTERS ROAD,FORT SMITH,AR,72916,35.3025,-94.375278,SEBASTIAN COUNTY,331111,,1003052,74-82-8,74-82-8
Nitrous Oxide,air,110.0,kg,2.0,GHGRP,2011.0,110000453401.0,GERDAU - FORT SMITH MILL,5225 PLANTERS ROAD,FORT SMITH,AR,72916,35.3025,-94.375278,SEBASTIAN COUNTY,331111,,1003052,126386-65-0,126386-65-0
Carbon Dioxide,air,99709100.0,kg,3.3903956609777843,GHGRP,2011.0,110000374005.0,NUCOR STEEL MEMPHIS INC,3601 PAUL R LOWRY ROAD,MEMPHIS,TN,38109,35.04991,-90.15314,SHELBY COUNTY,331111,,1003093,18923-20-1,18923-20-1
Methane,air,1010.0,kg,2.0,GHGRP,2011.0,110000374005.0,NUCOR STEEL MEMPHIS INC,3601 PAUL R LOWRY ROAD,MEMPHIS,TN,38109,35.04991,-90.15314,SHELBY COUNTY,331111,,1003093,74-82-8,74-82-8
Nitrous Oxide,air,103.0,kg,2.0,GHGRP,2011.0,110000374005.0,NUCOR STEEL MEMPHIS INC,3601 PAUL R LOWRY ROAD,MEMPHIS,TN,38109,35.04991,-90.15314,SHELBY COUNTY,331111,,1003093,126386-65-0,126386-65-0
Carbon Dioxide,air,564568000.0,kg,4.999511130634397,GHGRP,2011.0,110043807538.0,GATEWAY ENERGY & COKE CO LLC,2585 EDWARDSVILLE RD,GRANITE CITY,IL,62040,38.69531,-90.1338,MADISON COUNTY,324199,,1003204,18923-20-1,18923-20-1
Nitrous Oxide,air,1.0,kg,2.0,GHGRP,2011.0,110043807538.0,GATEWAY ENERGY & COKE CO LLC,2585 EDWARDSVILLE RD,GRANITE CITY,IL,62040,38.69531,-90.1338,MADISON COUNTY,324199,,1003204,126386-65-0,126386-65-0
Carbon Dioxide,air,65307000.0,kg,3.3230281593091093,GHGRP,2011.0,110000438679.0,ALTON STEEL COMPANY,#5 CUT ST.,ALTON,IL,62002,38.88321,-90.14503,MADISON,331111,,1003268,18923-20-1,18923-20-1
Methane,air,690.0,kg,2.0,GHGRP,2011.0,110000438679.0,ALTON STEEL COMPANY,#5 CUT ST.,ALTON,IL,62002,38.88321,-90.14503,MADISON,331111,,1003268,74-82-8,74-82-8
Nitrous Oxide,air,70.0,kg,2.0,GHGRP,2011.0,110000438679.0,ALTON STEEL COMPANY,#5 CUT ST.,ALTON,IL,62002,38.88321,-90.14503,MADISON,331111,,1003268,126386-65-0,126386-65-0
Carbon Dioxide,air,184628600.0,kg,2.3856612680808933,GHGRP,2011.0,110012566767.0,ARCELORMITTAL WARREN  (0278000648),2234 MAIN AVE SW,WARREN,OH,44481,41.211242,-80.81682,TRUMBULL,324199,,1003380,18923-20-1,18923-20-1
Methane,air,2280.0,kg,2.263157894736842,GHGRP,2011.0,110012566767.0,ARCELORMITTAL WARREN  (0278000648),2234 MAIN AVE SW,WARREN,OH,44481,41.211242,-80.81682,TRUMBULL,324199,,1003380,74-82-8,74-82-8
Nitrous Oxide,air,389.0,kg,2.3239074550128533,GHGRP,2011.0,110012566767.0,ARCELORMITTAL WARREN  (0278000648),2234 MAIN AVE SW,WARREN,OH,44481,41.211242,-80.81682,TRUMBULL,324199,,1003380,126386-65-0,126386-65-0
Carbon Dioxide,air,1469103100.0,kg,2.737483638826982,GHGRP,2011.0,110060497001.0,AK STEEL DEARBORN WORKS,4001 MILLER RD,DEARBORN,MI,48120,42.301742,-83.162934,WAYNE,331111,,1003403,18923-20-1,18923-20-1
Methane,air,6650.0,kg,2.0,GHGRP,2011.0,110060497001.0,AK STEEL DEARBORN WORKS,4001 MILLER RD,DEARBORN,MI,48120,42.301742,-83.162934,WAYNE,331111,,1003403,74-82-8,74-82-8
Nitrous Oxide,air,982.0,kg,2.0,GHGRP,2011.0,110060497001.0,AK STEEL DEARBORN WORKS,4001 MILLER RD,DEARBORN,MI,48120,42.301742,-83.162934,WAYNE,331111,,1003403,126386-65-0,126386-65-0
Carbon Dioxide,air,254519700.0,kg,3.8753958927344327,GHGRP,2011.0,110042026170.0,"Nucor Steel Tuscaloosa, Inc.",1700 Holt Road NE,Tuscaloosa,AL,35404,33.23375,-87.50693,TUSCALOOSA COUNTY,331111,,1003457,18923-20-1,18923-20-1
Methane,air,1800.0,kg,2.0,GHGRP,2011.0,110042026170.0,"Nucor Steel Tuscaloosa, Inc.",1700 Holt Road NE,Tuscaloosa,AL,35404,33.23375,-87.50693,TUSCALOOSA COUNTY,331111,,1003457,74-82-8,74-82-8
Nitrous Oxide,air,180.0,kg,2.0,GHGRP,2011.0,110042026170.0,"Nucor Steel Tuscaloosa, Inc.",1700 Holt Road NE,Tuscaloosa,AL,35404,33.23375,-87.50693,TUSCALOOSA COUNTY,331111,,1003457,126386-65-0,126386-65-0
Carbon Dioxide,air,35149500.0,kg,5.0,GHGRP,2011.0,110000772913.0,GERDAU AMERISTEEL US INC,1500 WEST 3RD STREET,WILTON,IA,52778,41.585661,-91.042156,MUSCATINE,331111,,1003577,18923-20-1,18923-20-1
Methane,air,490.0,kg,5.0,GHGRP,2011.0,110000772913.0,GERDAU AMERISTEEL US INC,1500 WEST 3RD STREET,WILTON,IA,52778,41.585661,-91.042156,MUSCATINE,331111,,1003577,74-82-8,74-82-8
Nitrous Oxide,air,49.0,kg,5.0,GHGRP,2011.0,110000772913.0,GERDAU AMERISTEEL US INC,1500 WEST 3RD STREET,WILTON,IA,52778,41.585661,-91.042156,MUSCATINE,331111,,1003577,126386-65-0,126386-65-0
Carbon Dioxide,air,53165400.0,kg,3.7287747294292894,GHGRP,2011.0,110000600154.0,VINTON STEEL LLC,INTERSTATE 10 AND VINTON ROAD,VINTON,TX,79821,31.96534,-106.585052,EL PASO,331111,,1003580,18923-20-1,18923-20-1
Methane,air,430.0,kg,2.0,GHGRP,2011.0,110000600154.0,VINTON STEEL LLC,INTERSTATE 10 AND VINTON ROAD,VINTON,TX,79821,31.96534,-106.585052,EL PASO,331111,,1003580,74-82-8,74-82-8
Nitrous Oxide,air,43.0,kg,2.0,GHGRP,2011.0,110000600154.0,VINTON STEEL LLC,INTERSTATE 10 AND VINTON ROAD,VINTON,TX,79821,31.96534,-106.585052,EL PASO,331111,,1003580,126386-65-0,126386-65-0
Carbon Dioxide,air,239114700.0,kg,3.155389442807155,GHGRP,2011.0,110005981928.0,ARCELORMITTAL PLATE LLC,139 MODENA RD,COATESVILLE,PA,19320,39.98301,-75.82791,CHESTER,331111,,1003668,18923-20-1,18923-20-1
Methane,air,2770.0,kg,2.0,GHGRP,2011.0,110005981928.0,ARCELORMITTAL PLATE LLC,139 MODENA RD,COATESVILLE,PA,19320,39.98301,-75.82791,CHESTER,331111,,1003668,74-82-8,74-82-8
Nitrous Oxide,air,277.0,kg,2.0,GHGRP,2011.0,110005981928.0,ARCELORMITTAL PLATE LLC,139 MODENA RD,COATESVILLE,PA,19320,39.98301,-75.82791,CHESTER,331111,,1003668,126386-65-0,126386-65-0
Carbon Dioxide,air,332765800.0,kg,4.884713513227621,GHGRP,2011.0,110056954808.0,ArcelorMittal Minorca Mine,5950 Old Highway 53,Virginia,MN,55792,47.559109,-92.518973,SAINT LOUIS,212210,,1003669,18923-20-1,18923-20-1
Methane,air,240.0,kg,2.0,GHGRP,2011.0,110056954808.0,ArcelorMittal Minorca Mine,5950 Old Highway 53,Virginia,MN,55792,47.559109,-92.518973,SAINT LOUIS,212210,,1003669,74-82-8,74-82-8
Nitrous Oxide,air,24.0,kg,2.0,GHGRP,2011.0,110056954808.0,ArcelorMittal Minorca Mine,5950 Old Highway 53,Virginia,MN,55792,47.559109,-92.518973,SAINT LOUIS,212210,,1003669,126386-65-0,126386-65-0
Carbon Dioxide,air,154579300.0,kg,2.976419223013689,GHGRP,2011.0,110056970461.0,"STEEL DYNAMICS, INC. (SDI)",8000 NORTH COUNTY ROAD 225 EAST,PITTSBORO,IN,46167,39.876783,-86.482113,HENDRICKS COUNTY,331111,,1003688,18923-20-1,18923-20-1
Methane,air,1970.0,kg,2.0,GHGRP,2011.0,110056970461.0,"STEEL DYNAMICS, INC. (SDI)",8000 NORTH COUNTY ROAD 225 EAST,PITTSBORO,IN,46167,39.876783,-86.482113,HENDRICKS COUNTY,331111,,1003688,74-82-8,74-82-8
Nitrous Oxide,air,197.0,kg,2.0,GHGRP,2011.0,110056970461.0,"STEEL DYNAMICS, INC. (SDI)",8000 NORTH COUNTY ROAD 225 EAST,PITTSBORO,IN,46167,39.876783,-86.482113,HENDRICKS COUNTY,331111,,1003688,126386-65-0,126386-65-0
Carbon Dioxide,air,463029000.0,kg,3.1425915007483334,GHGRP,2011.0,110024425237.0,TIMKENSTEEL CORP (1576000613),"1835 DUEBER AVENUE, S.W.",CANTON,OH,44706,40.780505,-81.397259,STARK,331111,,1003860,18923-20-1,18923-20-1
Methane,air,5400.0,kg,2.0,GHGRP,2011.0,110024425237.0,TIMKENSTEEL CORP (1576000613),"1835 DUEBER AVENUE, S.W.",CANTON,OH,44706,40.780505,-81.397259,STARK,331111,,1003860,74-82-8,74-82-8
Nitrous Oxide,air,540.0,kg,2.0,GHGRP,2011.0,110024425237.0,TIMKENSTEEL CORP (1576000613),"1835 DUEBER AVENUE, S.W.",CANTON,OH,44706,40.780505,-81.397259,STARK,331111,,1003860,126386-65-0,126386-65-0
Carbon Dioxide,air,259845300.0,kg,2.8407079135162343,GHGRP,2011.0,110000467833.0,CF & I STEEL L P/ DBA ROCKY MOUNTAIN STEEL MILLS,2100 SOUTH FREEWAY,PUEBLO,CO,81004,38.232627,-104.607257,PUEBLO,331111,,1003902,18923-20-1,18923-20-1
Methane,air,2342760.0,kg,4.995479690621319,GHGRP,2011.0,110000467833.0,CF & I STEEL L P/ DBA ROCKY MOUNTAIN STEEL MILLS,2100 SOUTH FREEWAY,PUEBLO,CO,81004,38.232627,-104.607257,PUEBLO,331111,,1003902,74-82-8,74-82-8
