,TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
0,2067WPRNCF31SKI,PRINCE FREDRICK PLANT,327310,issues,issues,issues,issues,issues,CHANEY ENTERPRISES LP,110001691456,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
206,9075WRDYMX9EPAT,A&A READY MIXED CONCRETE INC.,327310,issues,issues,issues,issues,issues,CAILLIER INVESTMENTS INC,110041409393,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
275,90201CSTMB6511S,CUSTOM BUILDING PRODUCTS INC.,327999,issues,issues,issues,issues,issues,CUSTOM BUILDING PRODUCTS INC,110000474193,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
296,3737WPSRDY21HAR,P & S READY MIX CONCRETE,327310,issues,issues,issues,issues,issues,issues,110006691348,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
328,3732WPSRDY22HUR,P & S READY MIX DBA P & S PLANT 2,327310,issues,issues,issues,issues,issues,issues,110043977872,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
343,9303WSSCTD392SD,ASSOCIATED READY MIXED CONCRETE INC.,327310,issues,issues,issues,issues,issues,CAILLIER INVESTMENTS INC,110055680892,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
385,5264WMDWST21WWA,MIDWEST PRECAST CONCRETE (MPC) ENTERPRISES INC,327999,issues,issues,issues,issues,issues,issues,110039132569,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
479,1568WBPNCS162IB,BPI INC-SCHENLEY PA PLANT,327999,issues,issues,issues,issues,issues,BPI INC (BY PRODUCT INDUSTRIES INC),110063667866,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
812,99206PYRTKE9601,PYROTEK INC,327999,issues,issues,issues,issues,issues,PYROTEK INC,110002151180,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
826,77356SCNPC31502,SCAN PAC MANUFACTURING INC,327999,issues,issues,issues,issues,issues,issues,110000769749,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
913,7440WBPNCS2551P,BPI INC-SINTERTEC DIV PLANT,327999,issues,issues,issues,issues,issues,BPI INC (BY PRODUCT INDUSTRIES INC),110046381955,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
929,7749WBNSLM158KA,KATY BAGGING FACILITY,327999,issues,issues,issues,issues,issues,CRH AMERICAS INC,110039188713,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
939,15120MGNTK800MA,PITTSBURGH ELECTRICAL INSULATION,327999,issues,issues,issues,issues,issues,issues,110001027816,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
955,42240SPRRG4021C,SUPERIOR GRAPHITE CO,327999,issues,issues,issues,issues,issues,SUPERIOR GRAPHITE CO,110000380711,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
968,1513WBPNCM149NB,BPI INC-MCKEES ROCKS PA PLANT,327999,issues,issues,issues,issues,issues,BPI INC (BY PRODUCT INDUSTRIES INC),110063667884,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
975,46041CSTMB3800W,CUSTOM BUILDING PRODUCTS INC,327999,327390.0,327420.0,issues,issues,issues,CUSTOM BUILDING PRODUCTS INC,110015680379,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
976,1415WNFRXL36FIR,UNIFRAX I LLC,327999,issues,issues,issues,issues,issues,UNIFRAX I LLC,110001599850,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1003,9002WSSCTD273EW,ASSOCIATED READY MIXED CONCRETE INC.,327310,issues,issues,issues,issues,issues,CAILLIER INVESTMENTS INC,110063002156,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
