,TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
971,84648STHWSHIWAY,ASH GROVE CEMENT- LEAMINGTON UTAH,327310,issues,issues,issues,issues,issues,CRH AMERICAS INC,110002463717,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
977,8633WDRKCM51EDR,DRAKE CEMENT LLC,327310,issues,issues,issues,issues,issues,issues,110046279647,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
980,92356MTSBS5808S,MITSUBISHI CEMENT CORP.,327310,issues,issues,issues,issues,issues,MITSUBISHI MATERIALS CORP,110000601162,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
997,16157MDSCMROUTE,CEMEX CONSTRUCTION MATERIALS ATLANTIC LLC,327310,issues,issues,issues,issues,issues,CEMEX INC,110000331221,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1013,06018MRCNS43CLA,ANCHOR AN OLDCASTLE CO,327999,issues,issues,issues,issues,issues,CRH AMERICAS INC,110012143625,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1014,12143BLCRCROUTE,HOLCIM (US) INC,327310,issues,issues,issues,issues,issues,HOLCIM (US) INC,110056973182,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1027,81226HLNMN3500S,HOLCIM (US) INC PORTLAND PLANT,327310,issues,issues,issues,issues,issues,HOLCIM (US) INC,110000600289,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1034,57702STHDK501NO,GCC DACOTAH,327310,issues,issues,issues,issues,issues,GCC OF AMERICA,110012173272,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1055,19013NRTHM1200W,EVONIK CORP,327999,issues,issues,issues,issues,issues,EVONIK INDUSTRIES,110000336100,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1066,47172CPLYCHIGHW,LEHIGH CEMENT CO LLC,327310,issues,issues,issues,issues,issues,LEHIGH HANSON INC,110000592626,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1071,4820WSTMRY9333D,ST MARY'S CEMENT INC,327310,issues,issues,issues,issues,issues,issues,110000614470,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1073,30318BLCRC2520P,ARGOS CEMENT LLC,327310,issues,issues,issues,issues,issues,ARGOS USA CORP,110000357569,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1091,48164MRCNS36506,NORTHFIELD,327999,issues,issues,issues,issues,issues,OLDCASTLE INC,110008058387,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1097,14304NRTNW6600W,SAINT GOBAIN INDUSTRIAL CERAMIC INC,327999,issues,issues,issues,issues,issues,SAINT-GOBAIN CORP,110000327423,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1101,11933BNSLM462GR,ANCHOR AN OLDCASTLE CO,327999,issues,issues,issues,issues,issues,CRH AMERICAS INC,110031001895,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1111,77803NRTNC1500I,SAINT-GOBAIN NORPRO,327999,issues,issues,issues,issues,issues,SAINT-GOBAIN CORP,110000464266,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1125,01060SNTGB175IN,SAINT GOBAIN CERAMIC MATERIALS,327999,issues,issues,issues,issues,issues,SAINT-GOBAIN CORP,110002085671,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1126,16124MRCNS97MAI,ANCHOR AN OLDCASTLE CO,327999,issues,issues,issues,issues,issues,CRH AMERICAS INC,110001224602,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
