,TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
52,18014KYSTNRT329,KEYSTONE CEMENT CO,327310,issues,issues,issues,issues,issues,GIANT CEMENT HOLDING INC,110000584332,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
121,93243NTNLCSTATE,NATIONAL CEMENT CO OF CALIFORNIA INC,327310,issues,issues,issues,issues,issues,NATIONAL CEMENT,110000601180,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
131,22514MRCNS16326,OLDCASTLE APG MID-ATLANTIC MILFORD VA,327999,issues,issues,issues,issues,issues,CRH AMERICAS INC,110001896440,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
132,93502CLFRN9350O,CALPORTLAND CO MOJAVE PLANT,327310,issues,issues,issues,issues,issues,TAIHEIYO CEMENT USA INC,110017431233,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
137,21162MRCNS10300,OLDCASTLE APG MID-ATLANTIC WHITE MARSH MD,327999,324199.0,324122.0,issues,issues,issues,CRH AMERICAS INC,110001276976,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
139,85043WRLDR8113W,WORLD RESOURCES CO,327999,issues,issues,issues,issues,issues,WORLD RESOURCES CO,110000470909,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
186,86324PHNXCENDOF,PHOENIX CEMENT CO,327310,issues,issues,issues,issues,issues,SALT RIVER PIMA - MARICOPA INDIAN COMMUNITY,110000472257,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
230,79776STHDW13MIL,GCC PERMIAN LLC - ODESSA CEMENT PLANT,327310,issues,issues,issues,issues,issues,GCC OF AMERICA,110013317035,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
247,28115NGKCR119MA,NGK CERAMICS USA INC,327999,issues,issues,issues,issues,issues,NGK NA,110030816605,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
250,30288BNSLM4083B,GEORGIA MASONRY SUPPLY CONLEY,327999,issues,issues,issues,issues,issues,CRH AMERICAS INC,110007255834,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
265,15033THRMR85WAS,THERM-O-ROCK EAST INC,327999,325180.0,issues,issues,issues,issues,issues,110000328912,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
278,6362WHLCMS2942U,HOLCIM (US) INC. - STE. GENEVIEVE PLANT,327310,issues,issues,issues,issues,issues,HOLCIM (US) INC,110017697429,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
298,64050LFRGN2200N,CENTRAL PLAINS CEMENT CO - SUGAR CREEK PLANT,327310,issues,issues,issues,issues,issues,EAGLE MATERIALS INC,110012704136,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
314,85654RZNPR11115,CALPORTLAND CO RILLITO PLANT,327310,issues,issues,issues,issues,issues,TAIHEIYO CEMENT USA INC,110038167550,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
320,72216MXXXXPOBOX,3M CO - LITTLE ROCK,327999,issues,issues,issues,issues,issues,3M CO,110040995199,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
389,12415LHGHPROUTE,LEHIGH CEMENT CO LLC - CEMENTON FACILITY,327310,issues,issues,issues,issues,issues,LEHIGH HANSON,110000884927,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
401,74361LNSTR5MILE,LONE STAR IND. INC. DBA BUZZI UNICEM USA PRYOR CEMENT PLANT,327310,issues,issues,issues,issues,issues,RC LONESTAR INC,110000598504,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
482,97905SHGRV330CE,ASH GROVE CEMENT CO,327310,212312.0,issues,issues,issues,issues,CRH AMERICAS INC,110017417776,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
538,3353WSPRTN13151,SEPARATION TECHNOLOGIES LLC,327999,issues,issues,issues,issues,issues,TITAN AMERICA LLC,110039493152,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
540,53110JYMRK2121E,JOY-MARK INC,327999,issues,issues,issues,issues,issues,issues,110001929441,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
542,28792SLCRP700SH,SELEE CORP,327999,issues,issues,issues,issues,issues,PORVAIR CORP,110000351707,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
611,54401MXXXX144RO,3M CO - WAUSAU DOWNTOWN,327999,issues,issues,issues,issues,issues,3M CO,110000421776,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
616,33605LFRGF2001M,ARGOS CEMENT LLC,327310,issues,issues,issues,issues,issues,ARGOS USA CORP,110001737256,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
623,12306NSLTNONECA,VON ROLL USA INC,327999,313320.0,325211.0,325510.0,issues,issues,VON ROLL USA INC,110041168562,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
797,275593MCPT4191H,3M CO-PITTSBORO,327999,issues,issues,issues,issues,issues,3M CO,110056955022,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
806,92392STHWSBLACK,CEMEX CONSTRUCTION MATERIALS PACIFIC LLC,327310,issues,issues,issues,issues,issues,CEMEX USA,110000601171,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
848,29059SNTCMSCHWY,HOLCIM (US) INC HOLLY HILL PLANT,327310,issues,issues,issues,issues,issues,HOLCIM (US) INC,110056963905,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
923,78610TXSLHLOOP4,TEXAS LEHIGH CEMENT CO LP,327310,issues,issues,issues,issues,issues,TEXAS LEHIGH CEMENT CO LP,110000465274,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
960,45750MRTTNOHIOS,MARIETTA INDUSTRIAL ENTERPRISE S INC.,327999,issues,issues,issues,issues,issues,MARIETTA INDUSTRIAL ENTERPRISES INC,110008115397,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
963,17901WRLDRWALNU,WORLD RESOURCES CO,327999,issues,issues,issues,issues,issues,WORLD RESOURCES CO,110000334567,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
