FlowName,Compartment,FlowAmount,Unit,DataReliability,Source,Year,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,FlowChemIdentifier_x,FlowChemIdentifier_y
Carbon Dioxide,air,597825600.0,kg,3.1354468594185327,GHGRP,2011.0,110000449863.0,PLACID REFINING CO LLC - PORT ALLEN REFINERY,"1940 LA HWY 1, NORTH",PORT ALLEN,LA,70767,30.475803,-91.208107,WEST BATON ROUGE,324110,,1000025,18923-20-1,18923-20-1
Methane,air,46840.0,kg,3.260461144321093,GHGRP,2011.0,110000449863.0,PLACID REFINING CO LLC - PORT ALLEN REFINERY,"1940 LA HWY 1, NORTH",PORT ALLEN,LA,70767,30.475803,-91.208107,WEST BATON ROUGE,324110,,1000025,74-82-8,74-82-8
Nitrous Oxide,air,6620.0,kg,2.587764350453172,GHGRP,2011.0,110000449863.0,PLACID REFINING CO LLC - PORT ALLEN REFINERY,"1940 LA HWY 1, NORTH",PORT ALLEN,LA,70767,30.475803,-91.208107,WEST BATON ROUGE,324110,,1000025,126386-65-0,126386-65-0
Carbon Dioxide,air,1603990000.0,kg,3.684087806033704,GHGRP,2011.0,110070828211.0,Robinson Refinery,400 S. Marathon Avenue,Robinson,IL,62454,39.0,-87.7222,Crawford,324110,,1000099,18923-20-1,18923-20-1
Methane,air,218930.0,kg,4.438724706527201,GHGRP,2011.0,110070828211.0,Robinson Refinery,400 S. Marathon Avenue,Robinson,IL,62454,39.0,-87.7222,Crawford,324110,,1000099,74-82-8,74-82-8
Nitrous Oxide,air,16532.0,kg,3.5161504960077425,GHGRP,2011.0,110070828211.0,Robinson Refinery,400 S. Marathon Avenue,Robinson,IL,62454,39.0,-87.7222,Crawford,324110,,1000099,126386-65-0,126386-65-0
Carbon Dioxide,air,1905265400.0,kg,3.205566531570877,GHGRP,2011.0,110000595348.0,Lemont Refinery,135TH STREET AND NEW AVENUE,LEMONT,IL,60439,41.6439,-88.0467,Will,324110,,1000343,18923-20-1,18923-20-1
Methane,air,121210.0,kg,3.4780958666776667,GHGRP,2011.0,110000595348.0,Lemont Refinery,135TH STREET AND NEW AVENUE,LEMONT,IL,60439,41.6439,-88.0467,Will,324110,,1000343,74-82-8,74-82-8
Nitrous Oxide,air,16335.0,kg,2.7548209366391183,GHGRP,2011.0,110000595348.0,Lemont Refinery,135TH STREET AND NEW AVENUE,LEMONT,IL,60439,41.6439,-88.0467,Will,324110,,1000343,126386-65-0,126386-65-0
Carbon Dioxide,air,1197004200.0,kg,2.823163026495646,GHGRP,2011.0,110000395475.0,Lima Refinery,1150 SOUTH METCALF STREET,LIMA,OH,45804,40.7234,-84.1133,Allen,324110,,1000411,18923-20-1,18923-20-1
Methane,air,202410.0,kg,4.269749518304431,GHGRP,2011.0,110000395475.0,Lima Refinery,1150 SOUTH METCALF STREET,LIMA,OH,45804,40.7234,-84.1133,Allen,324110,,1000411,74-82-8,74-82-8
Nitrous Oxide,air,11935.0,kg,2.5228320067029744,GHGRP,2011.0,110000395475.0,Lima Refinery,1150 SOUTH METCALF STREET,LIMA,OH,45804,40.7234,-84.1133,Allen,324110,,1000411,126386-65-0,126386-65-0
Carbon Dioxide,air,2108748100.0,kg,3.310206847370722,GHGRP,2011.0,110010534261.0,Toledo Refining Company,1819 WOODVILLE RD.,OREGON,OH,43616,41.6328,-83.5019,LUCAS,561210,,1001056,18923-20-1,18923-20-1
Methane,air,757710.0,kg,4.786039513798155,GHGRP,2011.0,110010534261.0,Toledo Refining Company,1819 WOODVILLE RD.,OREGON,OH,43616,41.6328,-83.5019,LUCAS,561210,,1001056,74-82-8,74-82-8
Nitrous Oxide,air,16456.0,kg,3.145053475935829,GHGRP,2011.0,110010534261.0,Toledo Refining Company,1819 WOODVILLE RD.,OREGON,OH,43616,41.6328,-83.5019,LUCAS,561210,,1001056,126386-65-0,126386-65-0
Biogenic CO2,air,12000.0,kg,5.0,GHGRP,2011.0,110010534261.0,Toledo Refining Company,1819 WOODVILLE RD.,OREGON,OH,43616,41.6328,-83.5019,LUCAS,561210,,1001056,,
Carbon Dioxide,air,2742893000.0,kg,3.436770592217779,GHGRP,2011.0,110000336994.0,Philadelphia Refinery,3144 PASSYUNK AVENUE,PHILADELPHIA,PA,19145,39.9058,-75.2122,Philadelphia,324110,,1001261,18923-20-1,18923-20-1
Methane,air,150340.0,kg,4.436477318079021,GHGRP,2011.0,110000336994.0,Philadelphia Refinery,3144 PASSYUNK AVENUE,PHILADELPHIA,PA,19145,39.9058,-75.2122,Philadelphia,324110,,1001261,74-82-8,74-82-8
Nitrous Oxide,air,10611.0,kg,4.197059655074923,GHGRP,2011.0,110000336994.0,Philadelphia Refinery,3144 PASSYUNK AVENUE,PHILADELPHIA,PA,19145,39.9058,-75.2122,Philadelphia,324110,,1001261,126386-65-0,126386-65-0
Carbon Dioxide,air,3401537500.0,kg,3.339641029975416,GHGRP,2011.0,110000483245.0,SHELL OIL PRODUCTS US - MARTINEZ REFINERY,3485 PACHECO BLVD,MARTINEZ,CA,94553,38.016594,-122.115392,CONTRA COSTA,324110,,1001804,18923-20-1,18923-20-1
Methane,air,1352860.0,kg,4.857657111600609,GHGRP,2011.0,110000483245.0,SHELL OIL PRODUCTS US - MARTINEZ REFINERY,3485 PACHECO BLVD,MARTINEZ,CA,94553,38.016594,-122.115392,CONTRA COSTA,324110,,1001804,74-82-8,74-82-8
Nitrous Oxide,air,15519.0,kg,2.732456988208003,GHGRP,2011.0,110000483245.0,SHELL OIL PRODUCTS US - MARTINEZ REFINERY,3485 PACHECO BLVD,MARTINEZ,CA,94553,38.016594,-122.115392,CONTRA COSTA,324110,,1001804,126386-65-0,126386-65-0
Carbon Dioxide,air,2481984200.0,kg,2.849876884792417,GHGRP,2011.0,110064365690.0,PHILLIPS 66 CO - ALLIANCE REFINERY,15551 HIGHWAY 23 SOUTH,BELLE CHASSE,LA,70037,29.68,-89.980833,PLAQUEMINES,324110,,1001824,18923-20-1,18923-20-1
Methane,air,422760.0,kg,4.29236446210616,GHGRP,2011.0,110064365690.0,PHILLIPS 66 CO - ALLIANCE REFINERY,15551 HIGHWAY 23 SOUTH,BELLE CHASSE,LA,70037,29.68,-89.980833,PLAQUEMINES,324110,,1001824,74-82-8,74-82-8
Nitrous Oxide,air,24367.0,kg,2.547872122132392,GHGRP,2011.0,110064365690.0,PHILLIPS 66 CO - ALLIANCE REFINERY,15551 HIGHWAY 23 SOUTH,BELLE CHASSE,LA,70037,29.68,-89.980833,PLAQUEMINES,324110,,1001824,126386-65-0,126386-65-0
Carbon Dioxide,air,1726467800.0,kg,3.1350739932711167,GHGRP,2011.0,110015682830.0,Phillips 66 Ponca City Refinery,1000 South Pine,Ponca City,OK,74601,36.68807,-97.08786,KAY,324110,,1001920,18923-20-1,18923-20-1
Methane,air,251940.0,kg,4.239938080495356,GHGRP,2011.0,110015682830.0,Phillips 66 Ponca City Refinery,1000 South Pine,Ponca City,OK,74601,36.68807,-97.08786,KAY,324110,,1001920,74-82-8,74-82-8
Nitrous Oxide,air,15913.0,kg,2.6096901904103564,GHGRP,2011.0,110015682830.0,Phillips 66 Ponca City Refinery,1000 South Pine,Ponca City,OK,74601,36.68807,-97.08786,KAY,324110,,1001920,126386-65-0,126386-65-0
Carbon Dioxide,air,759720400.0,kg,2.866195642502163,GHGRP,2011.0,110038102969.0,Phillips 66 Los Angeles Refinery - Carson Plant,1520 EAST SEPULVEDA BOULEVARD,CARSON,CA,90745,33.8048,-118.2431,LOS ANGELES,324110,,1001964,18923-20-1,18923-20-1
Methane,air,61050.0,kg,3.42997542997543,GHGRP,2011.0,110038102969.0,Phillips 66 Los Angeles Refinery - Carson Plant,1520 EAST SEPULVEDA BOULEVARD,CARSON,CA,90745,33.8048,-118.2431,LOS ANGELES,324110,,1001964,74-82-8,74-82-8
Nitrous Oxide,air,6403.0,kg,2.014055911291582,GHGRP,2011.0,110038102969.0,Phillips 66 Los Angeles Refinery - Carson Plant,1520 EAST SEPULVEDA BOULEVARD,CARSON,CA,90745,33.8048,-118.2431,LOS ANGELES,324110,,1001964,126386-65-0,126386-65-0
Carbon Dioxide,air,570226700.0,kg,2.027434351986675,GHGRP,2011.0,110000454981.0,HOLLYFRONTIER TULSA REFINING LLC - WEST,1700 SOUTH UNION STREET,TULSA,OK,74107,36.13914,-96.02544,TULSA,324110,,1002026,18923-20-1,18923-20-1
Methane,air,44580.0,kg,3.788694481830417,GHGRP,2011.0,110000454981.0,HOLLYFRONTIER TULSA REFINING LLC - WEST,1700 SOUTH UNION STREET,TULSA,OK,74107,36.13914,-96.02544,TULSA,324110,,1002026,74-82-8,74-82-8
Nitrous Oxide,air,2990.0,kg,2.050167224080268,GHGRP,2011.0,110000454981.0,HOLLYFRONTIER TULSA REFINING LLC - WEST,1700 SOUTH UNION STREET,TULSA,OK,74107,36.13914,-96.02544,TULSA,324110,,1002026,126386-65-0,126386-65-0
Carbon Dioxide,air,808848500.0,kg,4.788605035429997,GHGRP,2011.0,110043813816.0,"St. Paul Park Refining Company, LLC",301 St. Paul Park Road,St. Paul Park,MN,55071,44.850583,-93.002139,WASHINGTON COUNTY,324110,,1002027,18923-20-1,18923-20-1
Methane,air,63620.0,kg,4.943885570575291,GHGRP,2011.0,110043813816.0,"St. Paul Park Refining Company, LLC",301 St. Paul Park Road,St. Paul Park,MN,55071,44.850583,-93.002139,WASHINGTON COUNTY,324110,,1002027,74-82-8,74-82-8
Nitrous Oxide,air,2175.0,kg,4.804137931034483,GHGRP,2011.0,110043813816.0,"St. Paul Park Refining Company, LLC",301 St. Paul Park Road,St. Paul Park,MN,55071,44.850583,-93.002139,WASHINGTON COUNTY,324110,,1002027,126386-65-0,126386-65-0
Carbon Dioxide,air,727420700.0,kg,2.677529523149396,GHGRP,2011.0,110000494983.0,HOLLYFRONTIER TULSA REFINING LLC - EAST,902 WEST 25TH STREET,TULSA,OK,74107,36.12266,-96.00048,TULSA,324110,,1002028,18923-20-1,18923-20-1
Methane,air,98220.0,kg,4.211667684789249,GHGRP,2011.0,110000494983.0,HOLLYFRONTIER TULSA REFINING LLC - EAST,902 WEST 25TH STREET,TULSA,OK,74107,36.12266,-96.00048,TULSA,324110,,1002028,74-82-8,74-82-8
Nitrous Oxide,air,6002.0,kg,2.5008330556481173,GHGRP,2011.0,110000494983.0,HOLLYFRONTIER TULSA REFINING LLC - EAST,902 WEST 25TH STREET,TULSA,OK,74107,36.12266,-96.00048,TULSA,324110,,1002028,126386-65-0,126386-65-0
Carbon Dioxide,air,148984400.0,kg,2.0,GHGRP,2011.0,110000321189.0,PAULSBORO ASPHALT REFINERY,4 PARADISE RD.,PAULSBORO,NJ,8066,39.840932,-75.226205,GLOUCESTER COUNTY,324121,,1002103,18923-20-1,18923-20-1
Methane,air,5770.0,kg,2.6239168110918545,GHGRP,2011.0,110000321189.0,PAULSBORO ASPHALT REFINERY,4 PARADISE RD.,PAULSBORO,NJ,8066,39.840932,-75.226205,GLOUCESTER COUNTY,324121,,1002103,74-82-8,74-82-8
Nitrous Oxide,air,755.0,kg,2.0,GHGRP,2011.0,110000321189.0,PAULSBORO ASPHALT REFINERY,4 PARADISE RD.,PAULSBORO,NJ,8066,39.840932,-75.226205,GLOUCESTER COUNTY,324121,,1002103,126386-65-0,126386-65-0
Carbon Dioxide,air,3323900.0,kg,4.9972020818917535,GHGRP,2011.0,110017407153.0,TRICOR REFINING LLC,1134 Manor Street,BAKERSFIELD,CA,93308,35.4185,-119.0112,KERN,324110,,1002261,18923-20-1,18923-20-1
Methane,air,7480.0,kg,5.0,GHGRP,2011.0,110017407153.0,TRICOR REFINING LLC,1134 Manor Street,BAKERSFIELD,CA,93308,35.4185,-119.0112,KERN,324110,,1002261,74-82-8,74-82-8
Nitrous Oxide,air,4.0,kg,5.0,GHGRP,2011.0,110017407153.0,TRICOR REFINING LLC,1134 Manor Street,BAKERSFIELD,CA,93308,35.4185,-119.0112,KERN,324110,,1002261,126386-65-0,126386-65-0
