,TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
133,96950CMMNWCHALA,COMMONWEALTH UTILITIES CORP (CUC),221112,issues,issues,issues,issues,issues,COMMONWEALTH UTILITIES CORP (CUC),110055500186,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
296,6225WPRRST1739N,PRAIRIE STATE GENERATING CO,221112,212112.0,issues,issues,issues,issues,issues,110044852068,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
321,3932WMMCMT5935H,DAVID  M RATCLIFFE FACILITY,221112,issues,issues,issues,issues,issues,SOUTHERN CO,110055498322,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
359,2428WVRGNC3425R,VIRGINIA CITY HYBRID ENERGY CENTER,221112,issues,issues,issues,issues,issues,DOMINION ENERGY INC,110055497779,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
395,00785SPRTRKM142,AES PUERTO RICO LP,221112,issues,issues,issues,issues,issues,AES CORP,110012141805,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
509,5848WGRTRV33669,GREAT RIVER ENERGY - SPIRITWOOD STATION,221112,issues,issues,issues,issues,issues,GREAT RIVER ENERGY,110039526377,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
548,7750WFTNCH1NSUT,AFTON CHEMICAL CORP,325199,issues,issues,issues,issues,issues,AFTON CHEMICAL CORP,110067263071,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
577,9495WLGCBS2199S,LGC BIOSEARCH TECHNOLOGIES INC,325199,issues,issues,issues,issues,issues,issues,110055425160,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
650,7076WBLCBP21255,BLUE CUBE OPERATIONS LLC - PLAQUEMINE SITE,325199,325180.0,issues,issues,issues,issues,OLIN CORP,110070828281,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1332,33404RVRPW20030,FLORIDA POWER & LIGHT CO RIVIERA BEACH ENERGY CENTER,221112,issues,issues,issues,issues,issues,NEXTERA ENERGY INC,110000363963,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
