FRS_ID,Source,Flows,CO2 missing,FacilityName,City,State,Latitude,Longitude,city
110070737782.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,ADVANSIX INCORPORATED - HOPEWELL,HOPEWELL,VA,37.3016,-77.2719,hopewell
110000579856.0,GHGRP NEI TRI,"['Ammonia', 'Anthracene', 'Benz[a]Anthracene', 'Carbon Dioxide', 'Carbon Monoxide', 'Carbonyl Sulfide', 'Chlorine', 'Chromium (VI)', 'Chromium III', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Chrysene', 'Cobalt', 'Cobalt compounds', 'Fluoranthene', 'Fluorene', 'Lead', 'Lead compounds', 'Mercury', 'Methane', 'Molybdenum trioxide', 'Nickel', 'Nickel compounds', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid', 'Nitrogen Oxides', 'Nitrous Oxide', 'PM10-PM2.5', 'PM2.5 Primary (Filt + Cond)', 'Phenanthrene', 'Pyrene', 'Sulfur Dioxide', 'Vanadium compounds', 'Volatile Organic Compounds', 'Zinc compounds']",False,COFFEYVILLE RESOURCES NITROGEN FERT.,COFFEYVILLE,KS,37.04536,-95.60517,coffeyville
110067123865.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,"PCS Nitrogen Ohio, L.P.",Lima,OH,40.717499,-84.132274,lima
110000550332.0,GHGRP NEI TRI,"['2-Methylnaphthalene', 'Acetaldehyde', 'Acrolein', 'Ammonia', 'Arsenic', 'Benzene', 'Cadmium', 'Carbon Dioxide', 'Carbon Monoxide', 'Chlorine', 'Chromium (VI)', 'Chromium III', 'Cobalt', 'Copper compounds', 'Ethyl Benzene', 'Fluoranthene', 'Fluorene', 'Formaldehyde', 'Hexane', 'Lead', 'Manganese', 'Methane', 'Methanol', 'Naphthalene', 'Nickel', 'Nitric acid', 'Nitrogen Oxides', 'Nitrous Oxide', 'PM10-PM2.5', 'PM2.5 Primary (Filt + Cond)', 'Phenanthrene', 'Phenol', 'Pyrene', 'Sulfur Dioxide', 'Toluene', 'Volatile Organic Compounds', 'Xylenes (Mixed Isomers)']",False,VERDIGRIS PLT,CLAREMORE,OK,36.233516,-95.719098,claremore
110070277638.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,"CF INDUSTRIES NITROGEN, LLC - DONALDSONVILLE NITROGEN COMPLEX",DONALDSONVILLE,LA,30.098563,-90.95599,donaldsonville
110070288634.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,AGRIUM US BORGER NITROGEN OPERATIONS,BORGER,TX,35.6417,-101.4228,borger
110056652956.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,KOCH FERITLIZER ENID LLC ENID NITROGEN PLT,ENID,OK,36.37785,-97.75793,enid
110070292846.0,GHGRP NEI,"['Acetonitrile', 'Ammonia', 'Benzene', 'Carbon Dioxide', 'Carbon Monoxide', 'Ethyl Benzene', 'Methane', 'Methanol', 'Naphthalene', 'Nitrogen Oxides', 'Nitrous Oxide', 'PAH, total', 'PM10-PM2.5', 'PM2.5 Primary (Filt + Cond)', 'Phenol', 'Sulfur Dioxide', 'Toluene', 'Volatile Organic Compounds', 'Xylenes (Mixed Isomers)', 'm-Cresol', 'm-Xylene', 'o-Cresol', 'p-Cresol']",False,Great Plains Synfuels Plant,BEULAH,ND,47.360814,-101.838222,beulah
110071161372.0,GHGRP,"['Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,GREEN VALLEY CHEMICAL CORP,CRESTON,IA,41.116582,-94.356756,creston
110000600369.0,GHGRP NEI TRI,"['2-Methylnaphthalene', 'Ammonia', 'Arsenic', 'Arsenic compounds', 'Benzene', 'Cadmium', 'Carbon Dioxide', 'Carbon Monoxide', 'Chlorine', 'Chromium (VI)', 'Chromium III', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Cobalt', 'Fluoranthene', 'Fluorene', 'Formaldehyde', 'Hexane', 'Hydrogen Fluoride', 'Lead', 'Lead compounds', 'Manganese', 'Manganese compounds', 'Mercury', 'Methane', 'Naphthalene', 'Nickel', 'Nickel compounds', 'Nitrogen Oxides', 'Nitrous Oxide', 'PM10-PM2.5', 'PM2.5 Primary (Filt + Cond)', 'Phenanthrene', 'Pyrene', 'Selenium compounds', 'Sulfur Dioxide', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene', 'Volatile Organic Compounds']",False,SIMPLOT PHOSPHATES,ROCK SPRINGS,WY,41.5409,-109.131,rock springs
