,TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
0,68801PLTTG1035W,PLATTE GENERATING STATION,221112,issues,issues,issues,issues,issues,CITY OF GRAND ISLAND,110000448249,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5,59323MNTNPWILLO,COLSTRIP STEAM ELECTRIC STATION,221112,issues,issues,issues,issues,issues,issues,110041982520,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
32,34428FLRDP15760,DUKE ENERGY FLORIDA LLC-CRYSTAL RIVER POWER PLANT,221112,221113.0,issues,issues,issues,issues,DUKE ENERGY CORP,110017431215,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
53,82637PCFCR1591T,PACIFICORP DAVE JOHNSTON PLANT,221112,issues,issues,issues,issues,issues,BERKSHIRE HATHAWAY INC,110013320245,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
67,47670PSNRGHWY64,DUKE ENERGY INDIANA INC. - GIBSON GENERATING STATION,221112,issues,issues,issues,issues,issues,DUKE ENERGY CORP,110000592813,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
91,62959STHRN11543,SOUTHERN ILLINOIS POWER COOPERATIVE,221112,issues,issues,issues,issues,issues,issues,110017420049,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
107,48161DTRTD3500E,DTE ELECTRIC CO - MONROE POWER PLANT,221112,issues,issues,issues,issues,issues,DTE ENERGY CO,110000405927,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
125,23692YRKTW1600W,YORKTOWN POWER STATION,221112,issues,issues,issues,issues,issues,DOMINION ENERGY INC,110000342371,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
135,76629TXSNWHWY6X,TWIN OAKS,221112,issues,issues,issues,issues,issues,MAJOR OAK POWER LLC,110015666144,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
147,54806NRTHR122N1,XCEL ENERGY BAY FRONT PLANT,221112,issues,issues,issues,issues,issues,XCEL ENERGY,110000422846,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
156,28682DKNRG8320E,DUKE ENERGY CAROLINAS LLC - MARSHALL STEAM STATION,221112,issues,issues,issues,issues,issues,DUKE ENERGY CORP,110000351397,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
177,26134PLSNTNO1PO,PLEASANTS/WILLOW ISLAND POWER STATIONS,221112,issues,issues,issues,issues,issues,ENERGY HARBOR LLC,110038775536,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
194,15944CNMGHRTE20,CONEMAUGH GENERATING STATION,221112,issues,issues,issues,issues,issues,KEYSTONE-CONEMAUGH PROJECTS LLC,110000538801,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
212,36548CHRLSCARSO,CHARLES R LOWMAN POWER PLANT,221112,issues,issues,issues,issues,issues,POWERSOUTH ENERGY COOPERATIVE,110056968278,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
227,48054DTRTD4505K,DTE ELECTRIC CO-BELLE RIVER POWER PLANT,221112,issues,issues,issues,issues,issues,DTE ENERGY CO,110017414038,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
255,80723PBLCS14940,PUBLIC SERVICE CO OF COLORADO PAWNEE STATION,221112,issues,issues,issues,issues,issues,XCEL ENERGY,110000600234,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
269,61607DDWRD7800S,EDWARDS POWER STATION,221112,issues,issues,issues,issues,issues,VISTRA CORP.,110000438125,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
284,72734FLNTC21797,AMERICAN ELECTRIC POWER FLINT CREEK PLANT,221112,issues,issues,issues,issues,issues,AMERICAN ELECTRIC POWER,110000452910,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
329,5579WVRGNP6182N,VIRGINIA PUBLIC UTILITIES,221112,issues,issues,issues,issues,issues,issues,110001442341,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
333,47250CLFTY1335C,CLIFTY CREEK STATION,221112,issues,issues,issues,issues,issues,OHIO VALLEY ELECTRIC CORP,110000402314,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
349,8982WNWMNT91DUN,NEVADA GOLD ENERGY LLC,221112,issues,issues,issues,issues,issues,NEVADA GOLD MINES LLC,110039075675,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
378,47928PSCYG3300N,DUKE ENERGY INDIANA INC. - CAYUGA GENERATING STATION,221112,issues,issues,issues,issues,issues,DUKE ENERGY CORP,110000404349,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
407,63386SXPWR8501N,AMEREN MISSOURI SIOUX ENERGY CENTER,221112,issues,issues,issues,issues,issues,AMEREN CORP,110064610292,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
421,70791GRNTCHWY61,BASF CORP,325199,issues,issues,issues,issues,issues,BASF CORP,110000449934,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
435,74602JPTRC14MIS,JUPITER SULPHUR LLC,325311,issues,issues,issues,issues,issues,TESSENDERLO KERLEY INC,110000455757,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
442,37050STVCM815CU,U.S. TVA CUMBERLAND FOSSIL PLANT,221112,issues,issues,issues,issues,issues,US TENNESSEE VALLEY AUTHORITY,110000493127,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
464,70760BGCJN9951C,BIG CAJUN 2,221112,issues,issues,issues,issues,issues,CLECO CORPORATE HOLDINGS LLC,110000449792,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
518,41091CGGSTRT338,DUKE ENERGY KENTUCKY INC. - EAST BEND GENERATING STATION,221112,issues,issues,issues,issues,issues,DUKE ENERGY CORP,110006497585,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
537,77501THYLC1000N,ETHYL CORP,325199,325998.0,issues,issues,issues,issues,ETHYL CORP,110070135413,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
563,07036XXNCH1400P,INFINEUM USA LP-BAYWAY CHEMICAL PLANT,325199,issues,issues,issues,issues,issues,INFINEUM USA LP,110067001871,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
581,64120HWTHR8700H,HAWTHORN GENERATING STATION,221112,issues,issues,issues,issues,issues,EVERGY INC,110017410942,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
593,47620SGCBB8511W,SIGECO A B BROWN GENERATING STATION,221112,issues,issues,issues,issues,issues,CENTERPOINT ENERGY INC,110044891150,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
608,63869NWMDRSTJUD,ASSOCIATED ELECTRIC COOPERATIVE INC NEW MADRID POWER PLANT,221112,issues,issues,issues,issues,issues,ASSOCIATED ELECTRIC COOPERATIVE INC,110000606336,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
620,17976STNCHHWY54,SAINT NICHOLAS COGENERATION PROJECT,221112,issues,issues,issues,issues,issues,issues,110006812716,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
638,17931GLBRT50ELE,GILBERTON POWER CO,221112,issues,issues,issues,issues,issues,issues,110020578891,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
