FlowName,Compartment,FlowAmount,Unit,DataReliability,Source,Year,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,FlowChemIdentifier_x,FlowChemIdentifier_y
Carbon Dioxide,air,999002600.0,kg,3.979586439514772,GHGRP,2011.0,110070737782.0,ADVANSIX INCORPORATED - HOPEWELL,905 EAST RANDOLPH ROAD,HOPEWELL,VA,23860,37.3016,-77.2719,HOPEWELL CITY,325199,,1000630,18923-20-1,18923-20-1
Methane,air,6420.0,kg,2.0,GHGRP,2011.0,110070737782.0,ADVANSIX INCORPORATED - HOPEWELL,905 EAST RANDOLPH ROAD,HOPEWELL,VA,23860,37.3016,-77.2719,HOPEWELL CITY,325199,,1000630,74-82-8,74-82-8
Nitrous Oxide,air,642.0,kg,2.0,GHGRP,2011.0,110070737782.0,ADVANSIX INCORPORATED - HOPEWELL,905 EAST RANDOLPH ROAD,HOPEWELL,VA,23860,37.3016,-77.2719,HOPEWELL CITY,325199,,1000630,126386-65-0,126386-65-0
Carbon Dioxide,air,1357660000.0,kg,4.99200801378843,GHGRP,2011.0,110000579856.0,COFFEYVILLE RESOURCES NITROGEN FERT.,701 E. MARTIN,COFFEYVILLE,KS,67337,37.04536,-95.60517,MONTGOMERY COUNTY,325311,,1002170,18923-20-1,18923-20-1
Methane,air,70.0,kg,2.0,GHGRP,2011.0,110000579856.0,COFFEYVILLE RESOURCES NITROGEN FERT.,701 E. MARTIN,COFFEYVILLE,KS,67337,37.04536,-95.60517,MONTGOMERY COUNTY,325311,,1002170,74-82-8,74-82-8
Nitrous Oxide,air,574067.0,kg,4.999963418904065,GHGRP,2011.0,110000579856.0,COFFEYVILLE RESOURCES NITROGEN FERT.,701 E. MARTIN,COFFEYVILLE,KS,67337,37.04536,-95.60517,MONTGOMERY COUNTY,325311,,1002170,126386-65-0,126386-65-0
Carbon Dioxide,air,1195343700.0,kg,3.857731211533553,GHGRP,2011.0,110067123865.0,"PCS Nitrogen Ohio, L.P.",2200 Fort Amanda Road,Lima,OH,45804,40.717499,-84.132274,ALLEN,325311,,1002229,18923-20-1,18923-20-1
Methane,air,8580.0,kg,2.0,GHGRP,2011.0,110067123865.0,"PCS Nitrogen Ohio, L.P.",2200 Fort Amanda Road,Lima,OH,45804,40.717499,-84.132274,ALLEN,325311,,1002229,74-82-8,74-82-8
Nitrous Oxide,air,892095.0,kg,4.997114657071276,GHGRP,2011.0,110067123865.0,"PCS Nitrogen Ohio, L.P.",2200 Fort Amanda Road,Lima,OH,45804,40.717499,-84.132274,ALLEN,325311,,1002229,126386-65-0,126386-65-0
Carbon Dioxide,air,2198645000.0,kg,3.638712434249276,GHGRP,2011.0,110000550332.0,VERDIGRIS PLT,6606 EAST 540 RD,CLAREMORE,OK,74019,36.233516,-95.719098,ROGERS,325311,,1002275,18923-20-1,18923-20-1
Methane,air,18820.0,kg,2.0,GHGRP,2011.0,110000550332.0,VERDIGRIS PLT,6606 EAST 540 RD,CLAREMORE,OK,74019,36.233516,-95.719098,ROGERS,325311,,1002275,74-82-8,74-82-8
Nitrous Oxide,air,3530880.0,kg,4.998402664491572,GHGRP,2011.0,110000550332.0,VERDIGRIS PLT,6606 EAST 540 RD,CLAREMORE,OK,74019,36.233516,-95.719098,ROGERS,325311,,1002275,126386-65-0,126386-65-0
Carbon Dioxide,air,5326035100.0,kg,3.7791540465063775,GHGRP,2011.0,110070277638.0,"CF INDUSTRIES NITROGEN, LLC - DONALDSONVILLE NITROGEN COMPLEX",39018 HIGHWAY 3089,DONALDSONVILLE,LA,70346,30.098563,-90.95599,ASCENSION,325311,,1002301,18923-20-1,18923-20-1
Methane,air,40870.0,kg,2.0,GHGRP,2011.0,110070277638.0,"CF INDUSTRIES NITROGEN, LLC - DONALDSONVILLE NITROGEN COMPLEX",39018 HIGHWAY 3089,DONALDSONVILLE,LA,70346,30.098563,-90.95599,ASCENSION,325311,,1002301,74-82-8,74-82-8
Nitrous Oxide,air,3728221.0,kg,4.996711300108014,GHGRP,2011.0,110070277638.0,"CF INDUSTRIES NITROGEN, LLC - DONALDSONVILLE NITROGEN COMPLEX",39018 HIGHWAY 3089,DONALDSONVILLE,LA,70346,30.098563,-90.95599,ASCENSION,325311,,1002301,126386-65-0,126386-65-0
Carbon Dioxide,air,959974800.0,kg,3.710448024260637,GHGRP,2011.0,110070288634.0,AGRIUM US BORGER NITROGEN OPERATIONS,9201 FM 1551,BORGER,TX,79007,35.6417,-101.4228,HUTCHINSON COUNTY,325311,,1002380,18923-20-1,18923-20-1
Methane,air,7780.0,kg,2.0,GHGRP,2011.0,110070288634.0,AGRIUM US BORGER NITROGEN OPERATIONS,9201 FM 1551,BORGER,TX,79007,35.6417,-101.4228,HUTCHINSON COUNTY,325311,,1002380,74-82-8,74-82-8
Nitrous Oxide,air,780.0,kg,2.0,GHGRP,2011.0,110070288634.0,AGRIUM US BORGER NITROGEN OPERATIONS,9201 FM 1551,BORGER,TX,79007,35.6417,-101.4228,HUTCHINSON COUNTY,325311,,1002380,126386-65-0,126386-65-0
Carbon Dioxide,air,1916536000.0,kg,3.707455534359908,GHGRP,2011.0,110056652956.0,KOCH FERITLIZER ENID LLC ENID NITROGEN PLT,1619 SOUTH 78TH,ENID,OK,73701,36.37785,-97.75793,GARFIELD,325311,,1002407,18923-20-1,18923-20-1
Methane,air,15570.0,kg,2.0,GHGRP,2011.0,110056652956.0,KOCH FERITLIZER ENID LLC ENID NITROGEN PLT,1619 SOUTH 78TH,ENID,OK,73701,36.37785,-97.75793,GARFIELD,325311,,1002407,74-82-8,74-82-8
