FlowName,Compartment,FlowAmount,Unit,DataReliability,Source,Year,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,FlowChemIdentifier_x,FlowChemIdentifier_y
Carbon Dioxide,air,1040131500.0,kg,3.784154215116069,GHGRP,2017.0,110070737782.0,ADVANSIX INCORPORATED - HOPEWELL,905 EAST RANDOLPH ROAD,HOPEWELL,VA,23860.0,37.1815,-77.1621,HOPEWELL CITY,325199,,1000630,18923-20-1,18923-20-1
Methane,air,8200.0,kg,2.0,GHGRP,2017.0,110070737782.0,ADVANSIX INCORPORATED - HOPEWELL,905 EAST RANDOLPH ROAD,HOPEWELL,VA,23860.0,37.1815,-77.1621,HOPEWELL CITY,325199,,1000630,74-82-8,74-82-8
Nitrous Oxide,air,855.0,kg,2.0,GHGRP,2017.0,110070737782.0,ADVANSIX INCORPORATED - HOPEWELL,905 EAST RANDOLPH ROAD,HOPEWELL,VA,23860.0,37.1815,-77.1621,HOPEWELL CITY,325199,,1000630,126386-65-0,126386-65-0
Biogenic CO2,air,5861000.0,kg,5.0,GHGRP,2017.0,110070737782.0,ADVANSIX INCORPORATED - HOPEWELL,905 EAST RANDOLPH ROAD,HOPEWELL,VA,23860.0,37.1815,-77.1621,HOPEWELL CITY,325199,,1000630,,
Carbon Dioxide,air,1253835000.0,kg,3.8339166636758426,GHGRP,2017.0,110067123865.0,"PCS Nitrogen Ohio, L.P.",2200 Fort Amanda Road,Lima,OH,45804.0,40.711256,-84.138157,ALLEN COUNTY,325311,,1002229,18923-20-1,18923-20-1
Methane,air,9190.0,kg,2.0,GHGRP,2017.0,110067123865.0,"PCS Nitrogen Ohio, L.P.",2200 Fort Amanda Road,Lima,OH,45804.0,40.711256,-84.138157,ALLEN COUNTY,325311,,1002229,74-82-8,74-82-8
Nitrous Oxide,air,855502.0,kg,4.996777330736808,GHGRP,2017.0,110067123865.0,"PCS Nitrogen Ohio, L.P.",2200 Fort Amanda Road,Lima,OH,45804.0,40.711256,-84.138157,ALLEN COUNTY,325311,,1002229,126386-65-0,126386-65-0
Carbon Dioxide,air,852058000.0,kg,3.417227817824608,GHGRP,2017.0,110070288634.0,AGRIUM US BORGER NITROGEN OPERATIONS,9201 FM 1551,BORGER,TX,79007.0,35.6411,-101.4203,HUTCHINSON COUNTY,325311,,1002380,18923-20-1,18923-20-1
Methane,air,8470.0,kg,2.0,GHGRP,2017.0,110070288634.0,AGRIUM US BORGER NITROGEN OPERATIONS,9201 FM 1551,BORGER,TX,79007.0,35.6411,-101.4203,HUTCHINSON COUNTY,325311,,1002380,74-82-8,74-82-8
Nitrous Oxide,air,847.0,kg,2.0,GHGRP,2017.0,110070288634.0,AGRIUM US BORGER NITROGEN OPERATIONS,9201 FM 1551,BORGER,TX,79007.0,35.6411,-101.4203,HUTCHINSON COUNTY,325311,,1002380,126386-65-0,126386-65-0
Carbon Dioxide,air,1085674200.0,kg,3.765193093839754,GHGRP,2017.0,110071162506.0,"CF Industries Nitrogen, LLC - Yazoo City Facility",4612 HIGHWAY 49 EAST,YAZOO,MS,39194.0,32.928056,-90.407222,YAZOO COUNTY,325311,,1004183,18923-20-1,18923-20-1
Methane,air,8420.0,kg,2.0,GHGRP,2017.0,110071162506.0,"CF Industries Nitrogen, LLC - Yazoo City Facility",4612 HIGHWAY 49 EAST,YAZOO,MS,39194.0,32.928056,-90.407222,YAZOO COUNTY,325311,,1004183,74-82-8,74-82-8
Nitrous Oxide,air,4562225.0,kg,4.999446322792059,GHGRP,2017.0,110071162506.0,"CF Industries Nitrogen, LLC - Yazoo City Facility",4612 HIGHWAY 49 EAST,YAZOO,MS,39194.0,32.928056,-90.407222,YAZOO COUNTY,325311,,1004183,126386-65-0,126386-65-0
Carbon Dioxide,air,1210745700.0,kg,4.16407153046259,GHGRP,2017.0,110070753886.0,"PCS NITROGEN FERTILIZER, L.P.",1460 Columbia Nitrogen Road,AUGUSTA,GA,30903.0,33.47,-81.97,RICHMOND COUNTY,325311,,1004340,18923-20-1,18923-20-1
Methane,air,6440.0,kg,2.0,GHGRP,2017.0,110070753886.0,"PCS NITROGEN FERTILIZER, L.P.",1460 Columbia Nitrogen Road,AUGUSTA,GA,30903.0,33.47,-81.97,RICHMOND COUNTY,325311,,1004340,74-82-8,74-82-8
Nitrous Oxide,air,1927918.0,kg,4.998997882690031,GHGRP,2017.0,110070753886.0,"PCS NITROGEN FERTILIZER, L.P.",1460 Columbia Nitrogen Road,AUGUSTA,GA,30903.0,33.47,-81.97,RICHMOND COUNTY,325311,,1004340,126386-65-0,126386-65-0
Carbon Dioxide,air,623229000.0,kg,3.7377476016039046,GHGRP,2017.0,110070915484.0,Tampa Port Services,9959 Highway 18,St. James,LA,70086.0,30.00583,-90.877047,ST. JAMES PARISH,325312,,1009795,18923-20-1,18923-20-1
Methane,air,4990.0,kg,2.0,GHGRP,2017.0,110070915484.0,Tampa Port Services,9959 Highway 18,St. James,LA,70086.0,30.00583,-90.877047,ST. JAMES PARISH,325312,,1009795,74-82-8,74-82-8
Nitrous Oxide,air,510.0,kg,2.0,GHGRP,2017.0,110070915484.0,Tampa Port Services,9959 Highway 18,St. James,LA,70086.0,30.00583,-90.877047,ST. JAMES PARISH,325312,,1009795,126386-65-0,126386-65-0
Carbon Dioxide,air,104418600.0,kg,3.652242991191224,GHGRP,2017.0,110058904618.0,US Nitrogen LLC,471 Pottertown Road,Midway,TN,37809.0,36.1939,-83.00266,GREENE COUNTY,325311,,1012789,18923-20-1,18923-20-1
Methane,air,890.0,kg,2.0,GHGRP,2017.0,110058904618.0,US Nitrogen LLC,471 Pottertown Road,Midway,TN,37809.0,36.1939,-83.00266,GREENE COUNTY,325311,,1012789,74-82-8,74-82-8
Nitrous Oxide,air,312.0,kg,4.144230769230769,GHGRP,2017.0,110058904618.0,US Nitrogen LLC,471 Pottertown Road,Midway,TN,37809.0,36.1939,-83.00266,GREENE COUNTY,325311,,1012789,126386-65-0,126386-65-0
Benzene,air,0.90718474,kg,2.0,NEI,2017.0,110000598531.0,PRYOR CHEMICAL,4463 HUNT ST,PRYOR,OK,74362,36.24268,-95.27871,Mayes,325311,,15490411,27271-55-2,27271-55-2
Carbon Monoxide,air,225961.5750392,kg,2.0599164926931106,NEI,2017.0,110000598531.0,PRYOR CHEMICAL,4463 HUNT ST,PRYOR,OK,74362,36.24268,-95.27871,Mayes,325311,,15490411,50-00-0,50-00-0
Formaldehyde,air,48.98797596000001,kg,2.0,NEI,2017.0,110000598531.0,PRYOR CHEMICAL,4463 HUNT ST,PRYOR,OK,74362,36.24268,-95.27871,Mayes,325311,,15490411,50-00-0,50-00-0
Hexane,air,1191.13356362,kg,2.0,NEI,2017.0,110000598531.0,PRYOR CHEMICAL,4463 HUNT ST,PRYOR,OK,74362,36.24268,-95.27871,Mayes,325311,,15490411,92112-69-1,92112-69-1
Naphthalene,air,0.105033486323304,kg,2.0,NEI,2017.0,110000598531.0,PRYOR CHEMICAL,4463 HUNT ST,PRYOR,OK,74362,36.24268,-95.27871,Mayes,325311,,15490411,72931-45-4,72931-45-4
Nickel,air,226.796185,kg,5.0,NEI,2017.0,110000598531.0,PRYOR CHEMICAL,4463 HUNT ST,PRYOR,OK,74362,36.24268,-95.27871,Mayes,325311,,15490411,21595-53-9,21595-53-9
Nitrogen Oxides,air,86038.30792634,kg,1.1022869855864024,NEI,2017.0,110000598531.0,PRYOR CHEMICAL,4463 HUNT ST,PRYOR,OK,74362,36.24268,-95.27871,Mayes,325311,,15490411,,
PM10-PM2.5,air,447.2420768199991,kg,3.547063672954755,NEI,2017.0,110000598531.0,PRYOR CHEMICAL,4463 HUNT ST,PRYOR,OK,74362,36.24268,-95.27871,Mayes,325311,,15490411,,
PM2.5 Primary (Filt + Cond),air,18259.81444672,kg,3.5796899841017487,NEI,2017.0,110000598531.0,PRYOR CHEMICAL,4463 HUNT ST,PRYOR,OK,74362,36.24268,-95.27871,Mayes,325311,,15490411,,
Sulfur Dioxide,air,535.2389966000001,kg,4.0,NEI,2017.0,110000598531.0,PRYOR CHEMICAL,4463 HUNT ST,PRYOR,OK,74362,36.24268,-95.27871,Mayes,325311,,15490411,12396-99-5,12396-99-5
Toluene,air,1.81436948,kg,2.0,NEI,2017.0,110000598531.0,PRYOR CHEMICAL,4463 HUNT ST,PRYOR,OK,74362,36.24268,-95.27871,Mayes,325311,,15490411,8/4/01,8/4/01
Volatile Organic Compounds,air,5364.078334133677,kg,2.7696506550218336,NEI,2017.0,110000598531.0,PRYOR CHEMICAL,4463 HUNT ST,PRYOR,OK,74362,36.24268,-95.27871,Mayes,325311,,15490411,,
Methanol,air,1702.78575698,kg,2.512519978689398,NEI,2017.0,110000598531.0,PRYOR CHEMICAL,4463 HUNT ST,PRYOR,OK,74362,36.24268,-95.27871,Mayes,325311,,15490411,54841-71-3,54841-71-3
Ammonia,air,147693.30441096,kg,3.796810889167343,NEI,2017.0,110000598531.0,PRYOR CHEMICAL,4463 HUNT ST,PRYOR,OK,74362,36.24268,-95.27871,Mayes,325311,,15490411,15194-15-7,15194-15-7
Chlorine,air,45.313877763,kg,3.0,NEI,2017.0,110000598531.0,PRYOR CHEMICAL,4463 HUNT ST,PRYOR,OK,74362,36.24268,-95.27871,Mayes,325311,,15490411,22537-15-1,22537-15-1
"1,4-Dichlorobenzene",air,0.544310844,kg,5.0,NEI,2017.0,110038344002.0,"MISSISSIPPI POWER COMPANY, DAVID M RATCL",5835 HIGHWAY 493,DEKALB,MS,39328,32.6538,-88.7574,Kemper,221112,,16908111,106-46-7,106-46-7
Acetaldehyde,air,540.863541988,kg,5.0,NEI,2017.0,110038344002.0,"MISSISSIPPI POWER COMPANY, DAVID M RATCL",5835 HIGHWAY 493,DEKALB,MS,39328,32.6538,-88.7574,Kemper,221112,,16908111,75-07-0,75-07-0
Acrolein,air,70.125380402,kg,4.999999999999999,NEI,2017.0,110038344002.0,"MISSISSIPPI POWER COMPANY, DAVID M RATCL",5835 HIGHWAY 493,DEKALB,MS,39328,32.6538,-88.7574,Kemper,221112,,16908111,25314-61-8,25314-61-8
Antimony,air,7.71107029,kg,5.0,NEI,2017.0,110038344002.0,"MISSISSIPPI POWER COMPANY, DAVID M RATCL",5835 HIGHWAY 493,DEKALB,MS,39328,32.6538,-88.7574,Kemper,221112,,16908111,35734-21-5,35734-21-5
Arsenic,air,6.259574706,kg,5.0,NEI,2017.0,110038344002.0,"MISSISSIPPI POWER COMPANY, DAVID M RATCL",5835 HIGHWAY 493,DEKALB,MS,39328,32.6538,-88.7574,Kemper,221112,,16908111,7784-42-1,7784-42-1
