FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source
110042043384.0,US Steel (Clairton Coke),400 STATE ST,CLAIRTON,PA,15025,40.3097,-79.8819,Allegheny,324199,,1000124,GHGRP
110042043384.0,USS/CLAIRTON WORKS,400 STATE ST,CLAIRTON,PA,None,40.3055,-79.87699999999998,Allegheny,331110,,8204511,NEI
110042043384.0,USS-CLAIRTON PLANT,400 STATE ST MS 71,CLAIRTON,PA,15025,40.305088,-79.876911,ALLEGHENY,331111,,15025SSCLR400ST,TRI
110010534261.0,Toledo Refining Company,1819 WOODVILLE RD.,OREGON,OH,43616,41.6328,-83.5019,LUCAS,561210,,1001056,GHGRP
110010534261.0,"Toledo Refining Company, LLC. (0448010246)",1819 Woodville Road,Oregon,OH,43616,41.6319,-83.5036,Lucas,324110,,7319811,NEI
110010534261.0,TOLEDO REFINING CO LLC,1819 WOODVILLE RD,OREGON,OH,43616,41.6295,-83.4965,LUCAS,324110,,43616SNRFN1819W,TRI
110010534261.0,TWO LLC - Veolia Water Americas (0448020080),1819 Woodville Road,Oregon,OH,None,41.6287,-83.5048,Lucas,561210,,13431911,NEI
110010534261.0,Process Solutions a division of Veolia Water Americas (0448011640),1819 Woodville Road,Oregon,OH,43616,41.6078,-83.4822,Lucas,324199,,10722611,NEI
110000336994.0,Philadelphia Refinery,3144 PASSYUNK AVENUE,PHILADELPHIA,PA,19145,39.9058,-75.2122,Philadelphia,324110,,1001261,GHGRP
110000336994.0,ATLANTIC REFINING & MARKETING CORP,Unknown,PHILADELPHIA,PA,00000,39.9198,-75.1966,Philadelphia,48811,,12025611,NEI
110000336994.0,PHILA ENERGY SOL REF/ PES,3144 PASSYUNK AVE,PHILADELPHIA,PA,19145,39.9135,-75.19889999999998,Philadelphia,324110,,6652211,NEI
110000336994.0,PHILADELPHIA ENERGY SOLUTIONS REFINING PHILADELPHIA REFINERY,3144 PASSYUNK AVE,PHILADELPHIA,PA,19145,39.9147,-75.2005,PHILADELPHIA,324110,,19145TLNTC3144P,TRI
110000582101.0,"Sunoco, Inc. (R&S) Eagle Point Facility",ROUTE 130 AND I 295 SOUTH,WESTVILLE,NJ,8093,39.8743,-75.1595,Gloucester,324110,,1001321,GHGRP
110000582101.0,SUNOCO INC (R&M) EAGLE POINT FACILITY,US RT 130 AND I-295,WEST DEPTFORD,NJ,08093,39.8615,-75.15219999999998,Gloucester,32411,,8095211,NEI
110000582101.0,SPMT-EAGLE POINT TANK FARM,RT 130 & I-295 S,WESTVILLE,NJ,8093,39.8718,-75.1558,GLOUCESTER,493190,,08093CSTLGRTES1,TRI
110015682830.0,Phillips 66 Ponca City Refinery,1000 South Pine,Ponca City,OK,74601,36.68807,-97.08786,KAY,324110,,1001920,GHGRP
110015682830.0,PONCA CITY RFNRY,1000 S PINE,PONCA CITY,OK,None,36.6754,-97.083,Kay,324110,,7320011,NEI
110015682830.0,PHILLIPS 66 PONCA CITY SITE,1000 S PINE ST,PONCA CITY,OK,746017501,36.6821,-97.0895,KAY,424710,,74603CNCPN1000S,TRI
110015682830.0,PHILLIPS 66 PONCA CITY SITE,1000 S PINE ST,PONCA CITY,OK,746017501,36.6821,-97.0895,KAY,324110,,74603CNCPN1000S,TRI
110015682830.0,PONCA CITY PIPELINE ACTIVITIES,1000 S PINE ST,PONCA CITY,OK,74601,36.6815,-97.091,Kay,486110,,10722511,NEI
110043813816.0,"St. Paul Park Refining Company, LLC",301 St. Paul Park Road,St. Paul Park,MN,55071,44.850583,-93.002139,WASHINGTON COUNTY,324110,,1002027,GHGRP
110043813816.0,Saint Paul Park Refining Co LLC,301 St Paul Park Rd,St. Paul Park,MN,55071,44.8519,-93.0013,Washington,32411,,8498611,NEI
110043813816.0,ST PAUL PARK REFINING CO LLC,301 ST PAUL PARK RD,SAINT PAUL PARK,MN,55071,44.850583,-93.002139,WASHINGTON,324110,,55071SHLND100WT,TRI
110000321189.0,PAULSBORO ASPHALT REFINERY,4 PARADISE RD.,PAULSBORO,NJ,8066,39.840932,-75.226205,GLOUCESTER COUNTY,324121,,1002103,GHGRP
110000321189.0,"NUSTAR ASPHALT REFINING, LLC",4 PARADISE RD,PAULSBORO,NJ,08066,39.8425,-75.2262,Gloucester,324110,,7201411,NEI
110000321189.0,CPI OPERATIONS LLC,4 PARADISE RD,PAULSBORO,NJ,8066,39.840932,-75.226205,GLOUCESTER,324110,,08066SVWLC4PARA,TRI
110017407153.0,TRICOR REFINING LLC,1134 Manor Street,BAKERSFIELD,CA,93308,35.4185,-119.0112,KERN,324110,,1002261,GHGRP
110017407153.0,OILDALE ENERGY LLC,1134 MANOR ST & NORRIS RD,OILDALE,CA,93308,35.4175,-119.011,Kern,221118,,424911,NEI
