,TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
2038,2230WTHLNC561CU,VIRGINIA PAVING ALEXANDRIA PLANT,324121,237310.0,issues,issues,issues,issues,EUROVIA ATLANTIC COAST LLC,110060257065.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2040,7863WRTHTM1725C,ASPHALT INC RONALD REAGAN PLANT,324121,issues,issues,issues,issues,issues,ASPHALT INC. LLC,110060280529.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2051,00851HSSLVLIMET,LIMETREE BAY REFINING LLC & LIMETREE BAY TERMINALS LLC,324110,issues,issues,issues,issues,issues,issues,110000307864.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2064,4839WCDLLC51777,CADILLAC ASPHALT LLC - WIXOM,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110016725935.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2082,3109WRVSCN441RI,REEVES CONSTRUCTION COMPANY-VIENNA HMAF,324121,issues,issues,issues,issues,issues,REEVES CONSTRUCTION CO,110060259152.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2125,7807WVLRNR31WLE,VALERO ENERGY PARTNERS THREE  RIVERS,324110,issues,issues,issues,issues,issues,VALERO ENERGY PARTNERS LP,110000464462.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2136,1613WMRCRP121PE,MERCER PLANT,324121,issues,issues,issues,issues,issues,RUSSELL STANDARD CORP,110070071191.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2144,77539PNNZL4401P,DICKINSON PLANT,324199,issues,issues,issues,issues,issues,CALUMET DICKINSON REFINING LLC,110042005503.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2145,1705WPNNSY647CA,PENNSY SUPPLY INC SILVER SPRING FACILITY,324121,327320.0,212319.0,issues,issues,issues,CRH AMERICAS INC,110060258572.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2165,9574WVLCNM98DEL,VULCAN MATERIALS CO ROSEVILLE ASPHALT PLANT,324121,issues,issues,issues,issues,issues,VULCAN MATERIALS CO,110070070686.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2167,4890WSPRTN38WDS,MICHIGAN PAVING & MATERIALS CO. SPARTAN ASPHALT - LANSING,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110001298514.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2180,4353WSTNCP136FR,STONECO PLANT 110,324121,327320.0,issues,issues,issues,issues,CRH AMERICAS INC,110001618508.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2208,42501THSMR501RE,CONTINENTAL REFINING CO LLC,324110,issues,issues,issues,issues,issues,CONTINENTAL REFINING CO LLC,110000381113.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2220,4430WRSSLL99HAZ,RUSSELL STANDARD / HAMMAKER EAST LTD,324121,issues,issues,issues,issues,issues,RUSSELL STANDARD CORP,110069626462.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2231,7865WMNRHT1421L,MANOR HOT MIX PLANT,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC.,110070244646.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2403,8408WSPHLT7961S,ASPHALT MATERIALS INC,324121,issues,issues,issues,issues,issues,issues,110001880849.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2412,4817WCDLLC1351H,CADILLAC ASPHALT LLC - ROMULUS,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110001830172.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2507,7759WBLNCH2415T,BLANCHARD REFINING CO LLC,324110,issues,issues,issues,issues,issues,MARATHON PETROLEUM CORP,110059763536.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2582,7908WVLRPR671FM,VALERO PARTNERS MCKEE,324110,issues,issues,issues,issues,issues,VALERO ENERGY PARTNERS LP,110070135387.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2733,1220WCLLNN11DUN,CALLANAN INDUSTRIES ALBANY ASPHALT PLANT,324121,issues,issues,issues,issues,issues,OLDCASTLE INC,110066948619.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2737,37207MRTHN930YO,MARATHON PETROLEUM CO - NASHVILLE TN ASP TERMINAL,324121,424710.0,issues,issues,issues,issues,MARATHON PETROLEUM CORP,110001860406.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2822,85747VLCNM65SLD,VULCAN MATERIALS CO BLACK ANGUS,324121,issues,issues,issues,issues,issues,VULCAN MATERIALS CO,110022904954.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2827,85213VLCNM341EV,VULCAN MATERIALS CO VAL VISTA,324121,issues,issues,issues,issues,issues,VULCAN MATERIALS CO,110064473396.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2863,2789WBLCKC252WI,ERGON ASPHALT & EMULSIONS INC. - WILSON,324121,issues,issues,issues,issues,issues,ERGON INC,110043968418.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2904,4230WVLRLL12ALS,VALOR LLC,324199,issues,issues,issues,issues,issues,VALOR LLC,110070238790.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2936,7840WBCKYT151SU,BUCKEYE TEXAS PROCESSING LLC-CORPUS CHRISTI,324110,issues,issues,issues,issues,issues,BUCKEYE PARTNERS LP,110063235002.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2971,5860WDKTPR38151,MARATHON DICKINSON REFINERY,324110,issues,issues,issues,issues,issues,MARATHON PETROLEUM CORP,110059678353.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3163,4311WSHLLY8328W,SHELLY MATERIALS PLANT 24 (0180000002),324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110054242093.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3215,99686PTRST25MIL,PETRO STAR VALDEZ REFINERY,324110,issues,issues,issues,issues,issues,ARCTIC SLOPE REGIONAL CORP,110041977162.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3222,4834WCDLLC4751W,CADILLAC ASPHALT L.L.C. - CLARKSTON,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110001298925.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3310,59106KCHMT7315M,WESTERN EMULSIONS INC BILLINGS  PLANT,324121,issues,issues,issues,issues,issues,IDAHO ASPHALT SUPPLY INC,110012704644.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3353,2001WFRTMY1155W,FORT MYER CONSTRUCTION PLANT 2,324121,issues,issues,issues,issues,issues,issues,110070057847.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3617,7702WVLRHS974CL,VALERO HOUSTON ASPHALT TERMINAL,324121,issues,issues,issues,issues,issues,VALERO ENERGY CORP,110034011593.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3730,7007WVLRPR1492R,VALERO PARTNERS LA LLC- TERMINAL,324110,issues,issues,issues,issues,issues,VALERO ENERGY CORP,110070135385.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3918,06810TLCNC5PLUM,TILCON CONNECTICUT INC,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110008053890.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4025,4835WCSGNW16255,ACE-SAGINAW ASPHALT PAVING CO,324121,issues,issues,issues,issues,issues,EDW C LEVY CO,110063002272.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4039,1644WWHLRT358WH,WHEELERTOWN PLANT,324121,issues,issues,issues,issues,issues,issues,110070070850.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4041,06040TLCNC569NM,TILCON CONNECTICUT INC,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110008053792.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4044,0573WPKNDS2275R,PIKE INDUSTRIES INC - DANBY (C613 & P733),324121,issues,issues,issues,issues,issues,OLDCASTLE INC,110008211363.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4048,4810WCDLLC857SW,CADILLAC ASPHALT LLC - ANN ARBOR,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110001841589.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4092,73117WNSCR3400N,OWENS CORNING ROOFING & ASPHALT L.L.C OKLAHOMA CITY,324121,issues,issues,issues,issues,issues,OWENS CORNING,110008060043.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4160,7874WRTHTM651FM,ASPHALT INC MIX MUSTANG RIDGE PLANT,324121,issues,issues,issues,issues,issues,ASPHALT INC. LLC,110069331869.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4161,7565WTRNTY8621B,TRINITY ASPHALT INC.-HENDERSON,324121,issues,issues,issues,issues,issues,ERGON INC,110070232573.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4336,0703WWLDNS11HAR,WELDON ASPHALT CO,324121,issues,issues,issues,issues,issues,WELDON MATERIALS INC,110006440388.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4412,03839BRXND253RO,BROX INDUSTRIES INC,324121,issues,issues,issues,issues,issues,BROX INDUSTRIES INC,110009113921.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4581,99705PTRST1200H,PETRO STAR INC. NORTH POLE REFINERY,324110,issues,issues,issues,issues,issues,ARCTIC SLOPE REGIONAL CORP,110055089149.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4589,83687TNLNX16625,TEN LANE,324121,issues,issues,issues,issues,issues,OLDCASTLE MATERIALS,110025331709.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4598,7007WVLRPR25EST,VALERO PARTNERS LLC,324110,424710.0,issues,issues,issues,issues,VALERO ENERGY CORP,110000448837.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4752,01564PNDLF194WR,PANDOLF PERKINS CO,324121,issues,issues,issues,issues,issues,EH PERKINS CONSTRUCTION INC,110001958445.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4754,2740WGRNSB1124S,GREENSBORO PLANT,324121,issues,issues,issues,issues,issues,RUSSELL STANDARD CORP,110070070851.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4765,40258MRTHN8600C,MARATHON PETROLEUM CO - LOUISVILLE CANE RUN TERMINAL,324121,424710.0,issues,issues,issues,issues,MARATHON PETROLEUM CORP,110009573791.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4769,62812MRTHN42SPA,MARATHON PETROLEUM CO - BENTON IL ASPHALT TERMINAL,324121,issues,issues,issues,issues,issues,MARATHON PETROLEUM CORP,110041201749.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4779,4907WMCHGN4646W,MICHIGAN PAVING & MATERIALS - PAW PAW (KLETT) ASPHALT PLAN,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110071042506.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4781,06480TLCNC231AI,TILCON CONNECTICUT INC,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110008053934.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4804,8523WVLCNM939EH,VULCAN MATERIALS CO  QUEEN CREEK PLANT,324121,212313.0,issues,issues,issues,issues,VULCAN MATERIALS CO,110070133574.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4808,6304WFRDWB235CR,NEW FRONTIER MATERIALS OPERATIONS ALPHA LLC NORTH ASPHALT,324121,issues,issues,issues,issues,issues,issues,110017980274.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4810,7886WMRTNS429ZA,MARTIN ASPHALT - HONDO,324121,issues,issues,issues,issues,issues,MARTIN MIDSTREAM PTNRS LP,110070247339.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4812,77587GLFST300CH,MARTIN ASPHALT-SOUTH HOUSTON,324121,issues,issues,issues,issues,issues,MARTIN MIDSTREAM PTNRS LP,110001867677.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4822,0062WPRTRCCARRE,TALLABOA PUERTO RICO LLC,324121,issues,issues,issues,issues,issues,issues,110070234789.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4823,7276WSHRPS13585,APAC-CENTRAL INC SHARPS ASPHALT,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110070070208.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4827,3007WDYKSP2775M,DYKES PAVING & CONSTRUCTION,324121,issues,issues,issues,issues,issues,issues,110070046127.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4833,7825WRGNXX996BR,ERGON ASPHALT & EMULSIONS INC - SAN ANTONIO,324121,issues,issues,issues,issues,issues,ERGON INC,110070239269.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4848,9170WWSTRN382LI,WESTERN EMULSIONS IRWINDALE PLANT,324121,issues,issues,issues,issues,issues,IDAHO ASPHALT SUPPLY INC,110069521725.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4853,1514WTHLNC1SHER,NORTHEAST PAVING SPRINGDALE PLANT,324121,237310.0,issues,issues,issues,issues,EUROVIA ATLANTIC COAST LLC,110067129930.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4881,8412WGRNTC691SU,GRANITE CONSTRUCTION CO-COTTONWOOD ASPHALT PLANT FACI,324121,issues,issues,issues,issues,issues,GRANITE CONSTRUCTION INC,110001881170.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4883,6610WRGNSP152WL,ERGON ASPHALT & EMULSIONS INC. - WOLCOTT,324121,issues,issues,issues,issues,issues,ERGON INC,110060259321.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4885,4932WMCHGN3566M,MICHIGAN PAVING & MATERIALS - GR NORTH (COMSTOCK PARK),324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110003595164.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4889,8260WJTLGR1461B,JTL GROUP INC - VR MINE,324121,issues,issues,issues,issues,issues,MDU RESOURCES GROUP INC,110032664524.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4891,06517TLCNC155PI,TILCON CONNECTICUT INC,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110001730663.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4896,1422WSTKTB55CMP,SUIT-KOTE BUFFALO,324121,issues,issues,issues,issues,issues,SUIT-KOTE CORP,110019025589.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4902,8207WKNFRV998HU,KNIFE RIVER LARAMIE,324121,issues,issues,issues,issues,issues,MDU RESOURCES GROUP INC,110067670470.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4904,3847WRGNSP1251N,ERGON ASPHALT & EMULSIONS INC. - COLUMBIA,324121,issues,issues,issues,issues,issues,ERGON INC,110067453464.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4932,06340TLCNC185SR,TILCON CONNECTICUT INC.,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110008053756.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4939,4811WCDLLC1785R,CADILLAC ASPHALT LLC - RAWSONVILLE,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110001830261.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4941,84043STKRP1262N,STAKER & PARSON COS POINT EAST,324121,issues,issues,issues,issues,issues,OLDCASTLE INC,110038031634.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4943,7864WSWRDP11729,SEWARD PLANT,324121,issues,issues,issues,issues,issues,OLDCASTLE MATERIALS INC,110069291661.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4945,7825WBCKMN18495,BECKMANN ASPHALT PLANTS NO 4 & 5,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC.,110033492370.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4947,46222MRTHN255NB,MARATHON PETROLEUM CO - INDIANAPOLIS ASPHALT TERMINAL,324121,424710.0,issues,issues,issues,issues,MARATHON PETROLEUM CORP,110013296352.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4951,99207KCHMTN4327,ERGON ASPHALT & EMULSIONS INC. - SPOKANE HILLYARD,324121,issues,issues,issues,issues,issues,ERGON INC,110042077846.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4960,4804WCDLLC67MAR,CADILLAC ASPHALT LLC - MT. CLEMENS,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110001298649.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4962,87113LFRGS621CH,VULCAN OSUNA ASPHALT,324121,327320.0,issues,issues,issues,issues,VULCAN MATERIALS CO,110001551829.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4967,4723WDVMRC1117W,DAVE O'MARA CONTRACTOR INC,324121,issues,issues,issues,issues,issues,DAVE O'MARA CONTRACTOR INC,110017701968.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4973,06475TLCNC1BOST,TILCON CONNECTICUT INC,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110044110100.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4983,1704WPNNSY2PRES,PENNSY SUPPLY INC PRESCOTT FACILITY,324121,327320.0,issues,issues,issues,issues,CRH AMERICAS INC,110001028192.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4985,06470TLCNC9BUTO,TILCON CONNECTICUT INC,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110008053710.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4989,78140LLPTRHWY87,LAZARUS REFINERY LLC,324110,issues,issues,issues,issues,issues,issues,110037848498.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4996,7670WWCHTM71SLP,WACO HOT MIX PLANT,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC.,110070071248.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4998,1349WLTCHF363RA,LITCHFIELD MIX PLANT,324121,212319.0,issues,issues,issues,issues,BARRETT INDUSTRIES CORP,110019486590.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5002,97208TRMBL11910,OWENS CORNING ROOFING & ASPHALT LLC,324121,issues,issues,issues,issues,issues,OWENS CORNING,110008062210.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5007,5273WNVBFL56444,CLINTON BIODIESEL LLC,324110,issues,issues,issues,issues,issues,issues,110024825055.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5010,1754WPNNSY2743L,PENNSY SUPPLY INC EAST PETERSBURG HMA PLANT,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110007390046.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5014,1501WTHLNC2PRES,NORTHEAST PAVING BRIDGEVILLE PLANT,324121,237310.0,issues,issues,issues,issues,EUROVIA ATLANTIC COAST LLC,110055233019.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5016,6811WMNRCH22AVE,MONARCH OIL CO,324121,issues,issues,issues,issues,issues,MARTIN MIDSTREAM PTNRS LP,110010164053.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5018,4809WCDLLC67SUT,CADILLAC ASPHALT LLC - DIX,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110067595668.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5022,9721WCLBRC11535,ECOLUBE RECOVERY LLC,324199,issues,issues,issues,issues,issues,issues,110071325264.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5031,4808WCDLLC24BAR,CADILLAC ASPHALT LLC - TROY,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110001298916.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5035,80216CBTCN5301N,COBITCO INC,324121,issues,issues,issues,issues,issues,issues,110000859526.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5036,9895WCLMBR1811T,COLUMBIA READY MIX ANDERSON PIT,324121,issues,issues,issues,issues,issues,OLDCASTLE INC,110015548344.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
