,TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
1467,70665VNTRC1920P,RAIN CII CARBON LLC LAKE CHARLES CALCINING PLANT (LCCP),324199,issues,issues,issues,issues,issues,RAIN CII CARBON LLC,110015679853.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1475,62454CCRBN12187,RAIN CII CARBON LLC,324199,issues,issues,issues,issues,issues,RAIN CII CARBON LLC,110018167053.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1594,03581GRHMS44LAN,GORHAM SAND & GRAVEL PIKE INDUSTRIES INC,324121,212321.0,issues,issues,issues,issues,CRH AMERICAS INC,110001521675.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1635,35217BCCKDRAILR,DRUMMOND CO INC ABC COKE DIV,324199,issues,issues,issues,issues,issues,DRUMMOND CO INC,110000366817.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1655,01906GGRGT1831B,AGGREGATE INDUSTRIES NORTHEAST REGION INC,324121,327320.0,issues,issues,issues,issues,HOLCIM (US) INC,110012709122.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1659,82007FRNTR2700E,CHEYENNE RENEWABLE DIESEL CO LLC,324110,issues,issues,issues,issues,issues,HF SINCLAIR CORP,110000468048.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1694,11354FLSHN12131,FLUSHING ASPHALT LLC,324121,issues,issues,issues,issues,issues,issues,110008088194.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1757,54481KCHMT741MA,FLINT HILLS RESOURCES PINE BEND LLC STEVENS POINT,324121,issues,issues,issues,issues,issues,KOCH INDUSTRIES INC,110055083430.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1895,01960GGRGT55RUS,AGGREGATE INDUSTRIES NORTHEAST REGION INC,324121,212319.0,issues,issues,issues,issues,HOLCIM (US) INC,110001956401.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1936,10550RCSPH7EDIS,RCA ASPHALT LLC,324121,issues,issues,issues,issues,issues,issues,110008053998.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1961,1476WBFFLC2998C,NESL - OLEAN HOT MIX ASPHALT,324121,issues,issues,issues,issues,issues,issues,110067200273.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1962,0427WPKNDS164SP,PIKE INDUSTRIES INC. - POLAND,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC.,110008437557.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1965,9458WSNLXX7999A,MISSION VALLEY ROCK,324121,212321.0,issues,issues,issues,issues,MARTIN MARIETTA MATERIALS INC,110010132533.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2002,89119LSVGS9325S,LAS VEGAS PAVING CORP,324121,issues,issues,issues,issues,issues,LAS VEGAS PAVING CORP,110025332487.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2005,88210KCHSP2411N,HOLLYFRONTIER ASPHALT CO LLC  - ARTESIA,324121,issues,issues,issues,issues,issues,HOLLYFRONTIER CORP,110008061417.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2007,7350WRGNSP931SW,ERGON ASPHALT & EMULSIONS INC. - LAWTON,324121,issues,issues,issues,issues,issues,ERGON INC.,110013866432.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2010,21048MRYLN2914I,MARYLAND PAVING INC,324121,issues,issues,issues,issues,issues,MARYLAND PAVING INC,110023128747.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2012,12303KNGRD145CO,KING ROAD MATERIALS CORDELL ROAD FACILITY,324121,327320.0,issues,issues,issues,issues,CRH AMERICAS INC,110013325561.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2017,84655KGLYS1237S,KEIGLEY ASPHALT PLANT,324121,issues,issues,issues,issues,issues,OLDCASTLE MATERIALS,110001881474.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2019,08030KCHPTKINGW,BKEP MATERIALS LLC -- GLOUCESTER CITY,324121,issues,issues,issues,issues,issues,BLUEKNIGHT ENERGY PARTNERS LP,110007927011.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2021,38113RGNTR1989C,ERGON ASPHALT & EMULSIONS INC. - MEMPHIS,324121,424710.0,issues,issues,issues,issues,ERGON INC,110000895327.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2026,38363KCHMTHWY41,ERGON ASPHALT & EMULSIONS INC. - PARSONS,324121,issues,issues,issues,issues,issues,ERGON INC.,110008056897.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2033,52004KCHMT12THS,FLINT HILLS RESOURCES PINE BEND LLC DUBUQUE,324121,issues,issues,issues,issues,issues,KOCH INDUSTRIES INC,110000414613.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2041,90805DGNGT2400E,EDGINGTON OIL CO,324110,issues,issues,issues,issues,issues,DELEK US HOLDINGS INC,110000476315.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2066,82007KNFRV4875S,KNIFE RIVER CHEYENNE,324121,issues,issues,issues,issues,issues,MDU RESOURCES GROUP INC,110037148164.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2068,55378KCHMT12101,FLINT HILLS RESOURCES PINE BEND LLC SAVAGE,324121,issues,issues,issues,issues,issues,KOCH INDUSTRIES INC,110008820099.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2084,96707HWNND91325,PAR HAWAII REFINING LLC,324110,issues,issues,issues,issues,issues,PAR PACIFIC HOLDINGS INC.,110000486322.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2107,19061SNRFNGREEN,SUNOCO LLC-RACE FUELS,324110,issues,issues,issues,issues,issues,SUNOCO LP,110032885723.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2117,59808JTLGR48WIL,JTL GROUP MISSOULA (DBA KNIFE RIVER-MISSOULA),324121,issues,issues,issues,issues,issues,MDU RESOURCES GROUP INC,110015785319.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2120,06492TLCNC1605D,TILCON CONNECTICUT INC.,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110007241314.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2123,92335KCHMT14929,ERGON ASPHALT & EMULSIONS INC. - FONTANA,324121,issues,issues,issues,issues,issues,ERGON INC,110001133130.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2147,23185BRNSC9393M,BRANSCOME-LEE HALL,324121,issues,issues,issues,issues,issues,COLAS INC.,110005243539.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2150,90748RCCQC1175C,TESORO WILMINGTON CALCINER,324199,issues,issues,issues,issues,issues,MARATHON PETROLEUM CORP,110001138956.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2154,85226RGNSP694WC,ERGON ASPHALT & EMULSIONS INC. - CHANDLER,324121,issues,issues,issues,issues,issues,ERGON INC,110020516164.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2169,06471TLCNC1FORE,TILCON CONNECTICUT INC,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110002077127.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2172,68112KCHMT7075N,FLINT HILLS RESOURCES PINE BEND LLC - OMAHA 2,324121,issues,issues,issues,issues,issues,KOCH INDUSTRIES INC,110012703912.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2177,06605GNDST2426B,O&G INDUSTRIES INC.,324121,327320.0,811111.0,issues,issues,issues,O & G INDUSTRIES INC,110012809979.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2184,59106JTLGR414HE,JTL GROUP BILLINGS (DBA - KNIFE RIVER BILLINGS),324121,issues,issues,issues,issues,issues,MDU RESOURCES GROUP INC,110031019136.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2187,46312NDNHR3210W,INDIANA HARBOR COKE CO LP,324199,issues,issues,issues,issues,issues,SUNCOKE ENERGY INC,110070149427.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2226,45015TRRYH8STAN,TERRY ASPHALT MATERIALS INC,324121,issues,issues,issues,issues,issues,BARRETT INDUSTRIES CORP,110009627225.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2228,66115MPRBL450FU,ERGON ARMOR INC-KANSAS CITY,324121,issues,issues,issues,issues,issues,ERGON INC,110015679764.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2293,77017LYNDL12000,HOUSTON REFINING LP,324110,325110.0,issues,issues,issues,issues,LYONDELLBASELL INDUSTRIES,110058113704.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2323,77590MRTHNFOOTO,MARATHON PETROLEUM CO LP (PART),324110,issues,issues,issues,issues,issues,MARATHON PETROLEUM CORP,110056967368.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2366,79905LPSRF6500T,WESTERN EL PASO REFINERY,324110,issues,issues,issues,issues,issues,WESTERN REFINING INC,110042061238.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2405,70052GRMRC114JE,RAIN CII CARBON LLC,324199,issues,issues,issues,issues,issues,RAIN CII CARBON LLC,110018914781.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2414,4562WHVRHL2446G,HAVERHILL COKE CO LLC,324199,issues,issues,issues,issues,issues,SUNCOKE ENERGY INC,110054816703.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2420,31717RGNTR161SP,BKEP MATERIALS LLC - BAINBRIDGE GA,324121,issues,issues,issues,issues,issues,BLUEKNIGHT ENERGY PARTNERS LP,110009140081.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2452,6704WRGNSP8EAST,ERGON ASPHALT & EMULSIONS INC. - EL DORADO,324121,issues,issues,issues,issues,issues,ERGON INC.,110001240595.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2601,96001JFSHC174CL,J.F. SHEA CONSTRUCTION INC. AGGREGATE PRODUCTS,324121,issues,issues,issues,issues,issues,JF SHEA CONSTRUCTION INC,110009532924.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2605,26037KPPRSKOPPE,KOPPERS FOLLANSBEE TAR PLANT,324199,325110.0,issues,issues,issues,issues,KOPPERS INC,110000586027.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2622,73753GRTLKRTE1B,OXBOW CALCINING LLC,324199,issues,issues,issues,issues,issues,OXBOW CARBON & MINERALS HOLDINGS INC,110007385374.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2730,70605LKCHR3943G,REYNOLDS METALS CO LLC,324199,issues,issues,issues,issues,issues,ALCOA CORP,110000449499.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2734,82902MNSNTQUEAL,P4 PRODUCTION LLC,324199,issues,issues,issues,issues,issues,BAYER US HOLDING LP,110000859296.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2741,84054KCHMT95WES,WESTERN EMULSIONS NORTH SALT LAKE  PLANT,324121,issues,issues,issues,issues,issues,IDAHO ASPHALT SUPPLY INC,110001884523.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2743,70602CTGPTHIGHW,CITGO PETROLEUM CORP,324110,325199.0,325180.0,issues,issues,issues,CITGO HOLDING INC.,110000597248.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2780,89118KCHPR3901W,ERGON ASPHALT & EMULSIONS INC. - LAS VEGAS,324121,issues,issues,issues,issues,issues,ERGON INC.,110009460145.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2816,37210RGNTR1114V,ERGON ASPHALT & EMULSIONS INC. - NASHVILLE,324121,issues,issues,issues,issues,issues,ERGON INC,110001860576.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2819,06488GNDST236RX,O&G INDUSTRIES INC,324121,327999.0,327320.0,212319.0,811111.0,issues,O & G INDUSTRIES INC,110007078955.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2953,26037WHLNGROUTE,MOUNTAIN STATE CARBON LLC,324199,issues,issues,issues,issues,issues,CLEVELAND-CLIFFS INC.,110042081939.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3045,70079CCRBN81PRS,RAIN CII CARBON LLC,324199,issues,issues,issues,issues,issues,RAIN CII CARBON LLC,110022810449.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3053,98002CNBRNRSTSE,ICON AUBURN,324121,212321.0,issues,issues,issues,issues,OLDCASTLE INC,110031001813.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3078,35207SLSSN35003,BLUESTONE COKE,324199,issues,issues,issues,issues,issues,BLUESTONE MINERALS INC,110000366657.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3101,82609LTTLM5700E,SINCLAIR CASPER REFINING CO,324110,issues,issues,issues,issues,issues,SINCLAIR OIL CORP,110011942719.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3160,47240DVMRC992SC,DAVE O'MARA CONTRACTOR INC.,324121,issues,issues,issues,issues,issues,DAVE O'MARA CONTRACTOR INC,110001353954.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3161,18103CRFCN1680E,CRAFCO INC-ALLENTOWN,324121,issues,issues,issues,issues,issues,ERGON INC,110001085904.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3165,79403SMMTR1611M,ERGON ASPHALT & EMULSIONS INC- LUBBOCK,324121,issues,issues,issues,issues,issues,ERGON INC,110037240107.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3236,16512RCKCRFOOTO,ERIE COKE CORP,324199,issues,issues,issues,issues,issues,issues,110043970441.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3253,77807KNFRV63SH2,KNIFE RIVER CORP-SOUTH BRYAN ASPHALT PLANT,324121,issues,issues,issues,issues,issues,MDU RESOURCES GROUP INC,110037147389.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3286,77704NCHSRGULFS,LNVA-NORTH REGIONAL TREATMENT PLANT,324110,325110.0,issues,issues,issues,issues,EXXON MOBIL CORP,110000464140.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3316,15025RSTCH400ST,KOPPERS INC CLAIRTON TAR PLANT,324199,issues,issues,issues,issues,issues,KOPPERS INC,110000328823.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3354,97420CSSPH5959H,COOS ASPHALT,324121,issues,issues,issues,issues,issues,MDU RESOURCES GROUP INC,110037149993.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3450,45052CNCNN11001,MARATHON PETROLEUM CO - NORTH BEND OH TERMINAL,324121,424710.0,issues,issues,issues,issues,MARATHON PETROLEUM CORP,110002112838.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3483,33619MRNSP5201C,ASSOCIATED ASPHALT TAMPA LLC,324121,issues,issues,issues,issues,issues,ASSOCIATED ASPHALT PARTNERS LLC,110008056520.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3485,19605KCHMT3847P,RUSSELL STANDARD CORP,324121,issues,issues,issues,issues,issues,RUSSELL STANDARD CORP,110001059997.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3523,85210QLTYM38SLA,QUALITY EMULSIONS,324121,issues,issues,issues,issues,issues,issues,110039268397.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3524,62454MRTHNMARAT,MARATHON PETROLEUM CO LP ILLINOIS REFINING DIV,324110,424710.0,issues,issues,issues,issues,MARATHON PETROLEUM CORP,110000439428.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3583,78112VPRCN7124R,VP RACING FUELS INC.,324199,issues,issues,issues,issues,issues,VP RACING FUELS INC,110002465234.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3623,44509WLKRW912SA,CRAFCO INC-YOUNGSTOWN,324121,issues,issues,issues,issues,issues,ERGON INC.,110000390112.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3625,97339MDCRV2862H,MDU CORVALLIS ASPHALT,324121,issues,issues,issues,issues,issues,MDU RESOURCES GROUP INC,110037149957.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3661,78410KCHRFSUNTI,FLINT HILLS RESOURCES CORPUS CHRISTI LLC - WEST PLANT,324110,325110.0,issues,issues,issues,issues,KOCH INDUSTRIES INC,110000504918.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3699,78064RGNSP972ND,ERGON ASPHALT & EMULSIONS INC. - PLEASANTON,324121,issues,issues,issues,issues,issues,ERGON INC.,110012491151.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3701,94553TSCCRAVONR,TESORO REFINING & MARKETING CO LLC,324110,issues,issues,issues,issues,issues,MARATHON PETROLEUM CORP,110021341332.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3768,9750WSTHRN696BL,SOUTHERN OREGON READY MIX,324121,issues,issues,issues,issues,issues,JF SHEA CONSTRUCTION INC,110042003881.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3771,77522XXNBY2800D,EXXONMOBIL REFINING & SUPPLY BAYTOWN REFINERY (PART),324110,issues,issues,issues,issues,issues,EXXON MOBIL CORP,110000502901.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3814,15025SSCLR400ST,USS-CLAIRTON PLANT,324199,issues,issues,issues,issues,issues,US STEEL CORP,110042043384.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3916,6740WRGNSP11WGR,ERGON ASPHALT & EMULSIONS INC. - SALINA,324121,issues,issues,issues,issues,issues,ERGON INC.,110017507795.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3943,85713WSTRN345E3,WESTERN EMULSIONS TUCSON EMULSIONS PLANT,324121,issues,issues,issues,issues,issues,IDAHO ASPHALT SUPPLY INC,110043965420.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4027,38701SCTTB942NB,SCOTT BIODIESEL/GREENVILLE TERMINAL,324110,issues,issues,issues,issues,issues,SCOTT PETROLEUM CORP,110037144220.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4037,03608CLDRVBREWE,COLD RIVER MATERIALS,324121,212319.0,237310.0,issues,issues,issues,EUROVIA ATLANTIC COAST LLC,110007131638.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4047,83501PSPHL313HA,POE ASPHALT PAVING INC,324121,issues,issues,issues,issues,issues,POE ASPHALT PAVING INC,110031002028.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4050,0409WPKNDS81BYD,PIKE INDUSTRIES INC. - WELLS,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC.,110008433347.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4053,97404MDRSR11DIV,MDU RESOURCES EUGENE CONCRETE,324121,issues,issues,issues,issues,issues,MDU RESOURCES GROUP INC,110037149975.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4094,77012HLLPT9701M,VALERO REFINING - TEXAS L.P. HOUSTON REFINERY,324110,issues,issues,issues,issues,issues,VALERO ENERGY CORP,110000460885.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4130,85335VLCNM14521,VULCAN MATERIALS CO SUN CITY,324121,212321.0,issues,issues,issues,issues,VULCAN MATERIALS CO,110013285417.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4157,0380WPKNDS65PEV,PIKE INDUSTRIES INC. - PORTSMOUTH,324121,issues,issues,issues,issues,issues,CRH AMERICAS INC,110009113958.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4163,6561WBLVNS565WU,BLEVINS ASPHALT CONSTRUCTION CO INC,324121,issues,issues,issues,issues,issues,BLEVINS ASPHALT CONSTRUCTION CO INC,110041627567.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4164,0703WWLDNS2MARS,WELDON ASPHALT CO.,324121,327320.0,issues,issues,issues,issues,WELDON MATERIALS INC,110004151989.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4166,64130VNCBR5201B,VANCE BROTHERS INC,324121,issues,issues,issues,issues,issues,VANCE BROTHERS INC,110000443388.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4232,35118RGNTR789BI,ERGON ASPHALT & EMULSIONS INC. - BIRMINGPORT,324121,issues,issues,issues,issues,issues,ERGON INC.,110001715467.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4274,82601KNFRV1461B,KNIFE RIVER CASPER,324121,issues,issues,issues,issues,issues,MDU RESOURCES GROUP INC,110037148119.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4303,08854ZGLRC600PR,ZIEGLER CHEMICAL & MINERAL CORP,324121,issues,issues,issues,issues,issues,issues,110000322213.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
