TIER123_BIOGENIC_CO2_EMISSIONS,AGGR_HIGH_HEAT_CAPACITY_UOM,IND_UNIT_HEATINPUTCAPACITY_UOM,PART_75_CO2_EMISSIONS_METHOD,PART_75_CO2_METHOD,TIER_4_TOTAL_CO2_EMISSIONS,TOTAL_AMT_SORBENT_USED,CS_USEIVTIND,AGG_USEIVTIND,PART_75_METHODOLOGY_ENDDATE,UNIT_TYPE_OTHER,CP_USEIVTIND,REPORTING_YEAR,TIER_4_OP_HRS_STACK_MOIST_SUB,UNIT_TYPE,PART_75_HEAT_INPUT_METHOD,TIER_4_OPERATING_HOURS,TIER4_NONBIOGENIC_CO2EMISSION,TIER_4_OP_HRS_CO2_CONC_SUB,PLANT_CODE,PART_75_METHOD_STARTDATE,FACILITY_NAME,TIER_4_BIOGENIC_CO2_EMISSIONS,TIER4_ANNUAL_BIO_CO2_EMISSION,FACILITY_ID,AGGR_HIGH_HEAT_CAPACITY,AGG_CUMULATIVE_HEAT_INPUTCAP,IND_USE_IVT_IND,SORBENT_RATIO,PART_75_OP_HRS_FLOWRATE_SUB,COMMON_STACK_COMBINED_HEAT_UOM,TIER4_V_BIO,TIER4_VFF,BIOGENIC_CO2_MASS_EMISS_MSW,TIER_4_OP_HRS_STACK_FLOWRT_SUB,TIER4_V_TOTAL,TIER_4_METHODOLOGY_START_DATE,SORBENT_MOLECULAR_WEIGHT,PART_75_OP_HRS_HHV_SUB,UNIT_NAME,COMMON_PIPE_HEAT_CAPACITY,TIER_4_METHODOLOGY_END_DATE,PART_75_OP_HRS_MOISTURE_SUB,TIER_123_SORBENT_CO2_EMISSIONS,COMMON_PIPE_HEAT_CAPACITY_UOM,COMMON_STACK_NUMBER_OF_UNITS,TIER_1_2_3_FOSSIL_CO2_EMISSION,IND_UNIT_HEAT_INPUT_CAPACITY,IND_UNIT_HEATCAPACITY_UOM_OTHR,CP_CUMULATIVE_MAXHEAT_INPUTCAP,PART_75_OP_HRS_FUEL_FLOWRATE,PART_75_OP_HRS_CO2_CONC_SUB,COMMON_STACK_COMBINED_HEAT
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,19724,,VANDERBILT UNIVERSITY,,,1004102,125.0,323.0,,,,,,,,,,,,,GP-3 Diesel fuel use at Power House,,,,0.0,,,43.4,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,19724,,VANDERBILT UNIVERSITY,,,1004102,125.0,842.6,,,,,,,,,,,,,GP-1: Natural Gas Use at Power House,,,,0.0,,,121867.5,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,221112,,Basin Creek Plant,,,1011063,54.0,486.0,,,,,,,,,,,,,GP-GCM3416 Engines 1 through 9,,,,0.0,,,53586.5,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,221112,,WHEELABRATOR NORWALK ENERGY COMPANY,,,1004051,26.249,52.2,,,,,,,,,,,,,GP-Boilers,,,,0.0,,,4047.3,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,2493,,East River,,,1000761,192.0,960.0,,,,,,,,,,,,,GP-East River SSS,,,,0.0,,,51237.9,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,26,,E C Gaston,,,1001414,0.002667,,,,,,,,,,,,,,GP-Flameless Catalytic Heaters,,,,0.0,,,7.5,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,2850,,J M Stuart,,,1000849,70.0,342.0,,,,,,,,,,,,,GP-01,,,,0.0,,,4942.3,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,3,,Barry,,,1001412,0.002667,,,,,,,,,,,,,,GP-Flameless Catalytic Heaters,,,,0.0,,,5.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,322121,,U S GYPSUM - OAKFIELD PLANT,,,1002309,71.5,148.24,,,,,,,,,,,,,GP-Oakfield Paper Mill,,,,0.0,,,31333.9,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,325211,,BVPV Styrenics LLC,,,1011859,81.7,93.0,,,,,,,,,,,,,GP-01,,,,0.0,,,0.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,325211,,EXXONMOBIL CHEMICAL MONT BELVIEU PLASTICS PLANT,,,1006274,98.0,425.44,,,,,,,,,,,,,GP-Natural Gas Usage MBPP,,,,0.0,,,56507.6,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,358,,Mountainview Generating Station,,,1001451,0.1,,,,,,,,,,,,,,GP-1,,,,0.0,,,1.7,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,52147,,KELCO,,,1004753,109.0,469.2,,,,,,,,,,,,,GP-1,,,,0.0,,,94116.5,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,526647,,MICHELIN NORTH AMERICA ARDMORE PLANT,,,1004503,60.0,180.0,,,,,,,,,,,,,GP-1,,,,0.0,,,30404.7,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,54333,,Bucknell University,,,1010646,92.0,107.0,,,,,,,,,,,,,GP-1,,,,0.0,,,28849.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,54775,,UNIV OF IOWA MAIN PWR PLANT,,,1004790,218.0,1350.84,,,,,,,,,,,,,GP-UI-1,,,,0.0,,,72511.7,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,54965,,CARGILL SALT SAINT CLAIR,,,1006063,248.5,248.5,,,,,,,,,,,,,GP- Coal & Natural gas,,,,0.0,,,75377.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,564364,,FritoLay,,,1012380,25.0,84.0,,,,,,,,,,,,,GP-1 Natural Gas Units,,,,0.0,,,27287.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,57036,,International Station Power Plant,,,1010606,16.3,30.27,,,,,,,,,,,,,GP-1,,,,0.0,,,9.9,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,57937,,WESTERN SUGAR COMPANY,,,1000019,0.155,,,,,,,,,,,,,,"GP-Office, Misc. Space Heaters",,,,0.0,,,159.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,58081,,WESTERN SUGAR COOP,,,1001823,196.0,392.0,,,,,,,,,,,,,GP-Boilers,,,,0.0,,,182855.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,58107,,University of Rochester,,,1002163,245.0,785882.0,,,,,,,,,,,,,GP-1 FACILITY LEVEL REPORTING,,,,0.0,,,134572.6,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,58179,,MIDDLE TENNESSEE STATE UNIVERSITY,,,1004834,99.0,261.0,,,,,,,,,,,,,GP-1,,,,0.0,,,36797.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,58429,,"Glass House Camarillo Cultivation, LLC",,,1010977,32.245,96.735,,,,,,,,,,,,,GP-Cogen,,,,0.0,,,35108.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,60536,,University of Arkansas,,,1004124,87.8,215.8,,,,,,,,,,,,,GP-Natural Gas Sources,,,,0.0,,,33997.4,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,60658,,"Pelican Renewables, LLC",,,1007262,75.6,243.0,,,,,,,,,,,,,GP-1,,,,0.0,,,58829.5,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,6090,,Sherburne County,,,1001024,0.58,,,,,,,,,,,,,,GP-PropaneHeaters,,,,0.0,,,46.4,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,611310,,OREGON STATE UNIVERSITY,,,1004658,99.3,341.5,,,,,,,,,,,,,"GP-CTG/HRSG, Boiler 2, Boiler 3",,,,0.0,,,38509.1,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,611310,,San Diego State University,,,1012093,5.0,,,,,,,,,,,,,,GP-Other sources,,,,0.0,,,2882.6,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,611310,,San Diego State University,,,1012093,59.28,182.5,,,,,,,,,,,,,GP-Cogen,,,,0.0,,,38103.9,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,62319,,WESTERN SUGAR COOPERATIVE,,,1001783,0.5,,,,,,,,,,,,,,GP-Office Misc Space Heaters,,,,0.0,,,0.2,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,62319,,WESTERN SUGAR COOPERATIVE,,,1001783,132.0,389.0,,,,,,,,,,,,,GP-Erie CB Dryers,,,,0.0,,,88.4,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,62319,,WESTERN SUGAR COOPERATIVE,,,1001783,148.0,444.0,,,,,,,,,,,,,GP-CoalBoilers,,,,0.0,,,122519.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,6288,,GOLDEN VALLEY ELECTRIC ASSOCIATION INC - HEALY POWER PLANT,,,1007068,25.8,61.4,,,,,,,,,,,,,GP-1,,,,0.0,,,141.6,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,3M BROWNWOOD,,,1003188,32.0,64.0,,,,,,,,,,,,,GP-All,,,,0.0,,,35942.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,3M CO - GUIN,,,1003739,16.75,59.45,,,,,,,,,,,,,GP-01,,,,0.0,,,24762.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,3M CORDOVA,,,1006665,3.0,,,,,,,,,,,,,,GP-RICE & HEATERS,,,,0.0,,,111.4,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,3M CORDOVA,,,1006665,75.0,175.0,,,,,,,,,,,,,GP- #2 FO for Boilers,,,,0.0,,,0.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,3M CORDOVA,,,1006665,75.0,191.5,,,,,,,,,,,,,GP-NG Combustion,,,,0.0,,,27859.1,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,3M MAGNETIC TAPE MANUFACTURING DIVISION,,,1004914,110.0,300.0,,,,,,,,,,,,,GP-Boilers,,,,0.0,,,22696.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,3M MAGNETIC TAPE MANUFACTURING DIVISION,,,1004914,16.5,246.4,,,,,,,,,,,,,GP-Process,,,,0.0,,,15216.6,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,50 Buttes Gas Plant,,,1012037,14.75,98.69404,,,,,,,,,,,,,GP-50Buttes,,,,0.0,,,38562.2,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,74th Street,,,1000767,223.0,1526.0,,,,,,,,,,,,,GP-CS0002,,,,0.0,,,36700.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,Abbott Nutrition - A Division of Abbott Laboratories,,,1003205,97.5,97.5,,,,,,,,,,,,,GP-Altavista,,,,0.0,,,21218.4,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,ABERDEEN PROVING GROUND-Aberdeen Area & Edgewood Area,,,1006971,73.1,605.4,,,,,,,,,,,,,GP-Fuel_Burning_Equipment,,,,0.0,,,83457.7,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,Addis Carbon Black Plant,,,1000603,10.0,60.0,,,,,,,,,,,,,GP-Dryers/miscellaneous sources,,,,0.0,,,0.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,ADKINS ENERGY LLC,,,1003422,90.7,296.7,,,,,,,,,,,,,GP-1,,,,0.0,,,85354.9,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,"ADVANCED DISPOSAL MAPLE HILL LANDFILL, LLC",,,1003038,0.15,,,,,,,,,,,,,,GP-Office and Shop Heaters (combined),,,,0.0,,,52.6,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,ADVANSIX INC - CHESTERFIELD PLANT,,,1000627,72.0,302.0,,,,,,,,,,,,,GP-Boilers-Heaters,,,,0.0,,,58688.1,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,ADVANSIX INCORPORATED - HOPEWELL,,,1000630,15.0,26.0,,,,,,,,,,,,,GP-A11 Dryers,,,,0.0,,,2427.2,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,ADVANSIX INCORPORATED - HOPEWELL,,,1000630,1.65,,,,,,,,,,,,,,GP-A7-Process Heaters,,,,0.0,,,1618.1,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,"Aemetis Advanced Fuels Keyes, Inc.",,,1012089,99.0,198.0,,,,,,,,,,,,,GP-Multiple Units,,,,0.0,,,76223.7,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,AG Energy,,,1007551,96.0,173.3,,,,,,,,,,,,,GP-AuxBlrs,,,,0.0,,,8095.9,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,Ag Processing Inc,,,1002365,103.6,295.82,,,,,,,,,,,,,GP-Sgt Natural Gas and Fuel Oil,,,,0.0,,,69042.4,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,AG PROCESSING INC,,,1002069,85.0,120.0,,,,,,,,,,,,,GP-Emmetsburg Natural Gas and Fuel Oil,,,,0.0,,,23245.4,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,AG PROCESSING INC A COOP-MANNING,,,1002070,51.07,83.0,,,,,,,,,,,,,GP-Manning Natural Gas and Fuel Oil,,,,0.0,,,18772.7,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,AG PROCESSING INCORPORATED A COOPERATIVE,,,1002291,91.3,196.3,,,,,,,,,,,,,GP-Dawson Facility Natural Gas and #6,,,,0.0,,,34341.3,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,AG PROCESSING INC-SHELDON,,,1002408,77.5,124.22,,,,,,,,,,,,,GP-Sheldon Natural Gas and Fuel Oil,,,,0.0,,,26290.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,AGP SOY/CORN PROCESSING,,,1002067,200.0,400.0,,,,,,,,,,,,,GP-Hastings Facility Natural Gas Use,,,,0.0,,,11776.7,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,AGRI ENERGY LLC,,,1005284,62.0,197.0,,,,,,,,,,,,,GP-1,,,,0.0,,,38383.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,"Ahlstrom Filtration, LLC.",,,1011038,42.0,115.6,,,,,,,,,,,,,GP-1,,,,0.0,,,16526.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,Ahlstrom NA Specialty Solutions LLC,,,1005991,7.2,,,,,,,,,,,,,,GP-1,,,,0.0,,,0.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,AHN Heartland Ingredients,,,1001919,120.3,471.89,,,,,,,,,,,,,GP-01,,,,0.0,,,140605.1,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,Aladdin Manufacturing - Glasgow facility,,,1006235,4.0,,,,,,,,,,,,,,GP-,,,,0.0,,,0.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,ALADDIN MILLS - ANTIOCH RD PLA NT,,,1007272,30.1,78.0,,,,,,,,,,,,,GP-,,,,0.0,,,0.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,Albemarle Corporation Bayport Plant,,,1003570,160.0,450.0,,,,,,,,,,,,,GP-Bayport,,,,0.0,,,112353.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,ALBEMARLE CORPORATION HOUSTON PLANT,,,1003402,126.0,510.0,,,,,,,,,,,,,GP-Pasadena,,,,0.0,,,47149.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,"Albert Einstein College of Medicine, Inc.",,,1009825,94.0,370.0,,,,,,,,,,,,,GP-Boiler Plant-Albert Einstein College,,,,0.0,,,39028.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,Alcoa USA Corp.,,,1012517,1.0,,,,,,,,,,,,,,GP-01,,,,0.0,,,31.6,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,ALCOA WORLD ALUMINA ATLANTIC,,,1003201,7.54,,,,,,,,,,,,,,GP-01,,,,0.0,,,1956.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,"Alcon Vision, LLC",,,1003448,41.0,209.0,,,,,,,,,,,,,GP-Boilers,,,,0.0,,,33885.6,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,"Alexander Orr, Jr. Water Treatment Plant",,,1012573,50.0,50.0,,,,,,,,,,,,,GP-ALL COMBUSTION UNITS,,,,0.0,,,0.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,,,Allen S King,,,1000691,0.4,,,,,,,,,,,,,,GP-SH,,,,0.0,,,920.8,,,,,,
