TIER123_BIOGENIC_CO2_EMISSIONS,AGGR_HIGH_HEAT_CAPACITY_UOM,IND_UNIT_HEATINPUTCAPACITY_UOM,PART_75_CO2_EMISSIONS_METHOD,PART_75_CO2_METHOD,TIER_4_TOTAL_CO2_EMISSIONS,TOTAL_AMT_SORBENT_USED,CS_USEIVTIND,AGG_USEIVTIND,PART_75_METHODOLOGY_ENDDATE,UNIT_TYPE_OTHER,CP_USEIVTIND,REPORTING_YEAR,TIER_4_OP_HRS_STACK_MOIST_SUB,UNIT_TYPE,PART_75_HEAT_INPUT_METHOD,TIER_4_OPERATING_HOURS,TIER4_NONBIOGENIC_CO2EMISSION,TIER_4_OP_HRS_CO2_CONC_SUB,PLANT_CODE,PART_75_METHOD_STARTDATE,FACILITY_NAME,TIER_4_BIOGENIC_CO2_EMISSIONS,TIER4_ANNUAL_BIO_CO2_EMISSION,FACILITY_ID,AGGR_HIGH_HEAT_CAPACITY,AGG_CUMULATIVE_HEAT_INPUTCAP,IND_USE_IVT_IND,SORBENT_RATIO,PART_75_OP_HRS_FLOWRATE_SUB,COMMON_STACK_COMBINED_HEAT_UOM,TIER4_V_BIO,TIER4_VFF,BIOGENIC_CO2_MASS_EMISS_MSW,TIER_4_OP_HRS_STACK_FLOWRT_SUB,TIER4_V_TOTAL,TIER_4_METHODOLOGY_START_DATE,SORBENT_MOLECULAR_WEIGHT,PART_75_OP_HRS_HHV_SUB,UNIT_NAME,COMMON_PIPE_HEAT_CAPACITY,TIER_4_METHODOLOGY_END_DATE,PART_75_OP_HRS_MOISTURE_SUB,TIER_123_SORBENT_CO2_EMISSIONS,COMMON_PIPE_HEAT_CAPACITY_UOM,COMMON_STACK_NUMBER_OF_UNITS,TIER_1_2_3_FOSSIL_CO2_EMISSION,IND_UNIT_HEAT_INPUT_CAPACITY,IND_UNIT_HEATCAPACITY_UOM_OTHR,CP_CUMULATIVE_MAXHEAT_INPUTCAP,PART_75_OP_HRS_FUEL_FLOWRATE,PART_75_OP_HRS_CO2_CONC_SUB,COMMON_STACK_COMBINED_HEAT
0.0,mmBtu/hr,,,,,11877.0,,N,,,,2017,,OCS (Other combustion source),,,,,,,QUEMETCO INC,,,1003794,32.0,57.0,,1.0,,,,,,,,,105.99,,GP-Natural Gas,,,,4486.8,,,4486.8,,,,,,
0.0,mmBtu/hr,,,,,11881.0,,N,,,,2017,,OCS (Other combustion source),,,,,,,IOWA STATE UNIVERSITY/ ISU HEATING PLANT,,,1002641,235.1,470.2,,2.0,,,,,,,,,100.0,,GP-ISU-1,,,,9514.3,,,154349.0,,,,,,
0.0,mmBtu/hr,,,,,1419.0,,N,,,,2017,,OCS (Other combustion source),,,,,,,DIGERONIMO AGGREGATES LLC (1318270383),,,1005326,100.0,100.0,,1.0,,,,,,,,,100.0,,GP- P901 and P012,,,,568.2,,,31805.1,,,,,,
0.0,mmBtu/hr,,,,,144.1,,Y,,,,2017,,OCS (Other combustion source),,,,,,,US ARMY IOWA ARMY AMMUNITION PLANT-AMERICAN ORDNANCE LLC,,,1007086,163.9,327.8,,1.0,,,,,,,,,100.0,,GP- Coal Boilers,,,,57.7,,,33791.5,,,,,,
0.0,mmBtu/hr,,,,,171.408,,N,,,,2017,,OCS (Other combustion source),,,,,,,THE BELDEN BRICK COMPANY (0679000118),,,1005773,92.66,193.52,,1.0,,,,,,,,,84.0,,GP-BELDENBRICK,,,,81.7,,,61280.5,,,,,,
0.0,mmBtu/hr,,,,,1774.885,,Y,,,,2017,,OCS (Other combustion source),,,,,,,Forest City Facility LLC,,,1004989,9.0,,,1.0,,,,,,,,,56.077,,GP-Natural Gas Units,,,,1267.3,,,5159.1,,,,,,
0.0,mmBtu/hr,,,,,185.0,,N,,,,2017,,OCS (Other combustion source),,,,,,,INDIANA UNIVERSITY,,,1003713,217.0,797.0,,1.0,,,,,,,,,100.0,,GP-boilers/water heaters/etc.,,,,74.1,,,92229.4,,,,,,
0.0,mmBtu/hr,,,,,2249.45,,Y,,,,2017,,OCS (Other combustion source),,,,,,,Ardagh Glass Inc. (Dunkirk),,,1000002,84.8,188.0,,1.0,,,,,,,,,105.99,,GP-1,,,,849.8,,,80378.7,,,,,,
0.0,mmBtu/hr,,,,,2256.0,,Y,,,,2017,,OCS (Other combustion source),,,,,,,City Point Energy Center,,,1000252,200.0,600.0,,1.0,,,,,,,,,100.0,,GP-001,,,,903.3,,,298244.5,,,,,,
0.0,mmBtu/hr,,,,,2367.0,,Y,,,,2017,,OCS (Other combustion source),,,,,,,UNIVERSITY OF ILLINOIS,,,1001893,243.0,643.0,,1.0,,,,,,,,,100.0,,"GP-Coal Boilers 5, 6 & 7",,,,947.7,,,58846.8,,,,,,
0.0,mmBtu/hr,,,,,266.4,,Y,,,,2017,,OCS (Other combustion source),,,,,,,CARBO Ceramics Inc. - Toomsboro Plant,,,1004181,60.0,616.0,,0.69,,,,,,,,,106.0,,GP-Toomsboro,,,,69.4,,,17628.0,,,,,,
0.0,mmBtu/hr,,,,,27309.0,,N,,,,2017,,OCS (Other combustion source),,,,,,,"Ecobat Resources New York, LLC",,,1003590,30.0,92.0,,1.0,,,,,,,,,105.99,,GP- General Fuel Combustion,,,,10316.6,,,20456.5,,,,,,
0.0,mmBtu/hr,,,,,33.93,,N,,,,2017,,OCS (Other combustion source),,,,,,,MICHIGAN SUGAR CO - CARO FACTORY,,,1006312,18.0,18.0,,1.0,,,,,,,,,100.0,,GP-LIME KILNS,,,,13.6,,,6224.7,,,,,,
0.0,mmBtu/hr,,,,,37.4,,N,,,,2017,,OCS (Other combustion source),,,,,,,MICHIGAN SUGAR CO - CROSWELL FACTORY,,,1004477,20.0,40.0,,1.0,,,,,,,,,100.0,,GP-LIME KILNS,,,,15.0,,,6659.0,,,,,,
0.0,mmBtu/hr,,,,,380.0,,N,,,,2017,,OCS (Other combustion source),,,,,,,"Granges Americas, Inc",,,1012375,38.0,634.0,,0.667,,,,,,,,,226.03,,GP-Site,,,,44.9,,,84614.9,,,,,,
0.0,mmBtu/hr,,,,,4054.0,,Y,,,,2017,,OCS (Other combustion source),,,,,,,SAN FRANCISCO REFINERY AT RODEO,,,1006395,62.0,176.0,,1.0,,,,,,,,,84.0,,GP-Calciner Natural Gas,,,,1932.4,,,13768.8,,,,,,
0.0,mmBtu/hr,,,,,450.67,,Y,,,,2017,,OCS (Other combustion source),,,,,,,Ardagh Glass Inc. (Madera),,,1000005,85.0,182.0,,1.0,,,,,,,,,105.99,,GP-1,,,,170.3,,,60129.4,,,,,,
0.0,mmBtu/hr,,,,,5.4,,Y,,,,2017,,OCS (Other combustion source),,,,,,,"PHARMACIA & UPJOHN COMPANY, LLC",,,1002606,110.81,443.23,,0.5,,,,,,,,,100.1,,GP-COALBOILERS,,,,1.1,,,20962.8,,,,,,
0.0,mmBtu/hr,,,,,634.93,,Y,,,,2017,,OCS (Other combustion source),,,,,,,Ardagh Glass Inc. (Pevely),,,1000028,98.0,184.0,,1.0,,,,,,,,,105.99,,GP-1,,,,239.9,,,54679.9,,,,,,
0.0,mmBtu/hr,,,,,70.56,,Y,,,,2017,,OCS (Other combustion source),,,,,,,Ardagh Glass Inc. (Seattle),,,1000024,31.4,117.0,,1.0,,,,,,,,,105.99,,GP-1,,,,26.7,,,58487.8,,,,,,
0.0,mmBtu/hr,,,,,763.04,,N,,,,2017,,OCS (Other combustion source),,,,,,,FLORIM USA INC,,,1005263,31.2,151.4,,1.0,,,,,,,,,74.0,,GP-Total,,,,1164.2,,,51335.6,,,,,,
0.0,mmBtu/hr,,,,,935.403,,Y,,,,2017,,OCS (Other combustion source),,,,,,,City Point Energy Center,,,1000252,200.0,600.0,,1.0,,,,,,,,,100.0,,GP-002,,,,374.5,,,124169.6,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,"1,2,3,150,6300,7019,7088,7250",,NESTLE PURINA PET CARE CO - GOLDEN PRODUCTS DIVISI,,,1006741,115.0,191.0,,,,,,,,,,,,,GP-NPPC_KWM_ALL,,,,0.0,,,43717.0,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,1239,,Riverton,,,1001575,227.0,454.0,,,,,,,,,,,,,GP-1011,,,,0.0,,,1079.8,,,,,,
0.0,mmBtu/hr,,,,,,,N,,,,2017,,OCS (Other combustion source),,,,,1912,,High Bridge,,,1000690,0.4,,,,,,,,,,,,,,GP-SH,,,,0.0,,,201.9,,,,,,
