FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,GHG_QUANTITY,GHG_NAME
1001781,2017,INV Nylon Chemicals Americas Victoria Site,1317.138,Nitrous Oxide
1001908,2017,APACHE NITROGEN PRODUCTS - PLANT,706.54,Nitrous Oxide
1002170,2017,COFFEYVILLE RESOURCES NITROGEN FERT.,2428.039,Nitrous Oxide
1002188,2017,"Trammo Nitrogen Products, Inc.",146.02,Nitrous Oxide
1002212,2017,INVISTA ORANGE SITE,0.0,Nitrous Oxide
1002229,2017,"PCS Nitrogen Ohio, L.P.",854.583,Nitrous Oxide
1002263,2017,ANGUS CHEMICAL CO,72.963,Nitrous Oxide
1002275,2017,VERDIGRIS PLT,5623.091,Nitrous Oxide
1002301,2017,"CF INDUSTRIES NITROGEN, LLC - DONALDSONVILLE NITROGEN COMPLEX",3153.988,Nitrous Oxide
1002407,2017,KOCH FERITLIZER ENID LLC ENID NITROGEN PLT,1.148,Nitrous Oxide
1002589,2017,FIRST CHEMICAL CORP,497.333,Nitrous Oxide
1002830,2017,EL DORADO NITROGEN LLC,570.95,Nitrous Oxide
1003489,2017,PCS NITROGEN FERTILIZER LP - GEISMAR AGRICULTURAL NITROGEN & PHOSPHATE PLANT,976.087,Nitrous Oxide
1003636,2017,J R SIMPLOT COMPANY,0.08,Nitrous Oxide
1003993,2017,EL DORADO CHEMICAL COMPANY,885.852,Nitrous Oxide
1004183,2017,"CF Industries Nitrogen, LLC - Yazoo City Facility",4561.383,Nitrous Oxide
1004236,2017,AGRIUM US INC - KFO,447.3,Nitrous Oxide
1004340,2017,"PCS NITROGEN FERTILIZER, L.P.",1927.274,Nitrous Oxide
1004962,2017,Ascend Performance Materials LLC,2048.393,Nitrous Oxide
1005502,2017,"East Dubuque Nitrogen Fertilizers, LLC",136.73,Nitrous Oxide
1005506,2017,TRADEMARK NITROGEN CORP.,15.889,Nitrous Oxide
1005766,2017,Dyno Nobel,2.387,Nitrous Oxide
1005788,2017,TERRA INTERNATIONAL (OKLAHOMA) LLC,1146.415,Nitrous Oxide
1005867,2017,PRYOR CHEMICAL COMPANY,15.456,Nitrous Oxide
1005924,2017,Cheyenne Plant,263.321,Nitrous Oxide
1006005,2017,"CF Industries Nitrogen, LLC-Port Neal Nitrogen Complex",1480.927,Nitrous Oxide
1006037,2017,"KOCH FERTILIZER DODGE CITY, LLC",25.427,Nitrous Oxide
1006100,2017,DYNO NOBEL INCORPORATED NITROGEN DIVISION,1310.834,Nitrous Oxide
1006575,2017,"KOCH FERTILIZER BEATRICE, LLC",0.228,Nitrous Oxide
1007046,2017,"Koch Fertilizer Ft. Dodge, LLC",883.23,Nitrous Oxide
1007770,2017,CHEROKEE NITROGEN,543.996,Nitrous Oxide
1012789,2017,US Nitrogen LLC,0.223,Nitrous Oxide
1012918,2017,Iowa Fertilizer Company,0.731,Nitrous Oxide
