FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,GHG_QUANTITY,GHG_NAME
1000035,2017,THE ANDERSONS MARATHON HOLDINGS LLC,4.97,Methane
1000037,2017,TYSON FRESH MEATS INC,336.72,Methane
1000038,2017,TYSON FRESH MEATS,3483.78,Methane
1000045,2017,TYSON POULTRY INC.-SEDALIA,1460.7,Methane
1000353,2017,Sonoco Products Co.,96.17,Methane
1000357,2017,CARGILL MEAT SOLUTIONS CORPORATION,80.64,Methane
1000401,2017,"Primary Products Ingredients Americas, LLC",44.05,Methane
1000413,2017,"Alto Pekin, LLC",1.16,Methane
1000442,2017,Foster Farms Farmerville Complex,705.89,Methane
1000561,2017,Spiritwood Station,3.67,Methane
1000606,2017,LAMB WESTON INCORPORATED,540.15,Methane
1000610,2017,LAMB WESTON RDO FROZEN,385.87,Methane
1000614,2017,Lamb Weston Inc.,175.85,Methane
1000615,2017,Lamb Weston Twin Falls,15.76,Methane
1000855,2017,Cargill Meat Solutions Corporation,34.52,Methane
1001671,2017,OHIO PAPERBOARD CORP,21.7,Methane
1001677,2017,KAAPA ETHANOL LLC,0.0,Methane
1001678,2017,ICM Biofuels LLC,0.38,Methane
1001680,2017,TYSON FRESH MEATS,255.87,Methane
1001703,2017,TYSON FRESH MEATS INC,1716.18,Methane
1001838,2017,TYSON FRESH MEATS INC-PERRY,1387.88,Methane
1001851,2017,Smithfield Fresh Meats Corp - Tar Heel,94.3,Methane
1001923,2017,Tyson Fresh Meats,168.12,Methane
1001945,2017,ARCHER DANIELS MIDLAND,21.89,Methane
1001985,2017,JR SIMPLOT COMPANY - FOOD GROUP,61.85,Methane
1002032,2017,BADGER STATE ETHANOL,0.11,Methane
1002054,2017,Smithfield Packaged Meats Corp.,139.68,Methane
1002073,2017,"POET- Biorefining Fairmont, LLC",3.7,Methane
1002082,2017,KANSAS ETHANOL LLC,2.47,Methane
1002124,2017,SHOW ME ETHANOL,0.39,Methane
1002173,2017,GRANITE FALLS ENERGY LLC,2.28,Methane
1002177,2017,"DENCO II, LLC",0.08,Methane
1002283,2017,MCCAIN FOODS POTATO FACILITY,64.52,Methane
1002284,2017,MCCAIN FOODS USA INC,35.75,Methane
1002285,2017,MCCAIN FOODS USA INC,75.86,Methane
1002287,2017,MCCAIN FOODS USA INC,914.8,Methane
1002346,2017,JBS/Swift Pork Company,36.46,Methane
