,TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
133,96950CMMNWCHALA,COMMONWEALTH UTILITIES CORP (CUC),221112,issues,issues,issues,issues,issues,COMMONWEALTH UTILITIES CORP (CUC),110055500186,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
395,00785SPRTRKM142,AES PUERTO RICO LP,221112,issues,issues,issues,issues,issues,AES CORP,110012141805,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
783,9024WSTBND1722W,STABOND CORP,325199,issues,issues,issues,issues,issues,issues,110066597542,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
804,26050DTCNV2567C,CAMPBELL TRANSPORTATION CO INC,325199,488390.0,488310.0,483211.0,488330.0,issues,BLUE DANUBE INC,110007886109,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1102,77503MCCHM1500N,PURITY ISOBUTYLENE PLANT,325199,issues,issues,issues,issues,issues,ENTERPRISE PRODUCTS OPERATING LLC,110000462678,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1526,6154WCRNPR831WR,INGREDION,325199,issues,issues,issues,issues,issues,INGREDION INC,110037066260,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
1864,00693PRPVGPR2KM,PREPA-VEGA BAJA GAS TURBINES POWER PLANT,221112,221122.0,221121.0,issues,issues,issues,PUERTO RICO ELECTRIC POWER AUTHORITY,110000580719,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2201,96952CMMNWSANJS,COMMONWEALTH UTILITIES CORP (CUC),221112,issues,issues,issues,issues,issues,COMMONWEALTH UTILITIES CORP,110055500202,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2226,00751PRPGRPRO3K,PREPA - AGUIRRE POWER GENERATI ON COMPLEX,221112,221121.0,221122.0,issues,issues,issues,PUERTO RICO ELECTRIC POWER AUTHORITY,110000307800,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2652,00804VRGNSKRUMB,VIRGIN ISLANDS WATER & POWER AUTHORITY,221112,issues,issues,issues,issues,issues,VIRGIN ISLANDS WATER & POWER AUTHORITY,110000580960,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3242,96915GMPWR322CA,GUAM POWER AUTHORITY,221112,issues,issues,issues,issues,issues,issues,110007501499,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3629,64601CHLLC1301W,CHILLICOTHE MUNICIPAL UTILITIES - WATER PLANT,221112,221310.0,issues,issues,issues,issues,issues,110005984970,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3630,19022DDYSTNO1IN,EDDYSTONE GENERATING STATION,221112,issues,issues,issues,issues,issues,CONSTELLATION ENERGY GENERATION LLC,110000817493,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3709,33460TMGSM117CO,TOM G SMITH MUNICIPAL POWER PLANT & LAKE WORTH WTP,221112,issues,issues,issues,issues,issues,CITY OF LAKE WORTH,110000364098,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
