FRS_ID,Source,Flows,CO2 missing,FacilityName,City,State,Latitude,Longitude,city
110028118748.0,GHGRP TRI,"['Acetaldehyde', 'Acrolein', 'Benzene', 'Biogenic CO2', 'Carbon Dioxide', 'Cyclohexane', 'Formaldehyde', 'Formic acid', 'Methane', 'Methanol', 'Nitrous Oxide', 'Toluene', 'n-Hexane']",False,"Valero Renewable Fuels Campany LLC, dba Valero Albion Plant",ALBION,NE,41.6775,-97.982222,albion
110001843694.0,GHGRP NEI TRI,"['Acetaldehyde', 'Ammonia', 'Biogenic CO2', 'Carbon Dioxide', 'Carbon Monoxide', 'Methane', 'Nitrogen Oxides', 'Nitrous Oxide', 'PM10-PM2.5', 'PM2.5 Primary (Filt + Cond)', 'Sulfur Dioxide', 'Volatile Organic Compounds']",False,ANDERSONS ALBION ETHANOL LLC,ALBION,MI,42.259646,-84.789726,albion
110037236103.0,GHGRP NEI TRI,"['Acetaldehyde', 'Acrolein', 'Ammonia', 'Biogenic CO2', 'Carbon Dioxide', 'Carbon Monoxide', 'Formaldehyde', 'Methane', 'Methanol', 'Nitrogen Oxides', 'Nitrous Oxide', 'PM10-PM2.5', 'PM2.5 Primary (Filt + Cond)', 'Sulfur Dioxide', 'Volatile Organic Compounds']",False,FLINT HILLS RESOURCES ARTHUR LLC,ARTHUR,IA,42.33037,-95.34253,arthur
nan,GHGRP NEI,"['1,1,2,2-Tetrachloroethane', '1,3-Butadiene', '1,4-Dichlorobenzene', '1-Methylnaphthalene', '2,2,4-Trimethylpentane', '2-Methylnaphthalene', 'Acenaphthene', 'Acenaphthylene', 'Acetaldehyde', 'Acrolein', 'Acrylamide', 'Acrylic Acid', 'Acrylonitrile', 'Ammonia', 'Anthracene', 'Arsenic', 'Benz[a]Anthracene', 'Benzene', 'Benzo[a]Pyrene', 'Benzo[b]Fluoranthene', 'Benzo[g,h,i,]Perylene', 'Benzo[k]Fluoranthene', 'Bis(2-Ethylhexyl)Phthalate', 'Cadmium', 'Carbon Dioxide', 'Carbon Disulfide', 'Carbon Monoxide', 'Carbon Tetrachloride', 'Carbonyl Sulfide', 'Chlorine', 'Chlorobenzene', 'Chloroform', 'Chromium (VI)', 'Chromium III', 'Chrysene', 'Cobalt', 'Cumene', 'Cyanide', 'Dibenzo[a,h]Anthracene', 'Diethanolamine', 'Epichlorohydrin', 'Ethyl Acrylate', 'Ethyl Benzene', 'Ethyl Chloride', 'Ethylene Dibromide', 'Ethylene Dichloride', 'Ethylene Glycol', 'Ethylene Oxide', 'Ethylidene Dichloride', 'Fluoranthene', 'Fluorene', 'Formaldehyde', 'Hexane', 'Hydrochloric Acid', 'Hydrogen Sulfide', 'Indeno[1,2,3-c,d]Pyrene', 'Lead', 'Maleic Anhydride', 'Manganese', 'Mercury', 'Methane', 'Methanol', 'Methyl Chloride', 'Methyl Chloroform', 'Methyl Isobutyl Ketone', 'Methyl Methacrylate', 'Methylene Chloride', 'Naphthalene', 'Nickel', 'Nitrogen Oxides', 'Nitrous Oxide', 'PAH, total', 'PM10-PM2.5', 'PM2.5 Primary (Filt + Cond)', 'Phenanthrene', 'Phenol', 'Polychlorinated Biphenyls', 'Propionaldehyde', 'Propylene Dichloride', 'Pyrene', 'Selenium', 'Styrene', 'Sulfur Dioxide', 'Tetrachloroethylene', 'Toluene', 'Trichloroethylene', 'Vinyl Acetate', 'Vinyl Chloride', 'Vinylidene Chloride', 'Volatile Organic Compounds', 'Xylenes (Mixed Isomers)', 'm-Xylene', 'o-Xylene']",False,East Central Mixed Mun (kanabec),Arthur,MN,45.8479,-93.3508,arthur
110000448329.0,GHGRP NEI,"['2-Methylnaphthalene', 'Acetaldehyde', 'Acrolein', 'Arsenic', 'Benzene', 'Cadmium', 'Carbon Dioxide', 'Carbon Monoxide', 'Chromium (VI)', 'Chromium III', 'Cobalt', 'Fluoranthene', 'Fluorene', 'Formaldehyde', 'Hexane', 'Lead', 'Manganese', 'Methane', 'Methanol', 'Naphthalene', 'Nickel', 'Nitrogen Oxides', 'Nitrous Oxide', 'PM10-PM2.5', 'PM2.5 Primary (Filt + Cond)', 'Phenanthrene', 'Pyrene', 'Sulfur Dioxide', 'Toluene', 'Volatile Organic Compounds']",False,"Pacific Ethanol Aurora East, LLC",AURORA,NE,40.867306,-98.038722,aurora
110043806218.0,GHGRP NEI TRI,"['Acetaldehyde', 'Acrolein', 'Benzene', 'Biogenic CO2', 'Carbon Dioxide', 'Carbon Monoxide', 'Cyclohexane', 'Formaldehyde', 'Formic acid', 'Hexane', 'Methane', 'Nitrogen Oxides', 'Nitrous Oxide', 'PM10-PM2.5', 'PM2.5 Primary (Filt + Cond)', 'Sulfur Dioxide', 'Toluene', 'Volatile Organic Compounds']",False,VALERO RENEWABLE FUELS LLC,AURORA,SD,44.297222,-96.717222,aurora
nan,GHGRP NEI,"['1,1,2,2-Tetrachloroethane', '1,3-Butadiene', '1,4-Dichlorobenzene', '1-Methylnaphthalene', '2,2,4-Trimethylpentane', '2-Methylnaphthalene', 'Acenaphthene', 'Acenaphthylene', 'Acetaldehyde', 'Acrolein', 'Acrylamide', 'Acrylic Acid', 'Acrylonitrile', 'Ammonia', 'Anthracene', 'Arsenic', 'Benz[a]Anthracene', 'Benzene', 'Benzo[a]Pyrene', 'Benzo[b]Fluoranthene', 'Benzo[g,h,i,]Perylene', 'Benzo[k]Fluoranthene', 'Bis(2-Ethylhexyl)Phthalate', 'Cadmium', 'Carbon Dioxide', 'Carbon Disulfide', 'Carbon Monoxide', 'Carbon Tetrachloride', 'Carbonyl Sulfide', 'Chlorine', 'Chlorobenzene', 'Chloroform', 'Chromium (VI)', 'Chromium III', 'Chrysene', 'Cobalt', 'Cumene', 'Cyanide', 'Dibenzo[a,h]Anthracene', 'Diethanolamine', 'Epichlorohydrin', 'Ethyl Acrylate', 'Ethyl Benzene', 'Ethyl Chloride', 'Ethylene Dibromide', 'Ethylene Dichloride', 'Ethylene Glycol', 'Ethylene Oxide', 'Ethylidene Dichloride', 'Fluoranthene', 'Fluorene', 'Formaldehyde', 'Hexane', 'Hydrochloric Acid', 'Hydrogen Sulfide', 'Indeno[1,2,3-c,d]Pyrene', 'Lead', 'Maleic Anhydride', 'Manganese', 'Mercury', 'Methane', 'Methanol', 'Methyl Chloride', 'Methyl Chloroform', 'Methyl Isobutyl Ketone', 'Methyl Methacrylate', 'Methylene Chloride', 'Naphthalene', 'Nickel', 'Nitrogen Oxides', 'Nitrous Oxide', 'PAH, total', 'PM10-PM2.5', 'PM2.5 Primary (Filt + Cond)', 'Phenanthrene', 'Phenol', 'Polychlorinated Biphenyls', 'Propionaldehyde', 'Propylene Dichloride', 'Pyrene', 'Selenium', 'Styrene', 'Sulfur Dioxide', 'Tetrachloroethylene', 'Toluene', 'Trichloroethylene', 'Vinyl Acetate', 'Vinyl Chloride', 'Vinylidene Chloride', 'Volatile Organic Compounds', 'Xylenes (Mixed Isomers)', 'm-Xylene', 'o-Xylene']",False,Crown Cork & Seal Co (USA),Aurora,IL,41.7646,-88.26,aurora
110069501024.0,GHGRP,"['Biogenic CO2', 'Carbon Dioxide', 'Methane', 'Nitrous Oxide']",False,"Flint Hills Resources Fairmont, LLC",Fairmont,NE,40.698759,-97.612454,fairmont
110033219050.0,GHGRP NEI,"['1,1,2,2-Tetrachloroethane', '1,1,2-Trichloroethane', '1,3-Butadiene', '1,3-Dichloropropene', '2,2,4-Trimethylpentane', '2-Methylnaphthalene', '3-Methylcholanthrene', '7,12-Dimethylbenz[a]Anthracene', 'Acenaphthene', 'Acenaphthylene', 'Acetaldehyde', 'Acrolein', 'Ammonia', 'Anthracene', 'Arsenic', 'Benz[a]Anthracene', 'Benzene', 'Benzo[a]Pyrene', 'Benzo[b]Fluoranthene', 'Benzo[e]Pyrene', 'Benzo[g,h,i,]Perylene', 'Benzo[k]Fluoranthene', 'Beryllium', 'Biphenyl', 'Cadmium', 'Carbon Dioxide', 'Carbon Disulfide', 'Carbon Monoxide', 'Carbon Tetrachloride', 'Chlorobenzene', 'Chloroform', 'Chromium (VI)', 'Chromium III', 'Chrysene', 'Cobalt', 'Cumene', 'Dibenzo[a,h]Anthracene', 'Ethyl Benzene', 'Ethyl Chloride', 'Ethylene Dibromide', 'Ethylene Dichloride', 'Ethylidene Dichloride', 'Fluoranthene', 'Fluorene', 'Formaldehyde', 'Hexane', 'Indeno[1,2,3-c,d]Pyrene', 'Lead', 'Manganese', 'Mercury', 'Methane', 'Methanol', 'Methylene Chloride', 'Naphthalene', 'Nickel', 'Nitrogen Oxides', 'Nitrous Oxide', 'PM10-PM2.5', 'PM2.5 Primary (Filt + Cond)', 'Phenanthrene', 'Phenol', 'Propylene Dichloride', 'Pyrene', 'Selenium', 'Styrene', 'Sulfur Dioxide', 'Tetrachloroethylene', 'Toluene', 'Vinyl Chloride', 'Volatile Organic Compounds', 'Xylenes (Mixed Isomers)']",False,Green Plains Fairmont LLC,FAIRMONT,MN,43.664021,-94.492559,fairmont
110007390340.0,GHGRP TRI,"['Ammonia', 'Carbon Dioxide', 'Methane', 'Nitrous Oxide', 'n-Hexane']",False,QUAD CNTY CORN PROCESSORS,GALVA,IA,42.47684,-95.41516,galva
