TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
5704WMRNNR27283,NUGEN ENERGY LLC,325193,issues,issues,issues,issues,issues,issues,110058300921.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
50841PTBRF168BR,POET BIOREFINING-CORNING,325193,issues,issues,issues,issues,issues,POET HOLDING CO LLC,110030439835.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
52655BGRVR15211,BIG RIVER RESOURCES WEST BURLINGTON LLC,325193,issues,issues,issues,issues,issues,BIG RIVER RESOURCES LLC,110014396858.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
66032STKNS134SM,EAST KANSAS AGRI-ENERGY,325193,issues,issues,issues,issues,issues,issues,110025333734.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
56118THNLLHWY60,POET BIOREFINING - BINGHAM LAKE LLC,325193,issues,issues,issues,issues,issues,POET HOLDING CO LLC,110006060145.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5047WBSLTN1372S,ABSOLUTE ENERGY LLC,325193,issues,issues,issues,issues,issues,issues,110027236621.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5603WBFFLL1125B,GREEN PLAINS FAIRMONT LLC,325193,issues,issues,issues,issues,issues,GREEN PLAINS RENEWABLE ENERGY INC,110033219050.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
68743SXLND151KN,SIOUXLAND ETHANOL LLC,325193,issues,issues,issues,issues,issues,issues,110029535171.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
68301NRGYD13238,E ENERGY ADAMS,325193,issues,issues,issues,issues,issues,issues,110030484107.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
6881WVNTNR213HA,AURORA WEST LLC,325193,issues,issues,issues,issues,issues,AURORA COOPERATIVE ETHANOL LLC,110046120167.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
51442MZNGN244WH,THE ANDERSONS MARATHON HOLDINGS LLC - DENISON FACILITY,325193,issues,issues,issues,issues,issues,THE ANDERSONS MARATHON HOLDINGS LLC,110025317146.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
56537TTRTL24961,GREEN PLAINS OTTER TAIL LLC,325193,issues,issues,issues,issues,issues,GREEN PLAINS RENEWABLE ENERGY INC,110056930193.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
55924LCRNCHWY14,AL-CORN CLEAN FUEL,325193,issues,issues,issues,issues,issues,issues,110000594642.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
57015GRTPL27716,POET BIOREFINING - CHANCELLOR,325193,issues,issues,issues,issues,issues,POET HOLDING CO LLC,110014338582.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
68701LKHRN32NVI,ELKHORN VALLEY ETHANOL LLC,325193,issues,issues,issues,issues,issues,LOUIS DREYFUS CO,110018859467.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
7907WPLNVW2698E,PLAINVIEW BIOENERGY LLC,325193,issues,issues,issues,issues,issues,WHITE ENERGY HOLDING CO LLC,110033218104.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
43302PTBRF166HI,POET BIOREFINING-MARION LLC,325193,issues,issues,issues,issues,issues,POET HOLDING CO LLC,110056904060.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5010WLSDRY1149U,LOUIS DREYFUS CO GRAND JUNCTION LLC,325193,issues,issues,issues,issues,issues,LOUIS DREYFUS CO,110037637616.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
61953QNTMCROUTE,EQUISTAR CHEMICALS LP - TUSCOLA PLANT,325193,issues,issues,issues,issues,issues,LYONDELLBASELL INDUSTRIES,110000746211.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
68769HSKRG5448H,HUSKER AG LLC,325193,issues,issues,issues,issues,issues,issues,110013808308.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
47955SLNDN23W11,VALERO RENEWABLE FUELS CO LLC DBA VALERO LINDEN PLANT,325193,issues,issues,issues,issues,issues,VALERO ENERGY CORP,110028090606.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5620WBSHML1725H,BUSHMILLS ETHANOL INC,325193,issues,issues,issues,issues,issues,issues,110024871183.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
6206WBNGBN395BI,GREEN PLAINS MADISON LLC,325193,issues,issues,issues,issues,issues,GREEN PLAINS RENEWABLE ENERGY INC,110056955120.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
06804PHRMC58VAL,GREENFIELD GLOBAL USA INC.,325193,424690.0,issues,issues,issues,issues,issues,110000317595.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
06804PHRMC58VAL,GREENFIELD GLOBAL USA INC.,325193,325199.0,issues,issues,issues,issues,issues,110000317595.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
64503LFLNF2811S,ICM BIOFUELS LLC,325193,issues,issues,issues,issues,issues,issues,110001448498.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
57260TRSTT47333,RED RIVER ENERGY LLC,325193,issues,issues,issues,issues,issues,issues,110012173263.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
6888WPNRTR7874S,GREEN PLAINS WOOD RIVER LLC,325193,issues,issues,issues,issues,issues,GREEN PLAINS RENEWABLE ENERGY INC,110056552555.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
85239PNLNR3851W,PINAL ENERGY LLC,325193,issues,issues,issues,issues,issues,KORT INVESTMENT CORP,110041014586.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
54768CTHNL815WM,ACE ETHANOL LLC,325193,issues,issues,issues,issues,issues,issues,110013812918.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5215WHMLND2779I,HOMELAND ENERGY SOLUTIONS LLC,325193,issues,issues,issues,issues,issues,issues,110031117716.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
2386WPPMTT71S6T,GREEN PLAINS HOPEWELL LLC,325193,issues,issues,issues,issues,issues,GREEN PLAINS RENEWABLE ENERGY INC,110040513414.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
50401GLDNG18334,GOLDEN GRAIN ENERGY LLC,325193,issues,issues,issues,issues,issues,issues,110020160403.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5204WBGRVR3294V,BIG RIVER UNITED ENERGY LLC,325193,issues,issues,issues,issues,issues,BIG RIVER RESOURCES LLC,110037386913.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
56055NRTHS19249,POET BIOREFINING LAKE CRYSTAL,325193,issues,issues,issues,issues,issues,POET HOLDING CO LLC,110018853409.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
