FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source
110000438036.0,"PACIFIC ETHANOL PEKIN, LLC",1300 SOUTH 2ND STREET,PEKIN,IL,61554,40.555,-89.6628,Tazewell,325193,,1000413,GHGRP
110000438036.0,Aventine Renewable Energy Inc,1300 S Second St,Pekin,IL,None,40.5547,-89.6632,Tazewell,325998,,8065311,NEI
110000438036.0,"PACIFIC ETHANOL PEKIN, LLC",1300 S 2ND ST,PEKIN,IL,61554,40.556809,-89.663372,TAZEWELL,325193,,61554PKNNR1300S,TRI
110000399970.0,"South Bend Ethanol, LLC.",3201 W CALVERT ST,SOUTH BEND,IN,46613,41.6552,-86.2962,St. Joseph,325193,,1000415,GHGRP
110000399970.0,NEW ENERGY CORP.,3201 W. CALVERT ST.,SOUTH BEND,IN,46680,41.6556,-86.2951,St. Joseph,339999,,5552411,NEI
110000376502.0,"Ergon Biofuels, LLC",1833 Haining Road,Vicksburg,MS,39183,32.388258,-90.888467,WARREN,325193,,1000634,GHGRP
110000376502.0,ERGON BIOFUELS LLC,1833 HAINING RD.,VICKSBURG,MS,39180,32.389246,-90.895446,WARREN,325199,,39180BNGCR1833H,TRI
110000376502.0,"Bunge-Ergon Vicksburg, LLC",1833 Haining Road,Vicksburg,MS,39183,32.3893,-90.8954,Warren,325193,,6285511,NEI
110032967957.0,Agra Resources LLC dba POET BIOREFINING - GLENVILLE,15300 780TH AVE,ALBERT LEA,MN,56007,43.576024,-93.301823,FREEBORN,325193,,1000857,GHGRP
110032967957.0,POET Biorefining - Glenville East,15300 780th Ave,Albert Lea,MN,56007,43.5763,-93.3018,Freeborn,325199,,8484711,NEI
110001448498.0,ICM Biofuels LLC,2811 SOUTH 11TH STREET,SAINT JOSEPH,MO,64503,39.74025,-94.846817,BUCHANAN,325193,,1001678,GHGRP
110001448498.0,LIFE LINE FOODS LLC-ST. JOSEPH,2811 SOUTH 11TH STREET,ST. JOSEPH,MO,64503,39.7403,-94.8468,Buchanan,311211,,6346611,NEI
110020653808.0,GRANITE FALLS ENERGY LLC,15045 HIGHWAY 23 SE,GRANITE FALLS,MN,56241,44.796667,-95.483333,CHIPPEWA COUNTY,325193,,1002173,GHGRP
110020653808.0,Granite Falls Energy LLC,15045 Highway 23 SE,Granite Falls,MN,56241,44.8017,-95.4856,Chippewa,325199,,9540011,NEI
110038158524.0,HEARTLAND CORN PRODUCTS,53331 State Highway 19,WINTHROP,MN,55396,44.541944,-94.341667,SIBLEY,325193,,1003907,GHGRP
110038158524.0,Heartland Corn Products,53331 State Highway 19 E,Winthrop,MN,55396,44.5417,-94.3415,Sibley,325180,,6930211,NEI
110038158524.0,HEARTLAND CORN PRODUCTS,53331 STATE HIGHWAY 19 EAST,WINTHROP,MN,55396,44.541944,-94.341667,SIBLEY,325193,,55396HRTLNHWY19,TRI
110056930193.0,GREEN PLAINS OTTER TAIL LLC,24096 170TH AVENUE,FERGUS FALLS,MN,56537,46.31158,-96.13374,OTTER TAIL COUNTY,325193,,1004731,GHGRP
110056930193.0,Green Plains Otter Tail LLC,24096 170th Ave,Fergus Falls,MN,56537,46.3126,-96.1335,Otter Tail,311119,,13598211,NEI
110035195614.0,WE HEREFORD LLC,3748 S PROGRESSIVE ROAD,HEREFORD,TX,79045,34.821895,-102.370362,DEAF SMITH,325193,,1004799,GHGRP
110035195614.0,WE HEREFORD,3748 S PROGRESSIVE RD,HEREFORD,TX,79045,34.8307,-102.364,Deaf Smith,325110,,13378311,NEI
110035195614.0,WHITE ENERGY HEREFORD LLC,3748 S. PROGRESSIVE ROAD,HEREFORD,TX,79045,34.829314,-102.363767,DEAF SMITH,325193,,7904WWHTNR99PRG,TRI
110056904060.0,Marion Ethanol LLC d/b/a Poet Biorefining - Marion,1660 Hillman Ford Road,Marion,OH,43302,40.61855,-83.15954,MARION COUNTY,325193,,1004902,GHGRP
110056904060.0,POET Biorefining - Marion (0351010207),Hillman-Ford Road,Marion,OH,43302,40.6261,-83.1559,Marion,325199,,14690911,NEI
110022523045.0,COMMONWEALTH AGRI-ENERGY LLC,4895 PEMBROKE RD ,HOPKINSVILLE,KY,42240,36.81342,-87.41009,CHRISTIAN COUNTY,325193,,1005115,GHGRP
110022523045.0,Commonwealth Agri-Energy LLC,4895 Pembroke Rd,Hopkinsville,KY,42241,36.8083,-87.41469999999998,Christian,325199,,13715611,NEI
110022523045.0,COMMONWEALTH AGRI-ENERGY LLC,4895 PEMBROKE RD,HOPKINSVILLE,KY,42240,36.81342,-87.41009,CHRISTIAN,325193,,42241CMMNW4895P,TRI
110000594642.0,AL CORN CLEAN FUEL,797 5th Street,CLAREMONT,MN,55924,44.049412,-93.017379,DODGE,325193,,1005149,GHGRP
110000594642.0,Al-Corn Clean Fuel,797 5th St,Claremont,MN,55924,44.0491,-93.0173,Dodge,325199,,7026511,NEI
110070090716.0,PACIFIC ETHANOL STOCKTON LLC,3028 NAVY DRIVE,STOCKTON,CA,95206,37.942858,-121.335361,SAN JOAQUIN COUNTY,325193,,1007262,GHGRP
110070090716.0,PACIFIC ETHANOL STOCKTON LLC,3028 NAVY DR,STOCKTON,CA,95206,37.9413,-121.339,San Joaquin,325199,,15859711,NEI
110070090716.0,PACIFIC ETHANOL STOCKTON LLC,3028 NAVY DRIVE,STOCKTON,CA,95206,37.9413,-121.3385,SAN JOAQUIN,325193,,9520WPCFCT328NA,TRI
110033218845.0,Poet Biorefining-Macon,30211 major ave,Macon,MO,63552,39.7481,-92.3851,MACON,325193,,1007809,GHGRP
110033218845.0,POET BIOREFINING-MACON,30211 MAJOR AVE,MACON,MO,63552,39.7494,-92.3834,Macon,325110,,6699411,NEI
110000751393.0,RAY-CARROLL FUELS-CARROLLTON,26274 HWY 24 EAST,CARROLLTON,MO,64633,39.3651,-93.4487,Carroll,325193,,12559611,NEI
110000751393.0,RAY-CARROLL COUNTY GRAIN GROWERS INC-CARROLLTON FACILITY,26274 HWY 24 EAST,CARROLLTON,MO,64633,39.3657,-93.4524,Carroll,424510,,7326111,NEI
110017436130.0,CARGILL INC - EDDYVILLE,1 CARGILL DR.,EDDYVILLE,IA,52553,41.16226,-92.6361,MAHASKA COUNTY,311221,,1007881,GHGRP
110017436130.0,"CARGILL, INC - EDDYVILLE",1 CARGILL DR,EDDYVILLE,IA,None,41.1409,-92.6461,Monroe,325193,,12806011,NEI
110017436130.0,CARGILL CORN MILLING,17540 MONROE-WAPELLO ROAD,EDDYVILLE,IA,52553,41.14481,-92.63579,MONROE,311221,,52553CRGLLRR1CO,TRI
