Facility Id,FRS Id,Facility Name,City_x,State_x,Zip Code,Address_x,County_x,Latitude_x,Longitude_x,Primary NAICS Code,FRS_ID,FacilityName,Address_y,City_y,State_y,Zip,Latitude_y,Longitude_y,County_y,NAICS,SIC,FacilityID,Source
1011577,110027254986.0,"Seaboard Energy California, LLC",Madera,CA,93638,31470 Avenue 12,MADERA COUNTY,36.92,-119.98,325193,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
1011627,110056339902.0,Three Rivers Energy LLC,Coshocton,OH,43812,18137 County Road 271,COSHOCTON COUNTY,40.22,-81.86,325193,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000376502.0,"Ergon Biofuels, LLC",1833 Haining Road,Vicksburg,MS,39183,32.388258,-90.888467,WARREN,325193,nan,1000634,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000595035.0,ADM CORN PROCESSING,12868 COUNTY ROAD 9,WALHALLA,ND,58282,48.910797,-97.888743,PEMBINA COUNTY,325193,nan,1001867,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110071099184.0,CORN PLUS,711 6TH AVE. S.E.,WINNEBAGO,MN,56098,43.763198,-94.151226,FARIBAULT,325193,nan,1002950,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000448329.0,"Pacific Ethanol Aurora East, LLC",1205 S. RD. O,AURORA,NE,68818,40.867306,-98.038722,HAMILTON COUNTY,325193,nan,1003282,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110071162498.0,Central MN Renewables,17936 HERON ROAD,LITTLE FALLS,MN,56345,46.022222,-94.338333,MORRISON COUNTY,325193,nan,1003924,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110031108584.0,Green Plains Holdings II LLC,11440 CEMETERY RD,RIGA,MI,49276,41.814436,-83.836092,LENAWEE COUNTY,325193,nan,1004228,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110033218159.0,ABENGOA BIOENERGY CORPORATION COLWICH ETHANOL PLANT,523 E UNION AVE,COLWICH,KS,67030,37.78682,-97.53099,SEDGWICK COUNTY,325193,nan,1005278,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110070241205.0,"POET Biorefining-Cloverdale, LLC",2265 East County Road 800 South,Cloverdale,IN,46120,39.546725,-86.814389,PUTNAM COUNTY,325193,nan,1005382,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110058145172.0,Equistar Tuscola Plant,625 EAST US HIGHWAY 36,TUSCOLA,IL,61953,39.7983,-88.3501,Douglas,325193,nan,1007110,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110033218426.0,CENTER ETHANOL CO LLC,231 MONSANTO AVE.,SAUGET,IL,62201,38.596226,-90.17614,SAINT CLAIR,325193,nan,1007764,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110017436130.0,CARGILL INC - EDDYVILLE,1 CARGILL DR.,EDDYVILLE,IA,52553,41.16226,-92.6361,MAHASKA COUNTY,311221,nan,1007881,GHGRP
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,nan,"EPL Oil & Gas, Inc. - SP 77 A",None,Offshore,LA,0,28.8308,-89.4061,ORLEANS PARISH,211111,nan,1010333,GHGRP
