Facility Id,FRS Id,Facility Name,City_x,State_x,Zip Code,Address_x,County_x,Latitude_x,Longitude_x,Primary NAICS Code,FRS_ID,FacilityName,Address_y,City_y,State_y,Zip,Latitude_y,Longitude_y,County_y,NAICS,SIC,FacilityID,Source
1012089,nan,"Aemetis Advanced Fuels Keyes, Inc.",Ceres,CA,95307,4209 Jessup Road,nan,37.55,-120.92,325193,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
1010658,110000448329.0,Aurora Ethanol Complex,Aurora,NE,68818,1205 South O Road,HAMILTON COUNTY,40.87,-98.04,325193,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
1011065,110071160116.0,"Cargill, Incorporated",Fort Dodge,IA,50501,1950 Harvest Avenue,WEBSTER COUNTY,42.51,-94.31,325193,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
1007523,110069243278.0,"Chief Ethanol Fuels, Inc.",Lexington,NE,68850,1111 East Industry Drive,DAWSON COUNTY,40.75,-99.77,325193,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
1013624,110070567657.0,"ELEMENT, LLC",COLWICH,KS,67030,1 Element Drive,SEDGWICK COUNTY,37.78,-97.53,325193,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
1013287,110063892499.0,Elite Octane,Atlantic,IA,50022,60502 Glacier Road,CASS COUNTY,41.42,-95.03,325193,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
1006912,110056959929.0,POET BIOREFINING,FOSTORIA,OH,44830,2111 SANDUSKY STREET,SENECA COUNTY,41.18,-83.38,325193,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
1013984,110070226399.0,POET Biorefining - Shelbyville,Shelbyville,IN,46176,2373 W 300 N,SHELBY COUNTY,39.57,-85.82,325193,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
1011694,110059809881.0,POET DSM Project Liberty LLC,Emmetsburg,IA,50536,3848 470th Ave,PALO ALTO COUNTY,43.09,-94.65,325193,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
1003637,110064081112.0,"Pennsylvania Grain Processing, LLC",Clearfield,PA,16830,250 Technology Drive,CLEARFIELD COUNTY,41.03,-78.43,325193,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
1011656,110070243042.0,Pratt Energy LLC,Pratt,KS,67124,10333 NE 30th Street,PRATT COUNTY,37.69,-98.71,325193,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
1013622,110070543313.0,Ringneck Energy,Onida,SD,57564,901 Redwood Ave,SULLY COUNTY,44.69,-100.06,325193,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues
