,TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
2,50841PTBRF168BR,POET BIOREFINING-CORNING,325193,issues,issues,issues,issues,issues,POET HOLDING CO LLC,110030439835.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
3,52655BGRVR15211,BIG RIVER RESOURCES WEST BURLINGTON LLC,325193,issues,issues,issues,issues,issues,BIG RIVER RESOURCES LLC,110014396858.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4,66032STKNS134SM,EAST KANSAS AGRI-ENERGY,325193,issues,issues,issues,issues,issues,issues,110025333734.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
5,56118THNLLHWY60,POET BIOREFINING - BINGHAM LAKE LLC,325193,issues,issues,issues,issues,issues,POET HOLDING CO LLC,110006060145.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
6,5047WBSLTN1372S,ABSOLUTE ENERGY LLC,325193,issues,issues,issues,issues,issues,issues,110027236621.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
9,5603WBFFLL1125B,GREEN PLAINS FAIRMONT LLC,325193,issues,issues,issues,issues,issues,GREEN PLAINS RENEWABLE ENERGY INC,110033219050.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
12,68743SXLND151KN,SIOUXLAND ETHANOL LLC,325193,issues,issues,issues,issues,issues,issues,110029535171.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
14,68301NRGYD13238,E ENERGY ADAMS,325193,issues,issues,issues,issues,issues,issues,110030484107.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
18,51442MZNGN244WH,THE ANDERSONS MARATHON HOLDINGS LLC - DENISON FACILITY,325193,issues,issues,issues,issues,issues,THE ANDERSONS MARATHON HOLDINGS LLC,110025317146.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
20,56537TTRTL24961,GREEN PLAINS OTTER TAIL LLC,325193,issues,issues,issues,issues,issues,GREEN PLAINS RENEWABLE ENERGY INC,110056930193.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
24,55924LCRNCHWY14,AL-CORN CLEAN FUEL,325193,issues,issues,issues,issues,issues,issues,110000594642.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
26,57015GRTPL27716,POET BIOREFINING - CHANCELLOR,325193,issues,issues,issues,issues,issues,POET HOLDING CO LLC,110014338582.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
27,68701LKHRN32NVI,ELKHORN VALLEY ETHANOL LLC,325193,issues,issues,issues,issues,issues,LOUIS DREYFUS CO,110018859467.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
32,43302PTBRF166HI,POET BIOREFINING-MARION LLC,325193,issues,issues,issues,issues,issues,POET HOLDING CO LLC,110056904060.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
38,68769HSKRG5448H,HUSKER AG LLC,325193,issues,issues,issues,issues,issues,issues,110013808308.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
42,6206WBNGBN395BI,GREEN PLAINS MADISON LLC,325193,issues,issues,issues,issues,issues,GREEN PLAINS RENEWABLE ENERGY INC,110056955120.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
46,64503LFLNF2811S,ICM BIOFUELS LLC,325193,issues,issues,issues,issues,issues,issues,110001448498.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
48,57260TRSTT47333,RED RIVER ENERGY LLC,325193,issues,issues,issues,issues,issues,issues,110012173263.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
49,6888WPNRTR7874S,GREEN PLAINS WOOD RIVER LLC,325193,issues,issues,issues,issues,issues,GREEN PLAINS RENEWABLE ENERGY INC,110056552555.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
50,85239PNLNR3851W,PINAL ENERGY LLC,325193,issues,issues,issues,issues,issues,KORT INVESTMENT CORP,110041014586.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
53,54768CTHNL815WM,ACE ETHANOL LLC,325193,issues,issues,issues,issues,issues,issues,110013812918.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
58,50401GLDNG18334,GOLDEN GRAIN ENERGY LLC,325193,issues,issues,issues,issues,issues,issues,110020160403.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
59,5204WBGRVR3294V,BIG RIVER UNITED ENERGY LLC,325193,issues,issues,issues,issues,issues,BIG RIVER RESOURCES LLC,110037386913.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
60,56055NRTHS19249,POET BIOREFINING LAKE CRYSTAL,325193,issues,issues,issues,issues,issues,POET HOLDING CO LLC,110018853409.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
61,65339MDMSSRTE2B,MID-MISSOURI ENERGY LLC,325193,issues,issues,issues,issues,issues,issues,110025333707.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
64,67665SNRGY1224E,PUREFIELD INGREDIENTS CO-PRODUCTS FACILITY,325193,issues,issues,issues,issues,issues,PUREFIELD INGREDIENTS LLC,110016688011.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
66,53566BDGRS820W1,BADGER STATE ETHANOL LLC,325193,issues,issues,issues,issues,issues,BADGER STATE ETHANOL LLC,110038166365.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
68,5615WHGHWT245US,HIGHWATER ETHANOL LLC,325193,issues,issues,issues,issues,issues,issues,110039503089.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
69,50201LNCLN59511,LINCOLNWAY ENERGY LLC,325193,issues,issues,issues,issues,issues,issues,110024891027.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
70,56215CHPPW27020,CHIPPEWA VALLEY ETHANOL CO,325193,issues,issues,issues,issues,issues,CHIPPEWA VALLEY AGRAFUELS COOPERATIVE,110000427075.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
75,63552NRTHS30211,NORTHEAST MISSOURI GRAIN LLC,325193,issues,issues,issues,issues,issues,"POET HOLDING COMPANY,LLC",110033218845.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
79,80759YMTHN3848C,YUMA ETHANOL LLC,325193,issues,issues,issues,issues,issues,issues,110031262498.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
